,New Mexico,forecast,interval_low,interval_high
2020-03-30,237.0,16463.3007451785,,
2020-03-31,315.0,16489.004653038803,,
2020-04-01,327.0,16400.46309794123,,
2020-04-02,373.0,16491.619001169747,,
2020-04-03,490.0,16453.486775238303,,
2020-04-04,506.0,16372.50813133355,,
2020-04-05,624.0,16507.37774710486,,
2020-04-06,686.0,16387.84597884551,,
2020-04-07,794.0,16455.516133122117,,
2020-04-08,821.0,16428.662694087263,,
2020-04-09,865.0,16503.613837916157,,
2020-04-10,1081.0,16489.724229730073,,
2020-04-11,1091.0,16303.942322303861,,
2020-04-12,1245.0,16560.560470488475,,
2020-04-13,1262.0,16385.597277133038,,
2020-04-14,1345.0,16522.315315201464,,
2020-04-15,1484.0,16478.76345862487,,
2020-04-16,1484.0,16394.600031656715,,
2020-04-17,1597.0,16572.273163115806,,
2020-04-18,1798.0,16418.62857550615,,
2020-04-19,1845.0,16334.4383872976,,
2020-04-20,1971.0,16539.81659661574,,
2020-04-21,1971.0,16421.58880264823,,
2020-04-22,2210.0,16554.234500248574,,
2020-04-23,2379.0,16319.170696815476,,
2020-04-24,2521.0,16407.372620211107,,
2020-04-25,2660.0,16462.420656398554,,
2020-04-26,2726.0,16430.67372467853,,
2020-04-27,2825.0,16535.123839142027,,
2020-04-28,2974.0,16492.96571606524,,
2020-04-29,3213.0,16436.163018092248,,
2020-04-30,3411.0,16358.166735059196,,
2020-05-01,3513.0,16412.459933956325,,
2020-05-02,3732.0,16514.042684045995,,
2020-05-03,3850.0,16378.433342985338,,
2020-05-04,4031.0,16515.386999166363,,
2020-05-05,4138.0,16453.318019598744,,
2020-05-06,4291.0,16511.66608288605,,
2020-05-07,4493.0,16471.13683044994,,
2020-05-08,4673.0,16408.316222349567,,
2020-05-09,4778.0,16453.020578552023,,
2020-05-10,4863.0,16521.412684359555,,
2020-05-11,5069.0,16524.632814128327,,
2020-05-12,5212.0,16396.206988183236,,
2020-05-13,5364.0,16484.68848379837,,
2020-05-14,5503.0,16466.666631230022,,
2020-05-15,5662.0,16460.610170497308,,
2020-05-16,5847.0,16455.18266571749,,
2020-05-17,5938.0,16429.15024924849,,
2020-05-18,6096.0,16533.770406982712,,
2020-05-19,6192.0,16447.07813049521,,
2020-05-20,6317.0,16512.44403849992,,
2020-05-21,6472.0,16485.39187998412,,
2020-05-22,6625.0,16436.73041261658,,
2020-05-23,6625.0,16453.089944164243,,
2020-05-24,6943.0,16603.338932539915,,
2020-05-25,7026.0,16246.26652371278,,
2020-05-26,7130.0,16536.403141594106,,
2020-05-27,7252.0,16516.139596562123,,
2020-05-28,7364.0,16440.000254441296,,
2020-05-29,7493.0,16501.099130488183,,
2020-05-30,7624.0,16465.86023408203,,
2020-05-31,7689.0,16457.81981581147,,
2020-06-01,7800.0,16526.697414330247,,
2020-06-02,8024.0,16463.191695719397,,
2020-06-03,8140.0,16349.488941367761,,
2020-06-04,8353.0,16492.15392424446,,
2020-06-05,8672.0,16376.610991217001,,
2020-06-06,8800.0,16277.032018259637,,
2020-06-07,8940.0,16534.393497656205,,
2020-06-08,9062.0,16493.22453050578,,
2020-06-09,9105.0,16501.07132812559,,
2020-06-10,9250.0,16607.909178678303,,
2020-06-11,9367.0,16463.19323725434,,
2020-06-12,9526.0,16489.25550532946,,
2020-06-13,9621.0,16444.69969979562,,
2020-06-14,9723.0,16493.02202815117,,
2020-06-15,9845.0,16485.196140159707,,
2020-06-16,9933.0,16455.56065434128,,
2020-06-17,10065.0,16502.324167564388,,
2020-06-18,10153.0,16444.895805836248,,
2020-06-19,10260.0,16489.989485756534,,
2020-06-20,10430.0,16469.26829631549,,
2020-06-21,10565.0,16397.05291586203,,
2020-06-22,10694.0,16454.38403344389,,
2020-06-23,10838.0,16457.98145726599,,
2020-06-24,10990.0,16437.534295293208,,
2020-06-25,11192.0,16444.97102667178,,
2020-06-26,11408.0,16399.752089177662,,
2020-06-27,11619.0,16397.85774488191,,
2020-06-28,11809.0,16417.732292475117,,
2020-06-29,11982.0,16445.414515297856,,
2020-06-30,12147.0,16470.882432370898,,
2020-07-01,12276.0,16483.058851826125,,
2020-07-02,12520.0,16520.399478330477,,
2020-07-03,12776.0,16392.77712365006,,
2020-07-04,13063.0,16395.505577233384,,
2020-07-05,13256.0,16380.743934737086,,
2020-07-06,13507.0,16477.681015674643,,
2020-07-07,13727.0,16422.00232225512,,
2020-07-08,14017.0,16466.049272213193,,
2020-07-09,14251.0,16411.234508872272,,
2020-07-10,14549.0,16469.3507820236,,
2020-07-11,14773.0,16408.576318999,,
2020-07-12,15028.0,16487.45535060897,,
2020-07-13,15291.0,16462.186284880157,,
2020-07-14,15514.0,16446.475644304403,,
2020-07-15,15841.0,16503.598181550933,,
2020-07-16,16138.0,16382.393692546893,,
2020-07-17,16456.0,16430.50642314718,,
2020-07-18,16736.0,16421.642319316183,,
2020-07-19,,17015.57437703654,16926.102871015053,17105.04588305803
2020-07-20,,17307.727064927487,17182.159013757624,17433.29511609735
2020-07-21,,17598.936363035005,17433.1985651848,17764.67416088521
2020-07-22,,17899.500340261206,17693.178766661953,18105.821913860458
2020-07-23,,18198.283012562017,17954.668010081088,18441.898015042945
2020-07-24,,18496.890523921582,18207.62576271523,18786.155285127934
2020-07-25,,18797.92195989422,18461.093087255682,19134.75083253276
