,New Jersey,forecast,interval_low,interval_high
2020-01-23,0.0,19.40715980529785,0.1243835985660553,95.7894515991211
2020-01-24,0.0,-27.535335540771484,-95.18547821044922,-0.29896897077560425
2020-01-25,0.0,2.5670993328094482,-4.862163066864014,8.897285461425781
2020-01-26,0.0,0.15639400482177734,0.023900657892227173,0.3013955056667328
2020-01-27,0.0,-0.027024542912840843,-0.3142685890197754,0.15643149614334106
2020-01-28,0.0,-0.004514539148658514,-0.36506932973861694,0.5286786556243896
2020-01-29,0.0,3.6320197582244873,-0.1389485001564026,17.828521728515625
2020-01-30,0.0,-1.62813401222229,-6.343511581420898,0.2966664135456085
2020-01-31,0.0,0.6843709945678711,-0.3842882513999939,3.9485771656036377
2020-02-01,0.0,0.3415524661540985,-0.17060613632202148,1.3495073318481445
2020-02-02,0.0,6.179555892944336,-0.10351431369781494,31.177127838134766
2020-02-03,0.0,0.5410752892494202,-0.07676750421524048,2.5635387897491455
2020-02-04,0.0,-3.906001329421997,-19.776947021484375,0.16770821809768677
2020-02-05,0.0,1.612602949142456,-0.7032228708267212,8.699560165405273
2020-02-06,0.0,0.8646167516708374,-0.16188186407089233,3.171424627304077
2020-02-07,0.0,2.412222146987915,-3.5287299156188965,7.607607841491699
2020-02-08,0.0,0.5638045072555542,-1.4244039058685303,3.6069915294647217
2020-02-09,0.0,-1.8493976593017578,-10.86091136932373,1.466562271118164
2020-02-10,0.0,0.013959670439362526,-0.49350714683532715,0.3828895688056946
2020-02-11,0.0,-2.0744221210479736,-11.792163848876953,1.286344051361084
2020-02-12,0.0,-4.243544578552246,-20.454404830932617,1.2267876863479614
2020-02-13,0.0,-0.09301768988370895,-1.0265835523605347,0.3233764171600342
2020-02-14,0.0,7.0796613693237305,-0.6675304174423218,22.141706466674805
2020-02-15,0.0,-1.627138376235962,-3.343756914138794,-0.1372286081314087
2020-02-16,0.0,0.1310954988002777,-0.07789236307144165,0.3188830018043518
2020-02-17,0.0,0.1936158835887909,-0.2528815269470215,1.3335680961608887
2020-02-18,0.0,0.04318385198712349,-0.5920740365982056,0.7898464202880859
2020-02-19,0.0,1.2717159986495972,-4.538148403167725,7.901401519775391
2020-02-20,0.0,0.8463764190673828,-0.025203287601470947,1.6039928197860718
2020-02-21,0.0,-0.25864356756210327,-1.2336783409118652,0.3084786832332611
2020-02-22,0.0,2.866422414779663,-0.88504958152771,15.998276710510254
2020-02-23,0.0,0.9772823452949524,-3.375739097595215,8.746338844299316
2020-02-24,0.0,0.029231727123260498,-0.9264429807662964,0.6733602285385132
2020-02-25,0.0,-0.3443371653556824,-1.1503607034683228,0.1391427218914032
2020-02-26,0.0,-0.09771085530519485,-0.3441725969314575,0.18428242206573486
2020-02-27,0.0,-0.25121352076530457,-1.283194899559021,0.43840429186820984
2020-02-28,0.0,0.4149572253227234,-0.02097386121749878,0.7767515182495117
2020-02-29,0.0,4.249115943908691,-6.693665504455566,18.60712242126465
2020-03-01,0.0,-0.03721117973327637,-0.2502140998840332,0.08700743317604065
2020-03-02,0.0,12.063253402709961,0.010341405868530273,49.927764892578125
2020-03-03,0.0,8.870659828186035,0.0481356680393219,37.51148986816406
2020-03-04,0.0,3.0090079307556152,-0.6521286964416504,15.894556999206543
2020-03-05,2.0,1.709878921508789,1.0581083297729492,2.126317024230957
2020-03-06,0.0,0.28153157234191895,-0.307017982006073,0.9921884536743164
2020-03-07,2.0,1.7779229879379272,1.4453812837600708,2.1026391983032227
2020-03-08,1.0,-0.6556016206741333,-6.5872602462768555,1.0198075771331787
2020-03-09,0.0,-0.1590467244386673,-0.9835463762283325,0.4895825684070587
2020-03-10,10.0,9.732803344726562,9.091450691223145,10.778809547424316
2020-03-11,8.0,6.35107946395874,-1.8440744876861572,8.961688995361328
2020-03-12,6.0,12.435796737670898,5.745988845825195,21.408540725708008
2020-03-13,20.0,17.087112426757812,8.14040470123291,20.78221893310547
2020-03-14,20.0,18.064064025878906,7.184154510498047,22.767332077026367
2020-03-15,3.0,11.828370094299316,2.789324998855591,46.62815856933594
2020-03-16,104.0,104.01490783691406,103.21321868896484,105.1431884765625
2020-03-17,74.0,74.01356506347656,71.07499694824219,75.40314483642578
2020-03-18,147.0,220.5266876220703,145.52960205078125,337.8298034667969
2020-03-19,344.0,342.9354248046875,341.9018859863281,344.57403564453125
2020-03-20,149.0,150.57376098632812,149.7427978515625,152.2863006591797
2020-03-21,437.0,436.18939208984375,435.7686462402344,436.78411865234375
2020-03-22,587.0,608.6209106445312,440.3525085449219,841.0084228515625
2020-03-23,930.0,1127.45068359375,929.7665405273438,1916.2332763671875
2020-03-24,831.0,809.3443603515625,723.939208984375,831.2042846679688
2020-03-25,727.0,1088.55615234375,727.6245727539062,2348.005126953125
2020-03-26,2474.0,1966.239990234375,761.4804077148438,2474.79345703125
2020-03-27,1949.0,2090.029052734375,1947.3885498046875,2314.6748046875
2020-03-28,2299.0,2298.477783203125,2298.189453125,2298.81591796875
2020-03-29,2262.0,2262.40625,2262.3173828125,2262.4794921875
2020-03-30,3250.0,3249.366455078125,3248.67626953125,3249.799072265625
2020-03-31,2060.0,2297.235107421875,2060.297119140625,3243.9990234375
2020-04-01,3559.0,3558.17822265625,3556.9560546875,3559.19970703125
2020-04-02,3335.0,3624.81689453125,3336.257568359375,4245.31396484375
2020-04-03,4305.0,4303.8076171875,4302.19140625,4304.85107421875
2020-04-04,4229.0,4176.73974609375,3969.2958984375,4229.4169921875
2020-04-05,3381.0,3493.9765625,3381.709228515625,3942.46826171875
2020-04-06,3585.0,3584.228515625,3582.99267578125,3585.1201171875
2020-04-07,3326.0,3327.97900390625,3325.77978515625,3331.270751953125
2020-04-08,3021.0,3020.876708984375,3018.05908203125,3023.638427734375
2020-04-09,3590.0,3590.19580078125,3587.6943359375,3591.275634765625
2020-04-10,3561.0,3598.88525390625,3560.279296875,3748.867431640625
2020-04-11,3563.0,3563.00390625,3561.670166015625,3564.708984375
2020-04-12,3699.0,3617.095703125,3292.366943359375,3698.718505859375
2020-04-13,2734.0,2884.75537109375,2733.84375,3485.18310546875
2020-04-14,4240.0,3600.92333984375,2640.090087890625,4238.77490234375
2020-04-15,2206.0,2207.649169921875,2206.892822265625,2209.275390625
2020-04-16,4287.0,3589.8515625,2932.191162109375,4285.75927734375
2020-04-17,3150.0,3109.66455078125,2948.41943359375,3153.725830078125
2020-04-18,2953.0,3133.33154296875,2953.2734375,3850.13330078125
2020-04-19,3881.0,3881.018310546875,3880.63330078125,3881.5029296875
2020-04-20,3421.0,3421.09716796875,3420.26806640625,3421.61083984375
2020-04-21,3665.0,3664.43359375,3663.8154296875,3665.20703125
2020-04-22,3527.0,3540.03466796875,3354.031005859375,3657.529541015625
2020-04-23,4111.0,4109.53466796875,4108.857421875,4109.861328125
2020-04-24,2171.0,2172.2685546875,2171.482177734375,2172.65478515625
2020-04-25,3302.0,3176.31298828125,2793.88916015625,3302.29150390625
2020-04-26,3540.0,3197.831787109375,2645.833251953125,3539.552734375
2020-04-27,2150.0,2237.01123046875,2150.349609375,2581.74169921875
2020-04-28,2668.0,2667.23681640625,2666.37646484375,2668.3681640625
2020-04-29,2509.0,2508.85205078125,2508.32861328125,2509.258056640625
2020-04-30,2287.0,2361.109375,2287.067138671875,2656.0791015625
2020-05-01,2538.0,2545.28564453125,2537.9453125,2572.98095703125
2020-05-02,2527.0,2621.11767578125,2527.113525390625,2976.893310546875
2020-05-03,3027.0,2851.333251953125,2149.482421875,3027.02783203125
2020-05-04,1525.0,1701.892578125,1525.294677734375,2407.404052734375
2020-05-05,2324.0,2323.12548828125,2322.009521484375,2324.004150390625
2020-05-06,1297.0,1298.480712890625,1297.0341796875,1299.8668212890625
2020-05-07,2101.0,2007.3427734375,1641.1090087890625,2099.774658203125
2020-05-08,1849.0,1747.422607421875,1579.7489013671875,1849.878662109375
2020-05-09,1557.0,1504.7115478515625,1296.531494140625,1556.8790283203125
2020-05-10,1357.0,1414.3310546875,1357.732421875,1639.2515869140625
2020-05-11,1452.0,1329.390380859375,840.8262939453125,1452.266357421875
2020-05-12,711.0,746.0241088867188,710.64013671875,841.8343505859375
2020-05-13,643.0,846.9620971679688,641.7537231445312,1169.9332275390625
2020-05-14,1144.0,1144.8984375,1143.8060302734375,1145.9949951171875
2020-05-15,1280.0,1184.4212646484375,1099.386474609375,1278.823974609375
2020-05-16,1105.0,1105.783203125,1104.829833984375,1107.9967041015625
2020-05-17,1415.0,1414.014404296875,1412.5244140625,1415.08251953125
2020-05-18,1736.0,1515.0225830078125,1166.5069580078125,1735.39404296875
2020-05-19,1116.0,1262.458251953125,1117.2564697265625,1488.9783935546875
2020-05-20,1420.0,1418.799560546875,1417.243896484375,1420.290283203125
2020-05-21,810.0,962.0501098632812,809.9631958007812,1360.8634033203125
2020-05-22,993.0,786.2361450195312,649.078125,993.3580932617188
2020-05-23,561.0,653.3197021484375,561.019287109375,1019.4699096679688
2020-05-24,1014.0,969.47412109375,794.1666870117188,1013.87890625
2020-05-25,938.0,893.4553833007812,716.4048461914062,938.038330078125
2020-05-26,672.0,729.4899291992188,672.6009521484375,955.2416381835938
2020-05-27,864.0,825.3312377929688,637.5687255859375,1100.7452392578125
2020-05-28,557.0,982.10302734375,557.0501708984375,1528.958251953125
2020-05-29,1659.0,1092.72509765625,637.9442138671875,1658.1080322265625
2020-05-30,764.0,781.29150390625,763.6915283203125,850.2888793945312
2020-05-31,837.0,814.0916748046875,732.2438354492188,837.0850219726562
2020-06-01,473.0,473.0523986816406,472.7660827636719,473.4994201660156
2020-06-02,627.0,593.4569091796875,460.8458557128906,626.8065185546875
2020-06-03,523.0,523.0946044921875,522.7579956054688,523.4456787109375
2020-06-04,462.0,503.11297607421875,462.7190246582031,663.1806030273438
2020-06-05,806.0,805.4663696289062,804.7666625976562,806.26513671875
2020-06-06,557.0,501.2171325683594,279.5565490722656,557.1803588867188
2020-06-07,271.0,271.58013916015625,271.2376708984375,272.0884704589844
2020-06-08,333.0,319.77777099609375,267.9439392089844,332.84759521484375
2020-06-09,299.0,299.75439453125,299.0908203125,300.6258239746094
