,Pennsylvania,forecast,interval_low,interval_high
2020-04-12,54.0,33.598341533115935,23.52069854736328,57.99461364746094
2020-04-13,32.0,41.72739737374442,27.116966247558594,65.062744140625
2020-04-14,102.0,50.899632590157644,42.44816589355469,67.66548156738281
2020-04-15,88.0,58.744819096156526,48.83737564086914,78.94497680664062
2020-04-16,62.0,62.488468170166016,50.45136260986328,77.28368377685547
2020-04-17,80.0,66.51844569614956,60.03630447387695,85.36566162109375
2020-04-18,121.0,67.64312744140625,56.776424407958984,83.16049194335938
2020-04-19,234.0,67.02309962681362,57.46516799926758,85.45663452148438
2020-04-20,72.0,73.7387809753418,59.65118408203125,124.6388168334961
2020-04-21,266.0,76.97440992082868,64.04670715332031,107.46525573730469
2020-04-22,59.0,80.20346941266742,60.393333435058594,128.5175323486328
2020-04-23,51.0,76.54061453683036,63.11116027832031,90.49591827392578
2020-04-24,23.0,78.36580657958984,68.09947967529297,89.58261108398438
2020-04-25,46.0,97.37801252092633,84.23600006103516,125.08216857910156
2020-04-26,23.0,125.11018916538784,118.03372192382812,138.65887451171875
2020-04-27,70.0,140.70757402692522,103.28143310546875,159.454833984375
2020-04-28,160.0,144.40067618233817,124.211181640625,158.6293487548828
2020-04-29,327.0,115.26888384137835,92.6908950805664,146.35191345214844
2020-04-30,102.0,84.59098488943917,62.62201690673828,139.8650665283203
2020-05-01,160.0,53.33834784371512,32.296634674072266,85.38298034667969
2020-05-02,60.0,35.96640069144113,17.137983322143555,71.07119750976562
2020-05-03,25.0,37.75011198861258,22.272615432739258,45.22483825683594
2020-05-04,118.0,68.12150192260742,56.82266616821289,81.99231719970703
2020-05-05,341.0,121.9931640625,93.15519714355469,147.76036071777344
2020-05-06,166.0,178.0138658796038,154.42405700683594,246.73306274414062
2020-05-07,244.0,175.08321271623885,155.24163818359375,214.08631896972656
2020-05-08,126.0,134.38737051827567,106.14661407470703,145.48289489746094
2020-05-09,64.0,76.7106797354562,58.02376174926758,92.56140899658203
2020-05-10,27.0,49.79092379978725,30.114473342895508,80.20842742919922
2020-05-11,26.0,84.56410326276507,54.31507873535156,111.01869201660156
2020-05-12,82.0,145.65161350795202,130.9576416015625,160.00759887695312
