,Washington,forecast,interval_low,interval_high
2020-01-22,1.0,,,
2020-01-23,1.0,,,
2020-01-24,1.0,45072.653459359666,,
2020-01-25,1.0,45075.21057057978,,
2020-01-26,1.0,45079.54228763856,,
2020-01-27,1.0,45083.283205580214,,
2020-01-28,1.0,45082.845380868115,,
2020-01-29,1.0,45086.50504203845,,
2020-01-30,1.0,45089.904788997635,,
2020-01-31,1.0,45088.584800764525,,
2020-02-01,1.0,45084.84193977399,,
2020-02-02,1.0,45083.52003524662,,
2020-02-03,1.0,45084.97928235223,,
2020-02-04,1.0,45087.144053356,,
2020-02-05,1.0,45087.377297457104,,
2020-02-06,1.0,45085.523423928,,
2020-02-07,1.0,45084.17426893508,,
2020-02-08,1.0,45084.60103353631,,
2020-02-09,1.0,45085.97373396313,,
2020-02-10,1.0,45086.61456267984,,
2020-02-11,1.0,45085.79321421421,,
2020-02-12,1.0,45084.709471983995,,
2020-02-13,1.0,45084.61848678082,,
2020-02-14,1.0,45085.412792917065,,
2020-02-15,1.0,45086.074906064314,,
2020-02-16,1.0,45085.82826992832,,
2020-02-17,1.0,45085.084049945544,,
2020-02-18,1.0,45084.78024636164,,
2020-02-19,1.0,45085.166915790585,,
2020-02-20,1.0,45085.703435468684,,
2020-02-21,1.0,45085.74609108842,,
2020-02-22,1.0,45085.30563470527,,
2020-02-23,1.0,45084.967854662,,
2020-02-24,1.0,45085.09384347326,,
2020-02-25,1.0,45085.46700692456,,
2020-02-26,1.0,45085.62461888512,,
2020-02-27,1.0,45085.409479885995,,
2020-02-28,1.0,45085.12623942957,,
2020-02-29,7.0,45085.10836762955,,
2020-03-01,11.0,45079.90102218103,,
2020-03-02,18.0,45082.87562232397,,
2020-03-03,27.0,45082.16016620966,,
2020-03-04,39.0,45081.1550359021,,
2020-03-05,70.0,45078.65259435265,,
2020-03-06,78.0,45064.85560891552,,
2020-03-07,102.0,45091.28327852901,,
2020-03-08,122.0,45081.15585877944,,
2020-03-09,122.0,45081.723636501614,,
2020-03-10,167.0,45098.48263224173,,
2020-03-11,282.0,45063.67051331191,,
2020-03-12,442.0,44997.33916570706,,
2020-03-13,568.0,44979.4096672871,,
2020-03-14,642.0,45056.67284636167,,
2020-03-15,603.0,45122.83909631225,,
2020-03-16,779.0,45208.647077250826,,
2020-03-17,955.0,44984.55336956896,,
2020-03-18,1022.0,44996.15502510165,,
2020-03-19,1374.0,45162.07108909419,,
2020-03-20,1524.0,44910.02760327422,,
2020-03-21,1793.0,45015.69472916394,,
2020-03-22,1997.0,44986.44683882149,,
2020-03-23,2221.0,45144.75132163388,,
2020-03-24,2328.0,45102.42794591745,,
2020-03-25,2591.0,45220.70526891869,,
2020-03-26,3207.0,45003.66567638233,,
2020-03-27,3477.0,44665.40951851442,,
2020-03-28,4030.0,45095.10603307126,,
2020-03-29,4465.0,44994.69913973418,,
2020-03-30,4923.0,45042.35976805993,,
2020-03-31,5432.0,44971.95642202102,,
2020-04-01,5608.0,45077.00752491617,,
2020-04-02,6389.0,45389.31204073318,,
2020-04-03,6846.0,44805.03470083765,,
2020-04-04,7247.0,45019.9383168333,,
2020-04-05,7825.0,45152.535374446714,,
2020-04-06,8311.0,45067.63246565667,,
2020-04-07,8692.0,45002.03329903451,,
2020-04-08,9276.0,45219.442598187,,
2020-04-09,9639.0,45066.850873394484,,
2020-04-10,10119.0,45165.10637986347,,
2020-04-11,10434.0,45050.32686607029,,
2020-04-12,10609.0,45204.613214000674,,
2020-04-13,10635.0,45293.93630358235,,
2020-04-14,10799.0,45418.72110767435,,
2020-04-15,10942.0,45146.08982604601,,
2020-04-16,11057.0,45084.358261124784,,
2020-04-17,11517.0,45119.66341014603,,
2020-04-18,11776.0,44810.78345039785,,
2020-04-19,11978.0,44973.23480999914,,
2020-04-20,12114.0,45133.07462916961,,
2020-04-21,12392.0,45234.57991023354,,
2020-04-22,12596.0,45006.153373720204,,
2020-04-23,12753.0,45115.338848278974,,
2020-04-24,12977.0,45200.288511335515,,
2020-04-25,13319.0,45085.93640450253,,
2020-04-26,13521.0,44874.50313351225,,
2020-04-27,13686.0,45069.63448498855,,
2020-04-28,13842.0,45219.404778127486,,
2020-04-29,14070.0,45196.30432781327,,
2020-04-30,14327.0,45024.343114215335,,
2020-05-01,14637.0,45002.76568899368,,
2020-05-02,15003.0,45007.301568573144,,
2020-05-03,15185.0,44994.646151526766,,
2020-05-04,15462.0,45169.600491907346,,
2020-05-05,15594.0,45081.25082070481,,
2020-05-06,15905.0,45187.70011248799,,
2020-05-07,16231.0,45026.267015137404,,
2020-05-08,16388.0,45045.85187290054,,
2020-05-09,16674.0,45184.43049620978,,
2020-05-10,16891.0,45055.19914629846,,
2020-05-11,17122.0,45038.70588279918,,
2020-05-12,17330.0,45076.29245720813,,
2020-05-13,17512.0,45190.23567679347,,
2020-05-14,17773.0,45160.60433138926,,
2020-05-15,17951.0,45018.11581753739,,
2020-05-16,18288.0,45061.62202929074,,
2020-05-17,18433.0,44967.74604399599,,
2020-05-18,18611.0,45200.658101519126,,
2020-05-19,18811.0,45168.98645538871,,
2020-05-20,18971.0,45092.47029806904,,
2020-05-21,19117.0,45059.00300714258,,
2020-05-22,19265.0,45135.7905510569,,
2020-05-23,19265.0,45140.039790258765,,
2020-05-24,19828.0,45233.30706210505,,
2020-05-25,20065.0,44672.60227333213,,
2020-05-26,20181.0,44998.75730733141,,
2020-05-27,20406.0,45261.92131182063,,
2020-05-28,20764.0,45168.67163999597,,
2020-05-29,21071.0,44841.87366344974,,
2020-05-30,21349.0,45022.967443176545,,
2020-05-31,21702.0,45201.52082999325,,
2020-06-01,21977.0,45067.05083180128,,
2020-06-02,22157.0,45018.54578047951,,
2020-06-03,22484.0,45142.023507417114,,
2020-06-04,22729.0,45079.672741858085,,
2020-06-05,22993.0,45153.75685300013,,
2020-06-06,23442.0,45127.30558981189,,
2020-06-07,23729.0,44903.66684553719,,
2020-06-08,24041.0,45012.688246705766,,
2020-06-09,24354.0,45101.77496030372,,
2020-06-10,24354.0,45147.27827868209,,
2020-06-11,24779.0,45381.60405574109,,
2020-06-12,25171.0,44949.3898622283,,
2020-06-13,25538.0,44896.04370012042,,
2020-06-14,25834.0,45003.236745992515,,
2020-06-15,26158.0,45200.909529491895,,
2020-06-16,26531.0,45055.00613132383,,
2020-06-17,26784.0,44988.146860851215,,
2020-06-18,27192.0,45177.77416496513,,
2020-06-19,27601.0,45094.47962480162,,
2020-06-20,28225.0,45028.91060573029,,
2020-06-21,28680.0,44790.56822699046,,
2020-06-22,28870.0,45031.87315771044,,
2020-06-23,29386.0,45357.634854397584,,
2020-06-24,29869.0,45043.56238273165,,
2020-06-25,30367.0,44964.54606855042,,
2020-06-26,30855.0,45046.875164359946,,
2020-06-27,31404.0,45142.61388123273,,
2020-06-28,31752.0,44962.49063854861,,
2020-06-29,32253.0,45139.18890937958,,
2020-06-30,32824.0,45072.2891643743,,
2020-07-01,33435.0,45043.017438746465,,
2020-07-02,34151.0,45007.97328182695,,
2020-07-03,34778.0,44940.219312269655,,
2020-07-04,35247.0,44989.082717837824,,
2020-07-05,35898.0,45178.85155274295,,
2020-07-06,36985.0,45064.902443523606,,
2020-07-07,37420.0,44668.333939626405,,
2020-07-08,37941.0,45369.282317510246,,
2020-07-09,38581.0,45351.575699392284,,
2020-07-10,39218.0,44991.67077025174,,
2020-07-11,39218.0,44866.497754710465,,
2020-07-12,40656.0,45773.45364043132,,
2020-07-13,41757.0,44420.55944708967,,
2020-07-14,42304.0,44511.011097965005,,
2020-07-15,43046.0,45263.40764488083,,
2020-07-16,44313.0,45334.29380935729,,
2020-07-17,45067.0,44452.606446848775,,
2020-07-18,46026.0,45162.36837679194,,
2020-07-19,,47308.37094264992,47039.17434823756,47577.56753706228
2020-07-20,,48387.903817885934,47988.82852090494,48786.979114866925
2020-07-21,,49121.58801522708,48596.345010027704,49646.83102042645
2020-07-22,,50079.54180716533,49382.66652314855,50776.41709118211
2020-07-23,,51203.257371361775,50318.13727351073,52088.37746921282
2020-07-24,,52259.97447570287,51211.77241825173,53308.17653315401
2020-07-25,,53331.11903750416,52082.10733748271,54580.130737525615
