,New Mexico,forecast,interval_low,interval_high
2020-01-22,0.0,0.03659447282552719,-0.17431390285491943,0.17782679200172424
2020-01-23,0.0,-0.002720403717830777,-0.18795007467269897,0.26007968187332153
2020-01-24,0.0,0.039422351866960526,-0.07552182674407959,0.20435115694999695
2020-01-25,0.0,-0.0647856816649437,-0.2427377700805664,0.08923959732055664
2020-01-26,0.0,-1.6532487869262695,-8.466014862060547,0.16266608238220215
2020-01-27,0.0,0.029231805354356766,-0.20170652866363525,0.23629945516586304
2020-01-28,0.0,-0.3061947524547577,-1.6084239482879639,0.12304747104644775
2020-01-29,0.0,-0.3748842775821686,-1.7809162139892578,0.2727910280227661
2020-01-30,0.0,0.00012645722017623484,-0.11504322290420532,0.18370723724365234
2020-01-31,0.0,-0.028563786298036575,-0.056584298610687256,-0.0050241947174072266
2020-02-01,0.0,-0.23113735020160675,-1.3300741910934448,0.06585511565208435
2020-02-02,0.0,0.0006749212625436485,-0.037937939167022705,0.05556085705757141
2020-02-03,0.0,-0.0010846436489373446,-0.06192499399185181,0.0831025242805481
2020-02-04,0.0,-0.042451344430446625,-0.29851222038269043,0.21011021733283997
2020-02-05,0.0,0.08430956304073334,-0.07235175371170044,0.20575451850891113
2020-02-06,0.0,-0.05573146417737007,-1.4104756116867065,1.1040575504302979
2020-02-07,0.0,-0.11586250364780426,-0.3488467335700989,-0.007031798362731934
2020-02-08,0.0,-0.8343546986579895,-4.9150004386901855,0.8243447542190552
2020-02-09,0.0,-0.5826338529586792,-3.335566759109497,0.16959187388420105
2020-02-10,0.0,-0.02708503045141697,-0.24192291498184204,0.11991682648658752
2020-02-11,0.0,-0.025519419461488724,-0.1800004243850708,0.16851630806922913
2020-02-12,0.0,0.16450156271457672,-0.2813246250152588,0.7077884078025818
2020-02-13,0.0,0.27879220247268677,0.07991164922714233,0.8077373504638672
2020-02-14,0.0,0.4603385031223297,-0.41918158531188965,2.2134177684783936
2020-02-15,0.0,-0.3279794752597809,-0.8686569929122925,-0.01625460386276245
2020-02-16,0.0,-0.027084344998002052,-0.10936987400054932,0.040373921394348145
2020-02-17,0.0,0.010608887299895287,-0.1023857593536377,0.10193684697151184
2020-02-18,0.0,-0.116785429418087,-0.5996677875518799,0.573226809501648
2020-02-19,0.0,0.039387740194797516,-0.33399486541748047,0.6464443206787109
2020-02-20,0.0,-0.034742504358291626,-0.3671756386756897,0.1459825038909912
2020-02-21,0.0,0.13756513595581055,-0.09540462493896484,0.29551830887794495
2020-02-22,0.0,-0.03017091192305088,-0.3114193081855774,0.08458712697029114
2020-02-23,0.0,0.03491472080349922,-0.0961298942565918,0.1296830177307129
