,Mississippi,forecast,interval_low,interval_high
2020-01-23,0.0,-0.0013305008178576827,-0.006769776344299316,0.0022520124912261963
2020-01-24,0.0,-0.05334194749593735,-0.20689117908477783,0.000649571418762207
2020-01-25,0.0,0.1291903257369995,0.001014024019241333,0.4963695704936981
2020-01-26,0.0,0.001782447099685669,-0.001277148723602295,0.00744020938873291
2020-01-27,0.0,-0.0010864019859582186,-0.0013376474380493164,-0.000831902027130127
2020-01-28,0.0,0.007384383585304022,-0.009369373321533203,0.04612094163894653
2020-01-29,0.0,0.00037257076473906636,-0.0002989768981933594,0.0008778572082519531
2020-01-30,0.0,0.00026636719121597707,-0.0005784034729003906,0.0017338991165161133
2020-01-31,0.0,-0.026555132120847702,-0.31172752380371094,0.17917224764823914
2020-02-01,0.0,-0.0003787219466175884,-0.002107083797454834,0.0021103620529174805
2020-02-02,0.0,9.126067016040906e-05,-0.0011810660362243652,0.0022530555725097656
2020-02-03,0.0,-0.010156834498047829,-0.05183202028274536,0.0024076998233795166
2020-02-04,0.0,0.001327943755313754,-0.0003847479820251465,0.004847049713134766
2020-02-05,0.0,-0.023399431258440018,-0.10922735929489136,0.0013805627822875977
2020-02-06,0.0,0.05050657317042351,0.004763931035995483,0.21421632170677185
2020-02-07,0.0,0.004470127634704113,-0.004355728626251221,0.025590091943740845
2020-02-08,0.0,-0.015618431381881237,-0.06091099977493286,-0.0015332698822021484
2020-02-09,0.0,-0.020559614524245262,-0.14824950695037842,0.05055224895477295
2020-02-10,0.0,-0.000810599303804338,-0.0057888031005859375,0.006963819265365601
2020-02-11,0.0,0.004845458082854748,-0.0012355446815490723,0.007859498262405396
2020-02-12,0.0,0.0015432119835168123,-0.002471625804901123,0.012462317943572998
2020-02-13,0.0,-0.00692672748118639,-0.013153016567230225,0.0017447471618652344
2020-02-14,0.0,0.005226159002631903,-0.0036562085151672363,0.020252585411071777
2020-02-15,0.0,0.00887218676507473,0.0004839897155761719,0.020349115133285522
2020-02-16,0.0,-0.001050412654876709,-0.011572420597076416,0.015308082103729248
2020-02-17,0.0,0.033102698624134064,-0.00490415096282959,0.1716737449169159
2020-02-18,0.0,0.037533678114414215,-0.022276580333709717,0.15667155385017395
2020-02-19,0.0,0.1145244613289833,0.0018329918384552002,0.435261994600296
2020-02-20,0.0,0.006780654191970825,-0.008964717388153076,0.04400166869163513
2020-02-21,0.0,-0.07239095866680145,-0.22248226404190063,-0.0035445690155029297
2020-02-22,0.0,0.09618387371301651,0.0006133019924163818,0.405737042427063
2020-02-23,0.0,-0.03651907294988632,-0.18258434534072876,0.0042040348052978516
2020-02-24,0.0,0.001587510108947754,-0.021986067295074463,0.05545246601104736
2020-02-25,0.0,0.004793053958564997,-0.0014234185218811035,0.019187629222869873
2020-02-26,0.0,0.05019602179527283,-0.0013758540153503418,0.19274893403053284
2020-02-27,0.0,0.025195609778165817,9.313225746154785e-05,0.10520115494728088
2020-02-28,0.0,-0.00022111534781288356,-0.0010297894477844238,0.00029653310775756836
2020-02-29,0.0,0.0053060948848724365,-0.001698136329650879,0.022761642932891846
2020-03-01,0.0,0.030677270144224167,-0.0011410713195800781,0.14847376942634583
2020-03-02,0.0,0.006136483047157526,-0.0011640191078186035,0.03124043345451355
2020-03-03,0.0,0.00035734771518036723,-0.0021905899047851562,0.00289994478225708
2020-03-04,0.0,-0.005325508303940296,-0.027087926864624023,0.009490370750427246
2020-03-05,0.0,-0.0007623434066772461,-0.015985965728759766,0.008716434240341187
2020-03-06,0.0,0.004778534173965454,-0.00811004638671875,0.019612014293670654
2020-03-07,0.0,0.005803448148071766,-0.004306495189666748,0.03401210904121399
2020-03-08,0.0,0.04117516800761223,-0.012335360050201416,0.22106221318244934
2020-03-09,0.0,0.018281370401382446,0.002045869827270508,0.07168063521385193
2020-03-10,0.0,0.0008398711797781289,-0.005973100662231445,0.0054798424243927
2020-03-11,0.0,0.06905533373355865,-0.018971502780914307,0.36993587017059326
2020-03-12,0.0,0.014209789223968983,-0.0003273487091064453,0.05608394742012024
2020-03-13,0.0,-0.03412818908691406,-0.14737045764923096,-0.002495288848876953
