,Massachusetts,forecast,interval_low,interval_high
2020-01-22,0.0,29.631603240966797,-2.581092357635498,68.10370635986328
2020-01-23,0.0,27.072368621826172,-0.9319387674331665,132.77354431152344
2020-01-24,0.0,-2.6417510509490967,-11.906866073608398,0.8116616010665894
2020-01-25,0.0,-0.7836751937866211,-5.117705821990967,1.331909418106079
2020-01-26,0.0,-2.7360644340515137,-15.066634178161621,2.300130844116211
2020-01-27,0.0,0.4929613173007965,-1.6549153327941895,3.9489946365356445
2020-01-28,0.0,-15.762863159179688,-80.7871322631836,2.0229873657226562
2020-01-29,0.0,9.872286796569824,-0.8132400512695312,47.24812698364258
2020-01-30,0.0,-2.6329102516174316,-11.01413631439209,-0.023744583129882812
2020-01-31,0.0,-0.03020421229302883,-1.1297670602798462,0.7552616596221924
2020-02-01,1.0,-1.6928209066390991,-12.778465270996094,1.5096852779388428
2020-02-02,1.0,1.12872314453125,0.7510651350021362,1.6091985702514648
2020-02-03,1.0,1.4597785472869873,-3.4698591232299805,12.454129219055176
2020-02-04,1.0,0.3596348166465759,-2.6463327407836914,2.1763463020324707
2020-02-05,1.0,-0.6689427495002747,-6.536569595336914,1.4459308385849
2020-02-06,1.0,11.118196487426758,0.46311405301094055,38.734588623046875
2020-02-07,1.0,0.6013226509094238,-1.7505805492401123,1.4999337196350098
2020-02-08,1.0,-0.07019735872745514,-3.0066230297088623,1.114169955253601
2020-02-09,1.0,11.375462532043457,0.813801646232605,52.715816497802734
2020-02-10,1.0,0.6535518169403076,-1.8783979415893555,2.0791873931884766
2020-02-11,1.0,1.8948475122451782,0.48229825496673584,4.342747211456299
2020-02-12,1.0,1.3995201587677002,-8.271059036254883,11.98477840423584
2020-02-13,1.0,4.679837703704834,-1.5049710273742676,19.807302474975586
2020-02-14,1.0,-4.6025238037109375,-32.4600830078125,5.480600833892822
2020-02-15,1.0,-1.496569275856018,-7.286390781402588,1.0815445184707642
2020-02-16,1.0,1.4450175762176514,-0.36891430616378784,3.438401699066162
2020-02-17,1.0,-0.485728919506073,-6.399296760559082,2.064772129058838
2020-02-18,1.0,2.228637218475342,-1.0678576231002808,7.612515926361084
2020-02-19,1.0,0.06700370460748672,-4.072145938873291,2.3120570182800293
2020-02-20,1.0,3.6404967308044434,-5.301164150238037,17.007410049438477
2020-02-21,1.0,-5.931966781616211,-33.03060531616211,3.59053897857666
2020-02-22,1.0,23.271080017089844,-9.694812774658203,122.10128784179688
2020-02-23,1.0,0.532454788684845,-0.44878530502319336,1.1088898181915283
2020-02-24,1.0,0.24611878395080566,-2.4117209911346436,1.7913367748260498
2020-02-25,1.0,-0.5400023460388184,-7.032345294952393,3.113698720932007
2020-02-26,1.0,3.5264484882354736,-4.2648420333862305,21.460058212280273
2020-02-27,1.0,4.043282508850098,0.5923926830291748,12.836350440979004
2020-02-28,1.0,-0.24563345313072205,-5.552431583404541,2.552077293395996
2020-02-29,1.0,4.134068489074707,-0.5692318677902222,15.3671293258667
2020-03-01,1.0,1.2502710819244385,0.6547216773033142,1.6933928728103638
2020-03-02,1.0,1.0092321634292603,0.4195544123649597,1.4498264789581299
2020-03-03,2.0,4.456718921661377,-15.344011306762695,34.017242431640625
2020-03-04,2.0,0.32334598898887634,-1.242870807647705,1.550938367843628
2020-03-05,2.0,2.0126194953918457,1.6134681701660156,2.5866713523864746
2020-03-06,6.0,8.557408332824707,5.902953147888184,17.929433822631836
2020-03-07,6.0,6.761100769042969,5.4359002113342285,9.054255485534668
2020-03-08,22.0,21.36905860900879,19.017189025878906,22.442514419555664
2020-03-09,22.0,40.16994094848633,21.11412811279297,115.07667541503906
2020-03-10,41.0,40.13236999511719,37.782649993896484,41.54427719116211
2020-03-11,92.0,84.17472076416016,48.594200134277344,96.28581237792969
2020-03-12,107.0,109.45198059082031,86.3704833984375,141.25885009765625
2020-03-13,123.0,121.26454162597656,118.68502807617188,124.56438446044922
2020-03-14,138.0,138.17562866210938,132.25706481933594,143.26182556152344
2020-03-15,138.0,136.22842407226562,132.8027801513672,138.34414672851562
2020-03-16,187.0,187.72467041015625,187.43470764160156,188.18197631835938
2020-03-17,217.0,217.4763946533203,215.65171813964844,218.84080505371094
2020-03-18,252.0,276.2121276855469,249.79660034179688,376.0459899902344
2020-03-19,328.0,329.1815490722656,327.0632019042969,333.05816650390625
2020-03-20,413.0,431.7176818847656,410.4954528808594,510.62567138671875
2020-03-21,523.0,565.088134765625,518.408203125,636.2382202148438
2020-03-22,640.0,680.7053833007812,639.951416015625,840.1195678710938
2020-03-23,777.0,845.6121215820312,776.1162719726562,1118.2574462890625
2020-03-24,1159.0,1158.566162109375,1157.063720703125,1159.7611083984375
2020-03-25,1838.0,1952.878662109375,1835.347412109375,2416.08251953125
2020-03-26,2417.0,2418.94580078125,2415.973388671875,2422.800537109375
2020-03-27,3240.0,3239.03759765625,3236.300537109375,3243.470703125
2020-03-28,4257.0,4569.2177734375,4255.7294921875,5092.4482421875
2020-03-29,4955.0,5222.9677734375,4953.5166015625,6296.8056640625
2020-03-30,5752.0,5951.8974609375,5751.58935546875,6750.5224609375
2020-03-31,6620.0,6450.5419921875,5775.640625,6619.86474609375
2020-04-01,7738.0,7737.68212890625,7735.91943359375,7739.25537109375
2020-04-02,8966.0,8966.4970703125,8965.158203125,8969.4970703125
2020-04-03,10402.0,10938.4306640625,10400.81640625,11743.7958984375
2020-04-04,11736.0,12158.126953125,11734.8818359375,13842.21875
2020-04-05,12500.0,12498.958984375,12498.2138671875,12499.6044921875
2020-04-06,13837.0,13608.9013671875,12698.41796875,13839.2607421875
2020-04-07,15202.0,15086.939453125,13084.6015625,16741.001953125
2020-04-08,16790.0,17934.15625,16787.962890625,22503.921875
