,North Carolina,forecast,interval_low,interval_high
2020-01-23,0.0,0.0026502548716962337,-0.0033951997756958008,0.006445050239562988
2020-01-24,0.0,-0.04187062382698059,-0.1947687864303589,0.0008190274238586426
2020-01-25,0.0,0.006678164005279541,-0.002712547779083252,0.03244858980178833
2020-01-26,0.0,0.431103378534317,0.0025405287742614746,2.137917995452881
2020-01-27,0.0,-0.0005899131065234542,-0.0022788643836975098,0.0013429224491119385
2020-01-28,0.0,0.002033316995948553,-0.007289707660675049,0.007551848888397217
2020-01-29,0.0,-0.00311053404584527,-0.007425129413604736,0.0029294192790985107
2020-01-30,0.0,0.12409844249486923,-0.003931879997253418,0.6183829307556152
2020-01-31,0.0,0.0005318999174050987,-0.0042365193367004395,0.0029780566692352295
2020-02-01,0.0,0.0007403910276480019,-0.0005426406860351562,0.0031955838203430176
2020-02-02,0.0,0.07435418665409088,-0.0024117231369018555,0.37699979543685913
2020-02-03,0.0,0.00014061927504371852,-0.0024824142456054688,0.004475206136703491
2020-02-04,0.0,-0.04265515133738518,-0.2204207181930542,0.0119229257106781
2020-02-05,0.0,0.008652406744658947,0.0017356574535369873,0.018901169300079346
2020-02-06,0.0,0.013659936375916004,-0.007067680358886719,0.0593017041683197
2020-02-07,0.0,-0.0005009531741961837,-0.005504012107849121,0.005109220743179321
2020-02-08,0.0,0.054659128189086914,-0.012317419052124023,0.27872490882873535
2020-02-09,0.0,0.0024373650085181,-0.0017229914665222168,0.006019681692123413
2020-02-10,0.0,-0.004583245608955622,-0.01162731647491455,0.004430025815963745
2020-02-11,0.0,-0.0042498172260820866,-0.04571378231048584,0.010178744792938232
2020-02-12,0.0,-0.0013156592613086104,-0.005254626274108887,0.0023265182971954346
2020-02-13,0.0,0.012521219439804554,-0.0121116042137146,0.08623319864273071
2020-02-14,0.0,-0.00016442537889815867,-0.008804142475128174,0.010450094938278198
2020-02-15,0.0,0.0030529797077178955,-0.00745922327041626,0.01515132188796997
2020-02-16,0.0,0.00022304654703475535,-0.0063364505767822266,0.008499622344970703
2020-02-17,0.0,0.0018881142605096102,-0.004697203636169434,0.005199640989303589
2020-02-18,0.0,-0.02043643593788147,-0.06855905055999756,4.938244819641113e-05
2020-02-19,0.0,0.009288370609283447,-0.011615276336669922,0.028227806091308594
2020-02-20,0.0,0.2283402979373932,-0.006022274494171143,1.1168055534362793
2020-02-21,0.0,0.0046381354331970215,-0.003092944622039795,0.01637229323387146
2020-02-22,0.0,-0.0036043585278093815,-0.016310691833496094,0.006257086992263794
2020-02-23,0.0,0.05145375058054924,-0.0032988786697387695,0.22599753737449646
2020-02-24,0.0,-0.0015204489463940263,-0.003229796886444092,0.0012843906879425049
2020-02-25,0.0,0.00026708244695328176,-0.001585841178894043,0.004672735929489136
2020-02-26,0.0,0.02956259250640869,-0.007965028285980225,0.14750728011131287
2020-02-27,0.0,0.019160300493240356,-0.004759669303894043,0.0843382477760315
2020-02-28,0.0,-0.01503286324441433,-0.05639517307281494,-0.002971947193145752
2020-02-29,0.0,0.015533405356109142,-0.0006513595581054688,0.0757347047328949
2020-03-01,0.0,-0.00363618740811944,-0.010037243366241455,3.382563591003418e-05
2020-03-02,0.0,-0.03904958441853523,-0.15864455699920654,0.008083701133728027
2020-03-03,0.0,-0.02451525256037712,-0.13262009620666504,0.006381005048751831
2020-03-04,0.0,-0.04271712899208069,-0.216763436794281,0.002159327268600464
2020-03-05,0.0,0.05536508560180664,-0.00766754150390625,0.2730546295642853
2020-03-06,0.0,-0.008706951513886452,-0.01502901315689087,-0.0029309988021850586
2020-03-07,0.0,0.01017258781939745,-0.00016838312149047852,0.02061474323272705
2020-03-08,0.0,0.0019301712745800614,-0.000732421875,0.006650358438491821
2020-03-09,0.0,0.10894529521465302,-0.0010347962379455566,0.5188940763473511
2020-03-10,0.0,-0.018286073580384254,-0.08559036254882812,0.006790190935134888
2020-03-11,0.0,-0.0006722152465954423,-0.005730628967285156,0.0023390352725982666
2020-03-12,0.0,0.011524456553161144,-0.01233208179473877,0.08762809634208679
2020-03-13,0.0,0.006217926740646362,-5.960464477539063e-08,0.015527486801147461
2020-03-14,0.0,-0.06383971124887466,-0.266188383102417,-0.004888474941253662
2020-03-15,0.0,0.030449777841567993,-0.002125859260559082,0.1419723927974701
2020-03-16,0.0,-0.00294129247777164,-0.0158272385597229,0.006429404020309448
2020-03-17,0.0,0.013956576585769653,0.0021888017654418945,0.035219162702560425
2020-03-18,0.0,-0.0019963860977441072,-0.011600971221923828,0.012367784976959229
2020-03-19,0.0,-0.0035887539852410555,-0.012889504432678223,0.008752793073654175
2020-03-20,0.0,0.2480749636888504,-0.017338573932647705,1.113126277923584
2020-03-21,0.0,-0.0022288679610937834,-0.005913138389587402,0.004338324069976807
2020-03-22,0.0,0.009505975060164928,0.00023740530014038086,0.025516092777252197
2020-03-23,0.0,0.022266602143645287,-0.0029131174087524414,0.11530020833015442
2020-03-24,0.0,0.0014905690914019942,-0.003570079803466797,0.0063394904136657715
2020-03-25,2.0,1.9900627136230469,1.9811887741088867,2.0013973712921143
2020-03-26,1.0,1.0079857110977173,1.0020339488983154,1.0195958614349365
2020-03-27,1.0,0.9099920988082886,0.4306837022304535,1.1295228004455566
2020-03-28,1.0,1.0041980743408203,0.9980668425559998,1.009448766708374
2020-03-29,2.0,1.9985284805297852,1.9949045181274414,2.0042879581451416
2020-03-30,0.0,0.004487854428589344,-0.0003343820571899414,0.016531556844711304
2020-03-31,5.0,4.339351177215576,1.711348533630371,5.000086307525635
