,Pennsylvania,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,104083.87389223465,,
2020-01-25,0.0,104085.86308877802,,
2020-01-26,0.0,104087.65567582099,,
2020-01-27,0.0,104088.59979550866,,
2020-01-28,0.0,104091.21263069316,,
2020-01-29,0.0,104093.41820996991,,
2020-01-30,0.0,104093.88666372489,,
2020-01-31,0.0,104092.38834305682,,
2020-02-01,0.0,104090.21178447623,,
2020-02-02,0.0,104088.60687970549,,
2020-02-03,0.0,104087.99136969028,,
2020-02-04,0.0,104088.28195004584,,
2020-02-05,0.0,104089.20481913618,,
2020-02-06,0.0,104090.34649904163,,
2020-02-07,0.0,104091.16647720338,,
2020-02-08,0.0,104091.2214601117,,
2020-02-09,0.0,104090.52637995743,,
2020-02-10,0.0,104089.55328502489,,
2020-02-11,0.0,104088.81446106533,,
2020-02-12,0.0,104088.56978454678,,
2020-02-13,0.0,104088.82596025482,,
2020-02-14,0.0,104089.41820823158,,
2020-02-15,0.0,104090.06623956979,,
2020-02-16,0.0,104090.45442790733,,
2020-02-17,0.0,104090.38987517233,,
2020-02-18,0.0,104089.93945597786,,
2020-02-19,0.0,104089.37554488333,,
2020-02-20,0.0,104088.97780652101,,
2020-02-21,0.0,104088.89309913546,,
2020-02-22,0.0,104089.11509865607,,
2020-02-23,0.0,104089.51822973684,,
2020-02-24,0.0,104089.9069474345,,
2020-02-25,0.0,104090.09268879707,,
2020-02-26,0.0,104089.9925998921,,
2020-02-27,0.0,104089.68044196443,,
2020-02-28,0.0,104089.33177801895,,
2020-02-29,0.0,104089.11281314457,,
2020-03-01,0.0,104089.10433990206,,
2020-03-02,0.0,104089.2867119683,,
2020-03-03,0.0,104089.56166884153,,
2020-03-04,0.0,104089.79476902164,,
2020-03-05,0.0,104089.8753207648,,
2020-03-06,2.0,104089.77374409583,,
2020-03-07,2.0,104088.10877131378,,
2020-03-08,6.0,104089.7245903804,,
2020-03-09,7.0,104086.81909304684,,
2020-03-10,12.0,104089.49443813243,,
2020-03-11,16.0,104087.5171587555,,
2020-03-12,22.0,104088.71245258123,,
2020-03-13,41.0,104088.69966477796,,
2020-03-14,47.0,104079.49614284874,,
2020-03-15,47.0,104092.22660672372,,
2020-03-16,79.0,104097.28992731735,,
2020-03-17,112.0,104071.12919812628,,
2020-03-18,155.0,104077.42186841431,,
2020-03-19,206.0,104076.5875716265,,
2020-03-20,311.0,104072.14300389779,,
2020-03-21,399.0,104042.54729303483,,
2020-03-22,509.0,104073.7963642199,,
2020-03-23,698.0,104074.37494991382,,
2020-03-24,946.0,104025.92606282655,,
2020-03-25,1260.0,104015.61973147056,,
2020-03-26,1795.0,104001.8619403219,,
2020-03-27,2345.0,103875.5332906234,,
2020-03-28,2845.0,103944.99067303968,,
