,Pennsylvania,forecast,interval_low,interval_high
2020-03-29,3432.0,104070.1648525285,,
2020-03-30,4155.0,104051.78231233457,,
2020-03-31,4963.0,104027.1666903527,,
2020-04-01,6009.0,104041.29772636792,,
2020-04-02,7268.0,103895.88119809472,,
2020-04-03,8570.0,103780.96504894971,,
2020-04-04,10444.0,103849.60167250584,,
2020-04-05,11589.0,103541.73534218477,,
2020-04-06,13127.0,104303.9638526862,,
2020-04-07,14853.0,104148.26919168515,,
2020-04-08,16631.0,104030.44079013204,,
2020-04-09,18300.0,104188.67852551863,,
2020-04-10,20051.0,104180.0158253768,,
2020-04-11,21719.0,103997.54960606432,,
2020-04-12,22938.0,104002.50178999966,,
2020-04-13,24292.0,104350.2204324524,,
2020-04-14,25465.0,104198.09690403749,,
2020-04-15,26753.0,104318.95770050774,,
2020-04-16,28258.0,104228.10622290902,,
2020-04-17,29888.0,103931.44110461877,,
2020-04-18,31652.0,103796.55595469855,,
2020-04-19,32902.0,103690.88485840206,,
2020-04-20,33914.0,104157.7378626288,,
2020-04-21,35249.0,104426.89380419938,,
2020-04-22,36082.0,104227.02027294849,,
2020-04-23,38379.0,104699.70824701899,,
2020-04-24,40208.0,103473.1298930432,,
2020-04-25,41153.0,103716.73629457958,,
2020-04-26,42616.0,104418.78082866399,,
2020-04-27,43558.0,103725.63438316352,,
2020-04-28,45137.0,104341.88094835223,,
2020-04-29,46327.0,104142.49589041864,,
2020-04-30,47971.0,104410.68349001705,,
2020-05-01,49579.0,104050.8563192482,,
2020-05-02,50494.0,103849.54661043963,,
2020-05-03,51225.0,104350.25826210382,,
2020-05-04,52816.0,104309.58139510952,,
2020-05-05,53864.0,103630.84090092305,,
2020-05-06,54800.0,104271.78001440759,,
2020-05-07,55956.0,104394.32299232404,,
2020-05-08,57371.0,104000.12080896086,,
2020-05-09,58560.0,103858.84870632087,,
2020-05-10,59939.0,104068.11821504876,,
2020-05-11,60459.0,103900.23753060232,,
2020-05-12,61310.0,104553.62806113262,,
2020-05-13,62101.0,104301.63589109108,,
2020-05-14,63105.0,104265.39381651462,,
2020-05-15,64136.0,104147.46793948993,,
2020-05-16,65185.0,103936.73532445882,,
2020-05-17,65700.0,103829.68670565872,,
2020-05-18,66669.0,104184.82461990157,,
2020-05-19,67311.0,103872.40553048225,,
2020-05-20,68126.0,104253.48335911833,,
2020-05-21,69252.0,104289.66685125204,,
2020-05-22,70211.0,103976.03312262877,,
2020-05-23,71009.0,104126.02145169165,,
2020-05-24,71563.0,104141.99829423192,,
2020-05-25,71925.0,104193.68398852336,,
2020-05-26,72778.0,104310.4263914032,,
2020-05-27,73557.0,103925.41228077725,,
2020-05-28,74220.0,104037.71668582532,,
2020-05-29,74984.0,104147.20182994481,,
2020-05-30,75697.0,103952.8658211616,,
2020-05-31,76129.0,104020.42850677855,,
2020-06-01,76646.0,104296.5339350423,,
2020-06-02,77225.0,104215.60208014582,,
2020-06-03,77780.0,104154.9645100649,,
2020-06-04,78335.0,104170.26596311263,,
2020-06-05,78815.0,104071.13437792707,,
2020-06-06,79505.0,104040.92740596757,,
2020-06-07,79908.0,103858.03425458181,,
2020-06-08,80339.0,104127.15284528042,,
2020-06-09,80870.0,104169.1995940194,,
2020-06-10,81316.0,104100.72317208025,,
2020-06-11,81848.0,104237.48924912959,,
2020-06-12,82481.0,104131.15021337215,,
2020-06-13,82944.0,103977.60514259356,,
2020-06-14,83203.0,104082.67462008534,,
2020-06-15,83589.0,104193.20739763798,,
2020-06-16,83978.0,104061.44346736607,,
2020-06-17,84289.0,104108.49502419167,,
2020-06-18,84683.0,104212.85561961186,,
2020-06-19,85199.0,104094.73829802393,,
2020-06-20,85590.0,103965.12065601088,,
2020-06-21,85935.0,104064.52867074753,,
2020-06-22,86576.0,104084.6917404728,,
2020-06-23,87208.0,103866.3658890768,,
2020-06-24,87685.0,103984.29606801608,,
2020-06-25,88141.0,104195.3129310464,,
2020-06-26,88860.0,104193.78577996057,,
2020-06-27,89446.0,104002.82706887227,,
2020-06-28,89863.0,104143.96570863231,,
2020-06-29,90467.0,104243.62159460742,,
2020-06-30,91139.0,103992.82383438454,,
2020-07-01,91775.0,103948.51645841813,,
2020-07-02,92612.0,104031.92745163412,,
2020-07-03,93392.0,103892.44738163927,,
2020-07-04,93922.0,104011.1936655487,,
2020-07-05,94403.0,104289.26938659002,,
2020-07-06,95100.0,104310.37491263068,,
2020-07-07,95898.0,104124.19043484986,,
2020-07-08,96725.0,104043.06223180478,,
2020-07-09,97542.0,103969.55615160111,,
2020-07-10,98482.0,103902.04440126945,,
2020-07-11,99216.0,103825.80772389867,,
2020-07-12,99794.0,104098.06962526227,,
2020-07-13,100330.0,104333.58878853744,,
2020-07-14,101266.0,104387.69652303029,,
2020-07-15,102269.0,104078.87324823737,,
2020-07-16,103075.0,103985.10224050585,,
2020-07-17,104079.0,104049.2175347687,,
2020-07-18,104780.0,103761.85645012913,,
2020-07-19,,105437.52884198404,105045.70214469187,105829.3555392762
2020-07-20,,106225.36570080857,105590.66845910369,106860.06294251345
2020-07-21,,107110.72120976665,106234.14475168413,107987.29766784917
2020-07-22,,108125.97626924381,106971.10556177006,109280.84697671756
2020-07-23,,109156.35941196111,107704.79905331011,110607.9197706121
2020-07-24,,110095.04505649007,108279.01820352509,111911.07190945504
2020-07-25,,110932.35765253686,108678.64821211583,113186.06709295788
