,New York,forecast,interval_low,interval_high
2020-01-22,0.0,100.80056762695312,-29.955411911010742,531.564208984375
2020-01-23,0.0,-0.5437625050544739,-39.91542053222656,26.733041763305664
2020-01-24,0.0,-7.790230751037598,-12.79133415222168,-3.302556276321411
2020-01-25,0.0,-0.5750173330307007,-2.5712575912475586,2.3023173809051514
2020-01-26,0.0,36.549861907958984,0.7066609263420105,171.16163635253906
2020-01-27,0.0,-0.6305438876152039,-3.56455659866333,1.1876602172851562
2020-01-28,0.0,4.330448627471924,-0.4658830761909485,16.510255813598633
2020-01-29,0.0,292.46978759765625,-330.3365478515625,1789.3043212890625
2020-01-30,0.0,1.677315354347229,-0.7935068607330322,6.7438459396362305
2020-01-31,0.0,28.370845794677734,-4.278432846069336,147.29209899902344
2020-02-01,0.0,2.2932252883911133,-2.5599000453948975,16.161354064941406
2020-02-02,0.0,-0.29801392555236816,-1.9716954231262207,1.527335524559021
2020-02-03,0.0,2.0910181999206543,-0.5045348405838013,7.548437595367432
2020-02-04,0.0,-28.534963607788086,-139.259765625,0.6638807654380798
2020-02-05,0.0,-0.3401366174221039,-2.777801036834717,3.5453128814697266
2020-02-06,0.0,66.14189147949219,-5.73870325088501,338.4264831542969
2020-02-07,0.0,45.530616760253906,-2.450554847717285,232.24835205078125
2020-02-08,0.0,-90.76176452636719,-475.4973449707031,8.883001327514648
2020-02-09,0.0,-150.25704956054688,-385.6646728515625,10.252745628356934
2020-02-10,0.0,1.1620780229568481,-10.760208129882812,15.34341049194336
2020-02-11,0.0,-11.284872055053711,-21.221630096435547,2.328835964202881
2020-02-12,0.0,-0.3372982442378998,-9.403705596923828,6.3314056396484375
2020-02-13,0.0,-48.15180206298828,-144.2230682373047,5.439965724945068
2020-02-14,0.0,-28.775890350341797,-166.6219024658203,15.441511154174805
2020-02-15,0.0,-100.99317932128906,-500.3584289550781,8.031478881835938
2020-02-16,0.0,-4.111047267913818,-12.690452575683594,4.278939247131348
2020-02-17,0.0,0.7718250155448914,-6.134906768798828,12.53485107421875
2020-02-18,0.0,-3.2359344959259033,-13.980000495910645,1.375713586807251
2020-02-19,0.0,2.428319215774536,-7.3974080085754395,11.190567016601562
2020-02-20,0.0,-1.0794601440429688,-22.839397430419922,14.641886711120605
2020-02-21,0.0,-2.7949111461639404,-10.289113998413086,3.328122138977051
2020-02-22,0.0,7.709402561187744,-4.787552833557129,27.5162353515625
2020-02-23,0.0,3.0806448459625244,-12.154778480529785,19.108034133911133
2020-02-24,0.0,-0.2497134506702423,-4.2023491859436035,2.8459718227386475
2020-02-25,0.0,-8.232789993286133,-34.62089920043945,3.795499086380005
2020-02-26,0.0,4.059216499328613,-1.41049063205719,10.284347534179688
2020-02-27,0.0,-8.406618118286133,-49.032249450683594,11.93348217010498
2020-02-28,0.0,-0.9897871017456055,-3.9019651412963867,0.6145572662353516
2020-02-29,0.0,-30.947246551513672,-143.55197143554688,-0.10715669393539429
2020-03-01,0.0,9.38189697265625,-0.5979565382003784,41.18318176269531
2020-03-02,1.0,-229.18264770507812,-1147.9063720703125,1.5094459056854248
2020-03-03,2.0,14.558504104614258,-17.860994338989258,83.76126861572266
2020-03-04,11.0,16.878705978393555,8.924111366271973,25.865413665771484
2020-03-05,23.0,150.78707885742188,17.637521743774414,343.38067626953125
2020-03-06,31.0,-0.43122100830078125,-108.38480377197266,32.79090881347656
2020-03-07,76.0,84.81958770751953,62.9293098449707,143.2244110107422
2020-03-08,106.0,107.22080993652344,101.89168548583984,115.1894760131836
2020-03-09,142.0,95.35536193847656,-66.19053649902344,146.24911499023438
2020-03-10,150.0,150.07627868652344,144.51412963867188,154.19212341308594
2020-03-11,220.0,254.9965057373047,224.514404296875,354.72113037109375
2020-03-12,327.0,328.8985900878906,274.1864929199219,388.797607421875
2020-03-13,421.0,426.50439453125,412.11883544921875,447.0876159667969
2020-03-14,613.0,667.0006713867188,359.03936767578125,916.7785034179688
2020-03-15,615.0,852.0877075195312,602.5433349609375,1821.857177734375
2020-03-16,967.0,1338.61328125,967.8568725585938,1630.84619140625
2020-03-17,1578.0,1452.26611328125,959.5757446289062,1580.372802734375
2020-03-18,3038.0,4101.1279296875,3029.383056640625,5693.7431640625
2020-03-19,5704.0,5708.48291015625,5700.01806640625,5718.8203125
2020-03-20,8403.0,9067.8466796875,8393.0546875,11742.1865234375
2020-03-21,11727.0,11726.08203125,11705.103515625,11740.1220703125
2020-03-22,15800.0,17109.10546875,15787.02734375,19133.75
2020-03-23,20884.0,20879.580078125,20864.560546875,20892.3828125
2020-03-24,25681.0,26668.86328125,25674.5,30610.1015625
2020-03-25,30841.0,33714.91796875,30829.505859375,38109.171875
2020-03-26,37877.0,37870.0078125,37858.796875,37881.7265625
2020-03-27,44876.0,47923.9765625,44871.73046875,52573.53125
2020-03-28,52410.0,52417.421875,52406.24609375,52436.76171875
2020-03-29,59648.0,59664.45703125,52405.71484375,66970.7421875
2020-03-30,66663.0,68492.6875,66657.59375,75811.84375
2020-03-31,75833.0,73975.453125,66551.734375,75838.03125
2020-04-01,83948.0,85657.25,83934.0078125,92510.0703125
2020-04-02,92506.0,92510.328125,92499.390625,92517.4453125
2020-04-03,102987.0,105040.234375,102976.921875,113265.90625
2020-04-04,113833.0,115989.7265625,113826.5703125,124595.6796875
2020-04-05,123160.0,123155.8359375,123146.8046875,123164.1484375
2020-04-06,131815.0,136500.9375,131810.390625,139790.953125
2020-04-07,139875.0,138510.9375,133007.578125,139889.84375
