,South Carolina,forecast,interval_low,interval_high
2020-03-30,925.0,66083.39425332751,,
2020-03-31,1083.0,66027.7323518344,,
2020-04-01,1293.0,66023.26738663003,,
2020-04-02,1554.0,66041.56335481936,,
2020-04-03,1700.0,66016.96483705055,,
2020-04-04,1917.0,66128.01170386856,,
2020-04-05,2049.0,66037.7440330717,,
2020-04-06,2232.0,66110.68671078369,,
2020-04-07,2417.0,66103.9062573522,,
2020-04-08,2417.0,66095.98503674802,,
2020-04-09,2793.0,66219.79250133164,,
2020-04-10,3067.0,65876.75704820875,,
2020-04-11,3211.0,66055.97082675806,,
2020-04-12,3320.0,66218.64412257828,,
2020-04-13,3391.0,66053.61867041589,,
2020-04-14,3553.0,66060.93159693529,,
2020-04-15,3656.0,66142.01648245424,,
2020-04-16,3931.0,66162.52541036192,,
2020-04-17,4099.0,65978.04312023723,,
2020-04-18,4248.0,66076.02731856376,,
2020-04-19,4377.0,66080.55258816404,,
2020-04-20,4446.0,66057.96797609955,,
2020-04-21,4439.0,66120.19747969987,,
2020-04-22,4761.0,66202.86270037733,,
2020-04-23,4917.0,65888.12062861526,,
2020-04-24,5070.0,66138.11557896603,,
2020-04-25,5253.0,66113.25884221212,,
2020-04-26,5498.0,65952.50770545793,,
2020-04-27,5613.0,65984.61900777069,,
2020-04-28,5735.0,66212.53745367375,,
2020-04-29,5882.0,66085.5294785792,,
2020-04-30,6095.0,66042.5322739862,,
2020-05-01,6258.0,66060.87096913831,,
2020-05-02,6489.0,66128.89091463288,,
2020-05-03,6626.0,66010.38742505276,,
2020-05-04,6757.0,66090.0427357016,,
2020-05-05,6841.0,66096.55679501612,,
2020-05-06,6936.0,66117.0826477017,,
2020-05-07,7142.0,66102.74303742326,,
2020-05-08,7367.0,66036.03834175754,,
2020-05-09,7531.0,66043.1174712383,,
2020-05-10,7653.0,66095.86165784688,,
2020-05-11,7792.0,66058.37987497415,,
2020-05-12,7927.0,66039.06138655532,,
2020-05-13,8030.0,66106.41692117741,,
2020-05-14,8189.0,66137.38940804267,,
2020-05-15,8407.0,66048.04926503189,,
2020-05-16,8661.0,66012.53544362984,,
2020-05-17,8816.0,66032.88992765766,,
2020-05-18,8942.0,66105.14191635189,,
2020-05-19,9056.0,66070.5563807823,,
2020-05-20,9175.0,66077.66432564758,,
2020-05-21,9381.0,66119.09912536437,,
2020-05-22,9638.0,66062.98920664971,,
2020-05-23,9895.0,66021.97276304213,,
2020-05-24,10096.0,66039.4722578425,,
2020-05-25,10178.0,66060.2639205122,,
2020-05-26,10416.0,66124.91912552093,,
2020-05-27,10623.0,66000.15059622393,,
2020-05-28,10788.0,66106.12480118472,,
2020-05-29,11131.0,66162.20970010635,,
2020-05-30,11394.0,65933.50933478406,,
2020-05-31,11861.0,66044.50155342785,,
2020-06-01,12148.0,65956.11032123047,,
2020-06-02,12419.0,66095.24033054196,,
2020-06-03,12470.0,66087.78920099438,,
2020-06-04,12526.0,66222.09811582798,,
2020-06-05,13458.0,66168.61815225748,,
2020-06-06,13538.0,65575.89767675553,,
2020-06-07,14302.0,66526.39753652406,,
2020-06-08,14800.0,65749.78511291309,,
2020-06-09,15228.0,65813.57447352406,,
2020-06-10,15759.0,66191.36967490136,,
2020-06-11,16441.0,66098.16548807514,,
2020-06-12,17170.0,65855.50695061173,,
2020-06-13,17955.0,66144.98882138405,,
2020-06-14,18795.0,65996.26453370697,,
2020-06-15,19378.0,65934.88702925346,,
2020-06-16,19990.0,66198.7877014519,,
2020-06-17,20556.0,66128.41669287569,,
2020-06-18,21533.0,66151.42952278575,,
2020-06-19,22608.0,65934.6207646157,,
2020-06-20,23756.0,66000.4828604115,,
2020-06-21,24661.0,65950.41700449187,,
2020-06-22,25666.0,66065.82675611008,,
2020-06-23,26572.0,65922.79935479068,,
2020-06-24,27897.0,66163.2077636586,,
2020-06-25,29022.0,65941.95852159786,,
2020-06-26,30335.0,66206.4806912908,,
2020-06-27,31939.0,65979.60876337993,,
2020-06-28,33320.0,65742.39529396413,,
2020-06-29,34644.0,66118.50192032465,,
2020-06-30,36399.0,66186.17964570993,,
2020-07-01,37919.0,65699.59573133771,,
2020-07-02,39701.0,66210.98791631823,,
2020-07-03,41532.0,66068.02146289598,,
2020-07-04,43386.0,65900.45557509786,,
2020-07-05,44847.0,66035.5799397421,,
2020-07-06,46380.0,66393.92337159115,,
2020-07-07,47352.0,66109.51237604422,,
2020-07-08,48909.0,66590.03533579578,,
2020-07-09,50691.0,66062.53140736958,,
2020-07-10,52419.0,65999.01402374759,,
2020-07-11,54699.0,66192.85747451738,,
2020-07-12,56648.0,65596.91782310931,,
2020-07-13,58168.0,65867.31140790119,,
2020-07-14,60389.0,66385.12023237192,,
2020-07-15,62245.0,65605.7676117765,,
2020-07-16,64083.0,66247.64483726195,,
2020-07-17,66060.0,66463.20728126679,,
2020-07-18,67612.0,65928.76160976863,,
2020-07-19,,69417.5517356665,69145.46187057834,69689.64160075465
2020-07-20,,71359.17433442731,70915.33250736899,71803.01616148563
2020-07-21,,73203.99428896418,72545.234657981,73862.75391994737
2020-07-22,,75226.45436941842,74340.50330469874,76112.40543413811
2020-07-23,,77198.2339300688,76116.14244805645,78280.32541208116
2020-07-24,,79051.57208166091,77755.3793624477,80347.76480087412
2020-07-25,,81017.6539071292,79467.13754348354,82568.17027077488
