,South Carolina,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,66070.45009314662,,
2020-01-25,0.0,66075.90005752958,,
2020-01-26,0.0,66080.0311902546,,
2020-01-27,0.0,66078.79603302975,,
2020-01-28,0.0,66083.3728733144,,
2020-01-29,0.0,66091.15875302664,,
2020-01-30,0.0,66088.77146005648,,
2020-01-31,0.0,66086.79857800646,,
2020-02-01,0.0,66085.14619245609,,
2020-02-02,0.0,66083.74664838838,,
2020-02-03,0.0,66082.5499664469,,
2020-02-04,0.0,66081.51842022236,,
2020-02-05,0.0,66080.62299502347,,
2020-02-06,0.0,66079.84100815939,,
2020-02-07,0.0,66079.15446930149,,
2020-02-08,0.0,66078.54892562948,,
2020-02-09,0.0,66078.01263238383,,
2020-02-10,0.0,66077.53594664046,,
2020-02-11,0.0,66077.11087721857,,
2020-02-12,0.0,66076.73074572692,,
2020-02-13,0.0,66076.38992798515,,
2020-02-14,0.0,66076.0836544177,,
2020-02-15,0.0,66075.8078542919,,
2020-02-16,0.0,66075.55903294956,,
2020-02-17,0.0,66075.33417414558,,
2020-02-18,0.0,66075.13066169011,,
2020-02-19,0.0,66074.94621607485,,
2020-02-20,0.0,66074.77884283473,,
2020-02-21,0.0,66074.62679017693,,
2020-02-22,0.0,66074.48851398562,,
2020-02-23,0.0,66074.36264873961,,
2020-02-24,0.0,66074.24798320296,,
2020-02-25,0.0,66074.14343999345,,
2020-02-26,0.0,66074.04805832072,,
2020-02-27,0.0,66073.9609793306,,
2020-02-28,0.0,66073.88143360394,,
2020-02-29,0.0,66073.80873044589,,
2020-03-01,0.0,66073.7422486707,,
2020-03-02,0.0,66073.68142864144,,
2020-03-03,0.0,66073.62576536777,,
2020-03-04,0.0,66073.57480249948,,
2020-03-05,0.0,66073.52812708169,,
2020-03-06,0.0,66073.48536496048,,
2020-03-07,2.0,66073.4461767455,,
2020-03-08,2.0,66071.98787230007,,
2020-03-09,3.0,66074.21125664392,,
2020-03-10,7.0,66072.88248386077,,
2020-03-11,10.0,66070.39135308415,,
2020-03-12,7.0,66073.26587692108,,
2020-03-13,8.0,66077.68678113245,,
2020-03-14,19.0,66070.79282920716,,
2020-03-15,19.0,66065.70677128584,,
2020-03-16,30.0,66080.69204149717,,
2020-03-17,47.0,66067.12074226893,,
2020-03-18,60.0,66061.80461371366,,
2020-03-19,80.0,66074.43250928706,,
2020-03-20,126.0,66067.9694288133,,
2020-03-21,174.0,66047.67197874705,,
2020-03-22,196.0,66064.23659765623,,
2020-03-23,298.0,66086.64096547048,,
2020-03-24,342.0,66012.00240885963,,
2020-03-25,424.0,66089.63950649343,,
2020-03-26,424.0,66065.18432424805,,
2020-03-27,542.0,66108.4578105977,,
2020-03-28,660.0,66011.43667635969,,
2020-03-29,774.0,66063.33484338925,,
