,Arkansas,forecast,interval_low,interval_high
2020-03-30,473.0,31787.25505164915,,
2020-03-31,523.0,31767.44919904018,,
2020-04-01,584.0,31780.62570909926,,
2020-04-02,643.0,31772.613355729354,,
2020-04-03,704.0,31765.31635783397,,
2020-04-04,743.0,31759.34980408301,,
2020-04-05,837.0,31781.540013249283,,
2020-04-06,875.0,31739.35443449281,,
2020-04-07,946.0,31801.408035782024,,
2020-04-08,1000.0,31770.395982526352,,
2020-04-09,1119.0,31776.771213419594,,
2020-04-10,1171.0,31730.726340731213,,
2020-04-11,1228.0,31801.902907430245,,
2020-04-12,1280.0,31789.083349777135,,
2020-04-13,1410.0,31771.099527171773,,
2020-04-14,1498.0,31725.52769153203,,
2020-04-15,1569.0,31788.8348992185,,
2020-04-16,1620.0,31797.87953211454,,
2020-04-17,1695.0,31777.70805296009,,
2020-04-18,1744.0,31763.15050216761,,
2020-04-19,1781.0,31807.734085060023,,
2020-04-20,1973.0,31821.181018444844,,
2020-04-21,1990.0,31668.92874256041,,
2020-04-22,2276.0,31851.87584974546,,
2020-04-23,2599.0,31601.830965760193,,
2020-04-24,2810.0,31601.715853633734,,
2020-04-25,2911.0,31766.41533678256,,
2020-04-26,3001.0,31809.282173090916,,
2020-04-27,3069.0,31777.896651397736,,
2020-04-28,3127.0,31832.107153279645,,
2020-04-29,3193.0,31911.723964563414,,
2020-04-30,3281.0,31871.51238229612,,
2020-05-01,3337.0,31803.0515774043,,
2020-05-02,3372.0,31808.51835419275,,
2020-05-03,3437.0,31808.605732814078,,
2020-05-04,3491.0,31763.876804808537,,
2020-05-05,3525.0,31785.7746590932,,
2020-05-06,3611.0,31810.80677586192,,
2020-05-07,3703.0,31751.415872392165,,
2020-05-08,3747.0,31750.591200486248,,
2020-05-09,3747.0,31803.005977180346,,
2020-05-10,4012.0,31819.688064785165,,
2020-05-11,4043.0,31580.810229604616,,
2020-05-12,4164.0,31860.24832826178,,
2020-05-13,4236.0,31766.79247732126,,
2020-05-14,4366.0,31748.242827174425,,
2020-05-15,4463.0,31733.472464696708,,
2020-05-16,4578.0,31798.246155942594,,
2020-05-17,4759.0,31793.963417849965,,
2020-05-18,4813.0,31699.222669668477,,
2020-05-19,4923.0,31841.208535473634,,
2020-05-20,5003.0,31765.329745418872,,
2020-05-21,5458.0,31786.413448784504,,
2020-05-22,5612.0,31501.46343289144,,
2020-05-23,5775.0,31853.911051144984,,
2020-05-24,5922.0,31794.159789561356,,
2020-05-25,6029.0,31698.46737142935,,
2020-05-26,6180.0,31810.33542408786,,
2020-05-27,6277.0,31827.658770083828,,
2020-05-28,6538.0,31888.260520965927,,
2020-05-29,6777.0,31683.643489143662,,
2020-05-30,7013.0,31730.184123666662,,
2020-05-31,7253.0,31743.407136973092,,
2020-06-01,7443.0,31708.770041586056,,
2020-06-02,7818.0,31762.667860515856,,
2020-06-03,8067.0,31627.679078497265,,
2020-06-04,8425.0,31808.290603750844,,
2020-06-05,8651.0,31707.214998105002,,
2020-06-06,9101.0,31798.394901132186,,
2020-06-07,9426.0,31613.073578455867,,
2020-06-08,9740.0,31774.21692941289,,
2020-06-09,10080.0,31811.601481911555,,
2020-06-10,10368.0,31726.599137702797,,
2020-06-11,10816.0,31802.89941050159,,
2020-06-12,11547.0,31681.52728482793,,
2020-06-13,12095.0,31503.506392637133,,
2020-06-14,12501.0,31732.291126609118,,
2020-06-15,12917.0,31802.924370116005,,
2020-06-16,13191.0,31692.19781516496,,
2020-06-17,13606.0,31876.61092665889,,
2020-06-18,13928.0,31840.65799325096,,
2020-06-19,14631.0,31943.249390777906,,
2020-06-20,15142.0,31566.99212108485,,
2020-06-21,15561.0,31759.29005580246,,
2020-06-22,16083.0,31814.29480209641,,
2020-06-23,16678.0,31618.202220767158,,
2020-06-24,17375.0,31646.152925021866,,
2020-06-25,18062.0,31674.910905071574,,
2020-06-26,18740.0,31732.583977746115,,
2020-06-27,19310.0,31677.910068628054,,
2020-06-28,19818.0,31758.13345275923,,
2020-06-29,20257.0,31828.730673788814,,
2020-06-30,20777.0,31898.50324728465,,
2020-07-01,21197.0,31842.246128329116,,
2020-07-02,22075.0,31935.710722871154,,
2020-07-03,22622.0,31518.491841668852,,
2020-07-04,23209.0,31849.617131596646,,
2020-07-05,23814.0,31765.204923410907,,
2020-07-06,24253.0,31648.069616037905,,
2020-07-07,24512.0,31874.698421229183,,
2020-07-08,25246.0,32040.964183232,,
2020-07-09,26052.0,31598.863702320454,,
2020-07-10,26803.0,31620.00778598469,,
2020-07-11,27864.0,31770.30133809434,,
2020-07-12,28367.0,31380.129717469452,,
2020-07-13,28939.0,31859.61280652582,,
2020-07-14,29812.0,31777.71312109889,,
2020-07-15,30297.0,31559.44807261246,,
2020-07-16,31114.0,32086.3459826099,,
2020-07-17,31762.0,31752.52340418977,,
2020-07-18,32533.0,31821.07475124288,,
2020-07-19,,33231.067596073066,33053.058712419865,33409.07647972627
2020-07-20,,33942.308563454506,33666.32066093955,34218.29646596946
2020-07-21,,34668.48673604875,34283.537979036715,35053.43549306078
2020-07-22,,35359.50397607423,34865.72321062936,35853.2847415191
2020-07-23,,36101.75137883814,35519.36664970223,36684.13610797405
2020-07-24,,36831.405964911646,36158.94127029136,37503.87065953193
2020-07-25,,37576.61691440134,36801.0799406829,38352.15388811978
