,Kansas,forecast,interval_low,interval_high
2020-01-22,0.0,0.09674357622861862,-0.10620391368865967,0.3115294575691223
2020-01-23,0.0,-0.04591435194015503,-0.3801348805427551,0.19726312160491943
2020-01-24,0.0,-0.05333437770605087,-0.3481941223144531,0.24332141876220703
2020-01-25,0.0,0.38439005613327026,-0.1075437068939209,1.8409335613250732
2020-01-26,0.0,3.259120225906372,0.007216006517410278,15.906159400939941
2020-01-27,0.0,-4.103690147399902,-14.301267623901367,0.05544576048851013
2020-01-28,0.0,0.17203012108802795,-1.1216126680374146,2.343996524810791
2020-01-29,0.0,0.013151293620467186,-0.05680328607559204,0.09811240434646606
2020-01-30,0.0,-0.005895811133086681,-0.05063122510910034,0.042021244764328
2020-01-31,0.0,-0.0319545641541481,-0.13184291124343872,0.04928821325302124
2020-02-01,0.0,0.8026502728462219,-0.1050005555152893,4.135895729064941
2020-02-02,0.0,0.05449989438056946,-0.02032756805419922,0.14605388045310974
2020-02-03,0.0,-0.04466812685132027,-0.37719112634658813,0.3607828915119171
2020-02-04,0.0,0.05596764758229256,-0.12423837184906006,0.36133044958114624
2020-02-05,0.0,-0.006602245382964611,-0.09583592414855957,0.1371403932571411
2020-02-06,0.0,0.11820459365844727,-0.055697619915008545,0.37725090980529785
2020-02-07,0.0,0.6777631640434265,-0.21955430507659912,2.948137044906616
2020-02-08,0.0,-0.17205168306827545,-0.6411064863204956,0.35886716842651367
2020-02-09,0.0,0.22796495258808136,-0.03850686550140381,0.8130874633789062
2020-02-10,0.0,0.06105601042509079,-0.5574398040771484,0.8448516726493835
2020-02-11,0.0,0.19360169768333435,-0.17418360710144043,1.2011613845825195
2020-02-12,0.0,-0.11445243656635284,-0.6008586883544922,0.09132272005081177
2020-02-13,0.0,0.5044889450073242,-0.39797013998031616,1.9163780212402344
2020-02-14,0.0,0.023534584790468216,-0.424336314201355,0.6591395735740662
2020-02-15,0.0,0.26057514548301697,-0.5168881416320801,1.3344788551330566
