,Maine,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,3636.0941048512823,,
2020-01-25,0.0,3636.132315987005,,
2020-01-26,0.0,3636.1561684143894,,
2020-01-27,0.0,3636.1985357369404,,
2020-01-28,0.0,3636.227250090521,,
2020-01-29,0.0,3636.280197296286,,
2020-01-30,0.0,3636.324931346051,,
2020-01-31,0.0,3636.3263996353517,,
2020-02-01,0.0,3636.287749068921,,
2020-02-02,0.0,3636.247746761605,,
2020-02-03,0.0,3636.231025905788,,
2020-02-04,0.0,3636.238767019635,,
2020-02-05,0.0,3636.2609579107166,,
2020-02-06,0.0,3636.2821098316344,,
2020-02-07,0.0,3636.287439175632,,
2020-02-08,0.0,3636.2747178034915,,
2020-02-09,0.0,3636.256300584688,,
2020-02-10,0.0,3636.2455085986016,,
2020-02-11,0.0,3636.246969478679,,
2020-02-12,0.0,3636.257257013428,,
2020-02-13,0.0,3636.268539073646,,
2020-02-14,0.0,3636.27309828515,,
2020-02-15,0.0,3636.2686210436354,,
2020-02-16,0.0,3636.2596882308426,,
2020-02-17,0.0,3636.253087173267,,
2020-02-18,0.0,3636.2525176427366,,
2020-02-19,0.0,3636.257173092929,,
2020-02-20,0.0,3636.2632137203723,,
2020-02-21,0.0,3636.2664420627575,,
2020-02-22,0.0,3636.265082296503,,
2020-02-23,0.0,3636.2607968411507,,
2020-02-24,0.0,3636.2569542427696,,
2020-02-25,0.0,3636.2559601990197,,
2020-02-26,0.0,3636.257929862782,,
2020-02-27,0.0,3636.26108765444,,
2020-02-28,0.0,3636.263170636186,,
2020-02-29,0.0,3636.262958749562,,
2020-03-01,0.0,3636.260967742683,,
2020-03-02,0.0,3636.258823154165,,
2020-03-03,0.0,3636.257954547366,,
2020-03-04,0.0,3636.258699446602,,
2020-03-05,0.0,3636.2602974930965,,
2020-03-06,0.0,3636.2615603510544,,
2020-03-07,0.0,3636.2617075488893,,
2020-03-08,0.0,3636.2608255828823,,
2020-03-09,0.0,3636.259671909913,,
2020-03-10,0.0,3636.2590507775735,,
2020-03-11,0.0,3636.2592754080033,,
2020-03-12,1.0,3636.2600545546497,,
2020-03-13,3.0,3635.5765409029505,,
2020-03-14,3.0,3635.0889754674067,,
2020-03-15,2.0,3636.725528313103,,
2020-03-16,17.0,3637.306917270552,,
2020-03-17,26.0,3626.2834533380737,,
2020-03-18,35.0,3633.2074008703225,,
2020-03-19,52.0,3633.128629301153,,
2020-03-20,56.0,3630.554102769474,,
2020-03-21,70.0,3640.0340040737806,,
2020-03-22,89.0,3632.781558394375,,
2020-03-23,107.0,3633.2133981546604,,
2020-03-24,118.0,3633.085654082262,,
2020-03-25,142.0,3639.7787017825094,,
2020-03-26,155.0,3629.1187608579244,,
2020-03-27,168.0,3638.2548302799523,,
