,Nevada,forecast,interval_low,interval_high
2020-03-30,1012.0,33146.76415830612,,
2020-03-31,1114.0,33378.4575890257,,
2020-04-01,1279.0,33363.88562424837,,
2020-04-02,1463.0,33335.63466442259,,
2020-04-03,1514.0,33305.18228873678,,
2020-04-04,1742.0,33448.65672281456,,
2020-04-05,1855.0,33235.99065412557,,
2020-04-06,1953.0,33326.72498758151,,
2020-04-07,2124.0,33305.3567587631,,
2020-04-08,2259.0,33259.83769682366,,
2020-04-09,2456.0,33278.73076061934,,
2020-04-10,2722.0,33262.22448361308,,
2020-04-11,2702.0,33233.90609552955,,
2020-04-12,2836.0,33491.66670594408,,
2020-04-13,2990.0,33324.36878537036,,
2020-04-14,3134.0,33317.439499622385,,
2020-04-15,3211.0,33306.29550559187,,
2020-04-16,3214.0,33380.00650054696,,
2020-04-17,3524.0,33359.47600691778,,
2020-04-18,3626.0,33074.64285062402,,
2020-04-19,3728.0,33320.55816539841,,
2020-04-20,3830.0,33315.11539200947,,
2020-04-21,3937.0,33342.90029956762,,
2020-04-22,4081.0,33308.30897492935,,
2020-04-23,4208.0,33336.01630523381,,
2020-04-24,4398.0,33341.060795271005,,
2020-04-25,4539.0,33264.04068165619,,
2020-04-26,4734.0,33302.74807689386,,
2020-04-27,4700.0,33245.03458111447,,
2020-04-28,4821.0,33461.59679176379,,
2020-04-29,4934.0,33285.18222662196,,
2020-04-30,5053.0,33326.41033141298,,
2020-05-01,5248.0,33296.5240474439,,
2020-05-02,5389.0,33251.38351836953,,
2020-05-03,5472.0,33266.962390198416,,
2020-05-04,5630.0,33323.47312982707,,
2020-05-05,5660.0,33273.43370518023,,
2020-05-06,5741.0,33405.65172547201,,
2020-05-07,5855.0,33356.53566104931,,
2020-05-08,5920.0,33327.381647456416,,
2020-05-09,6171.0,33330.6510439266,,
2020-05-10,6120.0,33163.088144217065,,
2020-05-11,6152.0,33426.52266420315,,
2020-05-12,6313.0,33299.90625022602,,
2020-05-13,6476.0,33226.34098277472,,
2020-05-14,6504.0,33237.14979366729,,
2020-05-15,6733.0,33418.000031058655,,
2020-05-16,6813.0,33200.66528406706,,
2020-05-17,6949.0,33352.89060683779,,
2020-05-18,7061.0,33300.82284550732,,
2020-05-19,7096.0,33360.107380003625,,
2020-05-20,7388.0,33379.35809228063,,
2020-05-21,7400.0,33171.41323681201,,
2020-05-22,7525.0,33429.11925785104,,
2020-05-23,7526.0,33277.85341252912,,
2020-05-24,7881.0,33402.404144736916,,
2020-05-25,7956.0,33041.0981227334,,
2020-05-26,8057.0,33408.84796390076,,
2020-05-27,8150.0,33319.304693809885,,
2020-05-28,8248.0,33359.61558929614,,
2020-05-29,8376.0,33304.46793572761,,
2020-05-30,8517.0,33340.66138223675,,
2020-05-31,8628.0,33304.924778804925,,
2020-06-01,8702.0,33310.94987890023,,
2020-06-02,8858.0,33321.00125814732,,
2020-06-03,8951.0,33239.51507614626,,
2020-06-04,9129.0,33316.969332383596,,
2020-06-05,9309.0,33253.747826062296,,
2020-06-06,9491.0,33286.09032126992,,
2020-06-07,9669.0,33286.792327053234,,
2020-06-08,9816.0,33320.97051504355,,
2020-06-09,10045.0,33345.067578557566,,
2020-06-10,10218.0,33283.12234551884,,
2020-06-11,10473.0,33348.24505034004,,
2020-06-12,10704.0,33266.69194461985,,
2020-06-13,10997.0,33302.8096970013,,
2020-06-14,11201.0,33237.34516967025,,
2020-06-15,11315.0,33349.47200184644,,
2020-06-16,11683.0,33407.21856595455,,
2020-06-17,11854.0,33191.8321843709,,
2020-06-18,12169.0,33395.839294678415,,
2020-06-19,12524.0,33249.55145791768,,
2020-06-20,12976.0,33244.9318707521,,
2020-06-21,13240.0,33141.564189777775,,
2020-06-22,13528.0,33394.16054700132,,
2020-06-23,13997.0,33347.75492672612,,
2020-06-24,14362.0,33231.76415989504,,
2020-06-25,14859.0,33363.986475004756,,
2020-06-26,15240.0,33272.01942041219,,
2020-06-27,16339.0,33371.004583573216,,
2020-06-28,17160.0,32733.278155662018,,
2020-06-29,17894.0,33191.665876927014,,
2020-06-30,18456.0,33299.87559248926,,
2020-07-01,19101.0,33561.731724300414,,
2020-07-02,19733.0,33433.85530367842,,
2020-07-03,20718.0,33561.93803246683,,
2020-07-04,21575.0,33211.010778115495,,
2020-07-05,22418.0,33299.49564890846,,
2020-07-06,22909.0,33185.269280464796,,
2020-07-07,23785.0,33459.88146743422,,
2020-07-08,24301.0,33056.109634195614,,
2020-07-09,24904.0,33525.73725246884,,
2020-07-10,25908.0,33410.93516012596,,
2020-07-11,26838.0,33116.3104345293,,
2020-07-12,27683.0,33148.32041475919,,
2020-07-13,28515.0,33277.334440781,,
2020-07-14,29619.0,33276.453029708624,,
2020-07-15,30468.0,33060.85425195134,,
2020-07-16,31915.0,33452.34938022393,,
2020-07-17,33295.0,32993.909296469545,,
2020-07-18,34477.0,33217.57486502922,,
2020-07-19,,35754.969751088836,35551.78681606524,35958.15268611243
2020-07-20,,37118.99984687433,36803.18020338684,37434.81949036182
2020-07-21,,38465.07670245606,38023.754903099936,38906.39850181219
2020-07-22,,39902.91925338602,39325.44672630479,40480.391780467246
2020-07-23,,41388.41397806678,40647.36130162973,42129.466654503834
2020-07-24,,42848.89742599533,41925.122341357106,43772.67251063356
2020-07-25,,44285.52744745788,43133.74941153692,45437.305483378834
