,Nevada,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,33302.888328971705,,
2020-01-25,0.0,33307.06116908579,,
2020-01-26,0.0,33309.90123050098,,
2020-01-27,0.0,33313.07881300014,,
2020-01-28,0.0,33314.0949295093,,
2020-01-29,0.0,33317.24028467668,,
2020-01-30,0.0,33316.689424595104,,
2020-01-31,0.0,33313.50181105013,,
2020-02-01,0.0,33310.12422559808,,
2020-02-02,0.0,33307.87026212196,,
2020-02-03,0.0,33306.910348300386,,
2020-02-04,0.0,33306.99857483663,,
2020-02-05,0.0,33307.79646482375,,
2020-02-06,0.0,33308.918918659896,,
2020-02-07,0.0,33309.93966812204,,
2020-02-08,0.0,33310.48804575339,,
2020-02-09,0.0,33310.42043843798,,
2020-02-10,0.0,33309.89111220027,,
2020-02-11,0.0,33309.21841806974,,
2020-02-12,0.0,33308.6842828436,,
2020-02-13,0.0,33308.43220065933,,
2020-02-14,0.0,33308.47080159567,,
2020-02-15,0.0,33308.71696079434,,
2020-02-16,0.0,33309.04159966983,,
2020-02-17,0.0,33309.314538558276,,
2020-02-18,0.0,33309.44736110582,,
2020-02-19,0.0,33309.42050440656,,
2020-02-20,0.0,33309.27920127317,,
2020-02-21,0.0,33309.10140764914,,
2020-02-22,0.0,33308.95925954215,,
2020-02-23,0.0,33308.89405618655,,
2020-02-24,0.0,33308.910254709765,,
2020-02-25,0.0,33308.98342863459,,
2020-02-26,0.0,33309.07509714436,,
2020-02-27,0.0,33309.148688500405,,
2020-02-28,0.0,33309.1818951893,,
2020-02-29,0.0,33309.171792691035,,
2020-03-01,0.0,33309.13178888986,,
2020-03-02,0.0,33309.083022604515,,
2020-03-03,0.0,33309.04484734438,,
2020-03-04,0.0,33309.028323788945,,
2020-03-05,1.0,33309.03430701847,,
2020-03-06,2.0,33308.245529613676,,
2020-03-07,2.0,33308.56213046473,,
2020-03-08,4.0,33309.59034299668,,
2020-03-09,4.0,33307.947270036486,,
2020-03-10,4.0,33310.08410480417,,
2020-03-11,7.0,33309.91192305415,,
2020-03-12,10.0,33307.546270633306,,
2020-03-13,18.0,33307.78900927092,,
2020-03-14,20.0,33304.33586438797,,
2020-03-15,20.0,33310.925939887995,,
2020-03-16,45.0,33311.89604541499,,
2020-03-17,55.0,33291.98174749437,,
2020-03-18,55.0,33310.58714799373,,
2020-03-19,95.0,33319.376934754255,,
2020-03-20,161.0,33285.73250976607,,
2020-03-21,161.0,33271.804317608614,,
2020-03-22,190.0,33342.175344227006,,
2020-03-23,245.0,33311.76695162455,,
2020-03-24,278.0,33292.741606992124,,
2020-03-25,323.0,33318.401993716856,,
2020-03-26,420.0,33316.66419347358,,
2020-03-27,536.0,33266.44038448178,,
2020-03-28,626.0,33261.483120615514,,
2020-03-29,920.0,33303.759147181896,,
