,Mississippi,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,40834.48876488412,,
2020-01-25,0.0,40836.69132091534,,
2020-01-26,0.0,40839.551023032785,,
2020-01-27,0.0,40840.900965998895,,
2020-01-28,0.0,40843.69861484153,,
2020-01-29,0.0,40845.118671792385,,
2020-01-30,0.0,40850.93329456844,,
2020-01-31,0.0,40854.64033316161,,
2020-02-01,0.0,40856.730420607346,,
2020-02-02,0.0,40857.82793502577,,
2020-02-03,0.0,40858.382766534836,,
2020-02-04,0.0,40858.657869310875,,
2020-02-05,0.0,40858.79296298519,,
2020-02-06,0.0,40858.85898831107,,
2020-02-07,0.0,40858.89118237985,,
2020-02-08,0.0,40858.9068624608,,
2020-02-09,0.0,40858.914495203215,,
2020-02-10,0.0,40858.91820966596,,
2020-02-11,0.0,40858.92001706693,,
2020-02-12,0.0,40858.92089646464,,
2020-02-13,0.0,40858.921324325616,,
2020-02-14,0.0,40858.921532493376,,
2020-02-15,0.0,40858.92163377276,,
2020-02-16,0.0,40858.921683047825,,
2020-02-17,0.0,40858.92170702138,,
2020-02-18,0.0,40858.9217186851,,
2020-02-19,0.0,40858.921724359796,,
2020-02-20,0.0,40858.92172712067,,
2020-02-21,0.0,40858.9217284639,,
2020-02-22,0.0,40858.92172911742,,
2020-02-23,0.0,40858.921729435366,,
2020-02-24,0.0,40858.92172959006,,
2020-02-25,0.0,40858.92172966532,,
2020-02-26,0.0,40858.921729701935,,
2020-02-27,0.0,40858.921729719754,,
2020-02-28,0.0,40858.92172972842,,
2020-02-29,0.0,40858.92172973264,,
2020-03-01,0.0,40858.92172973469,,
2020-03-02,0.0,40858.92172973569,,
2020-03-03,0.0,40858.92172973617,,
2020-03-04,0.0,40858.92172973641,,
2020-03-05,0.0,40858.921729736525,,
2020-03-06,0.0,40858.921729736576,,
2020-03-07,0.0,40858.921729736605,,
2020-03-08,0.0,40858.92172973662,,
2020-03-09,0.0,40858.92172973663,,
2020-03-10,0.0,40858.92172973663,,
2020-03-11,0.0,40858.921729736634,,
2020-03-12,1.0,40858.921729736634,,
2020-03-13,6.0,40858.15706252023,,
2020-03-14,6.0,40855.07744779542,,
2020-03-15,6.0,40859.016363343646,,
2020-03-16,12.0,40859.848360624084,,
2020-03-17,21.0,40854.109013803456,,
2020-03-18,34.0,40852.495972510835,,
2020-03-19,50.0,40850.04067072398,,
2020-03-20,80.0,40849.42001728842,,
2020-03-21,140.0,40839.15793149488,,
2020-03-22,207.0,40815.91828846583,,
2020-03-23,249.0,40814.46175088268,,
2020-03-24,320.0,40840.27660129019,,
2020-03-25,377.0,40821.53409772472,,
2020-03-26,485.0,40831.12062735692,,
2020-03-27,579.0,40804.43438473339,,
2020-03-28,663.0,40817.13812614867,,
2020-03-29,759.0,40848.740452751576,,
