,Delaware,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,13337.649914871226,,
2020-01-25,0.0,13338.012224739765,,
2020-01-26,0.0,13338.371138654717,,
2020-01-27,0.0,13338.717475221249,,
2020-01-28,0.0,13339.22952535156,,
2020-01-29,0.0,13339.67797505572,,
2020-01-30,0.0,13339.534443353914,,
2020-01-31,0.0,13339.810016851712,,
2020-02-01,0.0,13339.726100867696,,
2020-02-02,0.0,13339.889133159826,,
2020-02-03,0.0,13339.839993893764,,
2020-02-04,0.0,13339.933920433266,,
2020-02-05,0.0,13339.905339299221,,
2020-02-06,0.0,13339.958575970453,,
2020-02-07,0.0,13339.942055783185,,
2020-02-08,0.0,13339.971945854568,,
2020-02-09,0.0,13339.962440022942,,
2020-02-10,0.0,13339.979133759056,,
2020-02-11,0.0,13339.97368105734,,
2020-02-12,0.0,13339.982978064485,,
2020-02-13,0.0,13339.979857190017,,
2020-02-14,0.0,13339.985027177923,,
2020-02-15,0.0,13339.983243867136,,
2020-02-16,0.0,13339.986116780467,,
2020-02-17,0.0,13339.98509909863,,
2020-02-18,0.0,13339.986695064978,,
2020-02-19,0.0,13339.986114937159,,
2020-02-20,0.0,13339.987001464935,,
2020-02-21,0.0,13339.986671078177,,
2020-02-22,0.0,13339.98716355087,,
2020-02-23,0.0,13339.986975553747,,
2020-02-24,0.0,13339.987249157444,,
2020-02-25,0.0,13339.987142266451,,
2020-02-26,0.0,13339.987294295606,,
2020-02-27,0.0,13339.987233563597,,
2020-02-28,0.0,13339.987318053447,,
2020-02-29,0.0,13339.987283570688,,
2020-03-01,0.0,13339.987330533968,,
2020-03-02,0.0,13339.987310967492,,
2020-03-03,0.0,13339.987337076465,,
2020-03-04,0.0,13339.987325980479,,
2020-03-05,0.0,13339.987340498208,,
2020-03-06,0.0,13339.987334209278,,
2020-03-07,0.0,13339.987342283199,,
2020-03-08,0.0,13339.987338720666,,
2020-03-09,0.0,13339.987343211698,,
2020-03-10,0.0,13339.987341194612,,
2020-03-11,1.0,13339.987343693128,,
2020-03-12,1.0,13339.031316638204,,
2020-03-13,4.0,13340.139117743913,,
2020-03-14,6.0,13337.27139448149,,
2020-03-15,6.0,13338.674785488865,,
2020-03-16,8.0,13341.015068859353,,
2020-03-17,16.0,13338.983408646991,,
2020-03-18,19.0,13333.671755031512,,
2020-03-19,30.0,13339.782475237429,,
2020-03-20,39.0,13331.550839924184,,
2020-03-21,45.0,13335.410975068786,,
2020-03-22,56.0,13340.271111413567,,
2020-03-23,68.0,13335.502154486167,,
2020-03-24,104.0,13335.577026977106,,
2020-03-25,119.0,13314.790783703711,,
2020-03-26,130.0,13337.105372050635,,
2020-03-27,163.0,13343.721128487257,,
2020-03-28,214.0,13322.830740546911,,
2020-03-29,232.0,13312.083369483933,,
