,California,forecast,interval_low,interval_high
2020-01-23,0.0,0.012275457382202148,0.008746892213821411,0.02238216996192932
2020-01-24,0.0,-0.0035945356357842684,-0.026012063026428223,0.007371574640274048
2020-01-25,0.0,-0.02628776989877224,-0.12849968671798706,0.007758200168609619
2020-01-26,0.0,-0.03071763552725315,-0.14561867713928223,0.013064682483673096
2020-01-27,0.0,0.20567813515663147,-0.0025758743286132812,1.0288615226745605
2020-01-28,0.0,0.3862886428833008,-0.017500102519989014,1.9452029466629028
2020-01-29,0.0,-0.05499247461557388,-0.2721763849258423,0.005410641431808472
2020-01-30,0.0,-0.0008299887413159013,-0.011735498905181885,0.012915283441543579
2020-01-31,0.0,-0.03805651143193245,-0.20615261793136597,0.0078926682472229
2020-02-01,0.0,-0.11455528438091278,-0.6260333061218262,0.07672414183616638
2020-02-02,0.0,0.0042092325165867805,-0.002245485782623291,0.011606097221374512
2020-02-03,0.0,-0.028897499665617943,-0.12468761205673218,-0.0019357800483703613
2020-02-04,0.0,-0.005468398332595825,-0.05445033311843872,0.01599675416946411
2020-02-05,0.0,0.0044366419315338135,-0.01210331916809082,0.015596985816955566
2020-02-06,0.0,-0.054462991654872894,-0.23475021123886108,-0.0033930540084838867
2020-02-07,0.0,-0.05331732705235481,-0.11416351795196533,0.003290146589279175
2020-02-08,0.0,0.02461971715092659,-0.0028322339057922363,0.04086887836456299
2020-02-09,0.0,-0.008656973019242287,-0.024692773818969727,0.016291290521621704
2020-02-10,0.0,-0.042037077248096466,-0.24561965465545654,0.0446033775806427
2020-02-11,0.0,0.01639854907989502,-0.006281733512878418,0.036673396825790405
2020-02-12,0.0,-0.000529944896697998,-0.03205513954162598,0.023637890815734863
2020-02-13,0.0,-0.004498654510825872,-0.02612525224685669,0.03230038285255432
2020-02-14,0.0,-0.017252350226044655,-0.057282090187072754,0.016809403896331787
2020-02-15,0.0,-0.05864565819501877,-0.3685920834541321,0.08755800127983093
2020-02-16,0.0,0.0012320041423663497,-0.005157768726348877,0.010847300291061401
2020-02-17,0.0,-0.011135893873870373,-0.025728464126586914,0.010312706232070923
2020-02-18,0.0,0.020658064633607864,-0.008808493614196777,0.042444437742233276
2020-02-19,0.0,-0.2488143891096115,-0.6993125677108765,0.021168261766433716
2020-02-20,0.0,0.05944424122571945,-0.026224732398986816,0.22293630242347717
2020-02-21,0.0,-0.0372697189450264,-0.12408149242401123,0.002779632806777954
2020-02-22,0.0,0.033332694321870804,0.0006213784217834473,0.1193816065788269
2020-02-23,0.0,0.020111745223402977,-0.07978028059005737,0.19458183646202087
2020-02-24,0.0,-0.04455532506108284,-0.25602155923843384,0.024394601583480835
2020-02-25,0.0,-0.017647136002779007,-0.03444284200668335,0.0049749016761779785
2020-02-26,0.0,0.08646466583013535,-0.021667182445526123,0.39688020944595337
2020-02-27,0.0,0.004517847206443548,-0.003171563148498535,0.013029932975769043
2020-02-28,0.0,0.07662619650363922,0.0034102201461791992,0.2786819338798523
2020-02-29,0.0,-0.005262821912765503,-0.011979758739471436,0.000637739896774292
2020-03-01,0.0,-0.01793307065963745,-0.08368426561355591,0.011249929666519165
2020-03-02,0.0,-0.17510414123535156,-0.684944748878479,-0.0026421546936035156
2020-03-03,0.0,0.008898979052901268,-0.00525432825088501,0.03576609492301941
2020-03-04,1.0,0.7418479323387146,-0.20613348484039307,1.003737211227417
2020-03-05,0.0,0.007894128561019897,0.00017946958541870117,0.016011565923690796
2020-03-06,0.0,0.11167597770690918,-0.015598058700561523,0.5525491237640381
2020-03-07,0.0,-0.047632019966840744,-0.20920026302337646,0.01658487319946289
2020-03-08,0.0,0.014238315634429455,-0.011408388614654541,0.044617265462875366
2020-03-09,0.0,0.0006702184909954667,-0.023613274097442627,0.03885135054588318
2020-03-10,1.0,1.0103437900543213,0.97840815782547,1.028022289276123
2020-03-11,2.0,1.3731340169906616,-0.8901464939117432,1.9893290996551514
2020-03-12,0.0,-0.038512349128723145,-0.1931377649307251,0.05008399486541748
2020-03-13,0.0,-0.1863364428281784,-0.9417752027511597,0.034664303064346313
2020-03-14,-1.0,-0.9718055725097656,-1.0073611736297607,-0.9053484201431274
2020-03-15,2.0,1.3582838773727417,0.20080801844596863,1.9946151971817017
2020-03-16,2.0,2.0166573524475098,1.9949045181274414,2.0328311920166016
2020-03-17,5.0,4.711634159088135,3.6874921321868896,4.979403018951416
2020-03-18,4.0,4.017795562744141,3.983518362045288,4.068401336669922
2020-03-19,2.0,2.791064500808716,2.0007834434509277,5.8494181632995605
2020-03-20,6.0,4.947283744812012,0.9489208459854126,5.997105121612549
2020-03-21,1.0,2.771737575531006,1.0018115043640137,5.49816370010376
2020-03-22,5.0,5.483479022979736,4.991255760192871,6.5230278968811035
2020-03-23,9.0,9.994585037231445,9.000530242919922,11.151772499084473
2020-03-24,11.0,10.465227127075195,8.286495208740234,11.037906646728516
2020-03-25,15.0,15.255868911743164,14.956989288330078,16.220745086669922
2020-03-26,16.0,15.599878311157227,14.186708450317383,15.972283363342285
2020-03-27,13.0,13.04028034210205,13.014252662658691,13.07956600189209
2020-03-28,16.0,15.453363418579102,13.339306831359863,15.989505767822266
2020-03-29,14.0,16.573930740356445,13.995452880859375,20.756786346435547
2020-03-30,22.0,22.005084991455078,21.999698638916016,22.013656616210938
2020-03-31,27.0,26.982349395751953,26.965595245361328,26.99550437927246
2020-04-01,26.0,28.294170379638672,26.015153884887695,37.355194091796875
2020-04-02,39.0,36.488040924072266,26.55919647216797,38.99506759643555
2020-04-03,27.0,27.009220123291016,26.944189071655273,27.051401138305664
2020-04-04,24.0,27.896404266357422,23.995512008666992,43.44218826293945
2020-04-05,59.0,58.97307205200195,58.93993377685547,58.988677978515625
2020-04-06,32.0,32.03323745727539,31.99633026123047,32.06732940673828
2020-04-07,52.0,49.843875885009766,41.29719924926758,52.007904052734375
2020-04-08,63.0,58.174461364746094,49.36550521850586,62.94540023803711
2020-04-09,49.0,49.04816436767578,48.98042297363281,49.07404708862305
2020-04-10,39.0,42.60334014892578,38.962791442871094,57.06294631958008
2020-04-11,21.0,36.4117317199707,21.00634002685547,69.53135681152344
2020-04-12,36.0,34.070404052734375,26.37036895751953,36.00324249267578
2020-04-13,74.0,62.2713508605957,38.16953659057617,73.94698333740234
2020-04-14,53.0,69.5009536743164,52.992767333984375,100.82426452636719
2020-04-15,93.0,93.2004623413086,92.95311737060547,93.97213745117188
2020-04-16,96.0,95.47984313964844,93.557373046875,96.03743743896484
2020-04-17,81.0,90.02957916259766,81.03771209716797,107.94113159179688
2020-04-18,103.0,95.78587341308594,67.20767974853516,102.94309997558594
2020-04-19,37.0,42.13764190673828,36.97714614868164,62.66206359863281
2020-04-20,48.0,47.69438934326172,46.371376037597656,48.06147766113281
2020-04-21,57.0,71.38584899902344,57.013648986816406,128.7639617919922
2020-04-22,139.0,133.17169189453125,110.11846923828125,138.97206115722656
2020-04-23,112.0,104.6072006225586,88.38985443115234,112.01597595214844
2020-04-24,88.0,88.0020523071289,87.97993469238281,88.05219268798828
2020-04-25,68.0,68.78001403808594,68.00333404541016,71.74095916748047
2020-04-26,36.0,31.10760498046875,25.854198455810547,35.972721099853516
2020-04-27,54.0,53.976951599121094,53.94412612915039,53.99375915527344
2020-04-28,85.0,87.68443298339844,84.9990005493164,94.34893798828125
2020-04-29,82.0,81.88029479980469,81.22566223144531,82.0516128540039
2020-04-30,85.0,84.99873352050781,84.97867584228516,85.05805969238281
2020-05-01,95.0,84.71832275390625,63.294918060302734,94.99506378173828
2020-05-02,54.0,63.2822265625,54.02241516113281,80.8068618774414
2020-05-03,36.0,35.695247650146484,34.48942947387695,36.01065444946289
2020-05-04,62.0,61.02454376220703,57.14161682128906,62.00638961791992
2020-05-05,103.0,102.98626708984375,102.92491149902344,103.01576232910156
2020-05-06,83.0,83.00146484375,82.9704818725586,83.07054901123047
2020-05-07,71.0,74.65681457519531,71.01949310302734,89.12815856933594
2020-05-08,78.0,80.14768981933594,77.96952819824219,84.20694732666016
2020-05-09,74.0,73.95360565185547,73.9345703125,73.9794692993164
2020-05-10,29.0,29.02035903930664,29.009611129760742,29.039182662963867
2020-05-11,63.0,63.00646209716797,62.98325729370117,63.03010559082031
2020-05-12,100.0,99.97673034667969,99.9449691772461,100.00897216796875
2020-05-13,78.0,78.0630874633789,78.01082611083984,78.12151336669922
2020-05-14,95.0,91.2826156616211,76.65094757080078,94.98307800292969
2020-05-15,84.0,81.60035705566406,71.98709106445312,84.02519989013672
2020-05-16,72.0,72.485107421875,72.02845001220703,74.20711517333984
2020-05-17,32.0,31.8508358001709,31.252580642700195,32.026493072509766
2020-05-18,39.0,52.072021484375,38.960296630859375,75.24794006347656
2020-05-19,124.0,114.87504577636719,78.58935546875,123.9720458984375
2020-05-20,94.0,94.00146484375,93.98442077636719,94.02351379394531
2020-05-21,86.0,86.02535247802734,85.98054504394531,86.06277465820312
2020-05-22,82.0,83.34635925292969,78.6448745727539,92.10257720947266
