,North Dakota,forecast,interval_low,interval_high
2020-01-22,0.0,0.010074799880385399,-0.01970750093460083,0.07269802689552307
2020-01-23,0.0,0.07466571778059006,-0.06371098756790161,0.2347966432571411
2020-01-24,0.0,0.015749609097838402,-0.004855692386627197,0.069512277841568
2020-01-25,0.0,-0.05845839902758598,-0.42146575450897217,0.13862833380699158
2020-01-26,0.0,3.1893973350524902,-0.05939209461212158,15.642349243164062
2020-01-27,0.0,-0.0056626079604029655,-0.04162997007369995,0.05734884738922119
2020-01-28,0.0,-0.014279281720519066,-0.07439601421356201,0.016998618841171265
2020-01-29,0.0,0.0142299709841609,-0.04212617874145508,0.10847896337509155
2020-01-30,0.0,0.6397612690925598,-0.03722405433654785,2.7156238555908203
2020-01-31,0.0,2.578800678253174,-0.028121471405029297,11.254361152648926
2020-02-01,0.0,0.15316900610923767,-0.016239464282989502,0.7075560092926025
2020-02-02,0.0,-0.07367268949747086,-0.3450431823730469,0.0031742453575134277
2020-02-03,0.0,-0.11936521530151367,-0.8418200016021729,0.28996431827545166
2020-02-04,0.0,0.003354620886966586,-0.0146714448928833,0.028869271278381348
2020-02-05,0.0,-0.04359488934278488,-0.2844504117965698,0.06596040725708008
2020-02-06,0.0,0.012217164039611816,-0.02759796380996704,0.04721885919570923
2020-02-07,0.0,-0.009646058082580566,-0.0510181188583374,0.018048971891403198
2020-02-08,0.0,0.030603045597672462,-0.044851481914520264,0.11499771475791931
2020-02-09,0.0,-0.015790779143571854,-0.07912939786911011,0.01428365707397461
2020-02-10,0.0,0.026229094713926315,0.007865965366363525,0.053034454584121704
2020-02-11,0.0,-0.01112095732241869,-0.04594355821609497,0.04050067067146301
2020-02-12,0.0,-0.015250456519424915,-0.10986316204071045,0.0881274938583374
2020-02-13,0.0,0.03628600761294365,-0.12129229307174683,0.19103264808654785
2020-02-14,0.0,-0.04786934703588486,-0.3265308141708374,0.10265845060348511
2020-02-15,0.0,-0.040923118591308594,-0.14989423751831055,0.04740363359451294
2020-02-16,0.0,-0.0027060271240770817,-0.10519576072692871,0.07745632529258728
2020-02-17,0.0,-0.0650058165192604,-0.1845049262046814,0.0001404285430908203
2020-02-18,0.0,0.4729812741279602,-0.3254128098487854,2.4530720710754395
2020-02-19,0.0,0.006071716547012329,-0.059478163719177246,0.06543013453483582
2020-02-20,0.0,0.011507225222885609,-0.11605596542358398,0.2383705973625183
2020-02-21,0.0,-0.031018901616334915,-0.3516334891319275,0.24570485949516296
2020-02-22,0.0,0.12934550642967224,-0.03227788209915161,0.6971868276596069
2020-02-23,0.0,0.01991588994860649,-0.07924693822860718,0.07579478621482849
2020-02-24,0.0,0.006918048951774836,-0.005876004695892334,0.03351852297782898
2020-02-25,0.0,0.0318148247897625,-0.02011549472808838,0.07667276263237
2020-02-26,0.0,-0.07632942497730255,-0.24218684434890747,0.0002645254135131836
2020-02-27,0.0,0.015001093968749046,-0.03905642032623291,0.056371718645095825
2020-02-28,0.0,0.0954897552728653,-0.04138284921646118,0.44961950182914734
2020-02-29,0.0,-0.002763730240985751,-0.04449361562728882,0.028009891510009766
2020-03-01,0.0,-0.008252429775893688,-0.02938598394393921,0.008191704750061035
2020-03-02,0.0,-0.011725908145308495,-0.03584480285644531,0.002898484468460083
2020-03-03,0.0,-0.026424746960401535,-0.1431804895401001,0.015254348516464233
2020-03-04,0.0,0.004330104682594538,-0.04079490900039673,0.08948886394500732
2020-03-05,0.0,0.006649923510849476,-0.028984248638153076,0.0918775200843811
2020-03-06,0.0,0.0018759608501568437,-0.033121585845947266,0.05516079068183899
2020-03-07,0.0,0.015846263617277145,-0.026096880435943604,0.056961506605148315
2020-03-08,0.0,-0.020845258608460426,-0.10618913173675537,0.0738881528377533
2020-03-09,0.0,0.06804820895195007,-0.07704585790634155,0.3113108277320862
2020-03-10,0.0,-0.012309265322983265,-0.11248159408569336,0.06249701976776123
2020-03-11,0.0,0.047453928738832474,-0.1318572759628296,0.14476096630096436
2020-03-12,1.0,0.7219883799552917,-0.09915000200271606,1.1576530933380127
2020-03-13,1.0,0.9346979260444641,0.8577896356582642,1.0423593521118164
2020-03-14,1.0,1.150568962097168,0.8877723217010498,1.6559958457946777
2020-03-15,1.0,0.9941059350967407,0.9152452945709229,1.054625391960144
2020-03-16,1.0,1.374907374382019,0.9738504886627197,2.700775146484375
2020-03-17,3.0,2.023169994354248,-1.8206489086151123,3.1156065464019775
2020-03-18,6.0,8.596575736999512,5.934481620788574,18.921289443969727
2020-03-19,19.0,20.57231330871582,18.87184715270996,26.885295867919922
2020-03-20,26.0,26.694717407226562,25.979000091552734,28.197906494140625
2020-03-21,28.0,28.015003204345703,27.941164016723633,28.104005813598633
2020-03-22,28.0,28.380956649780273,27.974018096923828,29.928279876708984
2020-03-23,30.0,30.863128662109375,28.5946102142334,35.739986419677734
2020-03-24,36.0,39.8140754699707,36.014102935791016,46.02009963989258
2020-03-25,45.0,44.950069427490234,44.89336395263672,45.04306411743164
2020-03-26,51.0,57.49568557739258,50.82189178466797,67.7396240234375
2020-03-27,68.0,73.18940734863281,67.87208557128906,93.94058990478516
2020-03-28,94.0,94.9121322631836,93.97867584228516,98.46722412109375
2020-03-29,98.0,101.75838470458984,94.96308898925781,119.82929992675781
2020-03-30,109.0,108.22325134277344,92.9046630859375,121.26006317138672
2020-03-31,122.0,116.33433532714844,93.6978530883789,122.0381088256836
2020-04-01,142.0,155.0703582763672,141.99606323242188,190.518310546875
2020-04-02,159.0,164.32652282714844,158.9652557373047,185.59971618652344
2020-04-03,173.0,180.1514892578125,172.9286651611328,186.06427001953125
2020-04-04,186.0,183.38711547851562,172.92623901367188,186.09642028808594
2020-04-05,207.0,210.7924346923828,206.90216064453125,225.95120239257812
2020-04-06,225.0,225.004638671875,224.9254150390625,225.09608459472656
2020-04-07,237.0,236.98995971679688,236.6980743408203,237.2266845703125
2020-04-08,251.0,250.9642333984375,250.73907470703125,251.2952117919922
2020-04-09,269.0,270.90289306640625,268.9459533691406,278.1159362792969
