,Idaho,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,13758.774518347618,,
2020-01-25,0.0,13762.799706686483,,
2020-01-26,0.0,13765.825833959841,,
2020-01-27,0.0,13767.70062370324,,
2020-01-28,0.0,13771.551269126012,,
2020-01-29,0.0,13771.10154656283,,
2020-01-30,0.0,13766.10256292089,,
2020-01-31,0.0,13765.473244618253,,
2020-02-01,0.0,13763.282095487317,,
2020-02-02,0.0,13762.721764937083,,
2020-02-03,0.0,13761.560196438037,,
2020-02-04,0.0,13761.104931422606,,
2020-02-05,0.0,13760.41140091775,,
2020-02-06,0.0,13760.052529804698,,
2020-02-07,0.0,13759.602249081816,,
2020-02-08,0.0,13759.321927739153,,
2020-02-09,0.0,13759.011096474065,,
2020-02-10,0.0,13758.792122716319,,
2020-02-11,0.0,13758.567639874824,,
2020-02-12,0.0,13758.39587322887,,
2020-02-13,0.0,13758.228263089113,,
2020-02-14,0.0,13758.092734175514,,
2020-02-15,0.0,13757.964473555649,,
2020-02-16,0.0,13757.85686018522,,
2020-02-17,0.0,13757.75690344769,,
2020-02-18,0.0,13757.670930801078,,
2020-02-19,0.0,13757.59196012894,,
2020-02-20,0.0,13757.522888490175,,
2020-02-21,0.0,13757.459849139808,,
2020-02-22,0.0,13757.404077126788,,
2020-02-23,0.0,13757.353355027772,,
2020-02-24,0.0,13757.308124550771,,
2020-02-25,0.0,13757.267061911265,,
2020-02-26,0.0,13757.230242407446,,
2020-02-27,0.0,13757.196839637714,,
2020-02-28,0.0,13757.16677099976,,
2020-02-29,0.0,13757.139495835605,,
2020-03-01,0.0,13757.114873822378,,
2020-03-02,0.0,13757.09253463122,,
2020-03-03,0.0,13757.072326763804,,
2020-03-04,0.0,13757.053985723856,,
2020-03-05,0.0,13757.037369041765,,
2020-03-06,0.0,13757.022280950743,,
2020-03-07,0.0,13757.008595505069,,
2020-03-08,0.0,13756.996163584594,,
2020-03-09,0.0,13756.98487733778,,
2020-03-10,0.0,13756.974620631177,,
2020-03-11,0.0,13756.965302696433,,
2020-03-12,0.0,13756.956831578293,,
2020-03-13,1.0,13756.949131615953,,
2020-03-14,2.0,13755.875371093902,,
2020-03-15,4.0,13756.270471667123,,
2020-03-16,4.0,13755.380246347713,,
2020-03-17,8.0,13758.135026557646,,
2020-03-18,9.0,13753.68117977758,,
2020-03-19,23.0,13758.445796142136,,
2020-03-20,36.0,13743.975642483547,,
2020-03-21,42.0,13749.884015102021,,
2020-03-22,42.0,13760.014227846215,,
2020-03-23,68.0,13765.729834835518,,
2020-03-24,81.0,13738.82812947759,,
2020-03-25,91.0,13762.038148819765,,
2020-03-26,146.0,13758.273244279517,,
2020-03-27,205.0,13710.28861986211,,
2020-03-28,234.0,13731.010200712934,,
2020-03-29,281.0,13769.957572027999,,
