,Washington,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.02529976836503057,0.02529976836503057,0.02529976836503057
2020-01-25,0.0,0.03969987372472211,0.03969987372472211,0.03969987372472211
2020-01-26,0.0,0.050892753275627506,0.050892753275627506,0.050892753275627506
2020-01-27,0.0,0.05803338875437861,0.05803338875437861,0.05803338875437861
2020-01-28,0.0,0.06865247548369953,0.06865247548369953,0.06865247548369953
2020-01-29,0.0,0.08575526591285387,0.08575526591285387,0.08575526591285387
2020-01-30,0.0,0.09910751678696006,0.09910751678696006,0.09910751678696006
2020-01-31,0.0,0.10899171721577516,0.10899171721577516,0.10899171721577516
2020-02-01,0.0,0.11602423824216329,0.11602423824216329,0.11602423824216329
2020-02-02,0.0,0.1208878704643851,0.1208878704643851,0.1208878704643851
2020-02-03,0.0,0.12418588833183514,0.12418588833183514,0.12418588833183514
2020-02-04,0.0,0.12639249111208814,0.12639249111208814,0.12639249111208814
2020-02-05,0.0,0.1278556515836454,0.1278556515836454,0.1278556515836454
2020-02-06,0.0,0.1288200746607254,0.1288200746607254,0.1288200746607254
2020-02-07,0.0,0.12945326298680992,0.12945326298680992,0.12945326298680992
2020-02-08,0.0,0.12986790617583868,0.12986790617583868,0.12986790617583868
2020-02-09,0.0,0.13013897527348964,0.13013897527348964,0.13013897527348964
2020-02-10,0.0,0.13031598783369255,0.13031598783369255,0.13031598783369255
2020-02-11,0.0,0.13043149627780054,0.13043149627780054,0.13043149627780054
2020-02-12,0.0,0.13050683498853843,0.13050683498853843,0.13050683498853843
2020-02-13,0.0,0.1305559584298873,0.1305559584298873,0.1305559584298873
2020-02-14,0.0,0.13058798217379283,0.13058798217379283,0.13058798217379283
2020-02-15,0.0,0.13060885582991472,0.13060885582991472,0.13060885582991472
2020-02-16,0.0,0.1306224604950261,0.1306224604950261,0.1306224604950261
2020-02-17,0.0,0.13063132701125552,0.13063132701125552,0.13063132701125552
2020-02-18,0.0,0.1306371053422585,0.1306371053422585,0.1306371053422585
2020-02-19,0.0,0.1306408710061277,0.1306408710061277,0.1306408710061277
2020-02-20,0.0,0.13064332500294684,0.13064332500294684,0.13064332500294684
2020-02-21,0.0,0.13064492420036145,0.13064492420036145,0.13064492420036145
2020-02-22,0.0,0.13064596634337375,0.13064596634337375,0.13064596634337375
2020-02-23,0.0,0.13064664546992644,0.13064664546992644,0.13064664546992644
2020-02-24,0.0,0.13064708803067637,0.13064708803067637,0.13064708803067637
2020-02-25,0.0,0.13064737643003574,0.13064737643003574,0.13064737643003574
2020-02-26,0.0,0.13064756436828456,0.13064756436828456,0.13064756436828456
2020-02-27,0.0,0.13064768683997896,0.13064768683997896,0.13064768683997896
2020-02-28,0.0,0.13064776664974895,0.13064776664974895,0.13064776664974895
2020-02-29,1.0,1.130647818658479,1.130647818658479,1.130647818658479
2020-03-01,0.0,0.0,0.0,0.0
2020-03-02,5.0,5.387534522424789,5.387534522424789,5.387534522424789
2020-03-03,1.0,0.0,0.0,0.0
2020-03-04,3.0,3.4847741842391615,3.4847741842391615,3.4847741842391615
2020-03-05,1.0,0.0,0.0,0.0
2020-03-06,2.0,2.1516683323856807,2.1516683323856807,2.1516683323856807
2020-03-07,3.0,2.2558892183434374,2.2558892183434374,2.2558892183434374
2020-03-08,2.0,0.9865507729084355,0.9865507729084355,0.9865507729084355
2020-03-09,1.0,1.2532932682749993,1.2532932682749993,1.2532932682749993
2020-03-10,4.0,5.114822958362096,5.114822958362096,5.114822958362096
2020-03-11,1.0,0.0,0.0,0.0
2020-03-12,7.0,8.409606732486749,8.409606732486749,8.409606732486749
2020-03-13,6.0,1.6793476025902319,1.6793476025902319,1.6793476025902319
2020-03-14,2.0,0.0,0.0,0.0
