,Pennsylvania,forecast,interval_low,interval_high
2020-01-23,0.0,0.05358650162816048,-0.6885846853256226,0.9433878660202026
2020-01-24,0.0,0.02352796122431755,-0.01890408992767334,0.13842284679412842
2020-01-25,0.0,0.18816576898097992,-0.01871699094772339,0.9264010190963745
2020-01-26,0.0,-0.0032288492657244205,-0.016829371452331543,0.004345417022705078
2020-01-27,0.0,-0.007188153453171253,-0.043657541275024414,0.003422647714614868
2020-01-28,0.0,-0.0024603724014014006,-0.006928503513336182,-0.00047343969345092773
2020-01-29,0.0,0.06582225859165192,0.004530847072601318,0.2976319491863251
2020-01-30,0.0,0.03585559129714966,-0.010514140129089355,0.20475435256958008
2020-01-31,0.0,-0.0021213353611528873,-0.026979684829711914,0.010891318321228027
2020-02-01,0.0,0.0034710527397692204,-0.0031911730766296387,0.014459013938903809
2020-02-02,0.0,-0.027952879667282104,-0.13462233543395996,0.003878563642501831
2020-02-03,0.0,0.002416765782982111,-0.02386641502380371,0.04859703779220581
2020-02-04,0.0,0.31150931119918823,0.0014959871768951416,1.5071864128112793
2020-02-05,0.0,1.0372689962387085,-0.006625771522521973,5.153831958770752
2020-02-06,0.0,-0.013168340548872948,-0.03149890899658203,0.0022714436054229736
2020-02-07,0.0,0.0061126290820539,-0.011784791946411133,0.02694717049598694
2020-02-08,0.0,-0.0034611523151397705,-0.026662111282348633,0.017067402601242065
2020-02-09,0.0,-0.10026755183935165,-1.1246691942214966,0.32309839129447937
2020-02-10,0.0,0.00010907054092967883,-0.015603363513946533,0.019824743270874023
2020-02-11,0.0,-0.02287260815501213,-0.17093795537948608,0.04017198085784912
2020-02-12,0.0,-0.01639682613313198,-0.04069256782531738,0.014618605375289917
2020-02-13,0.0,0.30733174085617065,0.008520692586898804,1.4563159942626953
2020-02-14,0.0,-0.0003149628755636513,-0.040625810623168945,0.020569294691085815
2020-02-15,0.0,0.010685044340789318,-0.03244560956954956,0.08335331082344055
2020-02-16,0.0,-0.10435964167118073,-0.34811824560165405,-0.002902805805206299
2020-02-17,0.0,-0.024593913927674294,-0.08685582876205444,-0.0028859972953796387
2020-02-18,0.0,-0.004085284657776356,-0.01339048147201538,0.013525992631912231
2020-02-19,0.0,0.02562578395009041,0.0030483007431030273,0.055215299129486084
2020-02-20,0.0,-0.25594428181648254,-0.8239096403121948,0.0013899803161621094
2020-02-21,0.0,-0.013007819652557373,-0.034423232078552246,0.002039492130279541
2020-02-22,0.0,0.02442026697099209,-0.006106317043304443,0.09812569618225098
2020-02-23,0.0,0.13542036712169647,0.05594894289970398,0.2813509702682495
2020-02-24,0.0,-0.0009914159309118986,-0.015879929065704346,0.01030626893043518
2020-02-25,0.0,-0.001389664364978671,-0.0064313411712646484,0.0033893883228302
2020-02-26,0.0,0.000168597704032436,-0.006427764892578125,0.010073184967041016
2020-02-27,0.0,-0.04126893728971481,-0.1604325771331787,0.001912921667098999
2020-02-28,0.0,0.13664309680461884,-0.006261706352233887,0.6774004101753235
2020-02-29,0.0,0.1163567453622818,-0.008822143077850342,0.38610532879829407
2020-03-01,0.0,0.061655133962631226,-6.508827209472656e-05,0.275513619184494
2020-03-02,0.0,-0.020493322983384132,-0.0951201319694519,0.0017935335636138916
2020-03-03,0.0,-0.011277484707534313,-0.081764817237854,0.008012652397155762
2020-03-04,0.0,0.006713694427162409,-0.004769325256347656,0.034645646810531616
2020-03-05,0.0,0.36097636818885803,-0.007057785987854004,1.7874479293823242
2020-03-06,0.0,-0.014148836955428123,-0.051588356494903564,0.02251991629600525
2020-03-07,0.0,0.017639409750699997,-0.0008655786514282227,0.061895936727523804
2020-03-08,0.0,-0.007526093628257513,-0.023740828037261963,0.004881173372268677
2020-03-09,0.0,0.11993060261011124,-0.2707388997077942,0.8626095056533813
2020-03-10,0.0,0.0015705168480053544,-0.014222860336303711,0.02088075876235962
2020-03-11,0.0,0.004191351123154163,-0.04189664125442505,0.044299960136413574
2020-03-12,0.0,-0.07904165983200073,-0.3803058862686157,0.014826595783233643
2020-03-13,0.0,-0.00964589137583971,-0.06650435924530029,0.018804967403411865
2020-03-14,0.0,0.08070939034223557,0.012281417846679688,0.16325229406356812
2020-03-15,0.0,-0.14005544781684875,-0.4626527428627014,-0.0036996006965637207
2020-03-16,0.0,-0.15095333755016327,-0.7154436111450195,0.0012927353382110596
2020-03-17,0.0,0.18117967247962952,-0.031032800674438477,0.9002102017402649
2020-03-18,1.0,0.9917728304862976,0.9717649221420288,1.0081697702407837
2020-03-19,0.0,0.06604280322790146,-0.7567504644393921,1.042094111442566
2020-03-20,0.0,0.1653967648744583,-0.024612069129943848,0.8123006820678711
2020-03-21,1.0,1.4019702672958374,0.9584448337554932,2.295668125152588
2020-03-22,2.0,2.296229839324951,1.956513524055481,3.4919774532318115
2020-03-23,2.0,1.9793050289154053,1.8929505348205566,2.0279746055603027
2020-03-24,2.0,2.0016536712646484,1.9834747314453125,2.0161592960357666
2020-03-25,7.0,6.985678672790527,6.956202030181885,7.01137638092041
2020-03-26,3.0,4.179127216339111,2.897071599960327,8.139495849609375
2020-03-27,4.0,5.493569850921631,4.003849983215332,11.43818473815918
2020-03-28,12.0,11.986505508422852,11.970691680908203,11.997244834899902
2020-03-29,7.0,8.176634788513184,7.002599716186523,12.856213569641113
2020-03-30,9.0,9.003453254699707,8.99485969543457,9.017311096191406
2020-03-31,13.0,12.1539945602417,8.78005313873291,13.004866600036621
2020-04-01,11.0,11.836905479431152,10.996283531188965,15.150592803955078
2020-04-02,16.0,15.9824857711792,15.970101356506348,15.989343643188477
