,Arkansas,forecast,interval_low,interval_high
2020-01-23,0.0,0.21901936829090118,0.009654015302658081,0.8902076482772827
2020-01-24,0.0,0.008401626721024513,-0.053879499435424805,0.0564083456993103
2020-01-25,0.0,0.005429279990494251,-0.053123414516448975,0.034469544887542725
2020-01-26,0.0,-0.6217755079269409,-2.5533862113952637,1.3997105360031128
2020-01-27,0.0,0.07901334762573242,-0.13904982805252075,0.5798221230506897
2020-01-28,0.0,-0.3228176534175873,-0.9922857284545898,-0.004889965057373047
2020-01-29,0.0,-0.010916036553680897,-0.10072058439254761,0.019234538078308105
2020-01-30,0.0,-0.3450550436973572,-1.7699558734893799,0.0499320924282074
2020-01-31,0.0,0.8503586053848267,0.009806454181671143,4.131814956665039
2020-02-01,0.0,0.010365957394242287,-0.4568936228752136,0.42742159962654114
2020-02-02,0.0,0.7554459571838379,-0.024749398231506348,3.721569776535034
2020-02-03,0.0,-0.33585110306739807,-2.204819679260254,0.5455601811408997
2020-02-04,0.0,0.008195817470550537,-0.03708702325820923,0.06957563757896423
2020-02-05,0.0,-0.3668617904186249,-1.1120315790176392,0.002148866653442383
2020-02-06,0.0,0.014072286896407604,-0.06285363435745239,0.09624543786048889
2020-02-07,0.0,0.20282408595085144,-0.06194746494293213,0.9958981275558472
2020-02-08,0.0,-0.5925930142402649,-2.658261775970459,0.004776477813720703
2020-02-09,0.0,2.174889087677002,0.01574939489364624,6.935495376586914
2020-02-10,0.0,-0.02745525911450386,-0.09476608037948608,0.029376208782196045
2020-02-11,0.0,0.07029169797897339,-0.10925281047821045,0.36505287885665894
2020-02-12,0.0,-0.5212399959564209,-1.5278000831604004,-0.023254036903381348
2020-02-13,0.0,0.4040316939353943,-0.15063691139221191,2.0354995727539062
2020-02-14,0.0,0.23136743903160095,0.016356170177459717,0.8053857684135437
2020-02-15,0.0,-0.07366475462913513,-0.13325899839401245,0.0055592358112335205
2020-02-16,0.0,-0.011232549324631691,-0.09847480058670044,0.1363779604434967
2020-02-17,0.0,0.6070225238800049,-0.30204498767852783,3.1986093521118164
2020-02-18,0.0,-0.39671263098716736,-1.6032698154449463,-0.03990453481674194
2020-02-19,0.0,0.3913159966468811,0.008537620306015015,1.3622971773147583
2020-02-20,0.0,1.9041026830673218,-0.0021061301231384277,8.169700622558594
2020-02-21,0.0,0.04148169606924057,-0.2715470790863037,0.9427676200866699
2020-02-22,0.0,1.7106349468231201,0.08550029993057251,3.6012916564941406
2020-02-23,0.0,0.06170654296875,-0.0755990743637085,0.22807365655899048
2020-02-24,0.0,-0.9263256788253784,-2.4503402709960938,-0.0266607403755188
2020-02-25,0.0,-0.11650492995977402,-0.5491616725921631,0.041282445192337036
2020-02-26,0.0,0.04134029150009155,-0.02039104700088501,0.11517336964607239
2020-02-27,0.0,0.4875599443912506,-0.08392572402954102,2.442699909210205
2020-02-28,0.0,0.044098056852817535,-0.10351663827896118,0.17390525341033936
2020-02-29,0.0,-0.049736689776182175,-0.11585479974746704,0.009853243827819824
2020-03-01,0.0,-1.146904468536377,-5.774778366088867,0.02770179510116577
2020-03-02,0.0,-0.9920300245285034,-4.802762031555176,-0.016023874282836914
2020-03-03,0.0,0.030803490430116653,-3.081560134887695e-05,0.10351267457008362
2020-03-04,0.0,-0.029367590323090553,-0.09913027286529541,0.04843801259994507
2020-03-05,0.0,1.339113473892212,-0.06774955987930298,4.9640889167785645
2020-03-06,0.0,0.09768954664468765,0.022939056158065796,0.26679468154907227
2020-03-07,0.0,-0.04092816263437271,-0.5452380180358887,0.40099501609802246
2020-03-08,0.0,0.48200979828834534,-0.045341432094573975,2.413247585296631
2020-03-09,0.0,1.3247387409210205,-0.19033551216125488,7.0085906982421875
2020-03-10,0.0,0.167043998837471,-0.08382320404052734,0.8221555352210999
2020-03-11,0.0,-0.6496437191963196,-3.1041762828826904,0.15089786052703857
2020-03-12,0.0,0.16098174452781677,0.05498728156089783,0.31624412536621094
2020-03-13,9.0,8.780454635620117,8.712172508239746,8.888467788696289
2020-03-14,3.0,1.3735592365264893,-7.521137237548828,5.192910671234131
2020-03-15,-9.0,-8.921209335327148,-8.980680465698242,-8.775067329406738
2020-03-16,0.0,-0.0012202381622046232,-0.07372027635574341,0.08917269110679626
2020-03-17,0.0,1.0740216970443726,-0.02335965633392334,4.411277770996094
2020-03-18,1.0,0.9790997505187988,0.9372646808624268,1.0557122230529785
2020-03-19,58.0,46.86402130126953,3.110097885131836,57.906524658203125
2020-03-20,38.0,36.77984619140625,24.12830924987793,45.42467498779297
2020-03-21,22.0,22.113746643066406,22.05245590209961,22.186147689819336
2020-03-22,43.0,42.79930877685547,42.621280670166016,42.91908264160156
2020-03-23,27.0,28.566314697265625,26.997812271118164,31.84520149230957
2020-03-24,27.0,33.291961669921875,27.050189971923828,57.70880889892578
2020-03-25,61.0,55.162078857421875,32.86207962036133,60.80198669433594
2020-03-26,55.0,53.35670852661133,46.466285705566406,55.2848014831543
2020-03-27,46.0,43.851016998291016,30.869251251220703,50.150386810302734
2020-03-28,28.0,26.222637176513672,19.298830032348633,28.11655616760254
2020-03-29,17.0,19.82454490661621,17.059412002563477,30.797040939331055
2020-03-30,47.0,46.99925231933594,46.886070251464844,47.05906677246094
2020-03-31,50.0,49.98060607910156,49.942466735839844,50.014503479003906
2020-04-01,61.0,60.253448486328125,57.5542106628418,61.002994537353516
2020-04-02,59.0,62.9228630065918,59.0344352722168,78.11961364746094
2020-04-03,61.0,60.87015914916992,60.78739929199219,60.98466110229492
2020-04-04,39.0,39.181949615478516,39.00130081176758,39.34817123413086
