,Texas,forecast,interval_low,interval_high
2020-04-23,1329.0,761.0308837890625,549.8553466796875,1197.3804931640625
2020-04-24,992.0,941.9105224609375,759.0155029296875,1291.0462646484375
2020-04-25,511.0,1130.009033203125,1024.559326171875,1381.2557373046875
2020-04-26,814.0,890.3756713867188,788.8325805664062,1031.600830078125
2020-04-27,445.0,846.5480346679688,685.083984375,1047.6705322265625
2020-04-28,945.0,749.912109375,577.2835693359375,1049.6612548828125
2020-04-29,1012.0,684.2870483398438,464.83447265625,1018.0079956054688
2020-04-30,1358.0,738.2140502929688,606.2688598632812,1063.2333984375
2020-05-01,965.0,836.6142578125,681.3735961914062,1148.0064697265625
2020-05-02,1225.0,966.0125122070312,829.3822631835938,1225.1248779296875
2020-05-03,1081.0,1041.0550537109375,952.0516967773438,1161.1654052734375
2020-05-04,785.0,935.2063598632812,801.3786010742188,1141.3165283203125
2020-05-05,1129.0,767.1970825195312,577.7874145507812,1119.482666015625
2020-05-06,1016.0,689.2777709960938,461.093505859375,1089.5126953125
2020-05-07,1108.0,852.5657958984375,669.916015625,1150.419189453125
2020-05-08,1210.0,1067.3548583984375,919.4939575195312,1268.7122802734375
2020-05-09,1148.0,1225.237548828125,1122.0562744140625,1423.037109375
2020-05-10,864.0,1235.9737548828125,1132.4154052734375,1406.6983642578125
2020-05-11,1297.0,1222.5732421875,1029.0054931640625,1446.4481201171875
2020-05-12,1113.0,1171.1900634765625,931.7063598632812,1467.009521484375
2020-05-13,1352.0,1136.7249755859375,953.6404418945312,1472.1629638671875
2020-05-14,1460.0,1191.8975830078125,1049.068603515625,1492.3619384765625
2020-05-15,1241.0,1248.9708251953125,1087.7320556640625,1626.9224853515625
2020-05-16,1731.0,1397.8214111328125,1222.034423828125,1707.1439208984375
2020-05-17,944.0,1291.8885498046875,1199.2132568359375,1447.33544921875
2020-05-18,781.0,1305.9095458984375,1191.4822998046875,1465.857666015625
2020-05-19,1375.0,1294.975341796875,1094.11962890625,1514.5340576171875
2020-05-20,1307.0,1311.7305908203125,1175.836181640625,1571.3211669921875
2020-05-21,1194.0,1439.34375,1266.5557861328125,1616.6407470703125
2020-05-22,486.0,1513.916748046875,1330.51904296875,1746.800537109375
2020-05-23,1237.0,1624.703125,1445.8011474609375,1897.031982421875
2020-05-24,1085.0,1532.7625732421875,1414.039794921875,1661.884765625
2020-05-25,548.0,1522.439453125,1278.469970703125,1701.489501953125
2020-05-26,821.0,1419.6416015625,1155.0762939453125,1715.1571044921875
2020-05-27,1312.0,1303.644775390625,1045.013671875,1700.1563720703125
2020-05-28,1853.0,1336.542724609375,1157.7677001953125,1735.54296875
2020-05-29,506.0,1509.35888671875,1275.4522705078125,1901.7191162109375
2020-05-30,1993.0,1749.404052734375,1611.9764404296875,1986.8436279296875
2020-05-31,1758.0,1054.1781005859375,947.6558837890625,1217.4576416015625
2020-06-01,941.0,1069.3397216796875,922.84375,1219.822265625
2020-06-02,1717.0,1044.94970703125,919.0258178710938,1238.8912353515625
2020-06-03,1567.0,973.0046997070312,798.0675048828125,1252.94873046875
2020-06-04,1678.0,1061.614501953125,899.9810791015625,1284.1331787109375
2020-06-05,1993.0,1165.398193359375,1022.97412109375,1423.5665283203125
2020-06-06,1922.0,1290.4957275390625,1126.9693603515625,1536.16943359375
2020-06-07,938.0,1726.3681640625,1524.90234375,1894.89208984375
2020-06-08,1055.0,1789.412841796875,1532.712890625,2026.6123046875
2020-06-09,1745.0,1834.9439697265625,1594.369873046875,1973.0318603515625
2020-06-10,2569.0,1893.3734130859375,1654.154296875,2049.93359375
2020-06-11,1881.0,1956.2105712890625,1837.4171142578125,2074.52392578125
2020-06-12,2269.0,2009.003662109375,1725.643310546875,2247.377685546875
2020-06-13,1988.0,2146.666259765625,1940.2535400390625,2397.765869140625
2020-06-14,1608.0,2291.758544921875,2049.367919921875,2648.5341796875
2020-06-15,1688.0,2278.153076171875,2073.75146484375,2634.24609375
2020-06-16,3358.0,2045.5892333984375,1741.0557861328125,2231.3828125
2020-06-17,4130.0,1801.079345703125,1457.631103515625,2187.18505859375
2020-06-18,3560.0,1981.536865234375,1634.1986083984375,2240.02880859375
2020-06-19,4135.0,2547.3125,2165.820556640625,2985.68603515625
2020-06-20,4187.0,2966.25146484375,2485.083251953125,3427.562255859375
2020-06-21,3363.0,3378.806640625,2774.771240234375,3954.957275390625
2020-06-22,4846.0,3429.3515625,2653.537353515625,4389.01025390625
2020-06-23,5142.0,3212.75830078125,2593.36376953125,4008.55322265625
2020-06-24,5200.0,3236.8095703125,2690.446533203125,4025.443603515625
2020-06-25,6426.0,3726.60986328125,3072.279541015625,4429.2373046875
2020-06-26,5615.0,4714.22119140625,3647.5888671875,5667.25439453125
2020-06-27,5721.0,5160.15673828125,3627.275146484375,6614.826171875
2020-06-28,4828.0,5581.1064453125,5098.0107421875,6223.6494140625
2020-06-29,5984.0,5593.9326171875,5137.97509765625,6082.08203125
2020-06-30,6354.0,5331.34716796875,4972.18603515625,5693.57861328125
2020-07-01,9308.0,5693.61669921875,5384.31201171875,5968.45263671875
2020-07-02,6769.0,6141.68603515625,5693.919921875,6604.77587890625
