,Florida,forecast,interval_low,interval_high
2020-06-27,9585.0,3932.6318359375,3907.078369140625,3971.33447265625
2020-06-28,8530.0,5049.57763671875,4760.67626953125,5274.12890625
2020-06-29,5266.0,5675.25732421875,5154.9609375,5981.345703125
2020-06-30,6093.0,5719.537109375,5453.9970703125,5885.82373046875
2020-07-01,6563.0,5534.181640625,5444.15283203125,5698.2822265625
2020-07-02,10109.0,5295.70556640625,5105.37060546875,5560.35302734375
2020-07-03,9488.0,5680.43994140625,5289.0771484375,5925.78759765625
2020-07-04,11458.0,6208.2421875,6148.5830078125,6297.359375
2020-07-05,10059.0,8269.8466796875,8046.29736328125,8484.1552734375
2020-07-06,6336.0,10040.9130859375,9486.486328125,10674.0693359375
2020-07-07,7347.0,10507.51171875,10045.783203125,10789.82421875
2020-07-08,9989.0,10239.2568359375,10037.5166015625,10446.2587890625
2020-07-09,8935.0,9236.5419921875,9035.0791015625,9475.8720703125
2020-07-10,11433.0,8839.5166015625,8131.75634765625,9356.966796875
2020-07-11,10360.0,9005.525390625,8229.255859375,9963.4111328125
2020-07-12,15300.0,10555.0986328125,10009.9013671875,10887.0869140625
2020-07-13,12624.0,12380.6484375,11467.306640625,13214.146484375
2020-07-14,9194.0,12038.52734375,11725.73046875,12416.9501953125
2020-07-15,10181.0,11485.5419921875,11230.970703125,11823.2080078125
2020-07-16,13965.0,10311.0751953125,10005.931640625,10750.279296875
2020-07-17,11466.0,10021.80078125,9471.16015625,10430.27734375
2020-07-18,10328.0,10541.76171875,10043.5126953125,11305.900390625
2020-07-19,,10673.8486328125,9756.345703125,11362.7470703125
2020-07-20,,12355.8203125,11323.771484375,13020.7998046875
2020-07-21,,12839.3359375,12255.5234375,13184.060546875
2020-07-22,,13480.2060546875,13263.666015625,13630.294921875
2020-07-23,,13437.8701171875,12990.6357421875,13870.4140625
2020-07-24,,12721.0263671875,12193.5576171875,13195.5615234375
2020-07-25,,12050.453125,11176.8798828125,13168.1044921875
