,Indiana,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,54817.1649706917,,
2020-01-25,0.0,54818.286686515945,,
2020-01-26,0.0,54819.38213143542,,
2020-01-27,0.0,54820.764855401154,,
2020-01-28,0.0,54822.64151738246,,
2020-01-29,0.0,54825.166197620616,,
2020-01-30,0.0,54825.166197620616,,
2020-01-31,0.0,54825.166197620616,,
2020-02-01,0.0,54825.166197620616,,
2020-02-02,0.0,54825.166197620616,,
2020-02-03,0.0,54825.166197620616,,
2020-02-04,0.0,54825.166197620616,,
2020-02-05,0.0,54825.166197620616,,
2020-02-06,0.0,54825.166197620616,,
2020-02-07,0.0,54825.166197620616,,
2020-02-08,0.0,54825.166197620616,,
2020-02-09,0.0,54825.166197620616,,
2020-02-10,0.0,54825.166197620616,,
2020-02-11,0.0,54825.166197620616,,
2020-02-12,0.0,54825.166197620616,,
2020-02-13,0.0,54825.166197620616,,
2020-02-14,0.0,54825.166197620616,,
2020-02-15,0.0,54825.166197620616,,
2020-02-16,0.0,54825.166197620616,,
2020-02-17,0.0,54825.166197620616,,
2020-02-18,0.0,54825.166197620616,,
2020-02-19,0.0,54825.166197620616,,
2020-02-20,0.0,54825.166197620616,,
2020-02-21,0.0,54825.166197620616,,
2020-02-22,0.0,54825.166197620616,,
2020-02-23,0.0,54825.166197620616,,
2020-02-24,0.0,54825.166197620616,,
2020-02-25,0.0,54825.166197620616,,
2020-02-26,0.0,54825.166197620616,,
2020-02-27,0.0,54825.166197620616,,
2020-02-28,0.0,54825.166197620616,,
2020-02-29,0.0,54825.166197620616,,
2020-03-01,0.0,54825.166197620616,,
2020-03-02,0.0,54825.166197620616,,
2020-03-03,0.0,54825.166197620616,,
2020-03-04,0.0,54825.166197620616,,
2020-03-05,0.0,54825.166197620616,,
2020-03-06,1.0,54825.166197620616,,
2020-03-07,1.0,54824.6805281563,,
2020-03-08,2.0,54825.22696454256,,
2020-03-09,3.0,54824.709071056684,,
2020-03-10,6.0,54824.785365035576,,
2020-03-11,11.0,54823.88893366165,,
2020-03-12,13.0,54823.25461899562,,
2020-03-13,13.0,54824.718826571836,,
2020-03-14,16.0,54825.91494552304,,
2020-03-15,20.0,54824.519783723015,,
2020-03-16,25.0,54824.73169872113,,
2020-03-17,30.0,54824.556691276346,,
2020-03-18,38.0,54823.81177652832,,
2020-03-19,60.0,54822.174974681984,,
2020-03-20,86.0,54816.477972735476,,
2020-03-21,128.0,54815.82395017129,,
2020-03-22,204.0,54809.08997198038,,
2020-03-23,270.0,54794.551935783944,,
2020-03-24,368.0,54804.1593217907,,
2020-03-25,477.0,54793.71351711213,,
2020-03-26,645.0,54794.02301813069,,
2020-03-27,979.0,54773.774087080725,,
2020-03-28,1233.0,54706.4611413045,,
2020-03-29,1513.0,54757.846164988085,,
