,New York,forecast,interval_low,interval_high
2020-01-23,0.0,0.07323594391345978,0.006023108959197998,0.1254914402961731
2020-01-24,0.0,-0.06262949854135513,-0.12346214056015015,0.03079092502593994
2020-01-25,0.0,0.5013645887374878,-0.2295481562614441,2.201549768447876
2020-01-26,0.0,0.5194048881530762,-0.004651129245758057,2.165515899658203
2020-01-27,0.0,-0.4298633933067322,-2.197908639907837,0.03471127152442932
2020-01-28,0.0,-2.709104061126709,-13.495532035827637,0.040174633264541626
2020-01-29,0.0,0.016966562718153,-0.032679736614227295,0.05806988477706909
2020-01-30,0.0,-2.081277847290039,-10.297076225280762,0.009652286767959595
2020-01-31,0.0,-0.20089766383171082,-2.020825147628784,0.9328104853630066
2020-02-01,0.0,-1.3098039627075195,-6.424576282501221,0.006875813007354736
2020-02-02,0.0,0.001405614661052823,-0.01387709379196167,0.011980712413787842
2020-02-03,0.0,0.27879318594932556,-0.027745425701141357,0.9202994108200073
2020-02-04,0.0,-0.31439799070358276,-1.537566900253296,0.014177799224853516
2020-02-05,0.0,0.45838838815689087,-0.11813300848007202,2.344691276550293
2020-02-06,0.0,-0.260329008102417,-1.0236221551895142,0.19140249490737915
2020-02-07,0.0,0.1930210292339325,-0.02128005027770996,0.8401143550872803
2020-02-08,0.0,0.06523440778255463,-0.296958327293396,0.5843150615692139
2020-02-09,0.0,-0.019799459725618362,-0.11709493398666382,0.01974409818649292
2020-02-10,0.0,0.048248279839754105,-0.8127617835998535,1.055762767791748
2020-02-11,0.0,-0.034707210958004,-0.1994950771331787,0.03070095181465149
2020-02-12,0.0,0.39245185256004333,0.09869921207427979,1.2858062982559204
2020-02-13,0.0,-0.17083969712257385,-0.2715305685997009,-0.0021513700485229492
2020-02-14,0.0,-0.04262147098779678,-0.16633880138397217,0.1015600860118866
2020-02-15,0.0,0.06020696088671684,-0.028146564960479736,0.22932103276252747
2020-02-16,0.0,-0.3248784840106964,-1.5838899612426758,0.12471750378608704
2020-02-17,0.0,-0.6597501635551453,-2.9955132007598877,0.03060823678970337
2020-02-18,0.0,0.10809466987848282,-0.05202341079711914,0.3441888988018036
2020-02-19,0.0,0.10759071260690689,-0.06297677755355835,0.306071400642395
2020-02-20,0.0,0.17442059516906738,-0.3019658327102661,1.083317518234253
2020-02-21,0.0,-0.12141808122396469,-0.6236159801483154,0.20715120434761047
2020-02-22,0.0,1.5682874917984009,-0.01487123966217041,6.158205986022949
2020-02-23,0.0,-0.004931407980620861,-0.21855592727661133,0.055435746908187866
2020-02-24,0.0,-0.08979807794094086,-0.3386427164077759,0.03283655643463135
2020-02-25,0.0,0.144219309091568,-0.058980464935302734,0.6818851232528687
2020-02-26,0.0,0.16053065657615662,-0.026067733764648438,0.7428551912307739
2020-02-27,0.0,0.3755910396575928,0.021658271551132202,0.9984878897666931
2020-02-28,0.0,-0.11411873996257782,-0.21554183959960938,0.057695478200912476
2020-02-29,0.0,0.2483556717634201,-0.006212592124938965,1.034274697303772
2020-03-01,0.0,-0.4050540030002594,-2.0308918952941895,0.018018603324890137
2020-03-02,0.0,0.07441027462482452,-0.0016167759895324707,0.16855144500732422
2020-03-03,0.0,-0.0747157484292984,-0.29902923107147217,0.042243003845214844
2020-03-04,0.0,0.03313469886779785,-0.013398230075836182,0.10996919870376587
2020-03-05,0.0,-0.19809994101524353,-0.9855806827545166,0.06612324714660645
2020-03-06,0.0,-0.1144353374838829,-0.36915457248687744,0.0449296236038208
2020-03-07,0.0,-0.0470895878970623,-0.1110038161277771,-0.00028145313262939453
2020-03-08,0.0,0.27475398778915405,-0.017034411430358887,1.0396833419799805
2020-03-09,0.0,-0.10946249961853027,-0.8675533533096313,0.20501947402954102
2020-03-10,0.0,-0.18813671171665192,-0.7407492399215698,0.050433605909347534
2020-03-11,1.0,0.9305020570755005,0.6482656002044678,1.1910545825958252
2020-03-12,0.0,0.2506248354911804,-0.16177904605865479,0.7228697538375854
2020-03-13,1.0,1.0049526691436768,0.7637380361557007,1.1338906288146973
2020-03-14,3.0,3.0151634216308594,2.916578531265259,3.1951398849487305
2020-03-15,5.0,6.896031379699707,4.971164226531982,14.280200958251953
2020-03-16,11.0,9.731801986694336,5.072475433349609,11.049701690673828
2020-03-17,14.0,19.13040542602539,13.699707984924316,32.29357147216797
2020-03-18,25.0,27.458385467529297,24.75897789001465,31.907371520996094
2020-03-19,32.0,36.29928970336914,31.88643455505371,53.19707489013672
2020-03-20,55.0,47.924102783203125,35.090274810791016,55.11659622192383
2020-03-21,48.0,66.43348693847656,48.010719299316406,97.71549224853516
2020-03-22,92.0,91.87956237792969,91.79878234863281,91.95735931396484
2020-03-23,100.0,107.11747741699219,99.89225769042969,135.78245544433594
2020-03-24,127.0,143.3121795654297,126.98072814941406,208.3448944091797
2020-03-25,149.0,169.6715850830078,148.9800567626953,251.82415771484375
2020-03-26,249.0,261.25054931640625,248.3878631591797,311.4601135253906
2020-03-27,315.0,315.08642578125,314.985595703125,315.3375549316406
2020-03-28,374.0,374.0201110839844,373.84228515625,374.30535888671875
2020-03-29,430.0,409.28900146484375,346.0005798339844,430.0877685546875
2020-03-30,554.0,616.4572143554688,554.0414428710938,659.9974975585938
2020-03-31,659.0,658.97802734375,658.91455078125,659.010009765625
2020-04-01,732.0,732.03662109375,731.7818603515625,732.1919555664062
2020-04-02,837.0,783.8157958984375,703.0062255859375,836.8507080078125
2020-04-03,706.0,682.8305053710938,590.089599609375,706.1749267578125
2020-04-04,591.0,635.2618408203125,591.0457763671875,811.64599609375
