,Arizona,forecast,interval_low,interval_high
2020-07-09,4057.0,3606.996826171875,3381.385498046875,3791.10498046875
2020-07-10,4221.0,3600.207763671875,3553.109130859375,3692.966064453125
2020-07-11,3038.0,3676.764404296875,3601.969970703125,3813.716552734375
2020-07-12,2537.0,3556.05859375,3394.261962890625,3749.206298828125
2020-07-13,1357.0,3505.619873046875,3431.03857421875,3568.5654296875
2020-07-14,4273.0,3474.844970703125,3239.05615234375,3710.180908203125
2020-07-15,3257.0,3573.30078125,3495.097412109375,3696.017822265625
2020-07-16,3259.0,3706.137451171875,3459.423828125,3932.404052734375
2020-07-17,3910.0,3544.727783203125,3445.654541015625,3657.6708984375
2020-07-18,2742.0,3643.263427734375,3518.119873046875,3752.524169921875
2020-07-19,2359.0,3558.536376953125,3400.176025390625,3734.12109375
2020-07-20,,3423.5771484375,3348.490478515625,3508.177001953125
2020-07-21,,3387.231201171875,3158.83349609375,3619.933837890625
2020-07-22,,3456.579345703125,3373.752685546875,3571.5576171875
2020-07-23,,3561.5341796875,3249.629150390625,3822.73828125
2020-07-24,,3403.3115234375,3265.096435546875,3537.4970703125
2020-07-25,,3519.994140625,3343.052001953125,3632.272705078125
2020-07-26,,3449.498046875,3318.7607421875,3621.147216796875
