,Nebraska,forecast,interval_low,interval_high
2020-07-10,2.0,2.352317738174288,2.352317738174288,2.352317738174288
2020-07-11,-1.0,0.0,0.0,0.0
2020-07-12,0.0,0.8291687667191334,0.8291687667191334,0.8291687667191334
2020-07-13,3.0,2.8062275240514247,2.8062275240514247,2.8062275240514247
2020-07-14,-2.0,0.0,0.0,0.0
2020-07-15,5.0,7.07442154188736,7.07442154188736,7.07442154188736
2020-07-16,8.0,3.7487627071443326,3.7487627071443326,3.7487627071443326
2020-07-17,2.0,0.0,0.0,0.0
2020-07-18,0.0,0.0,0.0,0.0
2020-07-19,0.0,0.0,0.0,0.0
2020-07-20,,3.4423596373927725,-2.114284866283327,8.999004141068871
2020-07-21,,1.4761012571032406,-4.092081371012615,7.044283885219096
2020-07-22,,3.3491530143947537,-2.241634286639718,8.939940315429226
2020-07-23,,4.831709155487203,-0.7759622216646509,10.439380532639056
2020-07-24,,2.7735098626223165,-2.9264288350807597,8.473448560325393
2020-07-25,,0.9425473649941554,-4.8195409771776765,6.704635707165987
2020-07-26,,0.8273615737737392,-4.9437812259918,6.598504373539279
