,Utah,forecast,interval_low,interval_high
2020-01-23,0.0,0.02014329470694065,-0.003673076629638672,0.10319137573242188
2020-01-24,0.0,0.02606099285185337,-0.06226682662963867,0.18392875790596008
2020-01-25,0.0,-0.0018853067886084318,-0.007970631122589111,0.0005034208297729492
2020-01-26,0.0,-0.03660275787115097,-0.17722821235656738,0.00024580955505371094
2020-01-27,0.0,0.00023242831230163574,-0.0003991127014160156,0.0007475912570953369
2020-01-28,0.0,-0.04390861839056015,-0.21405529975891113,-0.00012475252151489258
2020-01-29,0.0,0.062003303319215775,0.0005142688751220703,0.3044291138648987
2020-01-30,0.0,-0.00040009617805480957,-0.0018031001091003418,0.0004914700984954834
2020-01-31,0.0,-0.0007119000074453652,-0.03163701295852661,0.02793288230895996
2020-02-01,0.0,0.0016120790969580412,-0.0014342069625854492,0.007255077362060547
2020-02-02,0.0,-0.0004390060785226524,-0.001452803611755371,0.0004380345344543457
2020-02-03,0.0,0.0008727908134460449,-0.0021451711654663086,0.0026374757289886475
2020-02-04,0.0,0.013781624846160412,-0.004289090633392334,0.07476097345352173
2020-02-05,0.0,0.00751690287142992,-0.005549728870391846,0.028104543685913086
2020-02-06,0.0,-0.0008239686721935868,-0.07562798261642456,0.06814450025558472
2020-02-07,0.0,-0.0009221493965014815,-0.002009093761444092,0.0005368888378143311
2020-02-08,0.0,-0.0035068511497229338,-0.009811580181121826,0.0017518997192382812
2020-02-09,0.0,0.004545295145362616,0.0017989873886108398,0.00832056999206543
2020-02-10,0.0,0.0007822215557098389,-0.0007482171058654785,0.0024889111518859863
2020-02-11,0.0,0.0471915602684021,-0.003149867057800293,0.22538164258003235
2020-02-12,0.0,-0.006604385562241077,-0.027064800262451172,0.002880781888961792
2020-02-13,0.0,-0.10325618833303452,-0.3640604615211487,0.000324934720993042
2020-02-14,0.0,0.00506100058555603,-0.0009943842887878418,0.011741966009140015
2020-02-15,0.0,0.0018417953979223967,-0.006511688232421875,0.008872896432876587
2020-02-16,0.0,-0.0763944759964943,-0.3707965612411499,0.0002834796905517578
2020-02-17,0.0,0.0003550589026417583,-0.003119528293609619,0.006111204624176025
2020-02-18,0.0,0.0053615448996424675,-0.006503462791442871,0.016719579696655273
2020-02-19,0.0,-0.004578584339469671,-0.02352893352508545,0.0008856654167175293
2020-02-20,0.0,-0.0021957755088806152,-0.015325307846069336,0.007638126611709595
2020-02-21,0.0,0.02619849517941475,0.0007512271404266357,0.11110720038414001
2020-02-22,0.0,-0.09105125814676285,-0.4411618709564209,0.0008771419525146484
2020-02-23,0.0,0.03398824483156204,0.000514298677444458,0.15296944975852966
2020-02-24,0.0,-0.0018200039630755782,-0.003976345062255859,0.0011195540428161621
2020-02-25,0.0,-0.0020715235732495785,-0.007159113883972168,0.0020366013050079346
2020-02-26,0.0,5.893707202631049e-05,-0.006798148155212402,0.004356026649475098
2020-02-27,0.0,-9.59634780883789e-06,-0.0046575069427490234,0.004114985466003418
2020-02-28,0.0,-0.004884392023086548,-0.019752085208892822,0.010447412729263306
2020-02-29,0.0,0.00035071372985839844,-0.0013254284858703613,0.001702040433883667
2020-03-01,0.0,0.0012270271545276046,-0.0034869909286499023,0.009641408920288086
2020-03-02,0.0,0.015706181526184082,-0.0006694197654724121,0.06643936038017273
2020-03-03,0.0,-0.0009338140371255577,-0.004749774932861328,0.0005992352962493896
2020-03-04,0.0,0.03248985856771469,-0.005571544170379639,0.17479810118675232
2020-03-05,0.0,0.001441913889721036,-0.002175271511077881,0.004799544811248779
2020-03-06,0.0,0.0010580241214483976,-0.13993346691131592,0.07824844121932983
2020-03-07,0.0,-0.017117559909820557,-0.09346842765808105,0.0074163079261779785
2020-03-08,0.0,-0.030661989003419876,-0.14771628379821777,0.0015439987182617188
2020-03-09,0.0,0.04473327472805977,-0.006569623947143555,0.22980588674545288
2020-03-10,0.0,0.0890614464879036,0.0011523962020874023,0.2788624167442322
2020-03-11,0.0,-0.02832651138305664,-0.10019320249557495,0.005070090293884277
2020-03-12,0.0,-0.004482901189476252,-0.027153611183166504,0.008547723293304443
2020-03-13,0.0,-0.039417654275894165,-0.19721496105194092,0.0014615058898925781
2020-03-14,0.0,-0.024236034601926804,-0.10371571779251099,0.0021325349807739258
2020-03-15,0.0,0.08292791992425919,-0.0022376179695129395,0.40934044122695923
2020-03-16,0.0,-0.17652484774589539,-0.45881932973861694,-0.006027817726135254
2020-03-17,0.0,0.003981733229011297,-0.012200891971588135,0.016873657703399658
2020-03-18,0.0,-0.006297612097114325,-0.01692020893096924,0.0010671615600585938
2020-03-19,0.0,0.0021878064144402742,-0.005479574203491211,0.013914138078689575
2020-03-20,0.0,0.02762356400489807,-0.013326048851013184,0.14425933361053467
2020-03-21,0.0,-0.0007173597696237266,-0.034741222858428955,0.016457051038742065
2020-03-22,1.0,0.47064709663391113,-0.5106675624847412,0.993285059928894
2020-03-23,0.0,0.027331311255693436,0.0029664039611816406,0.11286476254463196
2020-03-24,0.0,0.0035673261154443026,-0.0022704601287841797,0.010739564895629883
2020-03-25,0.0,0.0003262936952523887,-0.003128647804260254,0.00212821364402771
2020-03-26,0.0,-0.0023050904273986816,-0.007413744926452637,0.0034656822681427
2020-03-27,0.0,0.038618601858615875,0.001509159803390503,0.16705071926116943
2020-03-28,0.0,2.0641087758122012e-05,-0.0020326972007751465,0.0038826167583465576
2020-03-29,1.0,0.7032977342605591,0.18459013104438782,0.999383807182312
2020-03-30,2.0,1.7708289623260498,0.8625001311302185,2.001429557800293
2020-03-31,1.0,1.284548282623291,0.9951508045196533,2.425180435180664
2020-04-01,0.0,0.27197667956352234,-0.0003018975257873535,1.2608582973480225
2020-04-02,2.0,1.1639399528503418,-0.14455145597457886,1.9951692819595337
2020-04-03,0.0,0.008546644821763039,0.0031260550022125244,0.01796543598175049
2020-04-04,1.0,0.329845666885376,-0.6927089691162109,0.9973617792129517
2020-04-05,0.0,0.31924745440483093,-0.001415848731994629,1.5885543823242188
2020-04-06,5.0,4.98613977432251,4.977407455444336,4.99202299118042
2020-04-07,0.0,0.1773989200592041,0.004731029272079468,0.8587372899055481
2020-04-08,0.0,0.27685508131980896,0.0007011294364929199,1.320253610610962
2020-04-09,0.0,1.2584264278411865,-0.0009153485298156738,3.258291721343994
2020-04-10,4.0,3.986100673675537,3.9781460762023926,3.993563413619995
2020-04-11,1.0,1.006568431854248,1.0037455558776855,1.0088247060775757
2020-04-12,0.0,-0.7618851661682129,-2.540226459503174,-6.4849853515625e-05
2020-04-13,-5.0,-4.988389015197754,-4.995299339294434,-4.981523036956787
2020-04-14,5.0,3.469689130783081,0.8340965509414673,4.990901470184326
2020-04-15,2.0,1.9985183477401733,1.994227647781372,2.000770330429077
2020-04-16,0.0,0.4729207158088684,0.004767805337905884,2.3300044536590576
2020-04-17,3.0,2.263856887817383,1.5246347188949585,2.9985404014587402
2020-04-18,2.0,2.0475475788116455,1.9924921989440918,2.2396020889282227
2020-04-19,2.0,1.8919559717178345,1.4514291286468506,2.00697660446167
2020-04-20,1.0,0.9950172305107117,0.9841766357421875,1.0027755498886108
2020-04-21,4.0,2.939837694168091,-0.03716719150543213,4.00313138961792
2020-04-22,0.0,0.5726965069770813,0.008332788944244385,2.816087245941162
2020-04-23,3.0,3.100397825241089,2.9872794151306152,3.514244318008423
2020-04-24,4.0,3.15917706489563,1.915977120399475,3.9866864681243896
2020-04-25,2.0,1.7797040939331055,1.2174016237258911,2.0051217079162598
2020-04-26,0.0,0.001220446778461337,-0.0003630518913269043,0.0038110315799713135
2020-04-27,0.0,-0.002198511268943548,-0.007158458232879639,0.005294591188430786
2020-04-28,0.0,0.6132531762123108,0.00813823938369751,3.0206589698791504
2020-04-29,4.0,3.9927356243133545,3.9883298873901367,3.995163917541504
2020-04-30,1.0,1.5031886100769043,1.0025066137313843,3.4998934268951416
2020-05-01,0.0,0.29623517394065857,-0.0007526874542236328,1.467517614364624
2020-05-02,3.0,2.3317837715148926,0.8683229088783264,2.999368667602539
2020-05-03,1.0,1.0168055295944214,0.5552222728729248,1.8552387952804565
2020-05-04,0.0,0.19718487560749054,0.001599729061126709,0.9719469547271729
2020-05-05,6.0,5.994024753570557,5.988900184631348,6.000271320343018
2020-05-06,2.0,2.6976115703582764,2.0087780952453613,5.427260875701904
2020-05-07,3.0,2.9902355670928955,2.976020574569702,2.9984495639801025
2020-05-08,0.0,1.8616688251495361,0.011337101459503174,4.704377174377441
2020-05-09,5.0,4.989017963409424,4.9823455810546875,4.996621131896973
2020-05-10,1.0,1.4309238195419312,1.001244068145752,2.3271093368530273
2020-05-11,1.0,0.9687193632125854,0.8261200785636902,1.0097882747650146
2020-05-12,5.0,4.2874250411987305,3.018754005432129,4.9994001388549805
