,South Carolina,forecast,interval_low,interval_high
2020-01-22,0.0,2.946566104888916,-0.2215709090232849,14.622086524963379
2020-01-23,0.0,0.25199970602989197,0.07261940836906433,0.5784200429916382
2020-01-24,0.0,0.7772157788276672,-0.8026628494262695,5.692968368530273
2020-01-25,0.0,0.2487039566040039,-0.7794841527938843,2.4003257751464844
2020-01-26,0.0,1.1908618211746216,-0.06548911333084106,4.514374256134033
2020-01-27,0.0,-0.16151650249958038,-0.396396279335022,0.08337876200675964
2020-01-28,0.0,0.24647895991802216,-0.297802209854126,1.0497462749481201
2020-01-29,0.0,9.310938835144043,-7.623605728149414,58.287376403808594
2020-01-30,0.0,0.16794322431087494,-0.35812002420425415,0.860511839389801
2020-01-31,0.0,7.959177494049072,-0.2134832739830017,39.70767593383789
2020-02-01,0.0,30.178558349609375,-0.26687484979629517,151.04603576660156
2020-02-02,0.0,0.9304648637771606,-0.07846564054489136,3.4666972160339355
2020-02-03,0.0,-0.43840187788009644,-1.4344918727874756,0.251335084438324
2020-02-04,0.0,0.8131356239318848,-0.07084476947784424,3.6574769020080566
2020-02-05,0.0,-0.007795906160026789,-0.5219932794570923,0.23478072881698608
2020-02-06,0.0,0.14291958510875702,-0.6792795658111572,1.393245816230774
2020-02-07,0.0,-0.022847985848784447,-0.8360588550567627,0.873515248298645
2020-02-08,0.0,3.693157911300659,-0.29087746143341064,18.611080169677734
2020-02-09,0.0,0.7722664475440979,-0.23132354021072388,3.356044292449951
2020-02-10,0.0,4.235381126403809,-0.5832642316818237,19.35040283203125
2020-02-11,0.0,-0.5301551222801208,-7.889208793640137,6.861862659454346
2020-02-12,0.0,1.0785033702850342,-0.4313240647315979,5.463709831237793
2020-02-13,0.0,-0.41477274894714355,-0.8217090368270874,0.22078046202659607
2020-02-14,0.0,0.12690797448158264,-0.3777061700820923,0.9416813850402832
2020-02-15,0.0,-1.579620361328125,-10.11003303527832,3.099964141845703
2020-02-16,0.0,-0.5792683362960815,-2.629201650619507,0.49750229716300964
2020-02-17,0.0,-0.1289113610982895,-0.6946718692779541,0.8346006870269775
2020-02-18,0.0,0.542031466960907,-0.4570962190628052,3.15897274017334
2020-02-19,0.0,-0.5096161961555481,-4.832815170288086,1.9586368799209595
2020-02-20,0.0,0.4818439483642578,-0.4576418995857239,2.0798158645629883
2020-02-21,0.0,-0.1545737236738205,-1.7256560325622559,1.323585033416748
2020-02-22,0.0,0.7933406233787537,-0.8665643930435181,5.220434188842773
2020-02-23,0.0,-0.022356320172548294,-0.6080541610717773,0.9592347145080566
2020-02-24,0.0,0.23301275074481964,-0.22231698036193848,0.8180375099182129
2020-02-25,0.0,0.2224559336900711,-1.0990619659423828,1.248816728591919
2020-02-26,0.0,0.31347817182540894,-0.3753945231437683,2.1777353286743164
2020-02-27,0.0,-0.05486031621694565,-0.5143027305603027,0.44263511896133423
2020-02-28,0.0,-0.005107605364173651,-1.76332688331604,0.7926130890846252
2020-02-29,0.0,1.8530502319335938,-0.25024276971817017,9.687034606933594
2020-03-01,0.0,30.32259750366211,-0.3023441433906555,151.54879760742188
2020-03-02,0.0,-1.9634937047958374,-6.889376640319824,-0.0739324688911438
2020-03-03,0.0,-0.18367548286914825,-1.1450179815292358,0.27201706171035767
2020-03-04,0.0,-0.21536901593208313,-1.915747880935669,0.7517864108085632
2020-03-05,0.0,-0.1650732457637787,-0.888169527053833,0.08340302109718323
2020-03-06,0.0,-0.17792367935180664,-0.8319330215454102,0.22214791178703308
2020-03-07,2.0,2.6460800170898438,1.6570332050323486,3.6573920249938965
2020-03-08,2.0,1.9467521905899048,1.2282450199127197,2.60221004486084
2020-03-09,3.0,-1.8891880512237549,-22.11371612548828,3.8516619205474854
2020-03-10,7.0,10.864336013793945,6.170188903808594,26.625139236450195
2020-03-11,10.0,8.113219261169434,-0.9589245319366455,11.837830543518066
2020-03-12,7.0,6.937643527984619,6.401801586151123,7.368867874145508
2020-03-13,8.0,7.476319313049316,6.489565372467041,9.018884658813477
2020-03-14,19.0,16.636747360229492,8.995218276977539,19.509859085083008
2020-03-15,19.0,25.879974365234375,18.78522300720215,47.9810791015625
2020-03-16,30.0,40.2105827331543,29.728775024414062,53.003326416015625
2020-03-17,47.0,46.592918395996094,45.54355239868164,48.00233459472656
2020-03-18,60.0,63.70076370239258,60.060420989990234,76.5884780883789
2020-03-19,80.0,88.2914047241211,78.89227294921875,121.53215789794922
2020-03-20,126.0,156.28994750976562,123.68380737304688,233.82901000976562
2020-03-21,174.0,197.12599182128906,173.79551696777344,288.6741638183594
2020-03-22,196.0,195.97203063964844,195.2401885986328,197.10345458984375
2020-03-23,298.0,314.45831298828125,297.5281677246094,341.1529541015625
2020-03-24,342.0,341.96319580078125,339.5274353027344,342.9521179199219
2020-03-25,424.0,423.9976501464844,423.23236083984375,425.0259704589844
2020-03-26,424.0,471.7801818847656,423.4922180175781,547.5620727539062
2020-03-27,542.0,565.1370239257812,540.2251586914062,661.58984375
2020-03-28,660.0,660.3690185546875,659.3464965820312,661.7047119140625
2020-03-29,774.0,773.4494018554688,772.038818359375,774.700439453125
2020-03-30,925.0,925.1558837890625,924.5134887695312,925.9378051757812
2020-03-31,1083.0,1082.927001953125,1082.76318359375,1083.20166015625
2020-04-01,1293.0,1371.10791015625,1292.6905517578125,1683.4013671875
2020-04-02,1554.0,1583.6492919921875,1553.735595703125,1702.52099609375
2020-04-03,1700.0,1743.916015625,1700.0045166015625,1916.710693359375
2020-04-04,1917.0,1916.783935546875,1916.408935546875,1917.0682373046875
