,Iowa,forecast,interval_low,interval_high
2020-01-23,0.0,0.17710547149181366,-0.16655653715133667,1.0809941291809082
2020-01-24,0.0,-0.45191049575805664,-2.1946074962615967,0.041111528873443604
2020-01-25,0.0,0.15692251920700073,0.019794493913650513,0.2874041795730591
2020-01-26,0.0,-1.4785419702529907,-7.270575046539307,-0.007259547710418701
2020-01-27,0.0,-0.07794560492038727,-1.3319664001464844,1.2123042345046997
2020-01-28,0.0,0.04908277839422226,-0.02631509304046631,0.2317957580089569
2020-01-29,0.0,3.6458771228790283,-0.15150868892669678,18.43557357788086
2020-01-30,0.0,-0.030015354976058006,-0.10779780149459839,0.0353485643863678
2020-01-31,0.0,0.47594374418258667,-0.1252734661102295,2.5318496227264404
2020-02-01,0.0,0.02198202535510063,-0.7735775709152222,0.8500359654426575
2020-02-02,0.0,0.005938881542533636,-0.009423136711120605,0.02032133936882019
2020-02-03,0.0,-0.03125728294253349,-0.0960274338722229,0.048398107290267944
2020-02-04,0.0,0.0023627816699445248,-0.050296783447265625,0.07225969433784485
2020-02-05,0.0,-0.154585599899292,-0.25280070304870605,-0.06766664981842041
2020-02-06,0.0,0.07850511372089386,0.0021442770957946777,0.2700951099395752
2020-02-07,0.0,0.3718307614326477,-0.08257114887237549,1.2405400276184082
2020-02-08,0.0,-0.3395691514015198,-1.364313006401062,0.20640498399734497
2020-02-09,0.0,-0.21306733787059784,-0.9933122396469116,0.06945431232452393
2020-02-10,0.0,0.23864798247814178,0.005457580089569092,0.6633787155151367
2020-02-11,0.0,0.9135500192642212,0.0673019289970398,2.1925954818725586
2020-02-12,0.0,5.3571038246154785,-0.43016552925109863,25.17605972290039
2020-02-13,0.0,-0.4085591435432434,-1.8459320068359375,0.25047075748443604
2020-02-14,0.0,-0.07577261328697205,-0.29456520080566406,0.14876720309257507
2020-02-15,0.0,-0.0017356753814965487,-0.08762627840042114,0.07381772994995117
2020-02-16,0.0,-0.08566851168870926,-0.3123975396156311,0.06749123334884644
2020-02-17,0.0,0.21853980422019958,-0.1959751844406128,0.9807301759719849
2020-02-18,0.0,-0.17279569804668427,-0.8801078796386719,0.055668771266937256
2020-02-19,0.0,1.0200281143188477,-0.308804452419281,5.025946617126465
2020-02-20,0.0,-0.07547144591808319,-0.2948112487792969,0.3280811011791229
2020-02-21,0.0,1.4124200344085693,-0.07227152585983276,6.003048419952393
2020-02-22,0.0,-0.17748042941093445,-0.42862993478775024,-0.04219961166381836
2020-02-23,0.0,2.1709201335906982,-0.26679664850234985,10.897160530090332
2020-02-24,0.0,-0.04766715690493584,-0.11565077304840088,0.04726231098175049
2020-02-25,0.0,0.2245098352432251,-0.018558084964752197,0.4716544449329376
2020-02-26,0.0,0.001790714217349887,-0.19880735874176025,0.08434328436851501
2020-02-27,0.0,-0.10852110385894775,-0.36506736278533936,0.10907065868377686
2020-02-28,0.0,0.30539751052856445,-0.06556487083435059,1.6451070308685303
2020-02-29,0.0,-0.7333155870437622,-4.231340408325195,0.2983384430408478
2020-03-01,0.0,0.020008420571684837,-0.0569993257522583,0.06562355160713196
2020-03-02,0.0,0.373845636844635,-0.07074517011642456,1.9596197605133057
2020-03-03,0.0,-1.4989731311798096,-7.035704612731934,0.02851054072380066
2020-03-04,0.0,-0.6390779614448547,-2.5176031589508057,0.036245644092559814
2020-03-05,0.0,0.10528533160686493,0.01808074116706848,0.2544352412223816
2020-03-06,0.0,-0.06967052072286606,-0.5314100980758667,1.0882225036621094
2020-03-07,0.0,0.018283963203430176,-0.13914930820465088,0.07071089744567871
2020-03-08,0.0,0.5973711609840393,-0.08241510391235352,3.133728265762329
2020-03-09,3.0,3.1869301795959473,2.928115129470825,3.8739829063415527
2020-03-10,5.0,5.098461627960205,4.937759876251221,5.283081531524658
2020-03-11,5.0,4.862603187561035,4.538766384124756,5.031607627868652
2020-03-12,1.0,0.42483797669410706,-2.0328688621520996,1.538068413734436
2020-03-13,3.0,2.4684345722198486,0.4584014415740967,3.289639949798584
2020-03-14,0.0,-0.06624721735715866,-0.3723295331001282,0.3080085217952728
2020-03-15,1.0,0.5967289209365845,-1.0064245462417603,1.0739691257476807
2020-03-16,5.0,3.801098585128784,1.393017292022705,4.910048007965088
2020-03-17,0.0,2.046879768371582,0.25511589646339417,4.697887897491455
2020-03-18,15.0,7.392813205718994,1.5340157747268677,14.597000122070312
2020-03-19,6.0,13.060422897338867,6.04264497756958,24.962366104125977
2020-03-20,1.0,2.2163872718811035,0.6969771385192871,7.674812316894531
2020-03-21,24.0,20.739124298095703,6.585839748382568,24.36350440979004
2020-03-22,21.0,18.200088500976562,16.277511596679688,20.88428497314453
