,Nevada,forecast,interval_low,interval_high
2020-01-23,0.0,0.8028473854064941,-0.06063985824584961,3.9540271759033203
2020-01-24,0.0,6.831310272216797,-0.9281251430511475,32.821102142333984
2020-01-25,0.0,0.5008317232131958,-7.926424026489258,10.750371932983398
2020-01-26,0.0,9.370030403137207,0.056996434926986694,25.115642547607422
2020-01-27,0.0,-19.920772552490234,-41.80485534667969,0.017610251903533936
2020-01-28,0.0,0.004903870634734631,-0.017700254917144775,0.02545166015625
2020-01-29,0.0,0.7107173204421997,-0.05681896209716797,3.676165819168091
2020-01-30,0.0,-0.6319541335105896,-3.3273959159851074,0.1501518189907074
2020-01-31,0.0,-2.666637897491455,-13.609089851379395,0.36459872126579285
2020-02-01,0.0,0.05551685020327568,0.015818148851394653,0.10578462481498718
2020-02-02,0.0,-0.4363117814064026,-2.0348281860351562,0.005081832408905029
2020-02-03,0.0,-0.7851861119270325,-5.122670650482178,1.3896995782852173
2020-02-04,0.0,0.08525528013706207,0.0374874472618103,0.17097440361976624
2020-02-05,0.0,-6.096673488616943,-16.88265609741211,-0.10913002490997314
2020-02-06,0.0,-0.03651168942451477,-0.19623088836669922,0.04597485065460205
2020-02-07,0.0,0.1574256420135498,-0.10192018747329712,0.4004718065261841
2020-02-08,0.0,0.7031302452087402,-3.8312177658081055,7.913064479827881
2020-02-09,0.0,0.08909206092357635,-0.04073888063430786,0.2259582281112671
2020-02-10,0.0,-0.3041459619998932,-1.834394931793213,1.0491905212402344
2020-02-11,0.0,0.10415299981832504,-0.28290730714797974,0.8741503357887268
2020-02-12,0.0,0.8882740139961243,-0.15852844715118408,4.317177772521973
2020-02-13,0.0,0.21246226131916046,-0.898896336555481,2.008497476577759
2020-02-14,0.0,4.114458084106445,0.06544733047485352,14.355351448059082
2020-02-15,0.0,-0.2873208820819855,-3.8981704711914062,3.0552356243133545
2020-02-16,0.0,-3.239936113357544,-15.520353317260742,-0.0048256516456604
2020-02-17,0.0,0.6967302560806274,-0.05597454309463501,3.129878520965576
2020-02-18,0.0,0.002922284649685025,-0.3102969527244568,0.2879296541213989
2020-02-19,0.0,0.03234217315912247,-0.17238932847976685,0.26993727684020996
2020-02-20,0.0,1.09885573387146,-0.05957448482513428,5.205053329467773
2020-02-21,0.0,0.13256259262561798,-2.8886098861694336,3.2672078609466553
2020-02-22,0.0,-0.0765531063079834,-0.1502314805984497,-0.042030274868011475
2020-02-23,0.0,2.254847288131714,0.025621533393859863,10.917445182800293
2020-02-24,0.0,-1.1129895448684692,-4.300426959991455,-0.008909642696380615
2020-02-25,0.0,-0.8483012318611145,-2.0506348609924316,0.06363406777381897
2020-02-26,0.0,0.4124152660369873,-0.14878350496292114,1.5103329420089722
2020-02-27,0.0,-0.6611572504043579,-2.237215280532837,0.11195066571235657
2020-02-28,0.0,0.001384693430736661,-0.06109422445297241,0.05232304334640503
2020-02-29,0.0,2.1233935356140137,-3.9668612480163574,14.71593189239502
2020-03-01,0.0,0.408414751291275,-0.05904078483581543,2.0000696182250977
2020-03-02,0.0,-0.2687068283557892,-1.3616429567337036,0.0817384421825409
2020-03-03,0.0,-0.043733276426792145,-0.3166850209236145,0.3237244188785553
2020-03-04,0.0,3.053187847137451,-0.019596219062805176,14.351780891418457
2020-03-05,1.0,-3.4082305431365967,-20.467451095581055,0.9657547473907471
2020-03-06,1.0,-0.7313686609268188,-6.881137371063232,0.9422030448913574
2020-03-07,0.0,0.2719048857688904,0.016142040491104126,0.6531602144241333
2020-03-08,2.0,1.6933006048202515,1.4143991470336914,1.9326592683792114
2020-03-09,0.0,0.22948165237903595,0.04375883936882019,0.3598502278327942
2020-03-10,0.0,0.02890726365149021,-0.10071396827697754,0.13360199332237244
2020-03-11,3.0,1.052882194519043,-6.0500688552856445,2.9527645111083984
2020-03-12,3.0,2.9730238914489746,2.880239486694336,3.0628292560577393
2020-03-13,8.0,8.463818550109863,8.317453384399414,8.723011016845703
2020-03-14,2.0,1.80159592628479,1.4865694046020508,2.0239951610565186
2020-03-15,0.0,2.8741180896759033,-0.22132807970046997,13.736974716186523
2020-03-16,25.0,24.733976364135742,24.553688049316406,24.974063873291016
2020-03-17,10.0,10.261333465576172,9.657443046569824,10.71938705444336
2020-03-18,0.0,16.53000831604004,-0.1444677710533142,42.18808364868164
2020-03-19,40.0,42.668827056884766,39.149112701416016,55.20661926269531
2020-03-20,66.0,56.7310791015625,20.129526138305664,66.24047088623047
2020-03-21,0.0,8.919031143188477,-0.06445330381393433,44.02806091308594
2020-03-22,29.0,34.021705627441406,7.412180423736572,75.34098052978516
2020-03-23,55.0,51.659217834472656,38.76125717163086,54.97269058227539
2020-03-24,33.0,33.23366165161133,33.07881546020508,33.48185348510742
2020-03-25,45.0,54.1585807800293,44.954139709472656,90.52811431884766
2020-03-26,97.0,96.77113342285156,96.56275939941406,97.0760498046875
2020-03-27,116.0,116.9781265258789,113.99047088623047,123.50255584716797
2020-03-28,90.0,90.23494720458984,89.92159271240234,90.46245574951172
2020-03-29,294.0,257.5204772949219,112.42009735107422,293.9651794433594
2020-03-30,92.0,76.031982421875,12.152201652526855,92.06839752197266
2020-03-31,102.0,100.03374481201172,91.99929809570312,102.21550750732422
2020-04-01,165.0,164.96949768066406,164.78558349609375,165.0795135498047
2020-04-02,184.0,183.95916748046875,183.5694580078125,184.2255096435547
2020-04-03,51.0,160.92356872558594,51.583919525146484,246.2244873046875
2020-04-04,228.0,192.45632934570312,52.381954193115234,227.74453735351562
2020-04-05,113.0,110.42315673828125,99.10672760009766,113.3551254272461
