,Virgin Islands,forecast,interval_low,interval_high
2020-01-23,0.0,0.011491638608276844,-0.0015137791633605957,0.05450087785720825
2020-01-24,0.0,0.23486265540122986,-0.0033402442932128906,1.1805951595306396
2020-01-25,0.0,0.23595455288887024,-0.002794623374938965,1.1756551265716553
2020-01-26,0.0,0.0506950207054615,-0.04899865388870239,0.30175334215164185
2020-01-27,0.0,-0.013734221458435059,-0.0606914758682251,0.0006825625896453857
2020-01-28,0.0,-0.00258442759513855,-0.030308961868286133,0.017758220434188843
2020-01-29,0.0,-0.03415846824645996,-0.1280764937400818,-0.001093745231628418
2020-01-30,0.0,1.3282395601272583,0.0003961920738220215,6.635666370391846
2020-01-31,0.0,-9.456276893615723e-05,-0.0006986856460571289,0.00043261051177978516
2020-02-01,0.0,-0.0008715808507986367,-0.0036386847496032715,0.0008299648761749268
2020-02-02,0.0,-0.0010200142860412598,-0.006488144397735596,0.0006957650184631348
2020-02-03,0.0,-0.0002603352186270058,-0.003864288330078125,0.001050412654876709
2020-02-04,0.0,-0.017216617241501808,-0.11151355504989624,0.031330406665802
2020-02-05,0.0,2.0939110981998965e-05,-0.005276501178741455,0.002426624298095703
2020-02-06,0.0,-0.0013577878708019853,-0.003221571445465088,0.0025304853916168213
2020-02-07,0.0,0.0017972469795495272,-0.0008913874626159668,0.004103899002075195
2020-02-08,0.0,0.002704316284507513,-0.00034821033477783203,0.007071822881698608
2020-02-09,0.0,-0.23845477402210236,-0.8064882755279541,0.0009174346923828125
2020-02-10,0.0,0.06456567347049713,0.0005602240562438965,0.31380873918533325
2020-02-11,0.0,-0.0009850322967395186,-0.003960728645324707,0.00022491812705993652
2020-02-12,0.0,-0.009539174847304821,-0.036140501499176025,-0.0003014802932739258
2020-02-13,0.0,-0.016931474208831787,-0.03815513849258423,0.0011349320411682129
2020-02-14,0.0,-0.0009046137565746903,-0.05128443241119385,0.051215797662734985
2020-02-15,0.0,-0.003863102290779352,-0.02643120288848877,0.0059525370597839355
2020-02-16,0.0,-0.0012280226219445467,-0.005447804927825928,0.0013094842433929443
2020-02-17,0.0,-0.0005869626766070724,-0.003498673439025879,0.0023555755615234375
2020-02-18,0.0,0.013731789775192738,-0.09621232748031616,0.19312095642089844
2020-02-19,0.0,-0.0003224074898753315,-0.00622326135635376,0.007412761449813843
2020-02-20,0.0,-0.006339734885841608,-0.020964980125427246,0.0014483630657196045
2020-02-21,0.0,-0.02345421351492405,-0.12172830104827881,0.007889747619628906
2020-02-22,0.0,0.016302019357681274,0.00040477514266967773,0.07050490379333496
2020-02-23,0.0,-0.024189990013837814,-0.1103816032409668,0.0010519325733184814
2020-02-24,0.0,0.7738920450210571,0.0005557835102081299,2.5510127544403076
2020-02-25,0.0,0.22989757359027863,-0.00039386749267578125,1.1460750102996826
2020-02-26,0.0,-0.018721003085374832,-0.03734135627746582,0.002052992582321167
2020-02-27,0.0,-0.03945305198431015,-0.18786942958831787,0.005640745162963867
2020-02-28,0.0,-0.009116935543715954,-0.044579148292541504,0.0018029510974884033
2020-02-29,0.0,0.0016177535289898515,-0.0015078186988830566,0.005886673927307129
2020-03-01,0.0,-0.05898413807153702,-0.2941948175430298,0.00028818845748901367
2020-03-02,0.0,0.04151979833841324,-0.0001628398895263672,0.20755133032798767
2020-03-03,0.0,0.0003874659596476704,-0.0011340975761413574,0.003181248903274536
2020-03-04,0.0,0.02091006003320217,-0.012143492698669434,0.118655264377594
2020-03-05,0.0,0.015137678012251854,-0.003361046314239502,0.07602545619010925
2020-03-06,0.0,0.002770549152046442,0.000616908073425293,0.005278885364532471
2020-03-07,0.0,-0.004297482781112194,-0.0077877044677734375,-0.0016886591911315918
2020-03-08,0.0,0.010493194684386253,-0.0003210306167602539,0.047909677028656006
2020-03-09,0.0,-0.16154754161834717,-0.7973732948303223,-0.0002588629722595215
2020-03-10,0.0,0.007675069384276867,0.0027593374252319336,0.010995596647262573
2020-03-11,0.0,-0.011609000153839588,-0.0547296404838562,0.001436382532119751
2020-03-12,0.0,-0.010082376189529896,-0.04132920503616333,6.449222564697266e-05
2020-03-13,0.0,-0.0012929558288305998,-0.009030461311340332,0.006114840507507324
2020-03-14,0.0,0.003486979054287076,-0.0004506111145019531,0.008709728717803955
2020-03-15,0.0,-0.002906072186306119,-0.004822134971618652,-0.0008072257041931152
2020-03-16,1.0,0.9963695406913757,0.9879015684127808,1.004082441329956
2020-03-17,1.0,0.44696417450904846,0.01436874270439148,0.9989879131317139
2020-03-18,0.0,0.24508385360240936,0.002935081720352173,1.2013605833053589
2020-03-19,1.0,0.5622930526733398,-0.21483629941940308,1.0026576519012451
2020-03-20,0.0,0.5476983189582825,-0.001059889793395996,2.7272326946258545
2020-03-21,3.0,2.9949138164520264,2.9866089820861816,2.9999356269836426
2020-03-22,0.0,0.5790545344352722,0.002409696578979492,2.876340866088867
2020-03-23,1.0,4.254595756530762,0.9986841678619385,9.573732376098633
2020-03-24,10.0,9.986940383911133,9.98038101196289,9.992016792297363
2020-03-25,0.0,0.23070736229419708,-0.0003269314765930176,1.1286652088165283
2020-03-26,0.0,0.0058972956612706184,-0.0008272528648376465,0.016480475664138794
2020-03-27,2.0,2.3346805572509766,1.999947190284729,2.85209059715271
2020-03-28,3.0,2.992435932159424,2.986865997314453,2.996206045150757
2020-03-29,1.0,1.3245052099227905,1.0022432804107666,2.6043331623077393
2020-03-30,7.0,5.560373306274414,-0.18160629272460938,7.000324726104736
2020-03-31,0.0,1.3565386533737183,0.0007912218570709229,6.771250247955322
