,Wisconsin,forecast,interval_low,interval_high
2020-04-29,6520.0,5377.39404296875,5119.50927734375,5807.46240234375
2020-04-30,6854.0,5583.10400390625,5295.2529296875,6062.212890625
2020-05-01,7314.0,5876.20068359375,5511.0087890625,6394.03759765625
2020-05-02,7660.0,5951.04638671875,5630.52392578125,6497.39794921875
2020-05-03,7964.0,6478.50048828125,6256.6708984375,6803.51416015625
2020-05-04,8236.0,6741.54150390625,6499.337890625,7085.6669921875
2020-05-05,8566.0,6885.58056640625,6555.0791015625,7321.1943359375
2020-05-06,8901.0,6987.25927734375,6686.19287109375,7458.349609375
2020-05-07,9215.0,7243.38623046875,6909.55859375,7767.64306640625
2020-05-08,9590.0,7565.06201171875,7146.25830078125,8127.22021484375
2020-05-09,9939.0,7677.27001953125,7304.9072265625,8274.453125
2020-05-10,10219.0,8589.8974609375,8411.30078125,8861.501953125
2020-05-11,10418.0,8891.32421875,8697.1923828125,9169.638671875
2020-05-12,10611.0,9047.8330078125,8743.974609375,9433.853515625
2020-05-13,10902.0,9217.4248046875,8931.244140625,9644.81640625
2020-05-14,11275.0,9524.01953125,9206.328125,10003.5419921875
2020-05-15,11685.0,9870.892578125,9469.3984375,10380.671875
2020-05-16,12187.0,10046.5556640625,9686.9638671875,10593.4833984375
2020-05-17,12543.0,10968.8544921875,10890.5859375,11094.431640625
2020-05-18,12687.0,11284.2080078125,11222.513671875,11401.611328125
2020-05-19,12885.0,11565.52734375,11392.4892578125,11789.76953125
2020-05-20,13413.0,11765.6787109375,11597.470703125,12022.8466796875
2020-05-21,13885.0,12072.5126953125,11877.1689453125,12377.119140625
2020-05-22,14396.0,12479.0634765625,12212.5712890625,12800.1298828125
2020-05-23,14877.0,12696.8203125,12464.00390625,13044.5478515625
2020-05-24,15277.0,13229.73046875,13166.6689453125,13314.5625
2020-05-25,15584.0,13562.6611328125,13521.84375,13643.0888671875
2020-05-26,15863.0,13890.9794921875,13854.625,13947.2900390625
2020-05-27,16462.0,14170.74609375,14124.240234375,14248.9560546875
2020-05-28,16974.0,14502.4853515625,14436.912109375,14620.1064453125
2020-05-29,17707.0,14912.1748046875,14795.412109375,15028.92578125
2020-05-30,18230.0,15205.49609375,15108.04296875,15337.1591796875
2020-05-31,18403.0,16042.3173828125,15847.2158203125,16287.5751953125
2020-06-01,18543.0,16398.4609375,16174.9482421875,16641.095703125
2020-06-02,18917.0,16763.595703125,16614.330078125,16901.1328125
2020-06-03,19400.0,17152.521484375,17009.41796875,17261.65234375
2020-06-04,19892.0,17520.0546875,17405.76953125,17621.638671875
2020-06-05,20249.0,17914.228515625,17777.515625,17992.61328125
2020-06-06,20571.0,18314.005859375,18178.35546875,18388.671875
2020-06-07,20835.0,19275.59375,18919.548828125,19678.9609375
2020-06-08,21038.0,19652.798828125,19264.19140625,20050.611328125
2020-06-09,21308.0,20129.560546875,19783.228515625,20444.458984375
2020-06-10,21593.0,20586.001953125,20222.1328125,20860.314453125
2020-06-11,21926.0,20963.71484375,20617.53515625,21243.93359375
2020-06-12,22246.0,21383.517578125,20995.818359375,21669.447265625
2020-06-13,22518.0,21859.984375,21457.236328125,22116.07421875
2020-06-14,22758.0,21933.083984375,21496.87109375,22424.744140625
2020-06-15,22932.0,22339.380859375,21871.43359375,22819.779296875
2020-06-16,23198.0,22925.841796875,22470.208984375,23348.73828125
2020-06-17,23456.0,23395.228515625,22904.59765625,23772.8203125
2020-06-18,23876.0,23775.244140625,23295.96875,24167.904296875
2020-06-19,24154.0,24244.2890625,23713.95703125,24660.830078125
2020-06-20,24539.0,24762.4609375,24210.375,25126.521484375
2020-06-21,24819.0,23974.666015625,23537.787109375,24478.87890625
2020-06-22,25068.0,24408.169921875,23941.845703125,24895.076171875
2020-06-23,25331.0,25059.0234375,24586.8359375,25505.21875
2020-06-24,25763.0,25536.392578125,25018.580078125,25937.876953125
2020-06-25,26227.0,25928.357421875,25417.189453125,26352.2890625
