,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Total,forecast,interval_low,interval_high
2020-04-30,7088.0,355.0,7655.0,3281.0,50130.0,15284.0,27700.0,4734.0,49.0,4323.0,33690.0,26264.0,103.0,145.0,618.0,1984.0,52918.0,17835.0,7145.0,4413.0,4708.0,28001.0,1095.0,21742.0,63211.0,43478.0,5136.0,6815.0,7956.0,453.0,4281.0,5053.0,2146.0,118652.0,3411.0,304372.0,10754.0,1067.0,14.0,18027.0,3618.0,2510.0,47971.0,1539.0,8621.0,6095.0,2449.0,10735.0,28727.0,4672.0,866.0,66.0,15847.0,14327.0,1125.0,6854.0,559.0,1072667.0,941181.5,838581.9375,979251.4375
2020-05-01,7294.0,364.0,7969.0,3337.0,52026.0,15793.0,28764.0,4918.0,49.0,4658.0,34728.0,27489.0,103.0,145.0,619.0,2015.0,56055.0,18630.0,7884.0,4634.0,4882.0,28711.0,1123.0,23472.0,65388.0,44524.0,5730.0,7212.0,8190.0,453.0,5008.0,5248.0,2310.0,121190.0,3513.0,308314.0,11070.0,1107.0,14.0,18743.0,3748.0,2579.0,49579.0,1575.0,8962.0,6258.0,2525.0,11891.0,29692.0,4828.0,879.0,66.0,16902.0,14637.0,1152.0,7314.0,566.0,1106829.0,968646.5,850607.375,1006219.375
2020-05-02,7611.0,365.0,8364.0,3372.0,53347.0,16225.0,29287.0,5038.0,49.0,4797.0,35463.0,28331.0,103.0,145.0,620.0,2061.0,58505.0,19295.0,8643.0,4885.0,4879.0,29140.0,1153.0,24473.0,67438.0,45424.0,6232.0,7441.0,8449.0,455.0,5317.0,5389.0,2429.0,123717.0,3732.0,312977.0,11588.0,1153.0,14.0,19335.0,3851.0,2635.0,50494.0,1757.0,9289.0,6489.0,2588.0,12661.0,30917.0,4985.0,886.0,66.0,17738.0,15003.0,1185.0,7660.0,579.0,1136024.0,992330.875,879980.1875,1036173.875
2020-05-03,7888.0,368.0,8640.0,3437.0,54903.0,16635.0,29287.0,5208.0,49.0,5016.0,36078.0,28665.0,103.0,145.0,620.0,2061.0,61499.0,19933.0,9175.0,5156.0,5130.0,29340.0,1185.0,25462.0,69318.0,46047.0,6663.0,7550.0,8712.0,455.0,5661.0,5472.0,2518.0,126744.0,3850.0,316415.0,11770.0,1191.0,14.0,19914.0,3972.0,2680.0,51225.0,1808.0,9477.0,6626.0,2631.0,13177.0,31998.0,5175.0,897.0,66.0,18672.0,15185.0,1195.0,7964.0,586.0,1161611.0,1036764.875,987498.5,1061165.875
2020-05-04,8112.0,370.0,8924.0,3491.0,55884.0,16918.0,29973.0,5288.0,49.0,5170.0,36897.0,29451.0,103.0,145.0,621.0,2106.0,63777.0,20507.0,9703.0,5383.0,5245.0,29673.0,1205.0,26408.0,70388.0,46348.0,7234.0,7877.0,8998.0,457.0,6037.0,5630.0,2588.0,128269.0,4031.0,318953.0,11971.0,1225.0,14.0,20474.0,4044.0,2759.0,52816.0,1843.0,9652.0,6757.0,2668.0,13571.0,32783.0,5317.0,902.0,66.0,19493.0,15462.0,1224.0,8236.0,596.0,1184086.0,1062063.875,1016333.625,1086895.875
2020-05-05,8437.0,371.0,9305.0,3525.0,58456.0,17367.0,30621.0,5371.0,49.0,5322.0,37439.0,29998.0,103.0,145.0,625.0,2127.0,65889.0,21033.0,10111.0,5648.0,5822.0,29996.0,1226.0,27117.0,71654.0,46914.0,7851.0,8207.0,9195.0,456.0,6373.0,5660.0,2636.0,130593.0,4138.0,321192.0,12510.0,1266.0,14.0,20969.0,4127.0,2839.0,53864.0,1924.0,9933.0,6841.0,2721.0,13690.0,33912.0,5449.0,907.0,66.0,20257.0,15594.0,1246.0,8566.0,604.0,1208271.0,1088241.25,1036518.4375,1114685.25
2020-05-06,8691.0,372.0,9707.0,3611.0,60616.0,17832.0,30995.0,5778.0,49.0,5461.0,38002.0,30743.0,103.0,149.0,626.0,2158.0,68232.0,21870.0,10404.0,5993.0,5934.0,30399.0,1254.0,28163.0,73538.0,47738.0,8579.0,8424.0,9447.0,456.0,6689.0,5741.0,2741.0,131890.0,4291.0,323978.0,13053.0,1323.0,15.0,21576.0,4202.0,2916.0,54800.0,1968.0,10205.0,6936.0,2780.0,13938.0,34928.0,5595.0,908.0,66.0,20985.0,15905.0,1242.0,8901.0,631.0,1233527.0,1110955.25,1053187.625,1140876.0
2020-05-07,9046.0,374.0,9945.0,3703.0,62148.0,18370.0,31784.0,5939.0,49.0,5654.0,38828.0,31618.0,103.0,149.0,629.0,2178.0,70871.0,22503.0,11059.0,6332.0,6129.0,30652.0,1330.0,29374.0,75338.0,48412.0,9365.0,8686.0,9683.0,456.0,7334.0,5855.0,2843.0,133991.0,4493.0,327469.0,13540.0,1371.0,15.0,22131.0,4330.0,2989.0,55956.0,2031.0,10530.0,7142.0,2906.0,14096.0,36036.0,5724.0,916.0,66.0,21570.0,16231.0,1287.0,9215.0,635.0,1261409.0,1132539.5,1067357.0,1163756.5
2020-05-08,9385.0,377.0,10526.0,3747.0,63800.0,18827.0,32411.0,6111.0,49.0,5899.0,39199.0,32181.0,103.0,151.0,629.0,2178.0,73760.0,23146.0,11457.0,6667.0,6288.0,30855.0,1374.0,30485.0,77090.0,49170.0,10088.0,9090.0,9829.0,458.0,7818.0,5920.0,2947.0,135840.0,4673.0,330407.0,14006.0,1425.0,15.0,23016.0,4424.0,3068.0,57371.0,2156.0,10779.0,7367.0,3145.0,14441.0,37246.0,5919.0,919.0,68.0,22342.0,16388.0,1323.0,9590.0,644.0,1288587.0,1157313.25,1082391.375,1192528.125
2020-05-09,9668.0,378.0,10960.0,3747.0,66572.0,19375.0,32984.0,6277.0,49.0,6102.0,40001.0,32588.0,103.0,151.0,631.0,2205.0,76085.0,23732.0,11671.0,6829.0,6440.0,31417.0,1408.0,31534.0,78561.0,49676.0,10790.0,9378.0,9988.0,458.0,8093.0,6171.0,3011.0,137397.0,4778.0,333122.0,14478.0,1464.0,16.0,23697.0,4490.0,3160.0,58560.0,2173.0,10989.0,7531.0,3393.0,14768.0,38394.0,6103.0,921.0,68.0,23196.0,16674.0,1323.0,9939.0,653.0,1314320.0,1180048.875,1111691.375,1214922.0
2020-05-10,9889.0,379.0,11119.0,4012.0,67600.0,19703.0,33554.0,6277.0,49.0,6272.0,40596.0,33580.0,103.0,151.0,632.0,2230.0,77741.0,24126.0,11959.0,6951.0,6440.0,31600.0,1436.0,32587.0,79676.0,50086.0,11271.0,9501.0,10105.0,458.0,8171.0,6120.0,3071.0,138754.0,4863.0,335395.0,14938.0,1491.0,16.0,24081.0,4589.0,3228.0,59939.0,2198.0,11274.0,7653.0,3517.0,14985.0,39258.0,6251.0,927.0,69.0,24081.0,16891.0,1360.0,10219.0,662.0,1334084.0,1225937.125,1198527.5,1246721.0
2020-05-11,10164.0,379.0,11383.0,4043.0,69329.0,19879.0,33765.0,6565.0,49.0,6389.0,40982.0,34002.0,103.0,151.0,634.0,2260.0,79007.0,24627.0,12373.0,7159.0,6677.0,31815.0,1462.0,33373.0,80409.0,50631.0,11799.0,9674.0,10212.0,459.0,8407.0,6152.0,3160.0,140206.0,5069.0,337055.0,15274.0,1518.0,19.0,24777.0,4613.0,3286.0,60459.0,2256.0,11450.0,7792.0,3614.0,15544.0,40555.0,6362.0,926.0,69.0,25070.0,17122.0,1366.0,10418.0,669.0,1352962.0,1248663.5,1227505.625,1266344.125
2020-05-12,10464.0,383.0,11736.0,4164.0,70980.0,20157.0,34333.0,6741.0,49.0,6485.0,41923.0,34924.0,103.0,152.0,635.0,2293.0,83021.0,25127.0,12912.0,7240.0,6853.0,32050.0,1477.0,34061.0,81370.0,51263.0,12494.0,9908.0,10329.0,461.0,8532.0,6313.0,3239.0,140917.0,5212.0,338485.0,15622.0,1571.0,19.0,25250.0,4732.0,3358.0,61310.0,2299.0,11614.0,7927.0,3663.0,16111.0,41668.0,6432.0,927.0,69.0,25800.0,17330.0,1378.0,10611.0,675.0,1375152.0,1273114.125,1246877.625,1291031.25
2020-05-13,10700.0,383.0,12216.0,4236.0,72798.0,20475.0,34855.0,6952.0,49.0,6584.0,42402.0,35427.0,103.0,152.0,638.0,2293.0,84694.0,25473.0,13289.0,7518.0,6853.0,32662.0,1515.0,34812.0,82657.0,51819.0,12917.0,10090.0,10520.0,462.0,8912.0,6476.0,3299.0,141560.0,5364.0,340661.0,16352.0,1647.0,19.0,25721.0,4858.0,3416.0,62101.0,2329.0,11835.0,8030.0,3732.0,16370.0,43020.0,6620.0,929.0,69.0,26746.0,17512.0,1398.0,10902.0,688.0,1396110.0,1294612.125,1269161.25,1316566.375
2020-05-14,11101.0,383.0,12674.0,4366.0,74871.0,20838.0,35464.0,7223.0,49.0,6736.0,43210.0,35977.0,103.0,152.0,637.0,2351.0,87937.0,26053.0,13675.0,7705.0,7225.0,33489.0,1565.0,35903.0,84460.0,53167.0,13435.0,10483.0,10684.0,462.0,9260.0,6504.0,3382.0,142704.0,5503.0,343051.0,16968.0,1712.0,19.0,26357.0,4963.0,3479.0,63105.0,2427.0,12016.0,8189.0,3792.0,16699.0,44480.0,6749.0,932.0,69.0,27813.0,17773.0,1427.0,11275.0,701.0,1423727.0,1315356.25,1287297.125,1336000.75
2020-05-15,11373.0,388.0,13169.0,4463.0,76693.0,21232.0,36085.0,7373.0,49.0,6871.0,44138.0,36772.0,103.0,154.0,638.0,2351.0,90369.0,26656.0,14049.0,7886.0,7444.0,33837.0,1603.0,36986.0,85786.0,53810.0,14240.0,10801.0,10873.0,466.0,9610.0,6733.0,3453.0,143984.0,5662.0,345813.0,17494.0,1761.0,19.0,26954.0,5087.0,3541.0,64136.0,2542.0,12219.0,8407.0,3887.0,16960.0,45721.0,6913.0,933.0,69.0,28672.0,17951.0,1447.0,11685.0,716.0,1449027.0,1337690.625,1306457.0,1364921.25
2020-05-16,11674.0,388.0,13666.0,4578.0,78725.0,21633.0,36703.0,7547.0,49.0,7042.0,44811.0,37212.0,103.0,154.0,639.0,2419.0,92457.0,27280.0,14328.0,7939.0,7688.0,34117.0,1648.0,37968.0,87374.0,54315.0,14969.0,11123.0,11049.0,468.0,10220.0,6813.0,3556.0,145089.0,5847.0,348232.0,18130.0,1848.0,21.0,27474.0,5237.0,3612.0,65185.0,2589.0,12434.0,8661.0,3959.0,17263.0,47452.0,7068.0,934.0,69.0,29683.0,18288.0,1470.0,12187.0,741.0,1474128.0,1359896.75,1333065.625,1384391.875
2020-05-17,11771.0,388.0,13945.0,4759.0,80166.0,21938.0,37419.0,7670.0,49.0,7123.0,45588.0,37579.0,103.0,154.0,640.0,2419.0,94191.0,27778.0,14651.0,7953.0,7688.0,34432.0,1687.0,38804.0,88500.0,54963.0,15668.0,11296.0,11172.0,468.0,10177.0,6949.0,3596.0,146504.0,5938.0,350121.0,18673.0,1900.0,21.0,27923.0,5310.0,3623.0,65700.0,2646.0,12674.0,8816.0,3987.0,17359.0,48396.0,7238.0,940.0,69.0,30388.0,18433.0,1492.0,12543.0,754.0,1493132.0,1398038.75,1382878.0,1414474.25
2020-05-18,12086.0,388.0,14208.0,4813.0,81518.0,22202.0,38116.0,7869.0,49.0,7270.0,46442.0,38283.0,103.0,154.0,640.0,2455.0,96485.0,28255.0,14955.0,8303.0,7935.0,34709.0,1713.0,39762.0,89566.0,55855.0,16372.0,11432.0,11320.0,470.0,10625.0,7061.0,3652.0,148240.0,6096.0,351371.0,19207.0,1931.0,21.0,28454.0,5398.0,3687.0,66669.0,2710.0,12795.0,8942.0,4027.0,18011.0,49177.0,7384.0,940.0,69.0,31140.0,18611.0,1502.0,12687.0,766.0,1514901.0,1419072.125,1403424.625,1441228.5
2020-05-19,12376.0,400.0,14576.0,4923.0,83764.0,22482.0,38430.0,8037.0,49.0,7434.0,46944.0,38855.0,103.0,154.0,641.0,2455.0,98030.0,28705.0,15296.0,8353.0,8069.0,35038.0,1741.0,41546.0,90521.0,56465.0,17029.0,11704.0,11452.0,471.0,10854.0,7096.0,3721.0,149356.0,6192.0,352845.0,19239.0,1994.0,21.0,28952.0,5489.0,3726.0,67311.0,2805.0,12951.0,9056.0,4085.0,18412.0,50552.0,7518.0,944.0,69.0,32145.0,18811.0,1502.0,12885.0,776.0,1535350.0,1441219.75,1427220.125,1465261.0
2020-05-20,13052.0,401.0,14906.0,5003.0,86018.0,22797.0,39017.0,8194.0,49.0,7551.0,47471.0,39801.0,103.0,154.0,643.0,2506.0,100418.0,29274.0,15620.0,8507.0,8167.0,35316.0,1819.0,42323.0,91654.0,57322.0,17670.0,11967.0,11628.0,478.0,11122.0,7388.0,3868.0,150776.0,6317.0,354370.0,20262.0,2095.0,21.0,29436.0,5532.0,3801.0,68126.0,2866.0,13356.0,9175.0,4177.0,18412.0,51859.0,7710.0,944.0,69.0,32908.0,18971.0,1567.0,13413.0,787.0,1559157.0,1463017.125,1446594.0,1488193.125
2020-05-21,13288.0,401.0,15348.0,5458.0,88056.0,23191.0,39208.0,8386.0,49.0,7788.0,48675.0,40663.0,103.0,165.0,647.0,2506.0,102688.0,29936.0,16170.0,8625.0,8286.0,36504.0,1877.0,43531.0,92860.0,57988.0,18200.0,12222.0,11775.0,479.0,11427.0,7400.0,3935.0,151586.0,6472.0,356458.0,20512.0,2229.0,22.0,30167.0,5680.0,3817.0,69252.0,2913.0,13571.0,9381.0,4177.0,18961.0,53053.0,7874.0,950.0,69.0,34137.0,19117.0,1593.0,13885.0,801.0,1584512.0,1484778.5,1469604.375,1505113.75
2020-05-22,13670.0,403.0,15624.0,5612.0,90281.0,23487.0,39640.0,8529.0,49.0,7893.0,49451.0,41482.0,103.0,165.0,642.0,2595.0,105444.0,30409.0,16492.0,8909.0,8426.0,36925.0,1948.0,44424.0,93796.0,58543.0,19005.0,12625.0,11986.0,479.0,11662.0,7525.0,4014.0,152579.0,6625.0,358154.0,22110.0,2317.0,22.0,30794.0,5849.0,3864.0,70211.0,3030.0,13736.0,9638.0,4356.0,19394.0,53539.0,8057.0,952.0,69.0,34950.0,19265.0,1705.0,14396.0,803.0,1608653.0,1506109.5,1486461.375,1530332.625
2020-05-23,14117.0,407.0,16053.0,5775.0,92564.0,23964.0,40022.0,8529.0,49.0,7966.0,50127.0,42242.0,103.0,165.0,643.0,2595.0,107796.0,30901.0,16898.0,8946.0,8571.0,36925.0,2013.0,45495.0,94641.0,59046.0,19845.0,13005.0,12145.0,479.0,11963.0,7526.0,4089.0,153140.0,6625.0,359926.0,22864.0,2365.0,22.0,31408.0,5960.0,3888.0,71009.0,3100.0,13952.0,9895.0,4464.0,19785.0,54776.0,8260.0,954.0,69.0,35749.0,19265.0,1705.0,14877.0,813.0,1630476.0,1526874.75,1508403.375,1564253.25
2020-05-24,14478.0,407.0,16377.0,5922.0,94069.0,24174.0,40468.0,8809.0,49.0,8110.0,50867.0,42902.0,103.0,166.0,643.0,2626.0,110304.0,31376.0,17251.0,9004.0,8571.0,37169.0,2055.0,46313.0,95708.0,59395.0,20573.0,13260.0,12394.0,479.0,12134.0,7881.0,4149.0,154154.0,6943.0,361515.0,23365.0,2418.0,22.0,31911.0,6037.0,3927.0,71563.0,3189.0,14065.0,10096.0,4563.0,20111.0,55861.0,8392.0,956.0,69.0,36244.0,19828.0,1759.0,15277.0,838.0,1651289.0,1558499.625,1540166.75,1584199.375
2020-05-25,14986.0,408.0,16575.0,6029.0,96470.0,24256.0,40873.0,8965.0,49.0,8225.0,51746.0,43400.0,103.0,166.0,643.0,2626.0,112017.0,31715.0,17557.0,9125.0,8571.0,37809.0,2074.0,47152.0,96366.0,59621.0,21315.0,13458.0,12549.0,479.0,12362.0,7956.0,4197.0,155092.0,7026.0,362764.0,24057.0,2457.0,22.0,32477.0,6090.0,3949.0,71925.0,3260.0,14065.0,10178.0,4586.0,20535.0,56409.0,8521.0,962.0,69.0,37727.0,20065.0,1774.0,15584.0,843.0,1670280.0,1579217.25,1560820.375,1618682.0
2020-05-26,15650.0,410.0,16864.0,6180.0,99492.0,24552.0,41303.0,9066.0,49.0,8334.0,52255.0,43983.0,103.0,167.0,643.0,2626.0,113195.0,32078.0,17703.0,9199.0,8951.0,38054.0,2109.0,47687.0,96826.0,59974.0,21960.0,13731.0,12721.0,479.0,12619.0,8057.0,4231.0,155764.0,7130.0,363836.0,24455.0,2422.0,22.0,33006.0,6138.0,3967.0,72778.0,3324.0,14210.0,10416.0,4653.0,20895.0,57230.0,8620.0,967.0,69.0,39342.0,20181.0,1774.0,15863.0,850.0,1689163.0,1601740.125,1584255.875,1643385.875
2020-05-27,16032.0,411.0,17318.0,6277.0,101071.0,24754.0,41288.0,9096.0,49.0,8406.0,52634.0,44638.0,103.0,170.0,644.0,2699.0,114306.0,32437.0,18369.0,9291.0,9077.0,38497.0,2137.0,48423.0,97428.0,60592.0,22464.0,14044.0,12872.0,481.0,12984.0,8150.0,4286.0,156628.0,7252.0,364965.0,24916.0,2439.0,22.0,33439.0,6229.0,4038.0,73557.0,3397.0,14353.0,10623.0,4710.0,21285.0,58542.0,8706.0,971.0,69.0,40249.0,20406.0,1899.0,16462.0,860.0,1707445.0,1624366.75,1603683.25,1670380.0
2020-05-28,16530.0,424.0,17877.0,6538.0,103813.0,25107.0,41559.0,9171.0,49.0,8492.0,53285.0,45266.0,103.0,171.0,647.0,2770.0,115833.0,33068.0,18586.0,9371.0,9185.0,38802.0,2189.0,49709.0,98198.0,61116.0,22947.0,14372.0,13083.0,485.0,13249.0,8248.0,4389.0,157185.0,7364.0,366733.0,25800.0,2481.0,22.0,33915.0,6273.0,4086.0,74220.0,3486.0,14494.0,10788.0,4793.0,21679.0,60395.0,8921.0,974.0,69.0,41401.0,20764.0,1935.0,16974.0,876.0,1730260.0,1646975.5,1625220.125,1691185.375
2020-05-29,17031.0,429.0,18472.0,6777.0,106638.0,25598.0,41762.0,9236.0,49.0,8538.0,54497.0,45881.0,103.0,172.0,649.0,2770.0,117455.0,33558.0,18957.0,9662.0,9464.0,38802.0,2226.0,50988.0,98880.0,61833.0,23531.0,14793.0,13233.0,493.0,13648.0,8376.0,4492.0,158844.0,7493.0,368284.0,26885.0,2520.0,22.0,34566.0,6338.0,4131.0,74984.0,3647.0,14635.0,11131.0,4866.0,22063.0,60901.0,9264.0,975.0,69.0,42533.0,21071.0,1951.0,17707.0,891.0,1754764.0,1668409.375,1644253.5,1719600.5
2020-05-30,17359.0,433.0,19258.0,7013.0,109895.0,26084.0,42022.0,9422.0,49.0,8717.0,55424.0,46331.0,103.0,172.0,651.0,2803.0,118917.0,34211.0,19244.0,9690.0,9704.0,39577.0,2282.0,52015.0,99773.0,62225.0,24190.0,15229.0,13400.0,505.0,13905.0,8517.0,4492.0,159608.0,7624.0,369660.0,27794.0,2554.0,22.0,35033.0,6418.0,4185.0,75697.0,3718.0,14819.0,11394.0,4960.0,22566.0,62894.0,9533.0,977.0,69.0,43611.0,21349.0,1989.0,18230.0,898.0,1779214.0,1690574.25,1665261.375,1753120.0
2020-05-31,17952.0,459.0,19936.0,7253.0,111951.0,26364.0,42201.0,9498.0,49.0,8801.0,56163.0,47063.0,103.0,172.0,652.0,2839.0,120260.0,34574.0,19552.0,9700.0,9704.0,39916.0,2325.0,52778.0,100468.0,62711.0,24850.0,15523.0,13573.0,515.0,14101.0,8628.0,4651.0,160445.0,7689.0,370770.0,28785.0,2577.0,22.0,35513.0,6418.0,4243.0,76129.0,3776.0,14928.0,11861.0,4993.0,22566.0,64652.0,9797.0,981.0,69.0,44607.0,21702.0,2010.0,18403.0,903.0,1799124.0,1718234.25,1697343.0,1759175.375
2020-06-01,18630.0,466.0,20129.0,7443.0,114733.0,26563.0,42740.0,9605.0,49.0,8857.0,56830.0,47902.0,103.0,175.0,652.0,2839.0,121234.0,34830.0,19699.0,9920.0,10046.0,40341.0,2349.0,53327.0,100805.0,62928.0,25208.0,15752.0,13787.0,519.0,14345.0,8702.0,4685.0,160918.0,7800.0,371711.0,29592.0,2625.0,22.0,35984.0,6573.0,4302.0,76646.0,3873.0,14991.0,12148.0,5034.0,22566.0,65593.0,9999.0,983.0,70.0,45398.0,21977.0,2028.0,18543.0,910.0,1816479.0,1739327.75,1718865.125,1793221.875
2020-06-02,18766.0,486.0,21264.0,7818.0,117215.0,26774.0,42979.0,9685.0,49.0,8886.0,57447.0,48207.0,103.0,175.0,653.0,2933.0,122848.0,35237.0,20019.0,9965.0,10185.0,40746.0,2377.0,54175.0,101163.0,63240.0,25508.0,16041.0,14055.0,523.0,14616.0,8858.0,4749.0,161545.0,8024.0,373040.0,30023.0,2646.0,23.0,36350.0,6692.0,4335.0,77225.0,3935.0,15112.0,12419.0,5067.0,24342.0,67310.0,10202.0,988.0,70.0,46239.0,22157.0,2056.0,18917.0,912.0,1837374.0,1762198.25,1741056.0,1818339.375
2020-06-03,18851.0,504.0,22356.0,8067.0,119374.0,27046.0,43091.0,9712.0,49.0,9016.0,58764.0,48894.0,103.0,177.0,653.0,2933.0,123830.0,35712.0,20300.0,10092.0,10410.0,41133.0,2418.0,54982.0,101592.0,63657.0,25870.0,16322.0,14298.0,525.0,14885.0,8951.0,4795.0,162068.0,8140.0,374085.0,31276.0,2679.0,24.0,36792.0,6805.0,4399.0,77780.0,4023.0,15219.0,12470.0,5162.0,24833.0,68877.0,10497.0,990.0,70.0,46905.0,22484.0,2077.0,19400.0,915.0,1857332.0,1786758.625,1761601.5,1849798.375
2020-06-04,19072.0,512.0,22886.0,8425.0,122194.0,27346.0,43239.0,9746.0,49.0,9120.0,60183.0,49859.0,103.0,179.0,655.0,2990.0,124759.0,36096.0,20806.0,10167.0,10705.0,41562.0,2446.0,55858.0,102063.0,63979.0,26273.0,16560.0,14586.0,539.0,15139.0,9129.0,4876.0,162530.0,8353.0,375133.0,32075.0,2706.0,26.0,37282.0,6907.0,4474.0,78335.0,4508.0,15325.0,12526.0,5247.0,25190.0,70555.0,10813.0,1026.0,71.0,47856.0,22729.0,2102.0,19892.0,921.0,1878683.0,1811375.625,1785087.5,1875321.375
2020-06-05,19387.0,523.0,24439.0,8651.0,125783.0,27601.0,43460.0,9773.0,49.0,9199.0,61488.0,50621.0,103.0,179.0,664.0,3111.0,125915.0,36578.0,21154.0,10306.0,10977.0,41989.0,2482.0,56770.0,102557.0,64821.0,26980.0,16769.0,14753.0,541.0,15406.0,9309.0,4953.0,163336.0,8672.0,376208.0,33295.0,2745.0,26.0,37758.0,7007.0,4570.0,78815.0,4620.0,15441.0,13458.0,5277.0,25664.0,72548.0,11252.0,1027.0,71.0,48532.0,22993.0,2119.0,20249.0,933.0,1903907.0,1834415.375,1806009.75,1907441.5
2020-06-06,20043.0,535.0,25451.0,9101.0,128606.0,27834.0,43818.0,9845.0,49.0,9269.0,62758.0,51359.0,103.0,179.0,673.0,3139.0,126890.0,36997.0,21478.0,10361.0,11287.0,42486.0,2524.0,57482.0,103132.0,64914.0,27501.0,17039.0,15042.0,540.0,15572.0,9491.0,5019.0,163893.0,8800.0,377316.0,34718.0,2816.0,26.0,38111.0,7059.0,4570.0,79505.0,4915.0,15441.0,13538.0,5367.0,26177.0,74470.0,11798.0,1046.0,71.0,49397.0,23442.0,2136.0,20571.0,939.0,1926639.0,1857241.375,1827317.25,1939187.5
2020-06-07,20500.0,543.0,26989.0,9426.0,130657.0,27987.0,43968.0,9942.0,49.0,9332.0,63938.0,51898.0,103.0,179.0,675.0,3139.0,127757.0,37397.0,21712.0,10406.0,11287.0,42816.0,2570.0,57973.0,103436.0,64969.0,27886.0,17270.0,15132.0,545.0,15664.0,9669.0,5043.0,164164.0,8940.0,378097.0,35625.0,2861.0,27.0,38476.0,7150.0,4662.0,79908.0,4985.0,15441.0,14302.0,5438.0,26493.0,75408.0,12066.0,1063.0,71.0,50681.0,23729.0,2144.0,20835.0,947.0,1944370.0,1870344.625,1847416.375,1920627.125
2020-06-08,20925.0,562.0,27678.0,9740.0,133816.0,28169.0,44092.0,9972.0,49.0,9389.0,64904.0,52497.0,103.0,179.0,676.0,3189.0,128415.0,37623.0,22007.0,10544.0,11476.0,43050.0,2588.0,58404.0,103626.0,65104.0,28224.0,17768.0,15355.0,548.0,15786.0,9816.0,5079.0,164497.0,9062.0,378799.0,36517.0,2880.0,28.0,38837.0,7205.0,4922.0,80339.0,5046.0,15642.0,14800.0,5471.0,27005.0,76463.0,12322.0,1075.0,71.0,51251.0,24041.0,2161.0,21038.0,960.0,1961785.0,1892744.75,1869765.0,1954578.5
2020-06-09,21422.0,572.0,28296.0,10080.0,136681.0,28333.0,44179.0,10020.0,49.0,9474.0,66000.0,53249.0,103.0,180.0,682.0,3221.0,129212.0,38033.0,22237.0,10609.0,11707.0,43612.0,2606.0,58904.0,103889.0,65167.0,28523.0,18123.0,15566.0,554.0,15918.0,10045.0,5079.0,164796.0,9105.0,379482.0,37227.0,2901.0,30.0,39162.0,7363.0,4988.0,80870.0,5185.0,15691.0,15228.0,5523.0,27575.0,78208.0,12559.0,1084.0,71.0,51738.0,24354.0,2169.0,21308.0,970.0,1979912.0,1917233.25,1891937.375,1980947.125
2020-06-10,21989.0,592.0,29852.0,10368.0,139715.0,28484.0,44347.0,10056.0,49.0,9537.0,67371.0,53980.0,103.0,180.0,685.0,3260.0,129837.0,38337.0,22626.0,10750.0,11883.0,44030.0,2637.0,59465.0,104156.0,65182.0,28869.0,18483.0,15754.0,561.0,16058.0,10218.0,5178.0,165346.0,9250.0,380156.0,38473.0,2941.0,30.0,39575.0,7483.0,5060.0,81316.0,5329.0,15756.0,15759.0,5604.0,27930.0,80777.0,12864.0,1095.0,72.0,52177.0,24354.0,2194.0,21593.0,980.0,2000706.0,1944272.25,1915934.375,2016090.625
2020-06-11,22845.0,609.0,31267.0,10816.0,143439.0,28632.0,44461.0,10106.0,49.0,9589.0,69069.0,54973.0,103.0,183.0,692.0,3260.0,130603.0,38748.0,22973.0,10823.0,11945.0,44472.0,2667.0,60197.0,104667.0,65449.0,29316.0,18483.0,15946.0,563.0,16315.0,10473.0,5209.0,165816.0,9367.0,380892.0,39584.0,2980.0,30.0,40004.0,7626.0,5237.0,81848.0,5352.0,15862.0,16441.0,5665.0,28340.0,82658.0,13252.0,1110.0,72.0,52647.0,24779.0,2217.0,21926.0,1009.0,2023656.0,1971173.375,1942331.0,2046072.375
2020-06-12,23710.0,624.0,33039.0,11547.0,146659.0,28807.0,44689.0,10173.0,49.0,9654.0,70971.0,55783.0,103.0,183.0,706.0,3353.0,131198.0,39146.0,23350.0,10973.0,12166.0,44995.0,2721.0,60613.0,105059.0,65672.0,29795.0,19091.0,15997.0,573.0,16522.0,10704.0,5251.0,166164.0,9526.0,381714.0,41417.0,3016.0,30.0,40424.0,7849.0,5377.0,82481.0,5536.0,15947.0,17170.0,5742.0,29118.0,84927.0,13577.0,1119.0,72.0,53211.0,25171.0,2249.0,22246.0,1027.0,2048986.0,1996939.25,1966221.625,2081422.5
