,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Total,forecast,interval_low,interval_high
2020-03-01,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,30.0,7825.53369140625,0.0,50707.9296875
2020-03-02,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,53.0,8143.2568359375,0.0,53861.70703125
2020-03-03,0.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,73.0,10378.6796875,0.0,57736.125
2020-03-04,0.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,104.0,14947.6357421875,0.0,71927.8828125
2020-03-05,0.0,0.0,1.0,0.0,51.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,174.0,18521.349609375,0.0,86061.828125
2020-03-06,0.0,0.0,2.0,0.0,59.0,8.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,31.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,222.0,24125.921875,0.0,99083.15625
2020-03-07,0.0,0.0,4.0,0.0,81.0,8.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,76.0,2.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,3.0,2.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,337.0,25378.490234375,0.0,96498.5078125
2020-03-08,0.0,0.0,4.0,0.0,95.0,8.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,22.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,5.0,0.0,106.0,2.0,0.0,0.0,0.0,1.0,14.0,6.0,0.0,3.0,2.0,0.0,3.0,11.0,1.0,1.0,0.0,2.0,122.0,0.0,0.0,0.0,451.0,7851.0810546875,0.0,50716.796875
2020-03-09,0.0,0.0,4.0,0.0,101.0,12.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,1.0,0.0,7.0,3.0,3.0,1.0,4.0,0.0,0.0,5.0,22.0,0.0,2.0,0.0,1.0,0.0,3.0,4.0,4.0,5.0,0.0,142.0,2.0,0.0,0.0,0.0,1.0,14.0,7.0,0.0,3.0,3.0,0.0,3.0,13.0,1.0,1.0,0.0,2.0,122.0,0.0,0.0,0.0,519.0,8176.83984375,0.0,53875.58984375
2020-03-10,0.0,0.0,6.0,0.0,144.0,17.0,1.0,0.0,0.0,0.0,15.0,17.0,0.0,0.0,3.0,0.0,12.0,6.0,8.0,1.0,5.0,0.0,0.0,8.0,41.0,0.0,2.0,0.0,1.0,0.0,3.0,4.0,4.0,15.0,0.0,150.0,7.0,0.0,0.0,3.0,2.0,14.0,12.0,0.0,3.0,7.0,0.0,3.0,16.0,2.0,1.0,0.0,8.0,167.0,0.0,3.0,0.0,711.0,10421.306640625,0.0,57754.796875
2020-03-11,0.0,0.0,9.0,0.0,178.0,34.0,3.0,1.0,0.0,0.0,24.0,23.0,0.0,0.0,2.0,0.0,25.0,11.0,13.0,1.0,8.0,5.0,0.0,9.0,92.0,2.0,5.0,0.0,1.0,0.0,5.0,7.0,5.0,23.0,3.0,220.0,7.0,0.0,0.0,4.0,2.0,19.0,16.0,0.0,5.0,10.0,8.0,9.0,21.0,3.0,1.0,0.0,9.0,282.0,0.0,4.0,0.0,1109.0,14991.041015625,0.0,71942.609375
2020-03-12,0.0,0.0,9.0,0.0,221.0,49.0,5.0,1.0,0.0,0.0,30.0,31.0,0.0,0.0,2.0,0.0,32.0,13.0,14.0,4.0,10.0,19.0,1.0,12.0,107.0,3.0,9.0,1.0,1.0,0.0,10.0,10.0,6.0,29.0,5.0,327.0,15.0,1.0,0.0,5.0,3.0,24.0,22.0,0.0,3.0,7.0,7.0,18.0,27.0,3.0,2.0,0.0,12.0,442.0,0.0,8.0,1.0,1561.0,18567.50390625,0.0,86073.859375
2020-03-13,5.0,1.0,9.0,9.0,281.0,78.0,11.0,4.0,0.0,0.0,50.0,42.0,0.0,0.0,2.0,1.0,46.0,13.0,17.0,6.0,14.0,29.0,3.0,18.0,123.0,24.0,14.0,6.0,4.0,1.0,14.0,18.0,6.0,49.0,10.0,421.0,17.0,1.0,0.0,12.0,3.0,30.0,41.0,0.0,12.0,8.0,8.0,26.0,44.0,9.0,2.0,0.0,27.0,568.0,0.0,19.0,1.0,2157.0,24172.21875,0.0,99092.625
