,Oklahoma,forecast,interval_low,interval_high
2020-03-30,481.0,24155.166595332914,,
2020-03-31,568.0,24153.15405785096,,
2020-04-01,721.0,24144.731541725436,,
2020-04-02,881.0,24109.483935222735,,
2020-04-03,990.0,24101.178834948023,,
2020-04-04,1161.0,24144.765434783734,,
2020-04-05,1254.0,24105.881437346365,,
2020-04-06,1329.0,24136.503314675738,,
2020-04-07,1474.0,24207.55413454862,,
2020-04-08,1526.0,24188.83556508135,,
2020-04-09,1686.0,24198.605909431008,,
2020-04-10,1794.0,24141.250697480635,,
2020-04-11,1868.0,24124.325902022796,,
2020-04-12,1970.0,24149.686170462137,,
2020-04-13,2069.0,24173.97869252662,,
2020-04-14,2184.0,24147.836691422566,,
2020-04-15,2263.0,24159.526448824476,,
2020-04-16,2357.0,24190.850356053994,,
2020-04-17,2465.0,24160.22006019681,,
2020-04-18,2465.0,24121.78141157613,,
2020-04-19,2567.0,24195.281558352908,,
2020-04-20,2680.0,24175.105391572324,,
2020-04-21,2807.0,24127.710640766603,,
2020-04-22,2894.0,24121.377071953528,,
2020-04-23,3017.0,24178.71171049259,,
2020-04-24,3121.0,24122.195707185125,,
2020-04-25,3194.0,24111.85266237175,,
2020-04-26,3254.0,24169.862461202043,,
2020-04-27,3281.0,24224.712398263022,,
2020-04-28,3410.0,24223.42445060037,,
2020-04-29,3473.0,24123.17118376566,,
2020-04-30,3618.0,24129.65321995346,,
2020-05-01,3748.0,24112.304113368118,,
2020-05-02,3851.0,24121.25195370189,,
2020-05-03,3972.0,24136.489675148456,,
2020-05-04,4044.0,24159.129140956902,,
2020-05-05,4127.0,24172.492255777863,,
2020-05-06,4202.0,24183.115136780772,,
2020-05-07,4330.0,24186.10205506005,,
2020-05-08,4424.0,24135.51232487584,,
2020-05-09,4490.0,24149.33110250439,,
2020-05-10,4589.0,24174.082556609414,,
2020-05-11,4613.0,24146.513127096965,,
2020-05-12,4732.0,24170.636843250537,,
2020-05-13,4858.0,24147.539423632978,,
2020-05-14,4963.0,24133.422484278628,,
2020-05-15,5087.0,24148.370104295136,,
2020-05-16,5237.0,24151.018063491134,,
2020-05-17,5310.0,24088.021017208408,,
2020-05-18,5398.0,24148.326535018055,,
2020-05-19,5489.0,24201.37119083143,,
2020-05-20,5532.0,24192.07060043561,,
2020-05-21,5680.0,24198.283506458443,,
2020-05-22,5849.0,24133.747934723833,,
2020-05-23,5960.0,24073.104610035985,,
2020-05-24,6037.0,24130.884525330952,,
2020-05-25,6090.0,24203.071991365865,,
2020-05-26,6138.0,24185.574978589048,,
2020-05-27,6229.0,24173.79677369781,,
2020-05-28,6273.0,24171.134213515157,,
2020-05-29,6338.0,24207.27913687828,,
2020-05-30,6418.0,24184.4408551383,,
2020-05-31,6418.0,24118.83810630162,,
2020-06-01,6573.0,24144.147826552187,,
2020-06-02,6692.0,24097.20126516342,,
2020-06-03,6805.0,24113.70232712151,,
2020-06-04,6907.0,24166.04951002824,,
2020-06-05,7007.0,24184.604555808444,,
2020-06-06,7059.0,24110.379725529732,,
2020-06-07,7150.0,24149.395076674817,,
2020-06-08,7205.0,24176.75838839959,,
2020-06-09,7363.0,24213.460085317285,,
2020-06-10,7483.0,24138.79126600907,,
2020-06-11,7626.0,24117.92687811042,,
2020-06-12,7849.0,24097.554816741555,,
2020-06-13,8073.0,24059.674169586164,,
2020-06-14,8231.0,24062.812050195673,,
2020-06-15,8417.0,24185.025422605773,,
2020-06-16,8645.0,24197.053895216,,
2020-06-17,8904.0,24107.805979445402,,
2020-06-18,9355.0,24076.426801977657,,
2020-06-19,9707.0,24005.449285849067,,
2020-06-20,10038.0,24080.966159276417,,
2020-06-21,10516.0,24157.01275492409,,
2020-06-22,10734.0,24041.758640311797,,
2020-06-23,11031.0,24152.598790205495,,
2020-06-24,11510.0,24260.202707786804,,
2020-06-25,11948.0,24121.13065958563,,
2020-06-26,12347.0,24061.102984185083,,
2020-06-27,12646.0,24189.412629387567,,
2020-06-28,12947.0,24215.31651413892,,
2020-06-29,13175.0,24126.48262351969,,
2020-06-30,13757.0,24194.574790615297,,
2020-07-01,14119.0,24057.21531010886,,
2020-07-02,14531.0,24195.010752375227,,
2020-07-03,15069.0,24215.031750435828,,
2020-07-04,15648.0,24011.75393873971,,
2020-07-05,15931.0,23839.070579681284,,
2020-07-06,16362.0,24249.667573652758,,
2020-07-07,17220.0,24345.302623851865,,
2020-07-08,17894.0,23923.711828267857,,
2020-07-09,18497.0,23933.266676729625,,
2020-07-10,19092.0,24209.320895404453,,
2020-07-11,19779.0,24165.13709598983,,
2020-07-12,20235.0,23938.188103435063,,
2020-07-13,20746.0,24230.669859425536,,
2020-07-14,21740.0,24413.37390240317,,
2020-07-15,22814.0,24006.47190799657,,
2020-07-16,23440.0,23732.396396923243,,
2020-07-17,24140.0,24170.396613526926,,
2020-07-18,25057.0,24259.269283988997,,
2020-07-19,,25729.860214916942,25606.517019795137,25853.203410038746
2020-07-20,,26384.616753663948,26178.121480970014,26591.11202635788
2020-07-21,,27434.18307145461,27165.782955983665,27702.583186925553
2020-07-22,,28512.748111910292,28167.055047172616,28858.441176647968
2020-07-23,,29231.46840234345,28792.551809041353,29670.384995645545
2020-07-24,,29904.7658906432,29391.25358490557,30418.27819638083
2020-07-25,,30750.68213867507,30158.302430537195,31343.061846812947
