,Texas,forecast,interval_low,interval_high
2020-01-23,0.0,0.2150864601135254,0.0009545981884002686,1.0309786796569824
2020-01-24,0.0,-0.11732953786849976,-0.527492880821228,0.0009282827377319336
2020-01-25,0.0,-0.15895172953605652,-0.7308632135391235,-0.00681912899017334
2020-01-26,0.0,0.27935782074928284,-0.001929640769958496,0.8315192461013794
2020-01-27,0.0,0.013665497303009033,-0.3131614923477173,0.38704949617385864
2020-01-28,0.0,0.016715478152036667,-0.01848137378692627,0.053347766399383545
2020-01-29,0.0,0.1736641526222229,-0.017965495586395264,0.8619277477264404
2020-01-30,0.0,2.9890568256378174,-0.006858468055725098,7.511032581329346
2020-01-31,0.0,0.0003840803983621299,-0.01094287633895874,0.008471161127090454
2020-02-01,0.0,-0.002032381249591708,-0.01455843448638916,0.014042288064956665
2020-02-02,0.0,-0.236143559217453,-0.661933183670044,0.0025500059127807617
2020-02-03,0.0,0.005573940463364124,-0.010752975940704346,0.01926448941230774
2020-02-04,0.0,0.015718048438429832,-0.006484627723693848,0.05418509244918823
2020-02-05,0.0,-0.01313406229019165,-0.03179502487182617,0.00567704439163208
2020-02-06,0.0,-0.009043830446898937,-0.02005058526992798,0.00997692346572876
2020-02-07,0.0,0.019824158400297165,-0.007377803325653076,0.07541602849960327
2020-02-08,0.0,0.02880389615893364,-0.020535945892333984,0.15060874819755554
2020-02-09,0.0,0.0003877580165863037,-0.011761367321014404,0.022352606058120728
2020-02-10,0.0,0.026182830333709717,-0.027448058128356934,0.14996832609176636
2020-02-11,0.0,0.002613538410514593,-0.017409563064575195,0.022178232669830322
2020-02-12,0.0,-0.007148909382522106,-0.01617896556854248,0.0031456947326660156
2020-02-13,0.0,-0.07250337302684784,-0.2563338279724121,-0.004605352878570557
2020-02-14,0.0,0.07639516144990921,-0.027627229690551758,0.22411268949508667
2020-02-15,0.0,0.007415574975311756,-0.009504854679107666,0.02762541174888611
2020-02-16,0.0,-0.017016541212797165,-0.02690654993057251,-0.004515230655670166
2020-02-17,0.0,-0.015415072441101074,-0.07169193029403687,0.012799382209777832
2020-02-18,0.0,-0.004182785749435425,-0.026047706604003906,0.02263811230659485
2020-02-19,0.0,0.05632326751947403,-0.01481163501739502,0.21818330883979797
2020-02-20,0.0,0.03703148290514946,-0.004936575889587402,0.1030665934085846
2020-02-21,0.0,-0.011116963811218739,-0.03040522336959839,0.014092773199081421
2020-02-22,0.0,-0.02115556038916111,-0.07835447788238525,0.009855419397354126
2020-02-23,0.0,0.021801745519042015,0.006666630506515503,0.04761824011802673
2020-02-24,0.0,0.05478377267718315,-0.008503973484039307,0.26430147886276245
2020-02-25,0.0,-0.015698229894042015,-0.034508347511291504,-0.0021050572395324707
2020-02-26,0.0,-0.1132708340883255,-0.5265793800354004,0.002276808023452759
2020-02-27,0.0,0.11076126992702484,0.03272932767868042,0.32733529806137085
2020-02-28,0.0,-0.029904937371611595,-0.0686420202255249,-0.00817018747329712
2020-02-29,0.0,-0.05111777037382126,-0.24284929037094116,0.0005192458629608154
2020-03-01,0.0,0.0006274402257986367,-0.0030481815338134766,0.005894988775253296
2020-03-02,0.0,0.087762251496315,0.002431809902191162,0.3411770462989807
2020-03-03,0.0,-0.04082348942756653,-0.25397682189941406,0.02114883065223694
2020-03-04,0.0,-0.0015251636505126953,-0.02538120746612549,0.017220735549926758
2020-03-05,0.0,0.009316295385360718,-0.012218296527862549,0.04949915409088135
2020-03-06,0.0,0.20538575947284698,0.007290065288543701,0.6729740500450134
2020-03-07,0.0,-0.02201022580265999,-0.0833437442779541,0.013680487871170044
2020-03-08,0.0,-0.029569154605269432,-0.14203953742980957,0.008643180131912231
2020-03-09,0.0,0.006249851081520319,-0.2260228991508484,0.29667627811431885
2020-03-10,0.0,-0.014390075579285622,-0.06865352392196655,0.010495185852050781
2020-03-11,0.0,0.04761945456266403,-0.018828630447387695,0.1588653028011322
2020-03-12,0.0,0.02320913039147854,-0.02759164571762085,0.07734039425849915
2020-03-13,0.0,-0.017937099561095238,-0.0618094801902771,0.0035746991634368896
2020-03-14,0.0,0.12457182258367538,0.010246455669403076,0.397677481174469
2020-03-15,0.0,-0.182289719581604,-0.5530961751937866,0.008328109979629517
2020-03-16,0.0,0.25117483735084534,-0.000684201717376709,1.1416454315185547
2020-03-17,1.0,1.6921117305755615,0.9835788011550903,2.664731979370117
2020-03-18,2.0,1.8631737232208252,1.5261434316635132,1.9596753120422363
2020-03-19,2.0,1.4468718767166138,-0.7383372783660889,2.009115695953369
2020-03-20,-1.0,-0.9482839703559875,-0.9757226705551147,-0.9164928197860718
2020-03-21,1.0,1.3069682121276855,0.9665999412536621,1.8459177017211914
2020-03-22,2.0,1.293890357017517,-1.4231557846069336,2.0018527507781982
2020-03-23,2.0,2.0098624229431152,1.9852705001831055,2.048335075378418
2020-03-24,3.0,3.0269994735717773,2.961049795150757,3.1038732528686523
2020-03-25,3.0,3.4464988708496094,2.9554665088653564,5.194913387298584
2020-03-26,6.0,6.080887794494629,5.914773941040039,6.552556037902832
2020-03-27,5.0,4.988964080810547,4.942724227905273,5.007776737213135
2020-03-28,4.0,4.030797004699707,4.0042314529418945,4.054647445678711
2020-03-29,7.0,6.801843166351318,6.096039772033691,6.9997406005859375
2020-03-30,8.0,8.852922439575195,8.001373291015625,11.502941131591797
2020-03-31,9.0,9.001883506774902,8.988173484802246,9.020551681518555
2020-04-01,12.0,11.268745422363281,8.576635360717773,12.00418758392334
2020-04-02,11.0,11.02008056640625,11.01024055480957,11.029723167419434
