,South Carolina,forecast,interval_low,interval_high
2020-01-23,0.0,0.03619621321558952,-0.15006089210510254,0.20541638135910034
2020-01-24,0.0,0.03947923704981804,-0.008822739124298096,0.21432271599769592
2020-01-25,0.0,0.04372796416282654,0.008533507585525513,0.15904143452644348
2020-01-26,0.0,0.06092938780784607,-0.0020347237586975098,0.2173970341682434
2020-01-27,0.0,-0.0028439343441277742,-0.01446688175201416,0.00577351450920105
2020-01-28,0.0,-0.005480331368744373,-0.026559948921203613,0.012104511260986328
2020-01-29,0.0,0.39350539445877075,0.0014087855815887451,1.9232065677642822
2020-01-30,0.0,0.020385216921567917,-0.020701706409454346,0.13588273525238037
2020-01-31,0.0,0.08052351325750351,-0.0007756948471069336,0.3977067172527313
2020-02-01,0.0,0.07072044909000397,-0.0021761655807495117,0.32458823919296265
2020-02-02,0.0,-0.04066596180200577,-0.1911182999610901,-0.0017914772033691406
2020-02-03,0.0,0.0012342631816864014,-0.0019283294677734375,0.005867332220077515
2020-02-04,0.0,0.08556582033634186,-0.00641709566116333,0.41438284516334534
2020-02-05,0.0,0.0005673229461535811,-0.09902465343475342,0.09394955635070801
2020-02-06,0.0,0.001356321619823575,-0.011142313480377197,0.011199355125427246
2020-02-07,0.0,-0.16050294041633606,-0.7928860187530518,0.005825996398925781
2020-02-08,0.0,-0.013078803196549416,-0.028161048889160156,0.011344462633132935
2020-02-09,0.0,0.5439063310623169,0.0022827982902526855,1.3565950393676758
2020-02-10,0.0,0.17178471386432648,-0.03324037790298462,0.9117697477340698
2020-02-11,0.0,0.03196490556001663,0.01827526092529297,0.04144895076751709
2020-02-12,0.0,-0.12189998477697372,-0.257723867893219,-0.036221444606781006
2020-02-13,0.0,0.021914958953857422,-0.004070937633514404,0.1133127510547638
2020-02-14,0.0,0.00805510301142931,-0.009893596172332764,0.031674087047576904
2020-02-15,0.0,-0.012240588665008545,-0.06597596406936646,0.01641896367073059
2020-02-16,0.0,-0.03522448614239693,-0.10454875230789185,0.0003657341003417969
2020-02-17,0.0,0.03161373734474182,-0.11671102046966553,0.24745962023735046
2020-02-18,0.0,-0.026932919397950172,-0.06664252281188965,0.003051936626434326
2020-02-19,0.0,0.018214410170912743,-0.00941610336303711,0.04217085242271423
2020-02-20,0.0,0.05297151952981949,-0.022007465362548828,0.3043597340583801
2020-02-21,0.0,0.007892054505646229,-0.00623476505279541,0.02754536271095276
2020-02-22,0.0,0.005913781933486462,-0.017039000988006592,0.06957423686981201
2020-02-23,0.0,0.022507483139634132,-0.0008809566497802734,0.06629425287246704
2020-02-24,0.0,-0.0296191219240427,-0.12743335962295532,-0.00048470497131347656
2020-02-25,0.0,-0.13831090927124023,-0.6810208559036255,0.09639054536819458
2020-02-26,0.0,0.16461259126663208,-0.002838611602783203,0.8134232759475708
2020-02-27,0.0,0.17089229822158813,-9.882450103759766e-05,0.8107575178146362
2020-02-28,0.0,0.000166153913596645,-0.009782671928405762,0.011152863502502441
2020-02-29,0.0,-0.0010960757499560714,-0.00955820083618164,0.004511803388595581
2020-03-01,0.0,-0.0012408196926116943,-0.003319084644317627,0.003055483102798462
2020-03-02,0.0,0.10852126777172089,-0.0027057528495788574,0.5279131531715393
2020-03-03,0.0,-0.052110832184553146,-0.25888192653656006,0.0062666237354278564
2020-03-04,0.0,-0.04941539838910103,-0.18790197372436523,-0.0057334303855896
2020-03-05,0.0,0.017082273960113525,0.0045095086097717285,0.02305164933204651
2020-03-06,0.0,-0.23275966942310333,-0.8329406976699829,-0.013766586780548096
2020-03-07,0.0,0.015287255868315697,-0.0008830428123474121,0.02451348304748535
2020-03-08,0.0,-0.09520301967859268,-0.21866226196289062,0.002853691577911377
2020-03-09,0.0,1.0299274921417236,0.017090141773223877,2.096156358718872
2020-03-10,0.0,-0.22837448120117188,-1.0897676944732666,0.0004691481590270996
2020-03-11,0.0,0.040640734136104584,-0.011034846305847168,0.17515620589256287
2020-03-12,0.0,-0.0069754598662257195,-0.10843998193740845,0.04445230960845947
2020-03-13,0.0,-0.005204528570175171,-0.02571338415145874,0.013133019208908081
2020-03-14,0.0,0.12984275817871094,-0.0005427002906799316,0.534454345703125
2020-03-15,0.0,0.10245339572429657,-0.044740259647369385,0.5704797506332397
2020-03-16,1.0,0.7042413949966431,-0.4274423122406006,0.9967057704925537
2020-03-17,0.0,0.0097965057939291,0.0013894736766815186,0.022492021322250366
2020-03-18,0.0,0.12606732547283173,-0.00724560022354126,0.5613616704940796
2020-03-19,0.0,0.4138484001159668,-0.007523894309997559,2.0400474071502686
2020-03-20,2.0,0.820855975151062,-0.011825859546661377,1.9671214818954468
2020-03-21,0.0,0.015151244588196278,-0.01828324794769287,0.06455123424530029
2020-03-22,0.0,0.007600885815918446,-0.004531681537628174,0.012892991304397583
2020-03-23,2.0,1.568216323852539,0.8725046515464783,1.9794036149978638
2020-03-24,0.0,0.05862919241189957,-0.010610044002532959,0.24528339505195618
2020-03-25,2.0,2.61140775680542,1.9832507371902466,5.049561023712158
2020-03-26,2.0,2.4495391845703125,1.9864411354064941,3.284945249557495
2020-03-27,4.0,3.5905539989471436,2.057711124420166,3.992845296859741
2020-03-28,2.0,1.7147480249404907,1.0608229637145996,2.008604049682617
2020-03-29,1.0,1.208795428276062,0.9994798898696899,1.996532678604126
2020-03-30,2.0,2.413090229034424,2.0010933876037598,4.043364524841309
2020-03-31,4.0,3.9981281757354736,3.9911320209503174,4.009688377380371
2020-04-01,4.0,4.191495418548584,3.99646258354187,4.919856548309326
