,Maryland,forecast,interval_low,interval_high
2020-01-23,0.0,-0.07751262933015823,-0.3965521454811096,0.012622177600860596
2020-01-24,0.0,-0.011403894051909447,-0.021542489528656006,-0.002080202102661133
2020-01-25,0.0,0.009482068009674549,0.0030399858951568604,0.01771986484527588
2020-01-26,0.0,-0.0012076437706127763,-0.00674968957901001,0.0015395581722259521
2020-01-27,0.0,-0.002816754626110196,-0.015013396739959717,0.008764088153839111
2020-01-28,0.0,0.003328168299049139,-0.004081308841705322,0.01314881443977356
2020-01-29,0.0,0.24206753075122833,-0.012306392192840576,1.2141246795654297
2020-01-30,0.0,-0.009162497706711292,-0.046703994274139404,0.0061223506927490234
2020-01-31,0.0,-0.0006763458368368447,-0.003617227077484131,0.004247695207595825
2020-02-01,0.0,5.194581031799316,-0.0031810402870178223,14.042983055114746
2020-02-02,0.0,-0.0018314480548724532,-0.009934484958648682,0.0010054707527160645
2020-02-03,0.0,0.024793684482574463,-0.008947789669036865,0.11507326364517212
2020-02-04,0.0,-0.03524506837129593,-0.1600285768508911,0.0007312595844268799
2020-02-05,0.0,0.07383464276790619,0.0010644793510437012,0.3350924253463745
2020-02-06,0.0,0.09997191280126572,-0.016907870769500732,0.5066937208175659
2020-02-07,0.0,-0.006386315915733576,-0.021879076957702637,-0.0004761219024658203
2020-02-08,0.0,0.0016935706371441483,-0.019146978855133057,0.014523893594741821
2020-02-09,0.0,-0.005157107021659613,-0.01636749505996704,0.002582043409347534
2020-02-10,0.0,0.002754342509433627,-0.00497281551361084,0.012152105569839478
2020-02-11,0.0,0.04478112608194351,-0.01479196548461914,0.17757725715637207
2020-02-12,0.0,0.16339129209518433,-0.030921876430511475,0.8279470205307007
2020-02-13,0.0,-0.011362552642822266,-0.023775160312652588,0.008357137441635132
2020-02-14,0.0,0.10929162800312042,0.005221515893936157,0.5005699396133423
2020-02-15,0.0,-0.057152312248945236,-0.23156172037124634,0.03381475806236267
2020-02-16,0.0,-0.015937000513076782,-0.07966935634613037,0.006096512079238892
2020-02-17,0.0,-0.00967264175415039,-0.014157772064208984,-0.004205942153930664
2020-02-18,0.0,0.02333736978471279,0.008042454719543457,0.034137189388275146
2020-02-19,0.0,-0.009481662884354591,-0.020119905471801758,0.00350382924079895
2020-02-20,0.0,-0.009783953428268433,-0.044925153255462646,0.031834959983825684
2020-02-21,0.0,-0.012610280886292458,-0.03898191452026367,0.009229063987731934
2020-02-22,0.0,0.00752219557762146,-0.00048482418060302734,0.017567217350006104
2020-02-23,0.0,0.005696892738342285,-0.003982663154602051,0.018415093421936035
2020-02-24,0.0,-0.039074890315532684,-0.17032521963119507,0.010878652334213257
2020-02-25,0.0,-0.008264129981398582,-0.03548908233642578,0.0005238950252532959
2020-02-26,0.0,1.0750534534454346,-0.1995508074760437,5.514530658721924
2020-02-27,0.0,0.008631127886474133,0.0023078322410583496,0.01865464448928833
2020-02-28,0.0,-0.007072168402373791,-0.011905491352081299,0.0008483827114105225
2020-02-29,0.0,-0.0031916021835058928,-0.007258713245391846,0.001913517713546753
2020-03-01,0.0,0.7568683624267578,-0.0040662288665771484,3.7072622776031494
2020-03-02,0.0,0.04613137245178223,-0.0014414191246032715,0.22256386280059814
2020-03-03,0.0,-0.0006876051193103194,-0.006552338600158691,0.002443760633468628
2020-03-04,0.0,0.0008357107872143388,-0.010309338569641113,0.005910933017730713
2020-03-05,0.0,-0.025274019688367844,-0.14050376415252686,0.006716996431350708
2020-03-06,0.0,0.004505813121795654,-0.007788956165313721,0.03218773007392883
2020-03-07,0.0,0.0014838874340057373,-0.008225798606872559,0.009867757558822632
2020-03-08,0.0,0.0022352219093590975,-0.1122661828994751,0.148779034614563
2020-03-09,0.0,-0.008142304606735706,-0.04568690061569214,0.006555080413818359
2020-03-10,0.0,0.04260380193591118,-0.02526193857192993,0.271218478679657
2020-03-11,0.0,0.1952393800020218,0.003960967063903809,0.7503725290298462
2020-03-12,0.0,0.16178250312805176,-0.040419161319732666,0.7791002988815308
2020-03-13,0.0,-0.055891431868076324,-0.196130633354187,-0.01022106409072876
2020-03-14,0.0,0.01661422848701477,-0.00029224157333374023,0.022415757179260254
2020-03-15,0.0,0.00797075591981411,-0.021760284900665283,0.07740667462348938
2020-03-16,0.0,0.015948181971907616,-0.04072284698486328,0.06387925148010254
2020-03-17,0.0,-0.0011959612602367997,-0.012836992740631104,0.018888503313064575
2020-03-18,0.0,-0.05189499258995056,-0.21965759992599487,0.0036523938179016113
2020-03-19,1.0,0.9148364067077637,0.6978689432144165,1.0056383609771729
2020-03-20,1.0,1.0379221439361572,1.0121104717254639,1.0849237442016602
2020-03-21,0.0,-0.0015370429027825594,-0.011363327503204346,0.011160403490066528
2020-03-22,1.0,0.6087595820426941,-0.0534854531288147,0.9947762489318848
2020-03-23,0.0,0.0732559859752655,0.0028539299964904785,0.31995606422424316
2020-03-24,1.0,0.512028694152832,-0.2460901141166687,0.9969733953475952
2020-03-25,0.0,1.2777574062347412,0.0213298499584198,5.727898120880127
2020-03-26,0.0,0.17373719811439514,-0.040088117122650146,0.878120481967926
2020-03-27,1.0,0.9898689389228821,0.9812721014022827,1.0004222393035889
2020-03-28,0.0,1.6798419952392578,0.005485028028488159,7.188151836395264
2020-03-29,5.0,5.320407867431641,4.938338279724121,6.664506435394287
2020-03-30,5.0,4.464625358581543,2.328916549682617,4.999985694885254
2020-03-31,3.0,4.868738174438477,2.9938297271728516,6.968613147735596
2020-04-01,13.0,12.993494033813477,12.9788818359375,13.005889892578125
