,West Virginia,forecast,interval_low,interval_high
2020-03-29,113.0,4780.851410505675,,
2020-03-30,145.0,4785.483926733892,,
2020-03-31,162.0,4770.640417919405,,
2020-04-01,191.0,4791.5000609834,,
2020-04-02,216.0,4777.419878251623,,
2020-04-03,237.0,4783.308053731233,,
2020-04-04,282.0,4789.621914357285,,
2020-04-05,324.0,4763.795398867716,,
2020-04-06,345.0,4777.654091506456,,
2020-04-07,412.0,4798.235159192664,,
2020-04-08,483.0,4749.450433672523,,
2020-04-09,514.0,4761.954711800274,,
2020-04-10,574.0,4809.607372914494,,
2020-04-11,577.0,4765.946122327294,,
2020-04-12,593.0,4829.4050938090095,,
2020-04-13,611.0,4800.579098039346,,
2020-04-14,640.0,4790.962949319324,,
2020-04-15,702.0,4785.812925808161,,
2020-04-16,728.0,4751.165363399848,,
2020-04-17,775.0,4800.6341939220265,,
2020-04-18,785.0,4769.802607558148,,
2020-04-19,890.0,4810.008091908915,,
2020-04-20,902.0,4716.06740508514,,
2020-04-21,908.0,4828.062304783648,,
2020-04-22,939.0,4817.959990761789,,
2020-04-23,981.0,4769.616185498057,,
2020-04-24,1010.0,4784.984331195241,,
2020-04-25,1010.0,4786.626176332839,,
2020-04-26,1055.0,4818.077063397123,,
2020-04-27,1063.0,4754.071468514564,,
2020-04-28,1095.0,4812.0720930472335,,
2020-04-29,1110.0,4772.1934544103815,,
2020-04-30,1125.0,4796.069664773588,,
2020-05-01,1152.0,4789.760674371527,,
2020-05-02,1185.0,4778.621150640253,,
2020-05-03,1195.0,4774.993996153595,,
2020-05-04,1224.0,4802.237559406366,,
2020-05-05,1246.0,4773.647466813475,,
2020-05-06,1242.0,4787.792509388417,,
2020-05-07,1287.0,4809.933581091655,,
2020-05-08,1323.0,4754.657540145634,,
2020-05-09,1323.0,4776.508876596343,,
2020-05-10,1360.0,4815.294029471205,,
2020-05-11,1366.0,4761.266045931598,,
2020-05-12,1378.0,4805.497963707967,,
2020-05-13,1398.0,4791.073504873976,,
2020-05-14,1427.0,4779.790150830894,,
2020-05-15,1447.0,4777.0400414760015,,
2020-05-16,1470.0,4787.09524126604,,
2020-05-17,1492.0,4783.005205147027,,
2020-05-18,1502.0,4783.642009255669,,
2020-05-19,1502.0,4797.012005089316,,
2020-05-20,1567.0,4799.5359322830645,,
2020-05-21,1593.0,4736.649732299746,,
2020-05-22,1705.0,4792.8904901306505,,
2020-05-23,1705.0,4712.59394258059,,
2020-05-24,1759.0,4835.504212346205,,
2020-05-25,1774.0,4772.949103271894,,
2020-05-26,1774.0,4799.144171511675,,
2020-05-27,1899.0,4829.931185606913,,
2020-05-28,1935.0,4677.654351866287,,
2020-05-29,1951.0,4825.538414013543,,
2020-05-30,1989.0,4806.822451645621,,
2020-05-31,2010.0,4781.2367789955015,,
2020-06-01,2028.0,4799.119456051127,,
2020-06-02,2056.0,4805.58223272729,,
2020-06-03,2077.0,4776.621956290661,,
2020-06-04,2102.0,4798.433592178109,,
2020-06-05,2119.0,4779.0020281306915,,
2020-06-06,2136.0,4797.715577837595,,
2020-06-07,2144.0,4783.698424260085,,
2020-06-08,2161.0,4801.283952143032,,
2020-06-09,2169.0,4778.479450959665,,
2020-06-10,2194.0,4798.148199484567,,
2020-06-11,2217.0,4769.823512977786,,
2020-06-12,2249.0,4785.167449472512,,
2020-06-13,2274.0,4770.304824692347,,
2020-06-14,2290.0,4787.86680027043,,
2020-06-15,2322.0,4788.658716611407,,
2020-06-16,2341.0,4778.083116889396,,
2020-06-17,2376.0,4788.242478545637,,
2020-06-18,2418.0,4778.795300449227,,
2020-06-19,2468.0,4767.618589121724,,
2020-06-20,2500.0,4775.758432888164,,
2020-06-21,2533.0,4786.64752723687,,
2020-06-22,2552.0,4791.865811921945,,
2020-06-23,2593.0,4793.789891874042,,
2020-06-24,2631.0,4780.492190280011,,
2020-06-25,2694.0,4776.891976110596,,
2020-06-26,2730.0,4767.668424620641,,
2020-06-27,2782.0,4787.454089671753,,
2020-06-28,2832.0,4782.020767803301,,
2020-06-29,2870.0,4772.564525269469,,
2020-06-30,2905.0,4803.164589443084,,
2020-07-01,2979.0,4783.882221081423,,
2020-07-02,3053.0,4762.977782882452,,
2020-07-03,3126.0,4761.081665102584,,
2020-07-04,3205.0,4783.972973484914,,
2020-07-05,3262.0,4761.596025226652,,
2020-07-06,3442.0,4805.775381563989,,
2020-07-07,3505.0,4672.7032407392635,,
2020-07-08,3707.0,4839.123420010965,,
2020-07-09,3826.0,4678.044184041818,,
2020-07-10,3983.0,4797.072206563718,,
2020-07-11,4146.0,4763.955580501118,,
2020-07-12,4244.0,4752.538103249284,,
2020-07-13,4313.0,4840.32539094276,,
2020-07-14,4407.0,4829.222871644998,,
2020-07-15,4557.0,4799.385589400102,,
2020-07-16,4657.0,4742.353829078452,,
2020-07-17,4783.0,4815.133200727785,,
2020-07-18,4894.0,4765.943979546832,,
2020-07-19,,5012.785027239822,4970.62233960185,5054.947714877793
2020-07-20,,5129.526633854001,5066.624942019045,5192.428325688958
2020-07-21,,5249.148576109414,5160.168931055512,5338.128221163315
2020-07-22,,5367.421055800703,5251.171867873709,5483.670243727696
2020-07-23,,5488.613322161367,5345.689476647302,5631.537167675432
2020-07-24,,5607.86793708398,5433.542047337993,5782.193826829967
2020-07-25,,5730.4326819046955,5525.203137636425,5935.662226172966
