,Illinois,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.07701639419356517,0.07701639419356517,0.07701639419356517
2020-01-25,0.0,0.10665955802661374,0.10665955802661374,0.10665955802661374
2020-01-26,0.0,0.13014909022951193,0.13014909022951193,0.13014909022951193
2020-01-27,0.0,0.16033818036502767,0.16033818036502767,0.16033818036502767
2020-01-28,0.0,0.21103896576500103,0.21103896576500103,0.21103896576500103
2020-01-29,0.0,0.2692461346401592,0.2692461346401592,0.2692461346401592
2020-01-30,0.0,0.35948715826799393,0.35948715826799393,0.35948715826799393
2020-01-31,0.0,0.4214282142473587,0.4214282142473587,0.4214282142473587
2020-02-01,0.0,0.3989980495096282,0.3989980495096282,0.3989980495096282
2020-02-02,0.0,0.33021788113529266,0.33021788113529266,0.33021788113529266
2020-02-03,0.0,0.2838881469151931,0.2838881469151931,0.2838881469151931
2020-02-04,0.0,0.2777588709121206,0.2777588709121206,0.2777588709121206
2020-02-05,0.0,0.29995698191017833,0.29995698191017833,0.29995698191017833
2020-02-06,0.0,0.32952968214397066,0.32952968214397066,0.32952968214397066
2020-02-07,0.0,0.34405312031148794,0.34405312031148794,0.34405312031148794
2020-02-08,0.0,0.33471616929179854,0.33471616929179854,0.33471616929179854
2020-02-09,0.0,0.3143135313738452,0.3143135313738452,0.3143135313738452
2020-02-10,0.0,0.300635979390754,0.300635979390754,0.300635979390754
2020-02-11,0.0,0.30062502136710045,0.30062502136710045,0.30062502136710045
2020-02-12,0.0,0.3103773409173537,0.3103773409173537,0.3103773409173537
2020-02-13,0.0,0.32091185814129247,0.32091185814129247,0.32091185814129247
2020-02-14,0.0,0.3245247962124379,0.3245247962124379,0.3245247962124379
2020-02-15,0.0,0.3201061668316428,0.3201061668316428,0.3201061668316428
2020-02-16,0.0,0.3128513134354555,0.3128513134354555,0.3128513134354555
2020-02-17,0.0,0.3086200675199213,0.3086200675199213,0.3086200675199213
2020-02-18,0.0,0.3094893439441543,0.3094893439441543,0.3094893439441543
2020-02-19,0.0,0.31353554600394146,0.31353554600394146,0.31353554600394146
2020-02-20,0.0,0.31716367866344713,0.31716367866344713,0.31716367866344713
2020-02-21,0.0,0.31789894649731454,0.31789894649731454,0.31789894649731454
2020-02-22,0.0,0.31591486896395676,0.31591486896395676,0.31591486896395676
2020-02-23,0.0,0.31330297483414427,0.31330297483414427,0.31330297483414427
2020-02-24,0.0,0.3120568244815166,0.3120568244815166,0.3120568244815166
2020-02-25,0.0,0.3126905248421136,0.3126905248421136,0.3126905248421136
2020-02-26,0.0,0.3142867065604196,0.3142867065604196,0.3142867065604196
2020-02-27,0.0,0.3154876074796128,0.3154876074796128,0.3154876074796128
2020-02-28,0.0,0.3155427834092811,0.3155427834092811,0.3155427834092811
2020-02-29,0.0,0.31469731772521564,0.31469731772521564,0.31469731772521564
2020-03-01,0.0,0.3137736385253025,0.3137736385253025,0.3137736385253025
2020-03-02,0.0,0.3134396113738037,0.3134396113738037,0.3134396113738037
2020-03-03,0.0,0.3137796036974698,0.3137796036974698,0.3137796036974698
2020-03-04,0.0,0.3143860459949415,0.3143860459949415,0.3143860459949415
2020-03-05,0.0,0.3147664768843063,0.3147664768843063,0.3147664768843063
2020-03-06,0.0,0.3147093604704968,0.3147093604704968,0.3147093604704968
2020-03-07,0.0,0.3143643061301428,0.3143643061301428,0.3143643061301428
2020-03-08,0.0,0.31404631739575023,0.31404631739575023,0.31404631739575023
2020-03-09,0.0,0.31397181164757937,0.31397181164757937,0.31397181164757937
2020-03-10,0.0,0.31413177756502314,0.31413177756502314,0.31413177756502314
2020-03-11,0.0,0.31435510673911743,0.31435510673911743,0.31435510673911743
2020-03-12,0.0,0.3144690155361563,0.3144690155361563,0.3144690155361563
2020-03-13,0.0,0.31442078526029915,0.31442078526029915,0.31442078526029915
2020-03-14,0.0,0.31428496538612916,0.31428496538612916,0.31428496538612916
2020-03-15,0.0,0.3141789940032984,0.3141789940032984,0.3141789940032984
2020-03-16,0.0,0.3141697968900388,0.3141697968900388,0.3141697968900388
2020-03-17,1.0,1.314239530666512,1.314239530666512,1.314239530666512
2020-03-18,0.0,0.0,0.0,0.0
2020-03-19,3.0,3.414096784737301,3.414096784737301,3.414096784737301
2020-03-20,1.0,0.0,0.0,0.0
2020-03-21,1.0,0.8768737411436813,0.8768737411436813,0.8768737411436813
2020-03-22,3.0,3.0904110456691507,3.0904110456691507,3.0904110456691507
2020-03-23,3.0,1.4475578558865938,1.4475578558865938,1.4475578558865938
2020-03-24,4.0,3.0769157706236037,3.0769157706236037,3.0769157706236037
2020-03-25,3.0,1.330485812450352,1.330485812450352,1.330485812450352
2020-03-26,7.0,6.852457803580262,6.852457803580262,6.852457803580262
2020-03-27,8.0,4.639948855610849,4.639948855610849,4.639948855610849
2020-03-28,13.0,9.096464915292087,9.096464915292087,9.096464915292087
2020-03-29,19.0,11.554882496040165,11.554882496040165,11.554882496040165
2020-03-30,7.0,0.0,0.0,0.0
2020-03-31,26.0,27.539358168465558,27.539358168465558,27.539358168465558
2020-04-01,42.0,27.67742894940655,27.67742894940655,27.67742894940655
2020-04-02,22.0,0.0,0.0,0.0
2020-04-03,47.0,43.78415537344837,43.78415537344837,43.78415537344837
2020-04-04,34.0,10.984004914070049,10.984004914070049,10.984004914070049
2020-04-05,30.0,24.76301137706205,24.76301137706205,24.76301137706205
2020-04-06,33.0,33.331729906223586,33.331729906223586,33.331729906223586
2020-04-07,73.0,71.93119236768302,71.93119236768302,71.93119236768302
2020-04-08,82.0,51.91627306070609,51.91627306070609,51.91627306070609
2020-04-09,66.0,30.70856281630516,30.70856281630516,30.70856281630516
2020-04-10,69.0,53.04864948310284,53.04864948310284,53.04864948310284
2020-04-11,80.0,64.28565810438467,64.28565810438467,64.28565810438467
2020-04-12,43.0,22.389321355744933,22.389321355744933,22.389321355744933
2020-04-13,78.0,95.07463168173189,95.07463168173189,95.07463168173189
2020-04-14,70.0,63.01944131516372,63.01944131516372,63.01944131516372
2020-04-15,81.0,90.25677230552768,90.25677230552768,90.25677230552768
2020-04-16,123.0,121.35953228778982,121.35953228778982,121.35953228778982
2020-04-17,60.0,13.175453519345012,13.175453519345012,13.175453519345012
2020-04-18,127.0,138.0070299354575,138.0070299354575,138.0070299354575
2020-04-19,31.0,0.0,0.0,0.0
2020-04-20,59.0,102.47669360590733,102.47669360590733,102.47669360590733
2020-04-21,119.0,144.60378215948688,144.60378215948688,144.60378215948688
2020-04-22,97.0,70.00279898190874,70.00279898190874,70.00279898190874
2020-04-23,123.0,126.59711403779532,126.59711403779532,126.59711403779532
2020-04-24,107.0,72.82330611920969,72.82330611920969,72.82330611920969
2020-04-25,80.0,62.04915573764315,62.04915573764315,62.04915573764315
2020-04-26,58.0,59.37415532897219,59.37415532897219,59.37415532897219
2020-04-27,50.0,68.89641485639605,68.89641485639605,68.89641485639605
2020-04-28,142.0,183.5145467815101,183.5145467815101,183.5145467815101
2020-04-29,90.0,57.94088363282404,57.94088363282404,57.94088363282404
2020-04-30,140.0,158.255250688991,158.255250688991,158.255250688991
2020-05-01,102.0,63.986946421885335,63.986946421885335,63.986946421885335
2020-05-02,102.0,84.84776978319863,84.84776978319863,84.84776978319863
2020-05-03,59.0,38.03353125531884,38.03353125531884,38.03353125531884
2020-05-04,41.0,59.34559096865115,59.34559096865115,59.34559096865115
2020-05-05,175.0,234.9771371078093,234.9771371078093,234.9771371078093
2020-05-06,140.0,88.9116635341902,88.9116635341902,88.9116635341902
2020-05-07,137.0,124.43338553028586,124.43338553028586,124.43338553028586
2020-05-08,130.0,104.67784881789328,104.67784881789328,104.67784881789328
2020-05-09,108.0,74.71488120009545,74.71488120009545,74.71488120009545
2020-05-10,57.0,44.079913091214564,44.079913091214564,44.079913091214564
2020-05-11,53.0,87.04076542212005,87.04076542212005,87.04076542212005
2020-05-12,142.0,207.28098229251322,207.28098229251322,207.28098229251322
2020-05-13,191.0,192.94334637549028,192.94334637549028,192.94334637549028
2020-05-14,136.0,89.64723977256543,89.64723977256543,89.64723977256543
2020-05-15,131.0,112.30645201062117,112.30645201062117,112.30645201062117
2020-05-16,70.0,34.480400491297424,34.480400491297424,34.480400491297424
2020-05-17,48.0,62.2770113142784,62.2770113142784,62.2770113142784
2020-05-18,57.0,99.39640996981854,99.39640996981854,99.39640996981854
2020-05-19,145.0,203.22470825544886,203.22470825544886,203.22470825544886
2020-05-20,146.0,150.8587488271117,150.8587488271117,150.8587488271117
2020-05-21,82.0,77.30627278233322,77.30627278233322,77.30627278233322
2020-05-22,108.0,128.89794123838865,128.89794123838865,128.89794123838865
2020-05-23,75.0,35.17611997252678,35.17611997252678,35.17611997252678
2020-05-24,66.0,47.31425000110821,47.31425000110821,47.31425000110821
2020-05-25,29.0,33.9374248090699,33.9374248090699,33.9374248090699
2020-05-26,38.0,111.25705764867804,111.25705764867804,111.25705764867804
2020-05-27,160.0,247.14101901286872,247.14101901286872,247.14101901286872
2020-05-28,103.0,58.796872001253604,58.796872001253604,58.796872001253604
2020-05-29,84.0,60.982193392807176,60.982193392807176,60.982193392807176
2020-05-30,60.0,25.015923470632956,25.015923470632956,25.015923470632956
2020-05-31,60.0,44.32034370041123,44.32034370041123,44.32034370041123
