,Georgia,forecast,interval_low,interval_high
2020-01-23,0.0,0.03377906605601311,-0.036207497119903564,0.1762033998966217
2020-01-24,0.0,0.02615210972726345,-0.016529619693756104,0.16617625951766968
2020-01-25,0.0,0.005780392792075872,-0.0015072226524353027,0.015252530574798584
2020-01-26,0.0,0.07667304575443268,-0.002430438995361328,0.35303300619125366
2020-01-27,0.0,1.75387442111969,0.005129456520080566,4.032686710357666
2020-01-28,0.0,0.05257111042737961,-0.05883973836898804,0.3538752496242523
2020-01-29,0.0,0.748967707157135,-0.01097726821899414,3.623220920562744
2020-01-30,0.0,-0.4528883993625641,-1.829972267150879,0.00599217414855957
2020-01-31,0.0,0.003082066774368286,-0.012450158596038818,0.01609739661216736
2020-02-01,0.0,0.003545433282852173,-0.0026322007179260254,0.0209445059299469
2020-02-02,0.0,0.02327529713511467,-0.004486441612243652,0.1305113136768341
2020-02-03,0.0,0.6263995170593262,-0.0029464364051818848,1.611188292503357
2020-02-04,0.0,0.5835028886795044,0.014125347137451172,2.038518190383911
2020-02-05,0.0,0.07001084834337234,-0.0730484127998352,0.2384616732597351
2020-02-06,0.0,-0.008212965913116932,-0.02522432804107666,0.0075927674770355225
2020-02-07,0.0,0.01447254978120327,-0.0020661354064941406,0.04096463322639465
2020-02-08,0.0,0.6755133867263794,-0.02719658613204956,3.395367383956909
2020-02-09,0.0,-0.22397556900978088,-0.661842942237854,-0.005269289016723633
2020-02-10,0.0,-0.048012811690568924,-0.2218204140663147,0.05056074261665344
2020-02-11,0.0,0.5825780630111694,0.006196022033691406,2.82736873626709
2020-02-12,0.0,-0.0016665816074237227,-0.015684306621551514,0.009781062602996826
2020-02-13,0.0,-0.4821349084377289,-1.2623693943023682,0.012826353311538696
2020-02-14,0.0,0.09620092809200287,-0.021484076976776123,0.4521503746509552
2020-02-15,0.0,0.004949158523231745,-0.0026981234550476074,0.021151810884475708
2020-02-16,0.0,-0.2513729929924011,-1.2054364681243896,0.0014296174049377441
2020-02-17,0.0,0.005778986029326916,-0.01605135202407837,0.025961458683013916
2020-02-18,0.0,0.01847887597978115,-0.06459873914718628,0.14415901899337769
2020-02-19,0.0,0.05616950988769531,-0.01631850004196167,0.3173782229423523
2020-02-20,0.0,0.012275660410523415,0.0037010610103607178,0.031288206577301025
2020-02-21,0.0,-0.02667553350329399,-0.12511396408081055,0.04129454493522644
2020-02-22,0.0,-0.07866856455802917,-0.5493556261062622,0.11050868034362793
2020-02-23,0.0,-0.010106539353728294,-0.04426318407058716,0.003979742527008057
2020-02-24,0.0,-0.049635808914899826,-0.2361411452293396,0.0067615807056427
2020-02-25,0.0,-0.006476563401520252,-0.08766967058181763,0.10202249884605408
2020-02-26,0.0,0.016357433050870895,-0.0050217509269714355,0.05177265405654907
2020-02-27,0.0,0.21135453879833221,0.0009088516235351562,0.9251059293746948
2020-02-28,0.0,0.10016442835330963,-0.06229877471923828,0.5894340872764587
2020-02-29,0.0,-0.00863426923751831,-0.010424017906188965,-0.006761491298675537
2020-03-01,0.0,0.0032113969791680574,-0.003549039363861084,0.008237898349761963
2020-03-02,0.0,0.32949304580688477,-0.040379464626312256,1.6715538501739502
2020-03-03,0.0,-0.0024858892429620028,-0.014603614807128906,0.006446868181228638
2020-03-04,0.0,0.0967240259051323,-0.048570990562438965,0.5331414341926575
2020-03-05,0.0,0.015205425210297108,-0.0027565360069274902,0.043738722801208496
2020-03-06,0.0,-0.005773001816123724,-0.07779568433761597,0.032194048166275024
2020-03-07,0.0,0.05811744183301926,-0.028934121131896973,0.33327344059944153
2020-03-08,0.0,0.7019206881523132,-0.20307862758636475,3.1367433071136475
2020-03-09,0.0,-0.1545564830303192,-0.780603289604187,0.06107282638549805
2020-03-10,0.0,0.6453749537467957,0.005616605281829834,3.037886381149292
2020-03-11,0.0,0.3357183039188385,-0.27520042657852173,1.1526684761047363
2020-03-12,1.0,0.7120357751846313,0.18780317902565002,0.9871222376823425
2020-03-13,0.0,-0.14479312300682068,-0.7543073892593384,0.047068268060684204
2020-03-14,0.0,0.12695780396461487,-0.003281533718109131,0.5751057267189026
2020-03-15,0.0,-0.07741899788379669,-0.3551419973373413,0.0058068931102752686
2020-03-16,0.0,-0.014752554707229137,-0.05873894691467285,0.0005761384963989258
2020-03-17,0.0,0.4076150953769684,0.0036399662494659424,1.9839260578155518
2020-03-18,2.0,2.792052745819092,1.9955402612686157,5.872291088104248
2020-03-19,7.0,6.362204551696777,4.069662094116211,6.992892742156982
2020-03-20,4.0,4.3970866203308105,4.008735179901123,5.642856597900391
2020-03-21,6.0,5.95541524887085,5.8987202644348145,6.019371509552002
2020-03-22,5.0,5.424349308013916,4.992556095123291,5.9191107749938965
2020-03-23,0.0,0.04310055822134018,0.010934650897979736,0.11781862378120422
2020-03-24,7.0,6.991260528564453,6.969172954559326,7.007272243499756
2020-03-25,8.0,7.791760444641113,6.944786071777344,8.017255783081055
2020-03-26,8.0,15.637083053588867,8.03141975402832,20.931550979614258
2020-03-27,16.0,15.940910339355469,15.896132469177246,15.974634170532227
2020-03-28,5.0,8.293128967285156,5.020837783813477,13.988405227661133
2020-03-29,11.0,10.421615600585938,8.080458641052246,11.055267333984375
2020-03-30,7.0,8.92491626739502,6.992094039916992,16.615215301513672
2020-03-31,24.0,21.176443099975586,9.888314247131348,24.008068084716797
2020-04-01,28.0,27.131790161132812,23.678613662719727,28.026966094970703
2020-04-02,24.0,23.985204696655273,23.90439796447754,24.015310287475586
2020-04-03,21.0,21.70516586303711,21.0092830657959,24.336721420288086
