,Utah,forecast,interval_low,interval_high
2020-03-30,798.0,32544.13908509321,,
2020-03-31,888.0,32574.143056400124,,
2020-04-01,888.0,32555.970724402636,,
2020-04-02,1086.0,32635.31651025581,,
2020-04-03,1248.0,32529.443039841026,,
2020-04-04,1428.0,32566.36690196589,,
2020-04-05,1601.0,32540.173689602878,,
2020-04-06,1678.0,32524.903686782076,,
2020-04-07,1739.0,32563.37816798826,,
2020-04-08,1848.0,32651.57840524253,,
2020-04-09,1856.0,32581.471970410363,,
2020-04-10,2103.0,32713.616707141897,,
2020-04-11,2207.0,32511.7727669228,,
2020-04-12,2303.0,32612.56371292787,,
2020-04-13,2363.0,32577.321953997332,,
2020-04-14,2417.0,32598.885792794412,,
2020-04-15,2548.0,32581.90983109036,,
2020-04-16,2683.0,32644.2642303836,,
2020-04-17,2793.0,32543.756929084702,,
2020-04-18,2917.0,32623.137776757685,,
2020-04-19,3069.0,32522.177310255083,,
2020-04-20,3213.0,32567.64445867746,,
2020-04-21,3297.0,32557.671009119997,,
2020-04-22,3445.0,32619.447571708453,,
2020-04-23,3612.0,32548.79765498087,,
2020-04-24,3782.0,32577.23665091788,,
2020-04-25,3948.0,32570.285530770427,,
2020-04-26,4123.0,32570.65528914492,,
2020-04-27,4236.0,32538.699648636182,,
2020-04-28,4345.0,32615.67536755506,,
2020-04-29,4497.0,32599.86538296434,,
2020-04-30,4672.0,32599.20872356217,,
2020-05-01,4828.0,32582.526817978884,,
2020-05-02,4985.0,32603.200672726034,,
2020-05-03,5175.0,32559.197745331985,,
2020-05-04,5317.0,32556.68144624995,,
2020-05-05,5449.0,32590.212516875785,,
2020-05-06,5595.0,32605.67732293362,,
2020-05-07,5724.0,32584.24172499353,,
2020-05-08,5919.0,32615.02127396384,,
2020-05-09,6103.0,32574.519140748427,,
2020-05-10,6251.0,32569.925981639375,,
2020-05-11,6362.0,32589.22194566781,,
2020-05-12,6432.0,32599.488039514497,,
2020-05-13,6620.0,32625.59478769341,,
2020-05-14,6749.0,32584.80636197683,,
2020-05-15,6913.0,32619.28479035799,,
2020-05-16,7068.0,32585.91351505043,,
2020-05-17,7238.0,32559.863742846366,,
2020-05-18,7384.0,32554.553559616517,,
2020-05-19,7518.0,32601.008293751867,,
2020-05-20,7710.0,32574.684321601206,,
2020-05-21,7874.0,32577.847997165856,,
2020-05-22,8057.0,32575.246944304607,,
2020-05-23,8260.0,32587.39419794564,,
2020-05-24,8392.0,32541.81274019672,,
2020-05-25,8521.0,32609.196131002747,,
2020-05-26,8620.0,32604.7023353531,,
2020-05-27,8706.0,32623.6319098821,,
2020-05-28,8921.0,32647.865068096115,,
2020-05-29,9264.0,32569.811856945344,,
2020-05-30,9533.0,32482.53036084185,,
2020-05-31,9797.0,32530.485811881787,,
2020-06-01,9999.0,32480.948508003716,,
2020-06-02,10202.0,32526.8252922962,,
2020-06-03,10497.0,32584.457995873207,,
2020-06-04,10813.0,32574.978669224085,,
2020-06-05,11252.0,32555.24177926561,,
2020-06-06,11798.0,32492.511180463913,,
2020-06-07,12066.0,32389.013202527192,,
2020-06-08,12322.0,32580.15771962686,,
2020-06-09,12559.0,32564.558220295796,,
2020-06-10,12864.0,32613.435224251753,,
2020-06-11,13252.0,32664.767370173802,,
2020-06-12,13577.0,32634.221073881406,,
2020-06-13,13981.0,32576.03701291506,,
2020-06-14,14313.0,32537.911476394165,,
2020-06-15,14608.0,32531.76829861998,,
2020-06-16,14937.0,32613.918190842844,,
2020-06-17,15344.0,32577.182504203298,,
2020-06-18,15839.0,32555.599951154716,,
2020-06-19,16425.0,32529.898163956466,,
2020-06-20,17068.0,32439.1209863779,,
2020-06-21,17462.0,32405.699667865094,,
2020-06-22,17906.0,32549.794128319285,,
2020-06-23,18300.0,32533.886924951737,,
2020-06-24,18784.0,32617.69476311603,,
2020-06-25,19374.0,32636.562487837313,,
2020-06-26,20050.0,32578.261480567824,,
2020-06-27,20628.0,32454.58796931675,,
2020-06-28,21100.0,32542.601572612264,,
2020-06-29,21664.0,32523.994301843108,,
2020-06-30,22217.0,32544.98763098655,,
2020-07-01,22716.0,32582.509646081846,,
2020-07-02,23270.0,32679.72995078738,,
2020-07-03,23866.0,32565.124304040673,,
2020-07-04,24542.0,32559.433719218116,,
2020-07-05,24952.0,32523.503163225167,,
2020-07-06,25469.0,32670.40412134452,,
2020-07-07,26033.0,32564.498827457523,,
2020-07-08,26755.0,32583.97035036293,,
2020-07-09,27356.0,32526.878548409535,,
2020-07-10,28223.0,32611.653650368316,,
2020-07-11,28855.0,32326.922114106823,,
2020-07-12,29484.0,32568.00397687173,,
2020-07-13,30030.0,32514.313069622927,,
2020-07-14,30478.0,32656.991622785023,,
2020-07-15,30891.0,32664.048911361006,,
2020-07-16,31845.0,32837.938395196215,,
2020-07-17,32572.0,32352.491205123948,,
2020-07-18,33332.0,32647.94749106126,,
2020-07-19,,33943.212914681804,33823.321734994955,34063.10409436865
2020-07-20,,34502.895823328334,34295.56800830723,34710.22363834944
2020-07-21,,35014.98772371152,34727.62757266035,35302.347874762694
2020-07-22,,35753.13187635211,35398.63075826776,36107.63299443646
2020-07-23,,36416.88361866193,36010.22644275481,36823.54079456905
2020-07-24,,37230.698620540854,36775.79911690979,37685.59812417192
2020-07-25,,37895.581752085505,37373.07213548392,38418.09136868709
