,Utah,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,32575.740833501713,,
2020-01-25,0.0,32577.38804606525,,
2020-01-26,0.0,32577.293195530525,,
2020-01-27,0.0,32579.080296258773,,
2020-01-28,0.0,32581.014119617583,,
2020-01-29,0.0,32585.713462274358,,
2020-01-30,0.0,32585.16877262066,,
2020-01-31,0.0,32588.05655781789,,
2020-02-01,0.0,32586.904495800718,,
2020-02-02,0.0,32588.568954376173,,
2020-02-03,0.0,32587.56525673708,,
2020-02-04,0.0,32588.571796157114,,
2020-02-05,0.0,32587.842027225815,,
2020-02-06,0.0,32588.48067452139,,
2020-02-07,0.0,32587.97958267961,,
2020-02-08,0.0,32588.396250373462,,
2020-02-09,0.0,32588.058964706986,,
2020-02-10,0.0,32588.334455530323,,
2020-02-11,0.0,32588.10901768187,,
2020-02-12,0.0,32588.292213185978,,
2020-02-13,0.0,32588.14188593831,,
2020-02-14,0.0,32588.263980802978,,
2020-02-15,0.0,32588.163803472464,,
2020-02-16,0.0,32588.245238390853,,
2020-02-17,0.0,32588.178484450364,,
2020-02-18,0.0,32588.23280954951,,
2020-02-19,0.0,32588.188322372444,,
2020-02-20,0.0,32588.224561497926,,
2020-02-21,0.0,32588.19490948092,,
2020-02-22,0.0,32588.219081807052,,
2020-02-23,0.0,32588.199315466984,,
2020-02-24,0.0,32588.21543760577,,
2020-02-25,0.0,32588.202259946047,,
2020-02-26,0.0,32588.213012142416,,
2020-02-27,0.0,32588.204226387934,,
2020-02-28,0.0,32588.211396890838,,
2020-02-29,0.0,32588.20553901877,,
2020-03-01,0.0,32588.21032076255,,
2020-03-02,0.0,32588.206414922624,,
2020-03-03,0.0,32588.20960361082,,
2020-03-04,0.0,32588.20699926701,,
2020-03-05,0.0,32588.209125595346,,
2020-03-06,0.0,32588.20738904063,,
2020-03-07,1.0,32588.20880693386,,
2020-03-08,1.0,32587.618492153415,,
2020-03-09,1.0,32588.288588883555,,
2020-03-10,2.0,32588.144633880253,,
2020-03-11,3.0,32587.52619282147,,
2020-03-12,3.0,32587.814179923487,,
2020-03-13,9.0,32588.638865464585,,
2020-03-14,10.0,32584.450946809236,,
2020-03-15,18.0,32588.320807506097,,
2020-03-16,28.0,32583.639939249122,,
2020-03-17,39.0,32582.793738118926,,
2020-03-18,47.0,32582.68638802568,,
2020-03-19,62.0,32585.778126542882,,
2020-03-20,95.0,32579.303824667993,,
2020-03-21,118.0,32574.11663603234,,
2020-03-22,162.0,32580.140681028777,,
2020-03-23,257.0,32567.682845836804,,
2020-03-24,298.0,32536.536982324003,,
2020-03-25,340.0,32578.81786992499,,
2020-03-26,396.0,32572.942531016084,,
2020-03-27,472.0,32563.182214947123,,
2020-03-28,602.0,32574.651403679407,,
2020-03-29,720.0,32555.042414808173,,
