,Illinois,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,1.0,,,
2020-01-25,0.0,1427.127357367575,,
2020-01-26,0.0,1428.7059498411782,,
2020-01-27,0.0,1427.1447238457285,,
2020-01-28,0.0,1427.2958622254314,,
2020-01-29,0.0,1427.30374492191,,
2020-01-30,0.0,1427.8386456616865,,
2020-01-31,1.0,1427.6969023894687,,
2020-02-01,0.0,1426.4094689249634,,
2020-02-02,0.0,1429.6804875434175,,
2020-02-03,0.0,1428.5279889327178,,
2020-02-04,0.0,1428.6896279207865,,
2020-02-05,0.0,1428.949668076002,,
2020-02-06,0.0,1429.3645374810108,,
2020-02-07,0.0,1429.1928081321528,,
2020-02-08,0.0,1429.3702527560565,,
2020-02-09,0.0,1429.5391347674843,,
2020-02-10,0.0,1429.699573805385,,
2020-02-11,0.0,1429.851680891969,,
2020-02-12,0.0,1429.9955801428614,,
2020-02-13,0.0,1430.131419714367,,
2020-02-14,0.0,1430.2593762733725,,
2020-02-15,0.0,1430.379655511131,,
2020-02-16,0.0,1430.4924902583414,,
2020-02-17,0.0,1430.5981372021527,,
2020-02-18,0.0,1430.6968728662882,,
2020-02-19,0.0,1430.7889892978612,,
2020-02-20,0.0,1430.8747897585924,,
2020-02-21,0.0,1430.9545846168241,,
2020-02-22,0.0,1431.0286875645838,,
2020-02-23,0.0,1431.0974122318419,,
2020-02-24,0.0,1431.1610692324223,,
2020-02-25,0.0,1431.2199636489806,,
2020-02-26,0.0,1431.2743929455023,,
2020-02-27,0.0,1431.3246452829687,,
2020-02-28,0.0,1431.370998205741,,
2020-02-29,0.0,1431.4137176616832,,
2020-03-01,1.0,1431.4530573171726,,
2020-03-02,1.0,1429.7916301330715,,
2020-03-03,0.0,1431.2228772337694,,
2020-03-04,0.0,1433.0216108561956,,
2020-03-05,1.0,1431.6829714996911,,
2020-03-06,0.0,1430.0356970318828,,
2020-03-07,1.0,1433.448014843478,,
2020-03-08,1.0,1430.3299558566725,,
2020-03-09,0.0,1431.3667398525831,,
2020-03-10,5.0,1433.220446725895,,
2020-03-11,13.0,1423.6128800422448,,
2020-03-12,7.0,1416.7179722346477,,
2020-03-13,14.0,1438.7510624924214,,
2020-03-14,18.0,1419.0997377678848,,
2020-03-15,2.0,1422.068823567315,,
2020-03-16,17.0,1457.5317619223754,,
2020-03-17,78.0,1412.138939053551,,
2020-03-18,111.0,1327.022824464837,,
2020-03-19,150.0,1359.3701268069572,,
2020-03-20,163.0,1343.5928780208503,,
2020-03-21,168.0,1376.2211533318637,,
2020-03-22,296.0,1400.3972437840837,,
2020-03-23,236.0,1214.8511336478707,,
2020-03-24,252.0,1509.4192432872846,,
2020-03-25,328.0,1419.5219627281492,,
2020-03-26,673.0,1314.8075137110845,,
2020-03-27,486.0,845.7730617858674,,
2020-03-28,467.0,1684.7602906626753,,
2020-03-29,1105.0,1459.7059880633533,,
2020-03-30,460.0,356.7591550442646,,
2020-03-31,938.0,2390.9036743157144,,
2020-04-01,986.0,811.725915851738,,
2020-04-02,715.0,1299.8511702225712,,
2020-04-03,1209.0,1889.1186095177566,,
2020-04-04,1453.0,830.0609035485371,,
2020-04-05,902.0,908.1026351331551,,
2020-04-06,1003.0,2367.473404485935,,
2020-04-07,1291.0,1436.1130009224594,,
2020-04-08,1525.0,1004.3579172844027,,
2020-04-09,1344.0,1177.222754246122,,
2020-04-10,1465.0,1847.0568484026903,,
2020-04-11,1293.0,1226.9769785759281,,
2020-04-12,1672.0,1736.9558645526242,,
2020-04-13,1173.0,964.1679827974463,,
2020-04-14,1223.0,2379.2796028011694,,
2020-04-15,1345.0,1555.374441209633,,
2020-04-16,1141.0,1406.8416811039565,,
2020-04-17,1844.0,1879.8306779102916,,
2020-04-18,1582.0,478.6936117495235,,
2020-04-19,1197.0,1724.2236422458764,,
2020-04-20,1156.0,2079.0785099763752,,
2020-04-21,1546.0,1629.9252068875658,,
2020-04-22,2048.0,869.7018587367561,,
2020-04-23,1830.0,748.7738295474641,,
2020-04-24,2721.0,1710.118576021544,,
2020-04-25,2119.0,-197.45890932705015,,
2020-04-26,2126.0,2093.6851309635467,,
2020-04-27,1980.0,1470.6794767946108,,
2020-04-28,2219.0,1848.4745332702419,,
2020-04-29,2256.0,1218.1294336965557,,
2020-04-30,2560.0,1700.168408118338,,
2020-05-01,3137.0,1026.612337195828,,
2020-05-02,2450.0,457.2746261879405,,
2020-05-03,2994.0,2416.3001135092018,,
2020-05-04,2278.0,655.2809395309014,,
2020-05-05,2112.0,2629.969271233212,,
2020-05-06,2343.0,2069.6592439686856,,
2020-05-07,2639.0,1517.1176178567516,,
2020-05-08,2889.0,1106.3167187075728,,
2020-05-09,2325.0,1204.1938415572145,,
2020-05-10,1656.0,2271.2464656955453,,
2020-05-11,1266.0,2609.166360713963,,
2020-05-12,4014.0,2406.3314222633007,,
2020-05-13,1673.0,-2755.179135307004,,
2020-05-14,3243.0,5029.3288678523795,,
2020-05-15,2432.0,-988.4511204546011,,
2020-05-16,2088.0,2247.6582958790395,,
2020-05-17,1734.0,1881.4201181438693,,
2020-05-18,2294.0,2678.7700242974456,,
2020-05-19,1545.0,537.040994154361,,
2020-05-20,2388.0,2998.8393936281536,,
2020-05-21,2270.0,233.24840348409816,,
2020-05-22,2756.0,1428.8202575405228,,
2020-05-23,2352.0,417.36573306571927,,
2020-05-24,2508.0,1921.5174404304173,,
2020-05-25,1713.0,958.8040612926557,,
2020-05-26,1178.0,2788.912690998502,,
2020-05-27,1111.0,2588.504688330828,,
2020-05-28,1527.0,2021.1089558341496,,
2020-05-29,1622.0,1031.9788284591257,,
2020-05-30,1462.0,1403.8001677319644,,
2020-05-31,1343.0,1522.1370759623771,,
2020-06-01,974.0,1351.3980870471253,,
2020-06-02,1614.0,1841.500897994687,,
2020-06-03,982.0,389.37500035557014,,
2020-06-04,929.0,2353.073860053407,,
2020-06-05,1156.0,1537.4183139333572,,
2020-06-06,975.0,989.5104719412873,,
2020-06-07,867.0,1543.2625707517248,,
2020-06-08,658.0,1652.6660517789196,,
2020-06-09,797.0,1644.5677032439041,,
2020-06-10,625.0,1122.99029350594,,
2020-06-11,766.0,1662.6951751008764,,
2020-06-12,595.0,1126.580353595432,,
2020-06-13,673.0,1563.4143048856336,,
2020-06-14,672.0,1155.0789589527162,,
2020-06-15,473.0,1302.8198905665006,,
2020-06-16,623.0,1609.0410514236053,,
2020-06-17,546.0,1122.1504929397806,,
2020-06-18,593.0,1410.7409785872246,,
2020-06-19,692.0,1265.4699496405929,,
2020-06-20,634.0,1153.0831464805801,,
2020-06-21,658.0,1349.7872181614437,,
2020-06-22,462.0,1289.8859829389967,,
2020-06-23,601.0,1642.9969547505157,,
2020-06-24,715.0,1166.5555940713634,,
2020-06-25,894.0,1188.1216851080312,,
2020-06-26,857.0,1035.464063853562,,
2020-06-27,786.0,1355.4528362727308,,
2020-06-28,646.0,1394.6703716553234,,
2020-06-29,738.0,1599.9316873788096,,
2020-06-30,724.0,1300.4076473859393,,
2020-07-01,828.0,1497.1667163429227,,
2020-07-02,869.0,1282.7126758729169,,
2020-07-03,868.0,1323.210885640358,,
2020-07-04,862.0,1353.1090652533865,,
2020-07-05,639.0,1399.787481264686,,
2020-07-06,614.0,1777.8304478465402,,
2020-07-07,1709.0,1547.1117555057374,,
2020-07-08,980.0,-350.5414961793406,,
2020-07-09,1018.0,2406.7870249161497,,
2020-07-10,1327.0,1375.0820760523127,,
2020-07-11,1195.0,810.5950821649838,,
2020-07-12,954.0,1545.978125995252,,
2020-07-13,883.0,2082.6761357175146,,
2020-07-14,707.0,1616.1395204803343,,
2020-07-15,1187.0,1834.0861142555004,,
2020-07-16,1257.0,845.3134258267719,,
2020-07-17,1427.0,1308.549873114204,,
2020-07-18,1276.0,1055.9198497982652,,
2020-07-19,,1227.9156585933417,591.6885494240142,1864.1427677626693
2020-07-20,,1157.3258161265521,492.7134766622129,1821.9381555908913
2020-07-21,,1278.3074094958092,544.4784398683126,2012.1363791233057
2020-07-22,,1312.4224956378182,547.6951060124564,2077.14988526318
2020-07-23,,1399.101055053721,602.7735184390344,2195.4285916684075
2020-07-24,,1382.8788420416474,550.8538405648152,2214.90384351848
2020-07-25,,1391.2317658287056,463.44351916052835,2319.020012496883
