,Ohio,forecast,interval_low,interval_high
2020-01-23,0.0,0.03070412203669548,-0.013132154941558838,0.16594991087913513
2020-01-24,0.0,0.00465664267539978,-0.014681577682495117,0.02664107084274292
2020-01-25,0.0,-0.0275765061378479,-0.10492676496505737,-0.0009745359420776367
2020-01-26,0.0,0.2023947685956955,-0.10109150409698486,1.108501672744751
2020-01-27,0.0,-0.016168147325515747,-0.07799333333969116,0.005542159080505371
2020-01-28,0.0,-0.0010224342113360763,-0.014097273349761963,0.017349064350128174
2020-01-29,0.0,3.115975856781006,-0.0010029077529907227,15.568889617919922
2020-01-30,0.0,0.023786813020706177,-0.012828052043914795,0.13528341054916382
2020-01-31,0.0,0.0013423919444903731,-0.002603590488433838,0.0038930773735046387
2020-02-01,0.0,0.02524431422352791,-0.00020939111709594727,0.08355143666267395
2020-02-02,0.0,0.0022815584670752287,-0.0015666484832763672,0.00821182131767273
2020-02-03,0.0,-0.014680224470794201,-0.05496174097061157,0.0013376176357269287
2020-02-04,0.0,0.0013548076385632157,-0.02133762836456299,0.03356197476387024
2020-02-05,0.0,0.1156531572341919,-0.0006543397903442383,0.4702109396457672
2020-02-06,0.0,-0.015295636840164661,-0.061266303062438965,-0.0008169412612915039
2020-02-07,0.0,0.0036388158332556486,-0.009312152862548828,0.021824896335601807
2020-02-08,0.0,0.05016933009028435,-0.0037989020347595215,0.2289409041404724
2020-02-09,0.0,-0.17938493192195892,-0.8600057363510132,-0.0010663866996765137
2020-02-10,0.0,0.0027166069485247135,-0.04619157314300537,0.06610995531082153
2020-02-11,0.0,-0.004206538200378418,-0.022762179374694824,0.011127054691314697
2020-02-12,0.0,0.007205170579254627,0.0011461973190307617,0.013717204332351685
2020-02-13,0.0,0.001293826149776578,-0.021297574043273926,0.011379987001419067
2020-02-14,0.0,0.006415814161300659,-0.018444478511810303,0.04371100664138794
2020-02-15,0.0,-0.02851285971701145,-0.1361977458000183,0.02102532982826233
2020-02-16,0.0,-0.009345072321593761,-0.05827862024307251,0.019479185342788696
2020-02-17,0.0,-0.016263961791992188,-0.03480345010757446,-0.002658665180206299
2020-02-18,0.0,-0.0025062263011932373,-0.011323750019073486,0.005367279052734375
2020-02-19,0.0,0.0006664752727374434,-0.014146208763122559,0.008182048797607422
2020-02-20,0.0,0.013612109236419201,-0.0015003681182861328,0.025376707315444946
2020-02-21,0.0,-0.01717243157327175,-0.04972785711288452,-0.0012862086296081543
2020-02-22,0.0,0.03332637622952461,-0.004780769348144531,0.10736674070358276
2020-02-23,0.0,0.11212976276874542,-0.010621726512908936,0.5557405352592468
2020-02-24,0.0,0.0022533417213708162,-0.006817460060119629,0.02181515097618103
2020-02-25,0.0,-0.0701117068529129,-0.19659477472305298,-0.0007764101028442383
2020-02-26,0.0,-0.0049935756251215935,-0.029224038124084473,0.005236387252807617
2020-02-27,0.0,0.0175629910081625,-0.002065420150756836,0.06096625328063965
2020-02-28,0.0,0.009295755997300148,0.002201676368713379,0.021007627248764038
2020-02-29,0.0,-0.10949848592281342,-0.3372434377670288,-0.005305290222167969
2020-03-01,0.0,0.014860868453979492,-0.002763211727142334,0.050947725772857666
2020-03-02,0.0,0.029302114620804787,-0.00038361549377441406,0.13936519622802734
2020-03-03,0.0,-0.001811891794204712,-0.049691736698150635,0.043581634759902954
2020-03-04,0.0,-0.006033176090568304,-0.035718560218811035,0.003914207220077515
2020-03-05,0.0,0.008986222557723522,-0.005232632160186768,0.036857038736343384
2020-03-06,0.0,-0.003761589527130127,-0.010525405406951904,0.013108551502227783
2020-03-07,0.0,-0.014551770873367786,-0.0638161301612854,0.00285184383392334
2020-03-08,0.0,0.04260503500699997,-0.006553947925567627,0.20451503992080688
2020-03-09,0.0,-0.24193529784679413,-1.1744728088378906,0.009945422410964966
2020-03-10,0.0,0.02198929153382778,0.0023159682750701904,0.06713566184043884
2020-03-11,0.0,-0.006153428461402655,-0.026441454887390137,0.018348604440689087
2020-03-12,0.0,0.01012522540986538,0.0020501017570495605,0.027878165245056152
2020-03-13,0.0,0.4855741560459137,-0.027961790561676025,1.6642818450927734
2020-03-14,0.0,0.0017586469184607267,-0.01580280065536499,0.020752668380737305
2020-03-15,0.0,-0.020826954394578934,-0.07399642467498779,0.0018517673015594482
2020-03-16,0.0,0.009439128451049328,-0.01004880666732788,0.030903637409210205
2020-03-17,0.0,0.0013476728927344084,-0.012098491191864014,0.007597476243972778
2020-03-18,0.0,-0.004294556565582752,-0.027423441410064697,0.01552581787109375
2020-03-19,0.0,0.5801923871040344,0.00234338641166687,2.8401145935058594
2020-03-20,3.0,1.8311115503311157,0.01602756977081299,3.0060203075408936
2020-03-21,0.0,0.6012042760848999,-0.023606836795806885,3.0052740573883057
2020-03-22,0.0,0.5868135690689087,-0.009896934032440186,2.9362049102783203
2020-03-23,3.0,3.003622055053711,2.994870901107788,3.015568256378174
2020-03-24,2.0,2.4189372062683105,1.9902037382125854,3.0466525554656982
2020-03-25,3.0,3.0000452995300293,2.9893555641174316,3.0253100395202637
2020-03-26,4.0,4.262314319610596,3.991598606109619,5.322943210601807
2020-03-27,4.0,4.745830535888672,3.982166290283203,5.955211639404297
2020-03-28,6.0,5.9963178634643555,5.981570720672607,6.011165142059326
2020-03-29,4.0,6.797846794128418,4.004042625427246,11.8174467086792
2020-03-30,11.0,10.99903678894043,10.99045181274414,11.002121925354004
2020-03-31,15.0,15.112052917480469,11.751531600952148,18.82010841369629
2020-04-01,10.0,11.718064308166504,10.00094223022461,14.703246116638184
2020-04-02,16.0,14.634710311889648,9.264918327331543,15.99359130859375
2020-04-03,10.0,10.016600608825684,9.997302055358887,10.032777786254883
2020-04-04,11.0,10.998918533325195,10.984294891357422,11.006661415100098
2020-04-05,17.0,15.233922004699707,8.26286506652832,16.99725341796875
2020-04-06,23.0,23.94002914428711,22.980194091796875,27.659116744995117
2020-04-07,25.0,25.002887725830078,24.988521575927734,25.017744064331055
2020-04-08,26.0,24.360244750976562,17.952592849731445,25.99808692932129
2020-04-09,20.0,20.038562774658203,20.008804321289062,20.08786392211914
2020-04-10,18.0,18.45541000366211,17.972179412841797,20.321884155273438
2020-04-11,16.0,16.22140121459961,15.919549942016602,17.1870059967041
2020-04-12,6.0,9.784585952758789,6.0014967918396,17.081993103027344
2020-04-13,21.0,21.918039321899414,20.989450454711914,24.923803329467773
2020-04-14,50.0,47.316444396972656,36.86381149291992,49.954105377197266
2020-04-15,38.0,40.498435974121094,38.01813888549805,50.23210906982422
2020-04-16,45.0,44.94832992553711,44.899471282958984,45.0112190246582
2020-04-17,11.0,20.316434860229492,11.01909351348877,35.46808624267578
2020-04-18,33.0,30.49551773071289,20.575674057006836,33.029052734375
2020-04-19,20.0,20.00258445739746,19.98012924194336,20.027324676513672
2020-04-20,38.0,35.62699890136719,26.180112838745117,38.01469039916992
2020-04-21,48.0,49.26261901855469,48.00310134887695,54.20147705078125
2020-04-22,53.0,51.29398727416992,44.63798141479492,52.99055862426758
2020-04-23,46.0,46.03141403198242,45.99988555908203,46.087520599365234
2020-04-24,34.0,29.605981826782227,22.97934913635254,34.001285552978516
2020-04-25,21.0,21.03691864013672,21.012371063232422,21.05795669555664
2020-04-26,17.0,16.982147216796875,16.954408645629883,17.00404930114746
2020-04-27,25.0,26.498748779296875,24.97231101989746,29.568227767944336
2020-04-28,46.0,46.00568389892578,45.99190902709961,46.0323371887207
2020-04-29,138.0,81.02592468261719,39.89058303833008,137.99609375
2020-04-30,39.0,39.006683349609375,38.98142623901367,39.02930450439453
2020-05-01,27.0,25.522232055664062,19.081043243408203,27.52329444885254
2020-05-02,19.0,20.24308204650879,19.000755310058594,22.962364196777344
2020-05-03,17.0,16.997543334960938,16.988880157470703,17.008317947387695
2020-05-04,18.0,24.314889907836914,17.974660873413086,49.517005920410156
2020-05-05,78.0,71.452880859375,45.24979782104492,78.04412078857422
2020-05-06,90.0,75.25395202636719,43.76264953613281,89.95997619628906
2020-05-07,46.0,48.20412063598633,45.95478439331055,56.96581268310547
