,Massachusetts,forecast,interval_low,interval_high
2020-03-29,4955.0,112638.96335474012,,
2020-03-30,5752.0,112821.92801939718,,
2020-03-31,6620.0,112947.78027384898,,
2020-04-01,7738.0,112913.2429262904,,
2020-04-02,8966.0,112834.96996295708,,
2020-04-03,10402.0,112749.30919408744,,
2020-04-04,11736.0,112658.05235841004,,
2020-04-05,12500.0,112672.16915084158,,
2020-04-06,13837.0,112959.85906135754,,
2020-04-07,15202.0,112936.76262667793,,
2020-04-08,16790.0,112834.95703992044,,
2020-04-09,18941.0,112844.72445883718,,
2020-04-10,20974.0,112587.99368545425,,
2020-04-11,22860.0,112499.8558986327,,
2020-04-12,25475.0,112659.66344623631,,
2020-04-13,26867.0,112533.30933003321,,
2020-04-14,28164.0,112967.50362198162,,
2020-04-15,29919.0,113436.10339547541,,
2020-04-16,32181.0,113184.20292036406,,
2020-04-17,34985.0,112819.62883081868,,
2020-04-18,36963.0,112471.85607326742,,
2020-04-19,38674.0,112580.30834007061,,
2020-04-20,40252.0,112845.65453400799,,
2020-04-21,41832.0,112970.40141261401,,
2020-04-22,43614.0,113163.09095046755,,
2020-04-23,46727.0,113212.82627468872,,
2020-04-24,51700.0,112653.61617680325,,
2020-04-25,54135.0,111628.12868275045,,
2020-04-26,55753.0,112214.57160806822,,
2020-04-27,57295.0,113231.27173600747,,
2020-04-28,59193.0,113376.99854357295,,
2020-04-29,61201.0,113496.87934984437,,
2020-04-30,63211.0,113565.44658010593,,
2020-05-01,65388.0,113314.24253676856,,
2020-05-02,67438.0,112746.19065016859,,
2020-05-03,69318.0,112351.72822419058,,
2020-05-04,70388.0,112397.77869253187,,
2020-05-05,71654.0,112953.87787613069,,
2020-05-06,73538.0,113359.13046781336,,
2020-05-07,75338.0,113226.04560882787,,
2020-05-08,77090.0,113104.83300710868,,
2020-05-09,78561.0,112936.64422158086,,
2020-05-10,79676.0,112719.29770297642,,
2020-05-11,80409.0,112748.17966989822,,
2020-05-12,81370.0,113015.21808062057,,
2020-05-13,82657.0,113163.92874339876,,
2020-05-14,84460.0,113092.55451848074,,
2020-05-15,85786.0,112835.64840241823,,
2020-05-16,87374.0,112766.90711193747,,
2020-05-17,88500.0,112641.14967678733,,
2020-05-18,89566.0,112668.50586664469,,
2020-05-19,90521.0,112931.24816197433,,
2020-05-20,91654.0,113128.39465892538,,
2020-05-21,92860.0,113173.89233955025,,
2020-05-22,93796.0,113057.43249113,,
2020-05-23,94641.0,112984.40834726696,,
2020-05-24,95708.0,112890.8833081067,,
2020-05-25,96366.0,112710.37894362479,,
2020-05-26,96826.0,112838.3704232006,,
2020-05-27,97428.0,113105.80606986537,,
2020-05-28,98198.0,113111.85596892545,,
2020-05-29,98880.0,112990.1770824461,,
2020-05-30,99773.0,112929.10249124683,,
2020-05-31,100468.0,112776.99923110183,,
2020-06-01,100805.0,112718.06697200066,,
2020-06-02,101163.0,112907.82622559098,,
2020-06-03,101592.0,113021.1565938941,,
2020-06-04,102063.0,113029.36141856943,,
2020-06-05,102557.0,113028.81495736285,,
2020-06-06,103132.0,112960.54401850353,,
2020-06-07,103436.0,112817.144106137,,
2020-06-08,103626.0,112811.48013376106,,
2020-06-09,103889.0,112898.01444105855,,
2020-06-10,104156.0,112918.4690121721,,
2020-06-11,104667.0,112959.33937489067,,
2020-06-12,105059.0,112913.75192324986,,
2020-06-13,105395.0,112875.7183835749,,
2020-06-14,105603.0,112873.64658570677,,
2020-06-15,105690.0,112869.01482077921,,
2020-06-16,105885.0,112929.06384138127,,
2020-06-17,106151.0,112943.155833836,,
2020-06-18,106422.0,112919.49996562931,,
2020-06-19,106650.0,112911.48089143867,,
2020-06-20,106936.0,112890.08159921132,,
2020-06-21,107061.0,112828.45886046557,,
2020-06-22,107210.0,112852.93710842983,,
2020-06-23,107439.0,112902.54527811856,,
2020-06-24,107611.0,112890.54483900595,,
2020-06-25,107837.0,112921.00906618826,,
2020-06-26,108070.0,112918.27094070705,,
2020-06-27,108443.0,112869.61308725674,,
2020-06-28,108667.0,112797.57936682695,,
2020-06-29,108768.0,112821.28771751827,,
2020-06-30,108882.0,112922.925301838,,
2020-07-01,109143.0,112952.14278642267,,
2020-07-02,109338.0,112905.57675338045,,
2020-07-03,109628.0,112906.53153251628,,
2020-07-04,109838.0,112875.66081077866,,
2020-07-05,109974.0,112841.10401343182,,
2020-07-06,110137.0,112871.92082538904,,
2020-07-07,110338.0,112882.11686920939,,
2020-07-08,110602.0,112884.70183132675,,
2020-07-09,110897.0,112884.62331577166,,
2020-07-10,111110.0,112868.94452813004,,
2020-07-11,111398.0,112880.00192791308,,
2020-07-12,111597.0,112854.54220799077,,
2020-07-13,111827.0,112861.85706858184,,
2020-07-14,112130.0,112891.9288529617,,
2020-07-15,112347.0,112872.63073225143,,
2020-07-16,112581.0,112900.61508352596,,
2020-07-17,112879.0,112914.57357544325,,
2020-07-18,113238.0,112865.28127574516,,
2020-07-19,,113542.08577583317,112988.0188599629,114096.15269170344
2020-07-20,,113809.7023506765,112734.65943486139,114884.7452664916
2020-07-21,,114079.7455599139,112555.03556608467,115604.45555374314
2020-07-22,,114366.33624411297,112410.46050511829,116322.21198310766
2020-07-23,,114674.36819461473,112263.499725825,117085.23666340446
2020-07-24,,115001.76986160243,112087.03701282747,117916.50271037739
2020-07-25,,115332.63544228589,111836.28469846936,118828.98618610241
