,Massachusetts,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,112880.67571294354,,
2020-01-25,0.0,112880.76736294123,,
2020-01-26,0.0,112881.2866031767,,
2020-01-27,0.0,112881.78750134962,,
2020-01-28,0.0,112882.54018502228,,
2020-01-29,0.0,112883.43890902221,,
2020-01-30,0.0,112883.95794261731,,
2020-01-31,0.0,112883.72620295185,,
2020-02-01,1.0,112883.0571165506,,
2020-02-02,1.0,112882.19253926544,,
2020-02-03,1.0,112882.13292510562,,
2020-02-04,1.0,112882.55915132664,,
2020-02-05,1.0,112882.78175738009,,
2020-02-06,1.0,112883.11729958955,,
2020-02-07,1.0,112883.28389130672,,
2020-02-08,1.0,112883.12321594631,,
2020-02-09,1.0,112882.79954491746,,
2020-02-10,1.0,112882.53697260233,,
2020-02-11,1.0,112882.46221075795,,
2020-02-12,1.0,112882.5698150405,,
2020-02-13,1.0,112882.76238954175,,
2020-02-14,1.0,112882.91643756995,,
2020-02-15,1.0,112882.9509616758,,
2020-02-16,1.0,112882.86915057588,,
2020-02-17,1.0,112882.74251991599,,
2020-02-18,1.0,112882.65235853159,,
2020-02-19,1.0,112882.64029128125,,
2020-02-20,1.0,112882.6958364117,,
2020-02-21,1.0,112882.77408128986,,
2020-02-22,1.0,112882.82653248488,,
2020-02-23,1.0,112882.8285871953,,
2020-02-24,1.0,112882.78937774453,,
2020-02-25,1.0,112882.73980679417,,
2020-02-26,1.0,112882.70993221509,,
2020-02-27,1.0,112882.71217467653,,
2020-02-28,1.0,112882.73846336297,,
2020-02-29,1.0,112882.76908432186,,
2020-03-01,1.0,112882.7859268966,,
2020-03-02,1.0,112882.78232086262,,
2020-03-03,2.0,112882.76455475275,,
2020-03-04,2.0,112882.40836108796,,
2020-03-05,2.0,112882.58584047813,,
2020-03-06,6.0,112882.90796616345,,
2020-03-07,6.0,112881.49572833655,,
2020-03-08,22.0,112882.28176292933,,
2020-03-09,22.0,112878.19891961257,,
2020-03-10,41.0,112880.82400851608,,
2020-03-11,92.0,112879.51438353954,,
2020-03-12,107.0,112864.71697003768,,
2020-03-13,123.0,112875.41816519454,,
2020-03-14,138.0,112887.83627022068,,
2020-03-15,138.0,112886.05059503959,,
2020-03-16,187.0,112893.26128636232,,
2020-03-17,217.0,112880.2925121867,,
2020-03-18,252.0,112874.18084726177,,
2020-03-19,328.0,112877.88071873062,,
2020-03-20,413.0,112859.55826662965,,
2020-03-21,523.0,112852.3604163893,,
2020-03-22,640.0,112855.61478994697,,
2020-03-23,777.0,112859.96093954216,,
2020-03-24,1159.0,112864.00154151459,,
2020-03-25,1838.0,112787.51711925291,,
2020-03-26,2417.0,112659.1270758249,,
2020-03-27,3240.0,112693.4242411457,,
2020-03-28,4257.0,112700.44749165181,,
