,Ohio,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,72288.23211051349,,
2020-01-25,0.0,72288.97469388999,,
2020-01-26,0.0,72290.17802201936,,
2020-01-27,0.0,72290.21809835508,,
2020-01-28,0.0,72293.24066883775,,
2020-01-29,0.0,72293.59001390566,,
2020-01-30,0.0,72295.05268498813,,
2020-01-31,0.0,72292.81016454217,,
2020-02-01,0.0,72293.92538098455,,
2020-02-02,0.0,72294.26918363373,,
2020-02-03,0.0,72292.77022724834,,
2020-02-04,0.0,72294.11216379511,,
2020-02-05,0.0,72293.62277083764,,
2020-02-06,0.0,72292.92115435284,,
2020-02-07,0.0,72294.12564751286,,
2020-02-08,0.0,72293.1712290836,,
2020-02-09,0.0,72293.15019944072,,
2020-02-10,0.0,72293.97862779135,,
2020-02-11,0.0,72292.92249342325,,
2020-02-12,0.0,72293.37985320196,,
2020-02-13,0.0,72293.7226019707,,
2020-02-14,0.0,72292.84806566783,,
2020-02-15,0.0,72293.55359068348,,
2020-02-16,0.0,72293.43127698672,,
2020-02-17,0.0,72292.90123448276,,
2020-02-18,0.0,72293.63542016066,,
2020-02-19,0.0,72293.17454988213,,
2020-02-20,0.0,72293.02997760997,,
2020-02-21,0.0,72293.61427634482,,
2020-02-22,0.0,72292.99835371521,,
2020-02-23,0.0,72293.18428448553,,
2020-02-24,0.0,72293.50599716627,,
2020-02-25,0.0,72292.91862288791,,
2020-02-26,0.0,72293.32089232016,,
2020-02-27,0.0,72293.34757499985,,
2020-02-28,0.0,72292.9264684077,,
2020-02-29,0.0,72293.40777467198,,
2020-03-01,0.0,72293.18397555173,,
2020-03-02,0.0,72292.99746063883,,
2020-03-03,0.0,72293.42859526184,,
2020-03-04,0.0,72293.05355898665,,
2020-03-05,0.0,72293.10028430588,,
2020-03-06,0.0,72293.3852513687,,
2020-03-07,0.0,72292.97870419273,,
2020-03-08,0.0,72293.20353790163,,
2020-03-09,0.0,72293.29606521597,,
2020-03-10,3.0,72292.96388002204,,
2020-03-11,4.0,72293.17452984623,,
2020-03-12,5.0,72292.70414380844,,
2020-03-13,12.0,72293.15907397014,,
2020-03-14,26.0,72292.50713268302,,
2020-03-15,30.0,72292.10645242863,,
2020-03-16,50.0,72291.47952680055,,
2020-03-17,67.0,72293.31732759884,,
2020-03-18,89.0,72288.26016633578,,
2020-03-19,119.0,72294.1061618735,,
2020-03-20,173.0,72289.47140710808,,
2020-03-21,247.0,72291.240066585,,
2020-03-22,356.0,72282.73268505101,,
2020-03-23,443.0,72289.19013333981,,
2020-03-24,567.0,72276.59680393025,,
2020-03-25,704.0,72286.34193282122,,
2020-03-26,868.0,72280.45226283016,,
2020-03-27,1137.0,72288.13440559946,,
2020-03-28,1406.0,72274.27912231424,,
2020-03-29,1653.0,72275.15117381414,,
