,Hawaii,forecast,interval_low,interval_high
2020-01-22,0.0,,,
2020-01-23,0.0,,,
2020-01-24,0.0,1334.124455085938,,
2020-01-25,0.0,1334.1978432936796,,
2020-01-26,0.0,1334.2578778495051,,
2020-01-27,0.0,1334.3275575367595,,
2020-01-28,0.0,1334.317981263115,,
2020-01-29,0.0,1334.4174341986093,,
2020-01-30,0.0,1334.4810349043225,,
2020-01-31,0.0,1334.4374695459019,,
2020-02-01,0.0,1334.4612149831198,,
2020-02-02,0.0,1334.4461667742376,,
2020-02-03,0.0,1334.4549264949233,,
2020-02-04,0.0,1334.4495498255524,,
2020-02-05,0.0,1334.4527486445672,,
2020-02-06,0.0,1334.4508089617473,,
2020-02-07,0.0,1334.4519718441475,,
2020-02-08,0.0,1334.4512698601307,,
2020-02-09,0.0,1334.451691873107,,
2020-02-10,0.0,1334.451437538319,,
2020-02-11,0.0,1334.4515905890157,,
2020-02-12,0.0,1334.4514984047657,,
2020-02-13,0.0,1334.451553898287,,
2020-02-14,0.0,1334.4515204811005,,
2020-02-15,0.0,1334.4515406003588,,
2020-02-16,0.0,1334.4515284858574,,
2020-02-17,0.0,1334.451535779897,,
2020-02-18,0.0,1334.4515313880281,,
2020-02-19,0.0,1334.4515340323808,,
2020-02-20,0.0,1334.4515324401862,,
2020-02-21,0.0,1334.4515333988556,,
2020-02-22,0.0,1334.451532821632,,
2020-02-23,0.0,1334.4515331691823,,
2020-02-24,0.0,1334.4515329599194,,
2020-02-25,0.0,1334.4515330859183,,
2020-02-26,0.0,1334.4515330100535,,
2020-02-27,0.0,1334.4515330557322,,
2020-02-28,0.0,1334.4515330282286,,
2020-02-29,0.0,1334.4515330447887,,
2020-03-01,0.0,1334.4515330348179,,
2020-03-02,0.0,1334.4515330408215,,
2020-03-03,0.0,1334.4515330372067,,
2020-03-04,0.0,1334.451533039383,,
2020-03-05,0.0,1334.4515330380725,,
2020-03-06,0.0,1334.4515330388617,,
2020-03-07,1.0,1334.4515330383865,,
2020-03-08,1.0,1333.5918107603557,,
2020-03-09,1.0,1334.7363023445314,,
2020-03-10,3.0,1334.5784753295293,,
2020-03-11,2.0,1332.895676640206,,
2020-03-12,2.0,1335.7606470300232,,
2020-03-13,2.0,1334.734855066051,,
2020-03-14,4.0,1334.7965378002268,,
2020-03-15,6.0,1332.2410389411646,,
2020-03-16,8.0,1334.1026717760105,,
2020-03-17,10.0,1333.4992452036597,,
2020-03-18,15.0,1333.5826094107072,,
2020-03-19,25.0,1331.2439070044409,,
2020-03-20,36.0,1328.1385487719617,,
2020-03-21,36.0,1329.5473324576496,,
2020-03-22,53.0,1340.1352455669987,,
2020-03-23,56.0,1323.1401018187792,,
2020-03-24,90.0,1339.025153226363,,
2020-03-25,91.0,1310.6917024378304,,
2020-03-26,95.0,1350.9556606889496,,
