,Georgia,forecast,interval_low,interval_high
2020-01-22,0.0,-34.141319274902344,-167.13046264648438,0.0626843273639679
2020-01-23,0.0,-1.6466760635375977,-8.359261512756348,0.5083364248275757
2020-01-24,0.0,3.8568644523620605,-0.7596957683563232,19.775371551513672
2020-01-25,0.0,-0.12936058640480042,-1.8994536399841309,2.6140360832214355
2020-01-26,0.0,1.4069148302078247,-0.6029225587844849,4.340332508087158
2020-01-27,0.0,5.230768203735352,-8.204968452453613,36.36060333251953
2020-01-28,0.0,-0.1792650669813156,-4.594353675842285,2.979677200317383
2020-01-29,0.0,-4.242311477661133,-23.29445457458496,0.7433078289031982
2020-01-30,0.0,1.9098418951034546,-2.508200168609619,15.332282066345215
2020-01-31,0.0,0.3398503065109253,-0.878645658493042,1.2558798789978027
2020-02-01,0.0,-3.7920355796813965,-17.383535385131836,0.2681252360343933
2020-02-02,0.0,15.301694869995117,-2.458953380584717,75.6724624633789
2020-02-03,0.0,-0.1786906123161316,-0.9893372058868408,0.30151575803756714
2020-02-04,0.0,-14.688949584960938,-72.53716278076172,0.2675579786300659
2020-02-05,0.0,0.572386622428894,-1.5367236137390137,3.9246809482574463
2020-02-06,0.0,0.3736439049243927,-0.7227011919021606,1.6100952625274658
2020-02-07,0.0,0.7762721180915833,-2.69938325881958,5.418734073638916
2020-02-08,0.0,0.35738593339920044,-2.2020323276519775,2.856337547302246
2020-02-09,0.0,0.9625174403190613,0.10827407240867615,2.781153678894043
2020-02-10,0.0,17.27497100830078,-3.089813232421875,83.81078338623047
2020-02-11,0.0,-13.604875564575195,-37.73524475097656,-0.11057209968566895
2020-02-12,0.0,4.898532390594482,0.940326452255249,9.329668998718262
2020-02-13,0.0,-4.2515869140625,-20.651935577392578,1.0443575382232666
2020-02-14,0.0,2.255275249481201,-8.141697883605957,11.155152320861816
2020-02-15,0.0,-0.3843739628791809,-10.6941556930542,5.379340648651123
2020-02-16,0.0,-1.4955487251281738,-5.341068744659424,1.5978540182113647
2020-02-17,0.0,-0.07474371045827866,-0.5047287940979004,0.3814740478992462
2020-02-18,0.0,1.3370792865753174,-0.3464477062225342,2.6175971031188965
2020-02-19,0.0,-16.775415420532227,-92.06835174560547,8.305074691772461
2020-02-20,0.0,1.1750924587249756,-2.354142665863037,7.213842868804932
2020-02-21,0.0,6.8968682289123535,0.3280278444290161,27.92791175842285
2020-02-22,0.0,-3.336782932281494,-8.788737297058105,1.1192439794540405
2020-02-23,0.0,0.38844701647758484,-0.8005012273788452,2.362682342529297
2020-02-24,0.0,2.1205949783325195,0.9683926105499268,4.736955642700195
2020-02-25,0.0,0.4165205955505371,-1.9157025814056396,4.10621452331543
2020-02-26,0.0,-0.8691363334655762,-3.9927825927734375,0.3441627323627472
2020-02-27,0.0,0.5490296483039856,-1.1819703578948975,3.1443679332733154
2020-02-28,0.0,-14.081262588500977,-71.03374481201172,0.8216122388839722
2020-02-29,0.0,0.5286046862602234,-0.6051923036575317,1.051929235458374
2020-03-01,0.0,14.300359725952148,-7.640519142150879,79.44850158691406
2020-03-02,0.0,-1.0123865604400635,-2.6636602878570557,0.5665081739425659
2020-03-03,2.0,7.2965803146362305,-0.8715317249298096,26.11009407043457
2020-03-04,2.0,-4.829211235046387,-30.79266357421875,2.6857008934020996
2020-03-05,2.0,-11.300649642944336,-74.8779525756836,6.607534885406494
2020-03-06,3.0,1.6632368564605713,0.32446151971817017,4.166543960571289
2020-03-07,5.0,22.563007354736328,4.606090068817139,85.5648422241211
2020-03-08,5.0,3.920161008834839,0.739095151424408,5.590854644775391
2020-03-09,10.0,10.586725234985352,9.311635971069336,12.780117988586426
2020-03-10,17.0,19.391407012939453,-13.188926696777344,60.061798095703125
2020-03-11,23.0,28.70498275756836,14.052465438842773,43.59390640258789
2020-03-12,31.0,30.41571044921875,25.43999481201172,35.900482177734375
2020-03-13,42.0,79.72039794921875,42.94606399536133,177.87416076660156
2020-03-14,73.0,72.24085998535156,69.68584442138672,75.57135772705078
2020-03-15,99.0,101.53567504882812,99.43806457519531,104.5714340209961
2020-03-16,121.0,151.31419372558594,120.7669906616211,262.85235595703125
2020-03-17,146.0,145.45437622070312,143.84136962890625,146.6999969482422
2020-03-18,197.0,197.49998474121094,194.46875,201.02342224121094
2020-03-19,287.0,247.85226440429688,192.40899658203125,286.3116455078125
2020-03-20,485.0,498.2891540527344,275.32855224609375,598.7753295898438
2020-03-21,555.0,593.5769653320312,551.2725219726562,753.4764404296875
2020-03-22,621.0,621.9364013671875,620.7552490234375,622.8779296875
2020-03-23,772.0,689.0086669921875,361.2828063964844,777.247314453125
2020-03-24,1026.0,994.14111328125,414.4568176269531,1251.1029052734375
2020-03-25,1247.0,1388.6790771484375,1243.0235595703125,1962.526611328125
2020-03-26,1525.0,1827.3720703125,1526.599853515625,2568.177001953125
2020-03-27,2000.0,1999.4332275390625,1996.4112548828125,2002.1829833984375
2020-03-28,2366.0,2335.08154296875,2204.546142578125,2371.419921875
2020-03-29,2651.0,2588.752685546875,2339.474609375,2652.311767578125
2020-03-30,2808.0,2809.581298828125,2807.9150390625,2812.25244140625
2020-03-31,3929.0,3927.40966796875,3925.98193359375,3929.515625
2020-04-01,4638.0,4785.17431640625,4638.08935546875,5368.57373046875
2020-04-02,5348.0,5346.3212890625,5339.845703125,5352.11669921875
2020-04-03,5831.0,5936.4208984375,5829.2880859375,6356.18017578125
2020-04-04,6160.0,6341.7724609375,6156.62939453125,6661.65869140625
2020-04-05,6647.0,6723.6318359375,6646.19775390625,7028.765625
2020-04-06,7314.0,7653.3662109375,7313.7451171875,9004.8974609375
2020-04-07,8822.0,8546.478515625,7461.1552734375,8822.1572265625
2020-04-08,9901.0,10015.9375,9894.71484375,10471.8173828125
2020-04-09,10566.0,10564.625,10557.7734375,10572.619140625
2020-04-10,11485.0,11482.9248046875,11474.208984375,11489.484375
2020-04-11,12159.0,12117.763671875,11607.08203125,12485.9248046875
2020-04-12,12452.0,12369.376953125,12043.5576171875,12452.921875
2020-04-13,13315.0,13040.7158203125,11961.669921875,13314.2802734375
2020-04-14,14578.0,14670.853515625,14581.8408203125,15009.6865234375
2020-04-15,14987.0,14984.779296875,14976.1923828125,14988.57421875
2020-04-16,15669.0,15959.0732421875,15663.0078125,17128.43359375
2020-04-17,17194.0,17198.947265625,17193.90625,17203.083984375
2020-04-18,17669.0,17659.6875,17652.587890625,17665.9765625
2020-04-19,18301.0,18304.724609375,18301.62109375,18309.982421875
2020-04-20,19407.0,19406.13671875,19401.3203125,19411.61328125
2020-04-21,19881.0,20576.6484375,19874.60546875,21769.130859375
2020-04-22,21214.0,21219.787109375,21212.5390625,21225.44921875
2020-04-23,21883.0,21954.4765625,21873.951171875,22244.697265625
2020-04-24,22491.0,22671.470703125,22483.037109375,23405.994140625
2020-04-25,23222.0,23225.123046875,23220.0625,23230.138671875
2020-04-26,23486.0,23481.919921875,23478.7734375,23486.142578125
2020-04-27,24302.0,24647.02734375,24302.794921875,25357.216796875
2020-04-28,24922.0,24920.310546875,24911.59375,24928.212890625
2020-04-29,25775.0,26224.03515625,25772.8359375,28019.07421875
2020-04-30,26264.0,26083.53515625,25717.556640625,26269.919921875
2020-05-01,27489.0,27672.97265625,27487.716796875,28408.28515625
2020-05-02,28331.0,28330.91796875,28327.32421875,28336.044921875
2020-05-03,28665.0,28773.572265625,28662.56640625,29209.287109375
2020-05-04,29451.0,29685.953125,29450.56640625,30403.23046875
2020-05-05,29998.0,29997.08203125,29990.4140625,30003.3203125
2020-05-06,30743.0,30542.65625,29756.65625,30748.67578125
2020-05-07,31618.0,31961.037109375,31613.7734375,32713.751953125
2020-05-08,32181.0,32300.64453125,32179.978515625,32761.078125
2020-05-09,32588.0,32586.22265625,32577.873046875,32591.59765625
2020-05-10,33580.0,33250.23046875,32741.8359375,33584.7265625
2020-05-11,34002.0,33999.23828125,33993.19140625,34005.5859375
2020-05-12,34924.0,34925.97265625,34912.20703125,34934.60546875
2020-05-13,35427.0,35428.76171875,35421.3828125,35436.421875
2020-05-14,35977.0,36542.90625,35971.703125,37845.7734375
2020-05-15,36772.0,37173.9921875,36762.703125,38801.5078125
2020-05-16,37212.0,37218.8515625,37211.0546875,37231.1953125
2020-05-17,37579.0,37543.44921875,37421.53125,37579.953125
2020-05-18,38283.0,38394.03125,38279.9375,38828.91015625
2020-05-19,38855.0,38856.6953125,38851.8984375,38862.2890625
2020-05-20,39801.0,39834.76171875,39797.09375,39979.02734375
2020-05-21,40663.0,40659.5859375,40647.90234375,40668.18359375
2020-05-22,41482.0,41484.4609375,41477.515625,41494.56640625
2020-05-23,42242.0,42115.68359375,41617.48046875,42245.45703125
2020-05-24,42902.0,43206.4921875,42901.5,44070.94921875
2020-05-25,43400.0,43335.80859375,43078.859375,43401.5234375
2020-05-26,43983.0,43982.421875,43980.078125,43985.953125
2020-05-27,44638.0,44910.5234375,44625.00390625,45455.63671875
2020-05-28,45266.0,45268.359375,45262.890625,45275.421875
2020-05-29,45881.0,45912.02734375,45873.19140625,46040.109375
2020-05-30,46331.0,46409.79296875,46326.58984375,46726.98046875
2020-05-31,47063.0,46787.8515625,46329.14453125,47064.8359375
2020-06-01,47902.0,47959.0703125,47900.12890625,48189.69140625
2020-06-02,48207.0,48206.9375,48204.125,48209.18359375
2020-06-03,48894.0,48669.859375,47775.671875,48897.83203125
2020-06-04,49859.0,50335.58203125,49851.2109375,52252.140625
2020-06-05,50621.0,50797.78515625,50613.90625,51497.08984375
2020-06-06,51359.0,51361.33203125,51356.89453125,51368.04296875
2020-06-07,51898.0,51783.1328125,51330.44140625,51899.27734375
2020-06-08,52497.0,52752.25,52493.70703125,53199.71875
2020-06-09,53249.0,53072.23046875,52370.0703125,53256.9453125
2020-06-10,53980.0,54760.8984375,53977.43359375,55654.96875
2020-06-11,54973.0,54976.9921875,54971.78515625,54982.09375
