,Total,forecast,interval_low,interval_high
2020-01-23,0.0,-0.6597354412078857,-2.440659523010254,0.4716484546661377
2020-01-24,1.0,89.69306182861328,-0.32697969675064087,441.9810485839844
2020-01-25,0.0,12.051348686218262,0.038561880588531494,49.78240203857422
2020-01-26,3.0,-12.003190994262695,-36.63815689086914,3.956411123275757
2020-01-27,0.0,-32.48377227783203,-163.5598907470703,1.2202812433242798
2020-01-28,0.0,-2.5784153938293457,-8.628412246704102,1.361227035522461
2020-01-29,0.0,8.06948184967041,1.2368440628051758,31.775634765625
2020-01-30,0.0,7.106137275695801,-2.1120290756225586,39.2557258605957
2020-01-31,2.0,61.54570388793945,0.09818702936172485,298.3250427246094
2020-02-01,1.0,-7.4242143630981445,-82.60657501220703,29.680034637451172
2020-02-02,0.0,-6.077349662780762,-37.08304214477539,8.653728485107422
2020-02-03,3.0,-0.6293503046035767,-14.65999984741211,3.5516960620880127
2020-02-04,0.0,-13.369163513183594,-67.35026550292969,2.189779758453369
2020-02-05,0.0,41.65602493286133,-1.7275962829589844,207.3175811767578
2020-02-06,0.0,8.825403213500977,0.11417537927627563,36.753963470458984
2020-02-07,0.0,-0.21258601546287537,-5.355022430419922,4.182621955871582
2020-02-08,0.0,2.011643171310425,-0.7870609760284424,12.109787940979004
2020-02-09,0.0,38.170631408691406,-0.979789137840271,187.7938232421875
2020-02-10,0.0,-6.806034088134766,-25.522113800048828,1.318860411643982
2020-02-11,1.0,-6.0453619956970215,-37.82986068725586,3.738975763320923
2020-02-12,0.0,-14.993124008178711,-78.40990447998047,8.940206527709961
2020-02-13,1.0,-1.5898196697235107,-5.06437349319458,0.5236496925354004
2020-02-14,0.0,13.862536430358887,2.272838830947876,46.39875793457031
2020-02-15,0.0,-8.537420272827148,-40.330078125,3.53371262550354
2020-02-16,0.0,-23.42067527770996,-110.864013671875,0.2820820212364197
2020-02-17,0.0,3.980553388595581,-1.8656396865844727,15.317034721374512
2020-02-18,0.0,-51.93799591064453,-240.88328552246094,3.5013489723205566
2020-02-19,0.0,-4.824389457702637,-10.724998474121094,1.1935889720916748
2020-02-20,0.0,16.904212951660156,5.668001651763916,53.974998474121094
2020-02-21,2.0,3.171226978302002,-1.3326257467269897,7.4246602058410645
2020-02-22,0.0,-3.7363319396972656,-9.713845252990723,-0.4658244848251343
2020-02-23,0.0,-27.191503524780273,-273.74310302734375,142.3465118408203
2020-02-24,0.0,15.829912185668945,-38.34400939941406,110.72232055664062
2020-02-25,0.0,-0.6742624044418335,-4.509953498840332,2.681462049484253
2020-02-26,0.0,0.787972092628479,-3.692969799041748,5.006172180175781
2020-02-27,1.0,-42.62397384643555,-185.3021240234375,2.2485475540161133
2020-02-28,0.0,-1.5264102220535278,-6.410345554351807,1.5368151664733887
2020-02-29,8.0,10.41273307800293,7.725316047668457,14.663496017456055
2020-03-01,6.0,6.26518440246582,5.146329402923584,7.811354160308838
2020-03-02,23.0,11.010080337524414,-33.58455276489258,22.75267219543457
2020-03-03,20.0,37.68101119995117,20.037919998168945,67.64876556396484
2020-03-04,31.0,29.115814208984375,25.51374626159668,31.772003173828125
2020-03-05,70.0,70.22212982177734,67.82809448242188,73.35218811035156
2020-03-06,48.0,49.62242889404297,46.693355560302734,53.58440017700195
2020-03-07,115.0,116.11837005615234,113.31500244140625,121.05012512207031
2020-03-08,114.0,114.25748443603516,110.24079895019531,121.97364044189453
2020-03-09,68.0,65.00225067138672,59.222747802734375,68.58939361572266
2020-03-10,192.0,232.475830078125,192.11959838867188,377.18707275390625
2020-03-11,398.0,396.7591247558594,389.66748046875,405.6033630371094
2020-03-12,452.0,490.2320251464844,452.6910400390625,555.9784545898438
2020-03-13,596.0,641.1873168945312,592.8817749023438,822.7147827148438
2020-03-14,713.0,465.7715759277344,83.37615203857422,713.99365234375
2020-03-15,98.0,98.03662109375,93.63726806640625,99.62560272216797
2020-03-16,1392.0,1440.9583740234375,1377.218994140625,1656.286376953125
2020-03-17,1781.0,1986.070556640625,1775.6202392578125,2804.5751953125
2020-03-18,2776.0,2776.211669921875,2771.0791015625,2782.22802734375
2020-03-19,5240.0,5236.90478515625,5232.55810546875,5240.283203125
2020-03-20,5322.0,5802.89697265625,5321.482421875,6661.7177734375
2020-03-21,6346.0,6344.29736328125,6342.8955078125,6346.0654296875
2020-03-22,7936.0,7752.8291015625,7015.279296875,7946.24072265625
2020-03-23,10089.0,10158.1923828125,10080.05078125,10448.7451171875
2020-03-24,10262.0,10591.1298828125,10259.533203125,11895.4384765625
2020-03-25,11943.0,12844.578125,10113.32421875,18299.275390625
2020-03-26,18036.0,18165.01953125,18037.244140625,18359.900390625
2020-03-27,18185.0,18187.140625,18184.373046875,18193.46875
2020-03-28,19793.0,19239.53125,18056.25390625,19794.01953125
2020-03-29,19136.0,19647.66796875,19123.857421875,20945.162109375
2020-03-30,21502.0,22355.634765625,21499.6015625,25760.48046875
2020-03-31,26017.0,25103.25390625,21450.615234375,26020.6953125
2020-04-01,25481.0,26633.275390625,25478.666015625,29957.5625
2020-04-02,30405.0,30411.828125,30407.171875,30416.6171875
2020-04-03,31937.0,32956.421875,31936.53125,34396.42578125
2020-04-04,33152.0,33146.8359375,33142.9140625,33149.3359375
2020-04-05,27874.0,28383.615234375,27877.03515625,30401.2578125
2020-04-06,29642.0,29643.52734375,29642.50390625,29645.986328125
2020-04-07,30777.0,30563.92578125,29733.62890625,30778.001953125
2020-04-08,31694.0,31718.568359375,31692.18359375,31813.0859375
2020-04-09,34756.0,33840.953125,31705.591796875,34749.22265625
2020-04-10,33501.0,33188.13671875,31931.97265625,33505.2421875
2020-04-11,30026.0,30576.27734375,30030.443359375,32744.427734375
2020-04-12,28553.0,28546.275390625,28537.625,28551.21484375
2020-04-13,25291.0,26502.08984375,25291.93359375,29529.27734375
2020-04-14,27065.0,27413.390625,27066.580078125,28319.37109375
2020-04-15,29096.0,28907.287109375,28252.09375,29094.7890625
2020-04-16,31298.0,31568.75390625,31299.59765625,32592.498046875
2020-04-17,32724.0,32712.958984375,32697.087890625,32721.416015625
2020-04-18,28341.0,28707.98828125,28347.478515625,30108.537109375
2020-04-19,26038.0,26033.216796875,26028.349609375,26039.783203125
2020-04-20,27341.0,27337.791015625,27333.318359375,27341.078125
2020-04-21,25602.0,26526.84375,25612.8203125,27355.982421875
2020-04-22,28104.0,28109.92578125,28103.96875,28115.048828125
2020-04-23,34195.0,34190.8125,34177.734375,34196.546875
2020-04-24,36291.0,35788.75,33825.05078125,36285.015625
2020-04-25,32921.0,32923.15625,32919.37109375,32931.1015625
2020-04-26,27689.0,27605.697265625,27274.71875,27692.21875
2020-04-27,22465.0,23339.86328125,22461.404296875,24662.44140625
2020-04-28,24535.0,24536.783203125,24525.9140625,24545.27734375
2020-04-29,27520.0,27513.693359375,27511.06640625,27517.390625
2020-04-30,29629.0,29633.822265625,29630.412109375,29637.955078125
2020-05-01,34162.0,31021.974609375,25974.154296875,34159.390625
2020-05-02,29195.0,29297.18359375,29195.85546875,29685.591796875
2020-05-03,25587.0,24943.611328125,22385.0234375,25588.4921875
2020-05-04,22475.0,22508.21875,21677.23046875,23415.97265625
2020-05-05,24185.0,24060.3125,23567.498046875,24189.0390625
2020-05-06,25256.0,25268.0703125,25235.5703125,25345.787109375
2020-05-07,27882.0,27698.587890625,26957.392578125,27888.880859375
2020-05-08,27178.0,27185.958984375,27178.5859375,27199.22265625
2020-05-09,25733.0,25147.146484375,22814.0859375,25735.275390625
2020-05-10,19764.0,19747.17578125,17948.822265625,21495.732421875
2020-05-11,18878.0,18878.951171875,18875.5390625,18884.03515625
2020-05-12,22190.0,20624.30859375,18894.416015625,22172.05078125
2020-05-13,20958.0,20972.9609375,20964.701171875,20989.96875
2020-05-14,27617.0,26954.509765625,24379.681640625,27610.6328125
2020-05-15,25300.0,25486.03515625,25300.12890625,26200.81640625
2020-05-16,25101.0,24501.69140625,23395.111328125,25096.892578125
2020-05-17,19004.0,19428.859375,19006.392578125,21103.255859375
2020-05-18,21769.0,21088.119140625,18399.431640625,21765.58203125
2020-05-19,20449.0,20466.04296875,20454.64453125,20481.919921875
2020-05-20,23807.0,23794.208984375,23783.82421875,23804.24609375
2020-05-21,25355.0,25356.55859375,25351.8671875,25364.041015625
2020-05-22,24141.0,24144.69921875,24133.376953125,24167.57421875
2020-05-23,21823.0,22228.962890625,21830.19140625,23819.123046875
2020-05-24,20813.0,20809.08984375,20804.6015625,20810.529296875
2020-05-25,18991.0,18724.072265625,17656.16796875,18996.65625
2020-05-26,18883.0,18737.19921875,17919.173828125,19142.02734375
2020-05-27,18282.0,18908.345703125,18287.517578125,21378.958984375
2020-05-28,22815.0,23122.826171875,22808.810546875,24308.1484375
2020-05-29,24504.0,24504.35546875,24501.42578125,24508.421875
2020-05-30,24450.0,24444.76171875,24442.662109375,24446.9921875
2020-05-31,19910.0,19912.15234375,19910.52734375,19913.994140625
2020-06-01,17355.0,17356.69921875,17351.28125,17364.060546875
2020-06-02,20895.0,20449.59765625,18691.896484375,20894.173828125
2020-06-03,19958.0,19958.60546875,19951.001953125,19963.345703125
2020-06-04,21351.0,22656.130859375,21355.490234375,24630.119140625
2020-06-05,25224.0,25217.9140625,25212.568359375,25222.09375
2020-06-06,22732.0,22798.35546875,22731.33984375,23047.962890625
2020-06-07,17731.0,18393.6875,17731.23828125,19631.71875
2020-06-08,17415.0,17555.869140625,17409.19921875,18131.67578125
2020-06-09,18127.0,18134.46484375,18127.55859375,18142.73046875
2020-06-10,20794.0,20394.0,18825.869140625,20793.03125
2020-06-11,22950.0,22951.76171875,22945.52734375,22956.53515625
2020-06-12,25330.0,25331.697265625,25324.509765625,25337.3203125
2020-06-13,25556.0,25033.18359375,22974.9375,25549.48828125
2020-06-14,19824.0,19829.24609375,19824.6953125,19834.6328125
2020-06-15,19660.0,20552.970703125,19657.66015625,22674.05078125
2020-06-16,23705.0,23434.505859375,22627.26171875,23707.896484375
2020-06-17,25559.0,25218.724609375,23867.064453125,25561.248046875
2020-06-18,27809.0,28524.8125,27805.013671875,31367.775390625
2020-06-19,31480.0,31892.98828125,31468.83984375,33557.18359375
2020-06-20,32749.0,30089.103515625,27663.9296875,32751.33984375
2020-06-21,26439.0,26438.44921875,26436.470703125,26440.115234375
2020-06-22,30536.0,31560.76953125,30534.373046875,34170.15625
2020-06-23,35188.0,35185.88671875,35180.8046875,35190.57421875
2020-06-24,34935.0,36382.6015625,34935.35546875,39616.19140625
2020-06-25,39873.0,39873.98828125,39869.76171875,39877.2578125
2020-06-26,45255.0,45744.63671875,45252.8125,47703.765625
2020-06-27,42705.0,42166.46875,40018.671875,42705.8359375
2020-06-28,39605.0,40725.67578125,39604.5234375,42673.78515625
2020-06-29,40804.0,40408.19921875,39555.08984375,40805.6484375
2020-06-30,45746.0,44319.80078125,41550.46875,45747.30078125
2020-07-01,51174.0,51796.625,51172.59375,53280.96484375
2020-07-02,54461.0,54459.3359375,54456.703125,54460.76171875
2020-07-03,53312.0,52955.80078125,51620.71875,54430.71875
2020-07-04,45880.0,45881.01953125,45878.7734375,45882.57421875
2020-07-05,49883.0,48250.1796875,45757.2890625,49881.80078125
2020-07-06,44953.0,44954.3203125,44953.1953125,44956.2421875
2020-07-07,60021.0,60019.0859375,60016.69140625,60021.1796875
2020-07-08,58601.0,59281.69921875,58601.21484375,61993.30078125
2020-07-09,63247.0,65039.3046875,63245.69921875,67808.75
2020-07-10,67791.0,66863.4921875,63162.359375,67792.078125
2020-07-11,60188.0,60188.7265625,60187.44921875,60191.16015625
2020-07-12,59017.0,59285.6171875,59017.80859375,60352.86328125
2020-07-13,59215.0,59113.38671875,58709.8515625,59215.890625
2020-07-14,67417.0,67326.515625,66414.3828125,67968.0234375
2020-07-15,67328.0,67329.21875,67326.2109375,67332.6484375
2020-07-16,77255.0,74935.6484375,71411.4453125,77251.5859375
2020-07-17,71558.0,71559.109375,71555.9296875,71562.1015625
2020-07-18,63698.0,65059.75,63694.328125,70508.4375
2020-07-19,61847.0,64185.2890625,61844.43359375,70503.4765625
2020-07-20,,70291.140625,66211.2265625,71960.578125
2020-07-21,,73116.5859375,68236.4140625,76009.1875
2020-07-22,,73220.046875,69093.21875,76072.0
2020-07-23,,74509.640625,71479.84375,76932.171875
2020-07-24,,71675.546875,71513.7109375,71880.6484375
2020-07-25,,65080.44921875,63680.16015625,70559.078125
2020-07-26,,64194.3359375,61828.87890625,70536.546875
