,Maine,forecast,interval_low,interval_high
2020-01-23,0.0,0.3312179446220398,0.002182990312576294,1.37650465965271
2020-01-24,0.0,0.014435792341828346,-0.020471632480621338,0.11441612243652344
2020-01-25,0.0,-0.011853724718093872,-0.045526981353759766,0.019969671964645386
2020-01-26,0.0,0.017213840037584305,-0.004404842853546143,0.0334911048412323
2020-01-27,0.0,-0.0024476945400238037,-0.021254122257232666,0.022023886442184448
2020-01-28,0.0,0.005327451042830944,0.0005284249782562256,0.015143036842346191
2020-01-29,0.0,-0.06562098860740662,-0.29725217819213867,0.00045815110206604004
2020-01-30,0.0,0.003347718622535467,-0.002201080322265625,0.014301657676696777
2020-01-31,0.0,-0.009635711088776588,-0.018613457679748535,-0.003959953784942627
2020-02-01,0.0,-0.06808369606733322,-0.32590991258621216,0.006736338138580322
2020-02-02,0.0,0.0076802135445177555,-0.00232696533203125,0.029318004846572876
2020-02-03,0.0,0.03803199529647827,-0.011022984981536865,0.18876150250434875
2020-02-04,0.0,0.01595448888838291,-0.028775930404663086,0.12695792317390442
2020-02-05,0.0,-0.07935571670532227,-0.22684019804000854,0.0009558796882629395
2020-02-06,0.0,0.07742408663034439,-0.008443355560302734,0.39007335901260376
2020-02-07,0.0,0.027646303176879883,0.015467077493667603,0.04119887948036194
2020-02-08,0.0,-0.03504215553402901,-0.09032171964645386,-0.0019080638885498047
2020-02-09,0.0,-0.019558977335691452,-0.04045867919921875,0.0038328170776367188
2020-02-10,0.0,0.0023423314560204744,-0.0039997100830078125,0.010900735855102539
2020-02-11,0.0,-0.007694161031395197,-0.021403789520263672,0.002639174461364746
2020-02-12,0.0,-0.027394914999604225,-0.11607551574707031,0.018642693758010864
2020-02-13,0.0,0.26397138833999634,0.005625307559967041,1.2758334875106812
2020-02-14,0.0,0.03588971495628357,0.0012145936489105225,0.07907423377037048
2020-02-15,0.0,-0.02625730074942112,-0.04483640193939209,-0.0077155232429504395
2020-02-16,0.0,0.03153296560049057,-0.015009641647338867,0.1729584038257599
2020-02-17,0.0,0.015312349423766136,0.005874991416931152,0.02462807297706604
2020-02-18,0.0,-0.04349524900317192,-0.12084907293319702,0.028643906116485596
2020-02-19,0.0,0.006375563330948353,-0.028921186923980713,0.05486869812011719
2020-02-20,0.0,0.3352644443511963,-0.5323575735092163,2.589669704437256
2020-02-21,0.0,-0.37816569209098816,-0.9831318855285645,0.014731556177139282
2020-02-22,0.0,-0.1366422027349472,-0.6663190126419067,0.10385233163833618
2020-02-23,0.0,0.007041758392006159,-0.03674662113189697,0.027215957641601562
2020-02-24,0.0,-0.043894875794649124,-0.08229249715805054,0.0008063912391662598
2020-02-25,0.0,-0.0002734065055847168,-0.021839618682861328,0.04248875379562378
2020-02-26,0.0,0.00798537116497755,-0.010186910629272461,0.031024247407913208
2020-02-27,0.0,0.020894009619951248,-0.036895751953125,0.10832801461219788
2020-02-28,0.0,0.3219758868217468,-0.04524588584899902,1.6525040864944458
2020-02-29,0.0,0.15245746076107025,0.01736941933631897,0.6470136642456055
2020-03-01,0.0,0.006686138920485973,-0.004420101642608643,0.02043589949607849
2020-03-02,0.0,-0.08224526792764664,-0.40479135513305664,0.02450057864189148
2020-03-03,0.0,0.0089595140889287,-0.004105746746063232,0.03732755780220032
2020-03-04,0.0,-0.009935295209288597,-0.023634791374206543,0.0008718371391296387
2020-03-05,0.0,0.44148358702659607,-0.006695091724395752,2.1875336170196533
2020-03-06,0.0,0.07742216438055038,-0.2793934941291809,0.661946713924408
2020-03-07,0.0,0.11725123226642609,0.0008009374141693115,0.39503270387649536
2020-03-08,0.0,-0.2679367959499359,-1.160142183303833,-0.014480829238891602
2020-03-09,0.0,-0.030448561534285545,-0.29547935724258423,0.09641355276107788
2020-03-10,0.0,-0.16263671219348907,-0.6727696657180786,-0.01342684030532837
2020-03-11,0.0,0.10289798676967621,-0.021684348583221436,0.484394371509552
2020-03-12,1.0,0.7775503993034363,-0.10271358489990234,1.0117149353027344
2020-03-13,2.0,1.3971866369247437,0.23187246918678284,2.072639226913452
2020-03-14,0.0,-0.0842805951833725,-0.49418574571609497,0.04674041271209717
2020-03-15,-1.0,-0.5485703349113464,-0.9897676706314087,0.19256773591041565
2020-03-16,15.0,9.756415367126465,0.7779303789138794,14.994812965393066
2020-03-17,9.0,8.960639953613281,8.86469841003418,9.042635917663574
2020-03-18,9.0,8.95804500579834,8.744702339172363,9.036701202392578
2020-03-19,17.0,14.3403959274292,3.963768482208252,16.954195022583008
2020-03-20,4.0,8.345254898071289,4.03455924987793,15.034244537353516
2020-03-21,14.0,13.959383010864258,13.77661418914795,14.040121078491211
2020-03-22,19.0,18.057918548583984,14.241944313049316,19.098329544067383
2020-03-23,18.0,17.979921340942383,17.94161033630371,18.002779006958008
2020-03-24,11.0,13.573999404907227,11.031506538391113,23.537221908569336
2020-03-25,24.0,17.107595443725586,11.170049667358398,23.95780372619629
2020-03-26,13.0,13.032801628112793,13.012633323669434,13.082731246948242
2020-03-27,13.0,13.006014823913574,12.973762512207031,13.038902282714844
2020-03-28,43.0,42.23474884033203,39.24645233154297,43.00185775756836
2020-03-29,42.0,41.99617004394531,41.95023727416992,42.01618194580078
2020-03-30,22.0,22.008821487426758,21.99816131591797,22.02089500427246
2020-03-31,28.0,25.995532989501953,18.01585578918457,27.998987197875977
2020-04-01,0.0,0.024856293573975563,0.010029226541519165,0.034352391958236694
2020-04-02,73.0,69.45535278320312,55.63950729370117,72.93343353271484
2020-04-03,56.0,55.98442840576172,55.844791412353516,56.054386138916016
