,Kentucky,forecast,interval_low,interval_high
2020-01-23,0.0,-0.041338205337524414,-0.1979663372039795,0.0016275644302368164
2020-01-24,0.0,0.07194942235946655,-0.010395228862762451,0.25746405124664307
2020-01-25,0.0,0.07520568370819092,-0.002424180507659912,0.2109397053718567
2020-01-26,0.0,0.00023689866065979004,-0.005746960639953613,0.007781803607940674
2020-01-27,0.0,-0.037599097937345505,-0.09289360046386719,-0.0004500150680541992
2020-01-28,0.0,0.031948842108249664,-0.0030808448791503906,0.15590062737464905
2020-01-29,0.0,-0.0019908188842236996,-0.00412595272064209,0.0007531642913818359
2020-01-30,0.0,0.0002862215042114258,-0.0016117691993713379,0.0022293925285339355
2020-01-31,0.0,0.042815160006284714,-0.06763255596160889,0.27809566259384155
2020-02-01,0.0,0.00227168807759881,0.00013202428817749023,0.006408184766769409
2020-02-02,0.0,-0.019913095980882645,-0.10126835107803345,0.002972930669784546
2020-02-03,0.0,-0.2664165794849396,-1.1102968454360962,0.005421370267868042
2020-02-04,0.0,0.0027251183055341244,-0.00018972158432006836,0.005915254354476929
2020-02-05,0.0,-0.004811001010239124,-0.007447600364685059,-0.0015031695365905762
2020-02-06,0.0,-0.0007648468017578125,-0.008916974067687988,0.006911903619766235
2020-02-07,0.0,-0.0006713807815685868,-0.02329939603805542,0.010937005281448364
2020-02-08,0.0,0.02250196412205696,-0.008241117000579834,0.12774452567100525
2020-02-09,0.0,0.01676134392619133,-0.0028258562088012695,0.06581145524978638
2020-02-10,0.0,0.02810681425035,-0.0002345442771911621,0.1334133744239807
2020-02-11,0.0,0.06762565672397614,-0.025396525859832764,0.374815970659256
2020-02-12,0.0,-0.015471601858735085,-0.02768653631210327,-0.00392758846282959
2020-02-13,0.0,0.057512812316417694,0.008869171142578125,0.24223169684410095
2020-02-14,0.0,-0.008475136943161488,-0.012968897819519043,-0.004309415817260742
2020-02-15,0.0,-0.0009285211563110352,-0.010711073875427246,0.012791663408279419
2020-02-16,0.0,0.0795135647058487,0.007157415151596069,0.22725537419319153
2020-02-17,0.0,0.011971628293395042,-0.0028163790702819824,0.06438398361206055
2020-02-18,0.0,0.6627053022384644,-0.0008413791656494141,2.160731554031372
2020-02-19,0.0,0.005778861232101917,0.0045486390590667725,0.007786482572555542
2020-02-20,0.0,-0.006797099020332098,-0.021965324878692627,0.0032986998558044434
2020-02-21,0.0,0.03808359056711197,-0.012975335121154785,0.11327806115150452
2020-02-22,0.0,0.03596777468919754,0.0006042718887329102,0.13975101709365845
2020-02-23,0.0,-0.01215658150613308,-0.02041846513748169,9.5367431640625e-06
2020-02-24,0.0,-0.03201402351260185,-0.1640518307685852,0.006318598985671997
2020-02-25,0.0,-0.002377152442932129,-0.012889564037322998,0.004699200391769409
2020-02-26,0.0,-0.0048191966488957405,-0.01595127582550049,0.004598706960678101
2020-02-27,0.0,-0.011314034461975098,-0.05740547180175781,0.00742223858833313
2020-02-28,0.0,0.054017238318920135,-0.0010178089141845703,0.2276088297367096
2020-02-29,0.0,0.19319751858711243,-0.01536935567855835,0.9472309947013855
2020-03-01,0.0,0.0036493719089776278,-0.0276147723197937,0.04252573847770691
2020-03-02,0.0,-0.000384962564567104,-0.003080010414123535,0.0012198090553283691
2020-03-03,0.0,-0.07237361371517181,-0.42590034008026123,0.13362184166908264
2020-03-04,0.0,-0.07215186208486557,-0.21682208776474,0.005603790283203125
2020-03-05,0.0,0.012010658159852028,0.001971632242202759,0.02374565601348877
2020-03-06,0.0,-0.008761954493820667,-0.012923240661621094,-0.001236259937286377
2020-03-07,0.0,0.010665839537978172,0.00023114681243896484,0.022082269191741943
2020-03-08,0.0,-0.006276583764702082,-0.01788330078125,0.0007548928260803223
2020-03-09,0.0,-0.005349481012672186,-0.01793724298477173,0.0018582046031951904
2020-03-10,0.0,0.051373809576034546,0.0038018226623535156,0.20759326219558716
2020-03-11,0.0,-0.016373122110962868,-0.030351758003234863,-0.0019535422325134277
2020-03-12,0.0,0.06992955505847931,0.006472885608673096,0.2766454219818115
2020-03-13,0.0,0.018302863463759422,-0.004511237144470215,0.09332603216171265
2020-03-14,0.0,-0.0010177611839026213,-0.005789041519165039,0.0030683279037475586
2020-03-15,0.0,0.014312279410660267,-0.006437957286834717,0.09055137634277344
2020-03-16,1.0,0.5059051513671875,0.051476120948791504,1.0010895729064941
2020-03-17,0.0,0.043979305773973465,-0.006930053234100342,0.21623829007148743
2020-03-18,0.0,0.040340520441532135,-0.006022036075592041,0.18697354197502136
2020-03-19,1.0,0.4770037531852722,0.03421923518180847,1.0084009170532227
2020-03-20,0.0,0.29291456937789917,-0.013500750064849854,1.447988748550415
2020-03-21,1.0,0.9900515675544739,0.976935863494873,0.9991743564605713
2020-03-22,0.0,0.1759820282459259,-0.00020515918731689453,0.8378523588180542
2020-03-23,1.0,0.883255124092102,0.42660555243492126,1.0018372535705566
2020-03-24,0.0,0.1811971366405487,-0.001285254955291748,0.8497370481491089
2020-03-25,1.0,0.8008346557617188,0.04809466004371643,1.0154719352722168
2020-03-26,0.0,0.4087145924568176,0.000545501708984375,1.9977351427078247
2020-03-27,2.0,1.992409110069275,1.9763920307159424,2.0028014183044434
2020-03-28,2.0,1.4437683820724487,0.22422721982002258,2.01884126663208
2020-03-29,0.0,0.9477905035018921,-0.004097700119018555,2.8149499893188477
2020-03-30,2.0,1.6124255657196045,0.07327771186828613,1.9997459650039673
2020-03-31,0.0,0.3797542452812195,-0.003521144390106201,1.9053230285644531
2020-04-01,7.0,5.463443279266357,-0.675580620765686,7.000595569610596
2020-04-02,13.0,7.699725151062012,2.773170232772827,12.992027282714844
2020-04-03,3.0,3.9796347618103027,3.0090534687042236,7.833282947540283
2020-04-04,6.0,5.346923351287842,2.7910327911376953,5.996057510375977
2020-04-05,5.0,5.403933525085449,4.999128818511963,6.084238529205322
2020-04-06,0.0,7.241522312164307,0.007183045148849487,18.35873031616211
2020-04-07,20.0,19.980432510375977,19.96086883544922,19.99460220336914
