,Oregon,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,348.92605308909145,,
2020-01-25,0.0,349.93626216241336,,
2020-01-26,0.0,350.81009492785995,,
2020-01-27,0.0,351.96736516511913,,
2020-01-28,0.0,352.67610016030966,,
2020-01-29,0.0,353.44033267685484,,
2020-01-30,0.0,355.3078435769083,,
2020-01-31,0.0,355.86685436726634,,
2020-02-01,0.0,354.31835094944154,,
2020-02-02,0.0,353.2516376499759,,
2020-02-03,0.0,353.5736844568479,,
2020-02-04,0.0,354.4965458307686,,
2020-02-05,0.0,354.7879349608173,,
2020-02-06,0.0,354.0979767829419,,
2020-02-07,0.0,353.5271084146859,,
2020-02-08,0.0,353.6908489869502,,
2020-02-09,0.0,354.2144839375709,,
2020-02-10,0.0,354.388921570798,,
2020-02-11,0.0,354.0252952117073,,
2020-02-12,0.0,353.693182559671,,
2020-02-13,0.0,353.7795954655107,,
2020-02-14,0.0,354.0878159422595,,
2020-02-15,0.0,354.19650650087533,,
2020-02-16,0.0,353.9943109646847,,
2020-02-17,0.0,353.79611508726026,,
2020-02-18,0.0,353.841600120671,,
2020-02-19,0.0,354.0246781505759,,
2020-02-20,0.0,354.0931894916597,,
2020-02-21,0.0,353.978467808631,,
2020-02-22,0.0,353.85923305960137,,
2020-02-23,0.0,353.8827638950395,,
2020-02-24,0.0,353.9916006308431,,
2020-02-25,0.0,354.03486355638057,,
2020-02-26,0.0,353.9692537227933,,
2020-02-27,0.0,353.8973623942246,,
2020-02-28,0.0,353.90921899463933,,
2020-02-29,1.0,353.97383023083836,,
2020-03-01,0.0,353.0819074097967,,
2020-03-02,2.0,354.2501686793336,,
2020-03-03,0.0,352.2662035541746,,
2020-03-04,0.0,354.6513599233073,,
2020-03-05,0.0,354.31036028966923,,
2020-03-06,0.0,354.3506891747519,,
2020-03-07,3.0,354.2824563511164,,
2020-03-08,8.0,351.46264965657156,,
2020-03-09,0.0,347.9691303737194,,
2020-03-10,0.0,356.8728045532678,,
2020-03-11,5.0,355.51207392347294,,
2020-03-12,5.0,350.23318132542903,,
2020-03-13,6.0,350.9526162815926,,
2020-03-14,6.0,352.72714505387773,,
2020-03-15,0.0,355.30908644623446,,
2020-03-16,3.0,357.8243755272132,,
2020-03-17,27.0,350.83526970495484,,
2020-03-18,9.0,331.1435372351323,,
2020-03-19,13.0,357.94133283946974,,
2020-03-20,26.0,354.42758321808657,,
2020-03-21,23.0,340.6333098870613,,
2020-03-22,24.0,340.69033050019175,,
2020-03-23,30.0,345.32905572296437,,
2020-03-24,19.0,353.06396359628826,,
2020-03-25,56.0,362.7880814156307,,
2020-03-26,50.0,318.8032881048736,,
2020-03-27,100.0,334.5294057576408,,
2020-03-28,63.0,297.9749588021799,,
2020-03-29,69.0,354.6837536980488,,
2020-03-30,58.0,344.3703188735223,,
2020-03-31,84.0,352.0259582320622,,
2020-04-01,46.0,329.6400444248235,,
2020-04-02,90.0,383.02919327475223,,
2020-04-03,73.0,346.8358058985339,,
2020-04-04,0.0,358.14617675818283,,
2020-04-05,169.0,405.5009713853566,,
2020-04-06,0.0,233.72435193429575,,
2020-04-07,64.0,440.16815510319555,,
2020-04-08,49.0,354.73648842188715,,
2020-04-09,140.0,381.3084632144437,,
2020-04-10,1.0,263.097129509403,,
2020-04-11,49.0,408.9613759576839,,
2020-04-12,156.0,382.4676365430981,,
2020-04-13,57.0,275.07854717208687,,
2020-04-14,49.0,360.13611148253693,,
2020-04-15,30.0,366.8492101246178,,
2020-04-16,73.0,416.6777068193802,,
2020-04-17,49.0,333.2316387279004,,
2020-04-18,59.0,346.33975670333115,,
2020-04-19,66.0,369.64265712549707,,
2020-04-20,47.0,369.9508771792085,,
2020-04-21,47.0,355.7661358083565,,
2020-04-22,55.0,331.588403074862,,
2020-04-23,68.0,346.78366545848564,,
2020-04-24,50.0,359.03327408571823,,
2020-04-25,76.0,378.6692229814774,,
2020-04-26,58.0,332.5857166380758,,
2020-04-27,43.0,339.1211824151848,,
2020-04-28,31.0,357.7516200550476,,
2020-04-29,61.0,386.6431814604891,,
2020-04-30,64.0,357.9508375404878,,
2020-05-01,69.0,343.0761913822759,,
2020-05-02,56.0,334.55447122892707,,
2020-05-03,45.0,354.87555493754184,,
2020-05-04,79.0,364.2539249976016,,
2020-05-05,80.0,326.1683568900585,,
2020-05-06,77.0,338.0323136819255,,
2020-05-07,73.0,352.9586917466968,,
2020-05-08,79.0,360.33866157692313,,
2020-05-09,92.0,341.2059751566774,,
2020-05-10,68.0,322.77379810275454,,
2020-05-11,58.0,365.6728613047552,,
2020-05-12,72.0,386.58088197081423,,
2020-05-13,58.0,362.18441637076114,,
2020-05-14,63.0,356.5585325254881,,
2020-05-15,62.0,347.8406850800499,,
2020-05-16,71.0,365.3104974073265,,
2020-05-17,11.0,356.72094910580955,,
2020-05-18,64.0,401.33984295359113,,
2020-05-19,39.0,331.36426122209457,,
2020-05-20,75.0,363.8403651175189,,
2020-05-21,16.0,332.3067214522818,,
2020-05-22,47.0,403.40276754497,,
2020-05-23,24.0,352.9346462030452,,
2020-05-24,39.0,356.50786061055857,,
2020-05-25,22.0,341.1476233735148,,
2020-05-26,18.0,379.6784025536829,,
2020-05-27,71.0,387.2570881130616,,
2020-05-28,48.0,311.6935332986126,,
2020-05-29,45.0,330.4527050205474,,
2020-05-30,54.0,342.2391880076745,,
2020-05-31,58.0,355.6109658854371,,
2020-06-01,59.0,348.9885274463599,,
2020-06-02,33.0,337.82805309731975,,
2020-06-03,64.0,373.02254063673024,,
2020-06-04,75.0,345.5040814077826,,
2020-06-05,96.0,336.41851134453304,,
2020-06-06,0.0,317.11397555833423,,
2020-06-07,92.0,419.86980015846444,,
2020-06-08,260.0,315.8683431870098,,
2020-06-09,66.0,167.3690194710413,,
2020-06-10,72.0,400.92242794610615,,
2020-06-11,177.0,399.4963790874269,,
2020-06-12,140.0,295.9420557086767,,
2020-06-13,0.0,293.90680495040755,,
2020-06-14,259.0,456.003385104969,,
2020-06-15,184.0,268.26695404608085,,
2020-06-16,278.0,344.3049918056855,,
2020-06-17,120.0,187.51207569304052,,
2020-06-18,148.0,404.6140457754502,,
2020-06-19,206.0,383.26476240852435,,
2020-06-20,178.0,310.39921512662335,,
2020-06-21,187.0,364.18440307030585,,
2020-06-22,146.0,377.8568129250452,,
2020-06-23,191.0,422.10516064602587,,
2020-06-24,170.0,305.80958735654275,,
2020-06-25,124.0,311.12046224666744,,
2020-06-26,250.0,402.6576084623914,,
2020-06-27,276.0,316.491464636418,,
2020-06-28,247.0,295.0454282829084,,
2020-06-29,144.0,291.7270052125564,,
2020-06-30,171.0,402.9214333604834,,
2020-07-01,275.0,378.2058603201466,,
2020-07-02,363.0,278.71598455689536,,
2020-07-03,342.0,240.58106847602306,,
2020-07-04,294.0,320.4728745141053,,
2020-07-05,300.0,360.5274727725051,,
2020-07-06,165.0,291.37901686739264,,
2020-07-07,210.0,410.4748245841753,,
2020-07-08,212.0,415.357214733426,,
2020-07-09,371.0,476.8071150017031,,
2020-07-10,266.0,276.7250202117078,,
2020-07-11,397.0,330.1923676112963,,
2020-07-12,319.0,179.51990410250596,,
2020-07-13,268.0,315.7711712514623,,
2020-07-14,367.0,395.88304175569056,,
2020-07-15,276.0,320.1144321325114,,
2020-07-16,428.0,424.740979746234,,
2020-07-17,293.0,236.7276799169406,,
2020-07-18,347.0,408.89795898270484,,
2020-07-19,,334.2008405973611,257.3033205134776,411.09836068124457
2020-07-20,,335.34263022953934,258.1947162847446,412.4905441743341
2020-07-21,,335.5073020448028,255.12919327809067,415.885410811515
2020-07-22,,345.67689582563844,263.35175502365763,428.00203662761925
2020-07-23,,371.20121604134863,286.30393496469753,456.0984971179997
2020-07-24,,350.4121498448785,264.9137618370245,435.91053785273255
2020-07-25,,337.6489748818673,250.20147668858266,425.0964730751519
