,Alaska,forecast,interval_low,interval_high
2020-01-23,0.0,-0.0013164281845092773,-0.006180882453918457,0.0005028843879699707
2020-01-24,0.0,-4.83393669128418e-05,-0.0004761219024658203,0.0002339184284210205
2020-01-25,0.0,0.0006413936498574913,-0.0001671910285949707,0.0013311803340911865
2020-01-26,0.0,-0.0003601550997700542,-0.000987410545349121,0.00018420815467834473
2020-01-27,0.0,0.0016285836463794112,-0.00019043684005737305,0.0072082579135894775
2020-01-28,0.0,0.0005905449506826699,-0.0010271072387695312,0.004506349563598633
2020-01-29,0.0,1.7303227650700137e-05,-0.00043642520904541016,0.0004443824291229248
2020-01-30,0.0,0.0006468296051025391,-0.0015742182731628418,0.0046301186084747314
2020-01-31,0.0,0.00024129152006935328,-0.0004634857177734375,0.0015376806259155273
2020-02-01,0.0,0.1264926642179489,-0.016002178192138672,0.6479748487472534
2020-02-02,0.0,0.0018554807174950838,0.00012290477752685547,0.0076551735401153564
2020-02-03,0.0,-0.00033892394276335835,-0.0006884932518005371,-0.00010901689529418945
2020-02-04,0.0,0.00406221766024828,-0.0005646347999572754,0.02060672640800476
2020-02-05,0.0,0.08939653635025024,-0.0004299283027648926,0.36814457178115845
2020-02-06,0.0,0.0009701013332232833,-0.0006098151206970215,0.003853440284729004
2020-02-07,0.0,-0.0014862060779705644,-0.00411754846572876,-0.000577390193939209
2020-02-08,0.0,0.011562424711883068,0.0004112124443054199,0.05470925569534302
2020-02-09,0.0,-0.0005460024112835526,-0.0013005733489990234,0.00032460689544677734
2020-02-10,0.0,-0.00026125312433578074,-0.0009279251098632812,0.0005725622177124023
2020-02-11,0.0,-0.012296140193939209,-0.05961251258850098,-5.841255187988281e-05
2020-02-12,0.0,0.004488348960876465,-0.0014401078224182129,0.01957675814628601
2020-02-13,0.0,-0.0010204315185546875,-0.002273380756378174,-0.0001010894775390625
2020-02-14,0.0,-0.00011807084229076281,-0.0004527568817138672,0.00043448805809020996
2020-02-15,0.0,0.0007840454345569015,-0.0005290508270263672,0.001982271671295166
2020-02-16,0.0,0.00024537445278838277,-5.14984130859375e-05,0.0006088018417358398
2020-02-17,0.0,0.00020886064157821238,-0.0007919073104858398,0.0007143318653106689
2020-02-18,0.0,-0.0006764650461263955,-0.0017413496971130371,8.541345596313477e-05
2020-02-19,0.0,-6.598830077564344e-05,-0.0008568167686462402,0.0003210604190826416
2020-02-20,0.0,-0.0020952343475073576,-0.009754419326782227,0.00032442808151245117
2020-02-21,0.0,-0.0007491350406780839,-0.002261936664581299,0.00037533044815063477
2020-02-22,0.0,0.00026634932146407664,-0.0019393563270568848,0.002494215965270996
2020-02-23,0.0,-0.0022389471996575594,-0.007191956043243408,0.00015240907669067383
2020-02-24,0.0,-0.0015997886657714844,-0.0074613094329833984,7.224082946777344e-05
2020-02-25,0.0,0.0019405961502343416,-0.0033846497535705566,0.008998513221740723
2020-02-26,0.0,0.0008906960720196366,5.1409006118774414e-05,0.0014800727367401123
2020-02-27,0.0,-0.002701371908187866,-0.01335209608078003,0.0009887516498565674
2020-02-28,0.0,0.0008306801319122314,-0.0003935694694519043,0.0033027231693267822
2020-02-29,0.0,-0.0005435526254586875,-0.0008797645568847656,0.00012490153312683105
2020-03-01,0.0,2.619028055050876e-05,-0.00030559301376342773,0.0006055831909179688
2020-03-02,0.0,-0.00012311936006881297,-0.0008231997489929199,0.0004665553569793701
2020-03-03,0.0,-0.013447796925902367,-0.03372770547866821,0.0001767277717590332
2020-03-04,0.0,0.029555190354585648,-0.0008135437965393066,0.09719213843345642
2020-03-05,0.0,-0.0019160211086273193,-0.009606540203094482,0.0002739131450653076
2020-03-06,0.0,0.00027145148487761617,-0.0011040568351745605,0.0014651119709014893
2020-03-07,0.0,0.0003575563314370811,-0.00017958879470825195,0.0008810460567474365
2020-03-08,0.0,9.293555922340602e-05,-0.0004265904426574707,0.0008122026920318604
2020-03-09,0.0,9.131431579589844e-05,-0.0013782382011413574,0.0025458931922912598
2020-03-10,0.0,-0.009727800264954567,-0.045578598976135254,-0.0004010796546936035
2020-03-11,0.0,0.0021495402324944735,0.00013309717178344727,0.004800617694854736
2020-03-12,0.0,-0.014100348576903343,-0.047841429710388184,0.0001976490020751953
2020-03-13,0.0,-0.00030071736546233296,-0.0013262033462524414,0.0002727508544921875
2020-03-14,0.0,0.0004865288792643696,2.4586915969848633e-05,0.0008171796798706055
2020-03-15,0.0,-6.316900544334203e-05,-0.00047719478607177734,0.00034868717193603516
2020-03-16,0.0,-0.00020781159400939941,-0.0012892484664916992,0.00017973780632019043
2020-03-17,0.0,-0.0007930636638775468,-0.004317820072174072,0.0017868280410766602
2020-03-18,0.0,0.0005523919826373458,-0.0001437067985534668,0.0013436377048492432
2020-03-19,0.0,-0.0005801200750283897,-0.0017937421798706055,0.0002709031105041504
2020-03-20,0.0,-0.0009589791297912598,-0.0032835006713867188,-1.8537044525146484e-05
2020-03-21,0.0,0.00038074253825470805,-0.004256725311279297,0.0027913451194763184
2020-03-22,0.0,-0.006822168827056885,-0.029864251613616943,0.0010936856269836426
2020-03-23,0.0,0.0007430136320181191,0.00012978911399841309,0.001163572072982788
2020-03-24,0.0,0.31899505853652954,-0.00018364191055297852,0.8810025453567505
2020-03-25,1.0,0.7953800559043884,-0.0007739067077636719,0.9954707622528076
2020-03-26,0.0,0.16363978385925293,0.0015956759452819824,0.8090224862098694
2020-03-27,0.0,0.002683705184608698,-0.00029969215393066406,0.009258359670639038
2020-03-28,1.0,0.8334387540817261,0.1754826009273529,0.9995355606079102
