,Louisiana,forecast,interval_low,interval_high
2020-04-04,39.0,39.02753448486328,38.99394226074219,39.0703239440918
2020-04-05,68.0,59.51862335205078,25.837554931640625,67.97114562988281
2020-04-06,35.0,39.86381149291992,34.99088668823242,59.16347122192383
2020-04-07,70.0,69.76786041259766,59.06355285644531,79.85059356689453
2020-04-08,70.0,59.53038787841797,49.845462799072266,70.0089111328125
2020-04-09,50.0,51.61444091796875,49.97883224487305,57.98176956176758
2020-04-10,53.0,53.00254440307617,52.951663970947266,53.07721710205078
2020-04-11,51.0,48.4857063293457,38.45994186401367,51.00680160522461
2020-04-12,34.0,36.476531982421875,33.99166488647461,46.20771789550781
2020-04-13,44.0,43.98330307006836,43.94829177856445,44.0135383605957
2020-04-14,129.0,101.14524841308594,57.385345458984375,128.95742797851562
2020-04-15,90.0,75.54678344726562,53.39731979370117,90.0064468383789
2020-04-16,53.0,53.07759475708008,53.040348052978516,53.13636016845703
2020-04-17,57.0,56.99808883666992,56.983680725097656,57.00942611694336
2020-04-18,54.0,53.94853591918945,53.9039421081543,53.9754524230957
2020-04-19,29.0,33.33948516845703,29.011112213134766,50.61972427368164
2020-04-20,32.0,36.632259368896484,31.99385643005371,55.12810134887695
2020-04-21,77.0,73.07061767578125,57.42451095581055,76.99465942382812
2020-04-22,68.0,90.95927429199219,68.03314208984375,125.63760375976562
2020-04-23,126.0,125.92384338378906,125.84772491455078,125.9620590209961
2020-04-24,61.0,61.0499153137207,61.0150032043457,61.07059097290039
2020-04-25,47.0,42.478729248046875,24.47498893737793,46.98605728149414
2020-04-26,22.0,21.998960494995117,21.979021072387695,22.013227462768555
2020-04-27,11.0,11.029352188110352,11.012887001037598,11.047146797180176
2020-04-28,61.0,60.9534912109375,60.905853271484375,60.995758056640625
2020-04-29,44.0,50.53052520751953,44.021934509277344,60.32285690307617
2020-04-30,60.0,59.98046875,59.94083023071289,60.0067024230957
2020-05-01,65.0,64.9773178100586,64.96881103515625,64.98296356201172
2020-05-02,23.0,27.375965118408203,23.008934020996094,44.744384765625
2020-05-03,19.0,20.422977447509766,18.980308532714844,26.10602378845215
2020-05-04,52.0,51.966163635253906,51.94026184082031,52.00098419189453
2020-05-05,51.0,51.68605422973633,51.026206970214844,54.21535873413086
2020-05-06,52.0,49.788963317871094,41.08540725708008,51.995582580566406
2020-05-07,41.0,39.631107330322266,23.981714248657227,51.16753005981445
2020-05-08,19.0,28.879512786865234,19.05278778076172,46.77179718017578
2020-05-09,40.0,30.468814849853516,22.43092918395996,39.93264389038086
2020-05-10,19.0,18.994230270385742,18.9666690826416,19.02273941040039
2020-05-11,22.0,22.053144454956055,22.013328552246094,22.10148811340332
2020-05-12,39.0,38.945762634277344,38.91910934448242,38.96613311767578
2020-05-13,34.0,34.059814453125,33.9987907409668,34.109588623046875
2020-05-14,36.0,35.95532989501953,35.91049575805664,36.0611686706543
2020-05-15,31.0,31.03640365600586,30.989727020263672,31.104965209960938
2020-05-16,31.0,30.990764617919922,30.934959411621094,31.0675048828125
2020-05-17,12.0,22.679340362548828,12.015482902526855,39.554080963134766
2020-05-18,72.0,46.33342361450195,7.182974815368652,71.94822692871094
2020-05-19,18.0,18.049373626708984,18.000492095947266,18.106639862060547
2020-05-20,27.0,24.861251831054688,20.57518768310547,26.999797821044922
2020-05-21,21.0,26.27921485900879,21.013896942138672,34.55232620239258
2020-05-22,39.0,38.94019317626953,38.8829345703125,38.986297607421875
2020-05-23,0.0,6.47653341293335,0.0357077419757843,32.09498596191406
2020-05-24,23.0,18.459989547729492,0.47985050082206726,22.98853874206543
2020-05-25,0.0,2.969398260116577,-0.01197516918182373,14.856566429138184
2020-05-26,11.0,15.053866386413574,11.01569938659668,22.008981704711914
2020-05-27,21.0,20.974836349487305,20.947046279907227,20.99999237060547
2020-05-28,18.0,19.142772674560547,18.005861282348633,23.609281539916992
2020-05-29,26.0,24.54494285583496,18.7548885345459,25.99959945678711
2020-05-30,19.0,16.714168548583984,7.615970611572266,19.006776809692383
2020-05-31,5.0,6.542446136474609,4.998175621032715,12.634806632995605
2020-06-01,10.0,15.127565383911133,10.001413345336914,23.699098587036133
2020-06-02,34.0,32.689910888671875,27.41223907470703,34.0165901184082
2020-06-03,35.0,34.956993103027344,34.933021545410156,34.97367477416992
2020-06-04,13.0,17.136240005493164,13.012307167053223,33.42195510864258
