,New Jersey,forecast,interval_low,interval_high
2020-01-22,0.0,32.62736129760742,-1.5116143226623535,158.9800262451172
2020-01-23,0.0,-0.2647819221019745,-2.912388324737549,3.7834854125976562
2020-01-24,0.0,-30.365859985351562,-151.95938110351562,0.4058796167373657
2020-01-25,0.0,0.18697309494018555,-3.086566209793091,3.0218496322631836
2020-01-26,0.0,-30.119609832763672,-151.7472686767578,1.1531955003738403
2020-01-27,0.0,214.956787109375,-0.706149697303772,1075.495361328125
2020-01-28,0.0,5.1705827713012695,-1.439365029335022,27.56431007385254
2020-01-29,0.0,86.96157836914062,-64.6479721069336,499.0117492675781
2020-01-30,0.0,-9.922416687011719,-42.88559341430664,16.83201789855957
2020-01-31,0.0,-0.3642912209033966,-2.0196590423583984,0.6989308595657349
2020-02-01,0.0,-1.0672410726547241,-2.78751540184021,-0.2461014986038208
2020-02-02,0.0,0.2157275229692459,-0.40020012855529785,1.0377997159957886
2020-02-03,0.0,0.15204748511314392,-0.3277663588523865,0.9666284322738647
2020-02-04,0.0,0.6430541276931763,0.03135490417480469,2.0379788875579834
2020-02-05,0.0,32.28568649291992,-0.29851698875427246,156.6025390625
2020-02-06,0.0,-2.1608943939208984,-4.639712333679199,3.896467685699463
2020-02-07,0.0,5.349788188934326,0.38988161087036133,17.610551834106445
2020-02-08,0.0,1.3431079387664795,-3.798081398010254,14.127789497375488
2020-02-09,0.0,0.6765056252479553,-5.767551422119141,12.774303436279297
2020-02-10,0.0,0.5640541911125183,-0.4573764204978943,3.3948886394500732
2020-02-11,0.0,-0.05681779980659485,-4.417892932891846,2.9604666233062744
2020-02-12,0.0,-1.4056000709533691,-8.316441535949707,1.3241143226623535
2020-02-13,0.0,4.254518985748291,0.575941801071167,11.863053321838379
2020-02-14,0.0,-26.5072021484375,-123.3681640625,-0.6245448589324951
2020-02-15,0.0,30.739933013916016,-3.8390612602233887,138.2917022705078
2020-02-16,0.0,-47.324745178222656,-248.37464904785156,6.648508548736572
2020-02-17,0.0,-4.44946813583374,-12.810876846313477,0.7995243072509766
2020-02-18,0.0,-1.5436794757843018,-5.04733943939209,1.8394523859024048
2020-02-19,0.0,-0.5945557951927185,-4.4513983726501465,2.7398149967193604
2020-02-20,0.0,-1.731824517250061,-14.861477851867676,3.610369920730591
2020-02-21,0.0,-0.8918449282646179,-7.520133018493652,3.3950424194335938
2020-02-22,0.0,0.21516509354114532,-4.423475742340088,5.544074535369873
