,Wisconsin,forecast,interval_low,interval_high
2020-01-23,0.0,-0.5258287191390991,-2.4901347160339355,-0.014951646327972412
2020-01-24,0.0,-0.008467239327728748,-0.06673067808151245,0.02387067675590515
2020-01-25,0.0,1.2603068351745605,-0.008420884609222412,3.8770015239715576
2020-01-26,0.0,0.0008497118833474815,-0.0260506272315979,0.02779361605644226
2020-01-27,0.0,0.3412424623966217,-2.4346940517425537,3.3294074535369873
2020-01-28,0.0,0.011760329827666283,-0.024368703365325928,0.06978908181190491
2020-01-29,0.0,0.3875287175178528,-0.02523261308670044,1.9159493446350098
2020-01-30,0.0,-0.22430181503295898,-1.0694502592086792,0.015408098697662354
2020-01-31,0.0,-0.0017958522075787187,-0.06375986337661743,0.028013497591018677
2020-02-01,0.0,-0.7037572264671326,-3.376235246658325,-0.014033496379852295
2020-02-02,0.0,-0.011183202266693115,-0.032914161682128906,0.006079196929931641
2020-02-03,0.0,0.002656310796737671,-0.007499337196350098,0.01804158091545105
2020-02-04,0.0,0.04251398891210556,0.02281254529953003,0.06871083378791809
2020-02-05,0.0,0.20148901641368866,-0.03027886152267456,1.0272754430770874
2020-02-06,0.0,0.005006575491279364,-0.06722813844680786,0.07532277703285217
2020-02-07,0.0,0.6393758058547974,-0.012247323989868164,1.789390206336975
2020-02-08,0.0,-0.4358041286468506,-2.059513568878174,0.08221063017845154
2020-02-09,0.0,0.03633762151002884,-0.022255778312683105,0.09114795923233032
2020-02-10,0.0,0.25691014528274536,-0.2068922519683838,1.1411775350570679
2020-02-11,0.0,0.016074288636446,-0.015130996704101562,0.07910853624343872
2020-02-12,0.0,-0.06288681924343109,-0.960726261138916,0.8584343194961548
2020-02-13,0.0,0.04902425408363342,-0.1633269190788269,0.3873242735862732
2020-02-14,0.0,1.2965483665466309,0.07158416509628296,2.9731123447418213
2020-02-15,0.0,0.020042289048433304,-0.0676417350769043,0.16115891933441162
2020-02-16,0.0,-0.02939138375222683,-0.04418766498565674,0.005544185638427734
2020-02-17,0.0,-0.5255703926086426,-3.740832805633545,1.32366144657135
2020-02-18,0.0,-0.04496314376592636,-0.08642846345901489,-0.0029183626174926758
2020-02-19,0.0,0.08837298303842545,0.036152929067611694,0.14481809735298157
2020-02-20,0.0,-0.009416276589035988,-0.17229855060577393,0.1274625062942505
2020-02-21,0.0,-0.30678921937942505,-1.2643764019012451,0.01049572229385376
2020-02-22,0.0,0.022591138258576393,-0.13701975345611572,0.15399694442749023
2020-02-23,0.0,-0.28819236159324646,-1.4062860012054443,0.027522116899490356
2020-02-24,0.0,-0.3536725640296936,-1.277602195739746,0.045968085527420044
2020-02-25,0.0,0.011478668078780174,-0.028679847717285156,0.06855535507202148
2020-02-26,0.0,0.010235840454697609,-0.048516035079956055,0.07236707210540771
